"eV","Pi_Al_GibbSorb_std.xmu.nor","Pi_Apatite_CaDefHydroxy_std.xmu.nor","Pi_Fe_GoethSorb_std.xmu.nor","Pi_K_Pyro_std.xmu.nor","Pi_Mg_Tri_std.xmu.nor","Pi_Na_Tri_std.xmu.nor","Pi_NH4_Mg_std.xmu.nor","Po_Ca_Lecithin_std.xmu.nor"
2147.19,-9999,0.051327149,-9999,0.027130566,0.024547495,-9999,0.019932877,-9999
2147.29,-9999,0.063275374,-9999,0.033129839,0.023747581,-9999,0.010327929,-9999
2147.39,-9999,0.076484032,-9999,0.033849138,0.025687884,-9999,0.021066271,-9999
2147.49,-9999,0.067741279,-9999,0.039561671,0.027043584,-9999,0.020190187,-9999
2147.59,-9999,0.084841306,-9999,0.042167646,0.030641152,-9999,0.026820789,-9999
2147.69,-9999,0.08585571,-9999,0.045928615,0.033344244,-9999,0.029473698,-9999
2147.79,-9999,0.098080567,-9999,0.043922028,0.036944651,-9999,0.027055424,-9999
2147.89,-9999,0.091271323,-9999,0.050235232,0.037510941,-9999,0.034878244,-9999
2147.99,-9999,0.091466542,-9999,0.05016476,0.038868061,-9999,0.03470006,-9999
2148.09,-9999,0.096104448,-9999,0.059808228,0.047016093,-9999,0.037470081,-9999
2148.19,-9999,0.1021226,-9999,0.059272421,0.046958025,-9999,0.03761191,-9999
2148.29,-9999,0.095611415,-9999,0.070192625,0.048894779,-9999,0.044763384,-9999
2148.39,-9999,0.10300201,-9999,0.072750397,0.051796999,-9999,0.050189512,-9999
2148.49,-9999,0.10022343,-9999,0.076564512,0.056953154,-9999,0.053005832,-9999
2148.59,-9999,0.1001878,-9999,0.084095744,0.062904397,-9999,0.059523408,-9999
2148.69,-9999,0.099932026,-9999,0.082920333,0.066764983,-9999,0.066214609,-9999
2148.79,-9999,0.11556901,-9999,0.096831534,0.073209608,-9999,0.07684333,-9999
2148.89,-9999,0.11736656,-9999,0.10668573,0.080445773,-9999,0.077943155,-9999
2148.99,-9999,0.13295582,-9999,0.11228456,0.084831685,-9999,0.088868058,-9999
2149.09,-9999,0.13771256,-9999,0.12167589,0.092298568,-9999,0.097014977,-9999
2149.19,-9999,0.15388529,-9999,0.13536091,0.10076286,-9999,0.1104319,-9999
2149.29,-9999,0.16603514,-9999,0.1493197,0.10912067,-9999,0.12748471,-9999
2149.39,-9999,0.20278975,-9999,0.17073002,0.11946265,-9999,0.13537289,-9999
2149.49,-9999,0.21477401,-9999,0.18696171,0.1307843,-9999,0.15352873,-9999
2149.59,-9999,0.24654143,-9999,0.20161757,0.1413499,-9999,0.17463957,-9999
2149.69,-9999,0.26807148,-9999,0.2287009,0.15464152,-9999,0.19907311,-9999
2149.79,-9999,0.31613492,-9999,0.25666793,0.17117738,-9999,0.22119166,-9999
2149.89,-9999,0.35219794,-9999,0.27945016,0.18974712,-9999,0.2581057,-9999
2149.99,-9999,0.40791749,-9999,0.33336594,0.20980054,-9999,0.29510144,-9999
2150.09,-9999,0.45226003,-9999,0.39001934,0.23529891,-9999,0.34467301,-9999
2150.19,-9999,0.49815131,-9999,0.46582996,0.26607539,-9999,0.39746514,-9999
2150.29,-9999,0.56022173,-9999,0.54215967,0.30422419,-9999,0.45551365,-9999
2150.39,-9999,0.655079,-9999,0.6526263,0.34586571,-9999,0.52178718,-9999
2150.49,-9999,0.76345622,-9999,0.79481356,0.40714663,-9999,0.5920847,-9999
2150.59,-9999,0.90237022,-9999,0.94018956,0.47393639,-9999,0.67749772,-9999
2150.69,-9999,1.099007,-9999,1.1368451,0.55538205,-9999,0.77200047,-9999
2150.79,-9999,1.3625617,-9999,1.3400573,0.65725156,-9999,0.88487333,-9999
2150.89,-9999,1.6346004,-9999,1.5764239,0.77314872,-9999,1.0111595,-9999
2150.99,-9999,1.9601832,-9999,1.8026372,0.89273381,-9999,1.174928,-9999
2151.09,-9999,2.3247382,-9999,2.0852035,1.0135754,-9999,1.359511,-9999
2151.19,-9999,2.7341486,-9999,2.3736282,1.1359007,-9999,1.5883103,-9999
2151.29,-9999,3.1704917,-9999,2.7516593,1.2824514,-9999,1.8768226,-9999
2151.39,-9999,3.6757594,-9999,3.1783249,1.4463059,-9999,2.2048258,-9999
2151.49,-9999,4.2853683,-9999,3.6931199,1.653113,-9999,2.596144,-9999
2151.59,-9999,5.1530154,-9999,4.305079,1.9197115,-9999,3.0358999,-9999
2151.69,-9999,6.1593686,-9999,4.9395324,2.2807126,-9999,3.5057097,-9999
2151.79,-9999,7.1511401,-9999,5.5534196,2.7218509,-9999,3.9952923,-9999
2151.89,-9999,8.2017253,-9999,6.0956465,3.2488836,-9999,4.4516207,-9999
2151.99,-9999,9.0429754,-9999,6.5558743,3.8573384,-9999,4.8463773,-9999
2152.09,-9999,9.6671952,-9999,6.825766,4.4811626,-9999,5.1802429,-9999
2152.19,-9999,9.9250711,-9999,7.0385569,5.1130442,-9999,5.4335947,-9999
2152.29,-9999,10.086223,-9999,7.1815166,5.7008764,-9999,5.616564,-9999
2152.39,-9999,9.9645077,-9999,7.2486508,6.1986932,-9999,5.7207488,-9999
2152.49,-9999,9.7369123,-9999,7.2821673,6.5838132,-9999,5.7383191,-9999
2152.59,-9999,9.4013909,-9999,7.3178466,6.8480016,-9999,5.7248958,-9999
2152.69,-9999,8.9916463,-9999,7.2385827,6.9790125,-9999,5.6316939,-9999
2152.79,-9999,8.548842,-9999,7.1333021,7.0583782,-9999,5.5413041,-9999
2152.89,-9999,8.1375584,-9999,6.90764,7.0115234,-9999,5.391065,-9999
2152.99,-9999,7.588377,-9999,6.6662196,6.9067408,-9999,5.2202158,-9999
2153.09,-9999,7.1801909,-9999,6.3880915,6.6682483,-9999,5.0096645,-9999
2153.19,-9999,6.7225127,-9999,6.0444581,6.3913146,-9999,4.7960084,-9999
2153.29,-9999,6.3194599,-9999,5.7001326,6.0493895,-9999,4.5325937,-9999
2153.39,-9999,5.9298782,-9999,5.3024882,5.6729278,-9999,4.2678581,-9999
2153.49,-9999,5.6272996,-9999,4.9173887,5.2555047,-9999,4.0179929,-9999
2153.59,-9999,5.3578585,-9999,4.5839519,4.8380462,-9999,3.7787153,-9999
2153.69,-9999,5.0972327,-9999,4.2079676,4.4155474,-9999,3.529599,-9999
2153.79,-9999,4.9292594,-9999,3.8682459,4.0036616,-9999,3.3137301,-9999
2153.89,-9999,4.7458181,-9999,3.5694095,3.6124339,-9999,3.1146788,-9999
2153.99,-9999,4.6201385,-9999,3.2720253,3.2483954,-9999,2.9213129,-9999
2154.09,-9999,4.5508277,-9999,3.0239802,2.921829,-9999,2.750382,-9999
2154.19,-9999,4.4874003,-9999,2.8111288,2.6576984,-9999,2.6040852,-9999
2154.29,-9999,4.4611916,-9999,2.6435439,2.4280833,-9999,2.4829333,-9999
2154.39,-9999,4.4769747,-9999,2.4760147,2.2297215,-9999,2.3807574,-9999
2154.49,-9999,4.4772995,-9999,2.3503039,2.0579738,-9999,2.2910757,-9999
2154.59,-9999,4.5054434,-9999,2.2467783,1.9321426,-9999,2.2189062,-9999
2154.69,-9999,4.4931054,-9999,2.1430117,1.808718,-9999,2.1742714,-9999
2154.79,-9999,4.5268112,-9999,2.0576916,1.71578,-9999,2.1394208,-9999
2154.89,-9999,4.5274379,-9999,2.0020467,1.6376506,-9999,2.1091526,-9999
2154.99,-9999,4.5065769,-9999,1.9500046,1.5716747,-9999,2.0944084,-9999
2155.09,-9999,4.4992456,-9999,1.9070961,1.5235705,-9999,2.0692399,-9999
2155.19,-9999,4.431581,-9999,1.8712264,1.4865834,-9999,2.0764268,-9999
2155.29,-9999,4.3543998,-9999,1.8388915,1.4626797,-9999,2.0818842,-9999
2155.39,-9999,4.2402044,-9999,1.8216104,1.4396599,-9999,2.0758689,-9999
2155.49,-9999,4.1691598,-9999,1.7945777,1.4192348,-9999,2.084043,-9999
2155.59,-9999,4.0375774,-9999,1.7853921,1.4057206,-9999,2.1004422,-9999
2155.69,-9999,3.9068619,-9999,1.7674498,1.3967,-9999,2.1002347,-9999
2155.79,-9999,3.7960172,-9999,1.7610822,1.3849002,-9999,2.1256487,-9999
2155.89,-9999,3.6381352,-9999,1.7595904,1.3919908,-9999,2.1129812,-9999
2155.99,-9999,3.512553,-9999,1.7515666,1.3876449,-9999,2.110983,-9999
2156.09,-9999,3.4093547,-9999,1.731449,1.3827382,-9999,2.1085082,-9999
2156.19,-9999,3.2731162,-9999,1.7338999,1.3883984,-9999,2.0990408,-9999
2156.29,-9999,3.1170265,-9999,1.7279154,1.3972815,-9999,2.0806403,-9999
2156.39,-9999,2.9803692,-9999,1.7337157,1.4004997,-9999,2.0809503,-9999
2156.49,-9999,2.834361,-9999,1.7222065,1.4146361,-9999,2.0524523,-9999
2156.59,-9999,2.6719009,-9999,1.7207456,1.4219361,-9999,2.0342969,-9999
2156.69,-9999,2.5538677,-9999,1.7192538,1.4323562,-9999,2.018899,-9999
2156.79,-9999,2.4387469,-9999,1.7207653,1.4348715,-9999,1.9907483,-9999
2156.89,-9999,2.3129309,-9999,1.7145522,1.4517339,-9999,1.9682897,-9999
2156.99,-9999,2.1640005,-9999,1.7054222,1.4558572,-9999,1.9307837,-9999
2157.09,-9999,2.1073817,-9999,1.7132865,1.4607365,-9999,1.914705,-9999
2157.19,-9999,2.0255348,-9999,1.7072402,1.4753201,-9999,1.8757828,-9999
2157.29,-9999,1.9479056,-9999,1.6847682,1.4716203,-9999,1.8408914,-9999
2157.39,-9999,1.8665067,-9999,1.6797724,1.4790552,-9999,1.812693,-9999
2157.49,-9999,1.8064495,-9999,1.6640919,1.4934862,-9999,1.791957,-9999
2157.59,-9999,1.7550225,-9999,1.6655664,1.490695,-9999,1.7659647,-9999
2157.69,-9999,1.6870462,-9999,1.6449606,1.4955282,-9999,1.7238764,-9999
2157.79,-9999,1.6281481,-9999,1.6238358,1.4947354,-9999,1.7116514,-9999
2157.89,-9999,1.5833155,-9999,1.616535,1.4866945,-9999,1.6784962,-9999
2157.99,-9999,1.5417265,-9999,1.6024736,1.4876764,-9999,1.6590812,-9999
2158.09,-9999,1.4843966,-9999,1.5899818,1.4848,-9999,1.6369426,-9999
2158.19,-9999,1.4471714,-9999,1.5816985,1.4796555,-9999,1.6119784,-9999
2158.29,-9999,1.4221511,-9999,1.5666915,1.4857381,-9999,1.5861767,-9999
2158.39,-9999,1.4078163,-9999,1.5282078,1.4779811,-9999,1.5755246,-9999
2158.49,-9999,1.361883,-9999,1.5115138,1.466018,-9999,1.5402247,-9999
2158.59,-9999,1.3723574,-9999,1.4842215,1.4720438,-9999,1.5167243,-9999
2158.69,-9999,1.3502594,-9999,1.4598276,1.4687699,-9999,1.5067667,-9999
2158.79,-9999,1.3546265,-9999,1.4432263,1.4614637,-9999,1.4833685,-9999
2158.89,-9999,1.3619352,-9999,1.4275705,1.462073,-9999,1.4647977,-9999
2158.99,-9999,1.3737247,-9999,1.4025339,1.4612092,-9999,1.4436941,-9999
2159.09,-9999,1.3921085,-9999,1.3855989,1.4526962,-9999,1.4348123,-9999
2159.19,-9999,1.3958328,-9999,1.3636583,1.4578736,-9999,1.4179097,-9999
2159.29,-9999,1.4178693,-9999,1.3567406,1.4582167,-9999,1.4066175,-9999
2159.39,-9999,1.4120283,-9999,1.3416905,1.4636461,-9999,1.407336,-9999
2159.49,-9999,1.453322,-9999,1.326597,1.4640886,-9999,1.3878393,-9999
2159.59,-9999,1.4587996,-9999,1.3270889,1.4554726,-9999,1.3792434,-9999
2159.69,-9999,1.4888234,-9999,1.3169887,1.4509528,-9999,1.3646966,-9999
2159.79,-9999,1.5089216,-9999,1.3190812,1.4510332,-9999,1.3602677,-9999
2159.89,-9999,1.5156362,-9999,1.3046737,1.4397977,-9999,1.3493568,-9999
2159.99,-9999,1.5672452,-9999,1.297892,1.4305997,-9999,1.3444037,-9999
2160.09,-9999,1.5718753,-9999,1.3125973,1.4282096,-9999,1.329605,-9999
2160.19,-9999,1.5981393,-9999,1.2969909,1.4302031,-9999,1.3248492,-9999
2160.29,-9999,1.6026233,-9999,1.3092429,1.4125857,-9999,1.3165734,-9999
2160.39,-9999,1.6095425,-9999,1.3133561,1.4023299,-9999,1.3136152,-9999
2160.49,-9999,1.6252866,-9999,1.3125193,1.3995316,-9999,1.2914017,-9999
2160.99,-9999,1.7482296,-9999,1.3588364,1.3660037,-9999,1.2643821,-9999
2161.49,-9999,1.9102909,-9999,1.4033243,1.3412253,-9999,1.2383837,-9999
2161.99,-9999,2.1178894,-9999,1.4752317,1.3143208,-9999,1.228461,-9999
2162.49,-9999,2.3185623,-9999,1.5348908,1.3152515,-9999,1.26366,-9999
2162.99,-9999,2.3632396,-9999,1.5809422,1.3626771,-9999,1.3147712,-9999
2163.49,-9999,2.256889,-9999,1.6254547,1.4498289,-9999,1.4081037,-9999
2163.99,-9999,2.1222418,-9999,1.6525281,1.5345918,-9999,1.5379448,-9999
2164.49,-9999,2.0773056,-9999,1.6920722,1.5922861,-9999,1.6858838,-9999
2164.99,-9999,2.1189536,-9999,1.7141893,1.6059489,-9999,1.8509672,-9999
2165.49,-9999,2.1588969,-9999,1.7555626,1.6151251,-9999,1.9676334,-9999
2165.99,-9999,2.1821157,-9999,1.780541,1.6206098,-9999,2.0686938,-9999
2166.49,-9999,2.2120068,-9999,1.8227239,1.63527,-9999,2.1159921,-9999
2166.99,-9999,2.2532456,-9999,1.8538388,1.6773288,-9999,2.1331002,-9999
2167.49,-9999,2.3175113,-9999,1.8752329,1.7180743,-9999,2.1260031,-9999
2167.99,-9999,2.3938844,-9999,1.8884018,1.7496691,-9999,2.1056492,-9999
2168.49,-9999,2.4860666,-9999,1.9001,1.7798655,-9999,2.0604978,-9999
2168.99,-9999,2.5113796,-9999,1.9030229,1.8034882,-9999,2.0020284,-9999
2169.49,-9999,2.5280722,-9999,1.8980975,1.8185814,-9999,1.9500341,-9999
2169.99,-9999,2.4769117,-9999,1.8849592,1.8237005,-9999,1.8878335,-9999
2170.49,-9999,2.3910552,-9999,1.856452,1.8226115,-9999,1.8443366,-9999
2170.99,-9999,2.3063969,-9999,1.8565878,1.8078889,-9999,1.81347,-9999
2171.49,-9999,2.2214755,-9999,1.8120626,1.7870327,-9999,1.7832775,-9999
2171.99,-9999,2.1441323,-9999,1.7823256,1.7451848,-9999,1.728192,-9999
2172.49,-9999,2.0690295,-9999,1.7476509,1.6869736,-9999,1.6648271,-9999
2172.99,-9999,2.0091999,-9999,1.6957224,1.6299906,-9999,1.6025447,-9999
2173.49,-9999,1.9374673,-9999,1.6592927,1.5731318,-9999,1.5445451,-9999
2173.99,-9999,1.8498868,-9999,1.6060664,1.5071188,-9999,1.477449,-9999
2174.49,-9999,1.7845343,-9999,1.5550834,1.4316358,-9999,1.4128925,-9999
2174.99,-9999,1.6987557,-9999,1.5216447,1.3854006,-9999,1.3518834,-9999
2175.49,-9999,1.6244126,-9999,1.4640246,1.3291275,-9999,1.291528,-9999
2175.99,-9999,1.5239063,-9999,1.41835,1.2694185,-9999,1.2558544,-9999
2176.49,-9999,1.4838014,-9999,1.3905658,1.235816,-9999,1.2003604,-9999
2176.99,-9999,1.3925097,-9999,1.32718,1.1960303,-9999,1.1609419,-9999
2177.49,-9999,1.3432097,-9999,1.3057732,1.1493835,-9999,1.1320907,-9999
2177.99,-9999,1.2728213,-9999,1.267848,1.1238774,-9999,1.0949124,-9999
2178.49,-9999,1.2367393,-9999,1.2359295,1.0923976,-9999,1.075362,-9999
2178.99,-9999,1.1941603,-9999,1.206761,1.0692804,-9999,1.0594815,-9999
2179.49,-9999,1.1583511,-9999,1.1773391,1.0487366,-9999,1.0434377,-9999
2179.99,-9999,1.127003,-9999,1.1591335,1.0244729,-9999,1.0338485,-9999
2180.49,-9999,1.0768653,-9999,1.1388391,1.0058991,-9999,1.0288076,-9999
2180.99,-9999,1.060245,-9999,1.1116666,0.99258914,-9999,1.0156984,-9999
2181.49,-9999,1.032423,-9999,1.1025885,0.98220756,-9999,1.0122507,-9999
2181.99,-9999,0.99463642,-9999,1.094567,0.97699405,-9999,1.0037919,-9999
2182.49,-9999,0.97176266,-9999,1.0759721,0.96219689,-9999,1.0079156,-9999
2182.99,-9999,0.95575602,-9999,1.0683029,0.95626284,-9999,0.98769114,-9999
2183.49,-9999,0.94002213,-9999,1.0577663,0.94855403,-9999,0.99070506,-9999
2183.99,-9999,0.93378531,-9999,1.0504679,0.95138371,-9999,0.98828557,-9999
2184.49,-9999,0.92981805,-9999,1.0457341,0.94735219,-9999,0.98854874,-9999
2184.99,-9999,0.92700993,-9999,1.0463519,0.94255753,-9999,0.98007623,-9999
2185.49,-9999,0.92864352,-9999,1.0482923,0.95073276,-9999,0.97441576,-9999
2185.99,-9999,0.92373142,-9999,1.0384602,0.93800496,-9999,0.98559341,-9999
2186.49,-9999,0.91884855,-9999,1.0389359,0.93994016,-9999,0.97258626,-9999
2186.99,-9999,0.90297828,-9999,1.0309577,0.93390673,-9999,0.97233196,-9999
2187.49,-9999,0.91170302,-9999,1.0244565,0.93562896,-9999,0.96618125,-9999
2187.99,-9999,0.89419634,-9999,1.0315508,0.93644606,-9999,0.96206637,-9999
2188.49,-9999,0.88438472,-9999,1.0356787,0.93387694,-9999,0.95941538,-9999
2188.99,-9999,0.87532313,-9999,1.0225034,0.93706157,-9999,0.96238164,-9999
2189.49,-9999,0.87227149,-9999,1.0252656,0.93971732,-9999,0.95630583,-9999
2189.99,-9999,0.87550254,-9999,1.026452,0.93726888,-9999,0.9473499,-9999
2190.49,-9999,0.85554122,-9999,1.0315872,0.93746483,-9999,0.93286524,-9999
2190.99,-9999,0.8502882,-9999,1.0256484,0.93548137,-9999,0.93124238,-9999
2191.49,-9999,0.8534608,-9999,1.0278853,0.94067502,-9999,0.9253504,-9999
2191.99,-9999,0.84635708,-9999,1.0298504,0.93906427,-9999,0.92225003,-9999
2192.49,-9999,0.83839617,-9999,1.0329278,0.93609405,-9999,0.91966713,-9999
2192.99,-9999,0.85054961,-9999,1.0304187,0.94173494,-9999,0.91982817,-9999
2193.49,-9999,0.84377706,-9999,1.0226197,0.93204196,-9999,0.90099269,-9999
2193.99,-9999,0.8462873,-9999,1.0312404,0.93993678,-9999,0.90718632,-9999
2194.49,-9999,0.835375,-9999,1.0232251,0.93389979,-9999,0.9045898,-9999
2194.99,-9999,0.83978465,-9999,1.020302,0.93505765,-9999,0.89278099,-9999
2195.49,-9999,0.84196371,-9999,1.019962,0.93577892,-9999,0.89812351,-9999
2195.99,-9999,0.84398693,-9999,1.0224894,0.93962021,-9999,0.89667087,-9999
2196.49,-9999,0.84838684,-9999,1.0147584,0.93364001,-9999,0.89453054,-9999
2196.99,-9999,0.83666607,-9999,1.0128673,0.94093496,-9999,0.89170252,-9999
2197.49,-9999,0.83455927,-9999,1.028539,0.93743232,-9999,0.90319337,-9999
2197.99,-9999,0.84442366,-9999,1.0237866,0.94023006,-9999,0.89096923,-9999
2198.49,-9999,0.83277107,-9999,1.0287056,0.93882872,-9999,0.89019746,-9999
2198.99,-9999,0.82053405,-9999,1.0190589,0.94439152,-9999,0.89122322,-9999
2199.49,-9999,0.81550507,-9999,1.0266166,0.94503115,-9999,0.88895352,-9999
2199.99,-9999,0.80394014,-9999,1.0278524,0.94193315,-9999,0.88918264,-9999
2200.49,-9999,0.78977448,-9999,1.0269439,0.95278826,-9999,0.88763468,-9999
2201.49,-9999,0.78282377,-9999,1.0384565,0.9581743,-9999,0.87552391,-9999
2202.49,-9999,0.74274528,-9999,1.0489928,0.96778425,-9999,0.86600048,-9999
2203.49,-9999,0.72639489,-9999,1.0493571,0.97156236,-9999,0.8528752,-9999
2204.49,-9999,0.70098575,-9999,1.0532934,0.97679223,-9999,0.85585271,-9999
2205.49,-9999,0.6937623,-9999,1.0579094,0.9790547,-9999,0.85514666,-9999
2206.49,-9999,0.66776872,-9999,1.0647254,0.98126394,-9999,0.84884378,-9999
2207.49,-9999,0.65209043,-9999,1.0764173,0.98281296,-9999,0.83722325,-9999
2208.49,-9999,0.64652288,-9999,1.0814597,0.97752209,-9999,0.82131318,-9999
2209.49,-9999,0.64643929,-9999,1.0858656,0.96064209,-9999,0.82022583,-9999
2210.49,-9999,0.63127725,-9999,1.0937137,0.95968872,-9999,0.81676222,-9999
2211.49,-9999,0.64782086,-9999,1.0993617,0.96435776,-9999,0.81711834,-9999
2212.49,-9999,0.64050001,-9999,1.1100586,0.97882343,-9999,0.82629184,-9999
2213.49,-9999,0.66537183,-9999,1.1245314,0.98621494,-9999,0.82354996,-9999
2214.49,-9999,0.67343138,-9999,1.1215587,0.99128863,-9999,0.82357245,-9999
2215.49,-9999,0.69154322,-9999,1.141896,1.0019066,-9999,0.83745763,-9999
2216.49,-9999,0.749348,-9999,1.1544283,0.99863543,-9999,0.84341057,-9999
2217.49,-9999,0.73549121,-9999,1.1594954,1.0072551,-9999,0.85069123,-9999
2218.49,-9999,0.78831854,-9999,1.1797091,1.0144052,-9999,0.86104264,-9999
2219.49,-9999,0.81463197,-9999,1.191747,1.0199758,-9999,0.882969,-9999
2220.49,-9999,0.81422694,-9999,1.1964372,1.0261712,-9999,0.89816146,-9999
2221.49,-9999,0.83333233,-9999,1.2011089,1.027777,-9999,0.91063041,-9999
2222.49,-9999,0.83150517,-9999,1.2080423,1.0443546,-9999,0.92446793,-9999
2223.49,-9999,0.83768479,-9999,1.2181336,1.0501133,-9999,0.94300351,-9999
2224.49,-9999,0.82453905,-9999,1.2298811,1.0475236,-9999,0.96225401,-9999
2225.49,-9999,0.8039028,-9999,1.2379578,1.0562711,-9999,0.98224667,-9999
2226.49,-9999,0.79022133,-9999,1.24478,1.062076,-9999,1.0008095,-9999
2227.49,-9999,0.7786341,-9999,1.2531842,1.0766126,-9999,1.0102417,-9999
2228.49,-9999,0.77665109,-9999,1.2606862,1.0909008,-9999,1.0160585,-9999
2229.49,-9999,0.78754515,-9999,1.2679039,1.0920594,-9999,1.0372563,-9999
2230.49,-9999,0.76777581,-9999,1.2859547,1.1005938,-9999,1.0337791,-9999
2231.49,-9999,0.78865399,-9999,1.2854786,1.1131463,-9999,1.0321062,-9999
2232.49,-9999,0.8338934,-9999,1.3018485,1.1239383,-9999,1.0228483,-9999
2233.49,-9999,0.81504942,-9999,1.3098943,1.1326715,-9999,1.0227414,-9999
2234.49,-9999,0.80625773,-9999,1.3110188,1.142214,-9999,1.0247861,-9999
2235.49,-9999,0.8012941,-9999,1.3322583,1.1500528,-9999,1.027573,-9999
2236.49,-9999,0.80226249,-9999,1.3326968,1.159219,-9999,1.0166673,-9999
2237.49,-9999,0.80459457,-9999,1.3328758,1.1674198,-9999,1.0147357,-9999
2238.49,-9999,0.78782534,-9999,1.3335492,1.1758513,-9999,1.008855,-9999
2108.1,-9999,-9999,0.17609087,-9999,-9999,-9999,-9999,-9999
2110.1,-9999,-9999,0.14883408,-9999,-9999,-9999,-9999,-9999
2112.1,-9999,-9999,0.12942365,-9999,-9999,-9999,-9999,-9999
2114.1,-9999,-9999,0.11659814,-9999,-9999,-9999,-9999,-9999
2116.1,-9999,-9999,0.090673685,-9999,-9999,-9999,-9999,-9999
2118.1,-9999,-9999,0.062170897,-9999,-9999,-9999,-9999,-9999
2120.1,-9999,-9999,0.041348524,-9999,-9999,-9999,-9999,-9999
2122.1,-9999,-9999,0.039095665,-9999,-9999,-9999,-9999,-9999
2124.1,-9999,-9999,0.032742502,-9999,-9999,-9999,-9999,-9999
2126.1,-9999,-9999,0.019443212,-9999,-9999,-9999,-9999,-9999
2128.1,-9999,-9999,-0.0036176564,-9999,-9999,-9999,-9999,-9999
2130.1,-9999,-9999,-0.0075103479,-9999,-9999,-9999,-9999,-9999
2132.1,-9999,-9999,-0.0060345344,-9999,-9999,-9999,-9999,-9999
2134.1,-9999,-9999,-0.00053389477,-9999,-9999,-9999,-9999,-9999
2136.1,-9999,-9999,0.0003713179,-9999,-9999,-9999,-9999,-9999
2138.1,-9999,-9999,-0.0058470456,-9999,-9999,-9999,-9999,-9999
2140.1,-9999,-9999,0.00078586136,-9999,-9999,-9999,-9999,-9999
2140.3,-9999,-9999,-0.0066445384,-9999,-9999,-9999,-9999,-9999
2140.5,-9999,-9999,-0.0041818206,-9999,-9999,-9999,-9999,-9999
2140.7,-9999,-9999,-0.0087212091,-9999,-9999,-9999,-9999,-9999
2140.9,-9999,-9999,-0.0041856012,-9999,-9999,-9999,-9999,-9999
2141.1,-9999,-9999,-0.0014071072,-9999,-9999,-9999,-9999,-9999
2141.3,-9999,-9999,0.0040089559,-9999,-9999,-9999,-9999,-9999
2141.5,-9999,-9999,0.0024341167,-9999,-9999,-9999,-9999,-9999
2141.7,-9999,-9999,-0.0011698694,-9999,-9999,-9999,-9999,-9999
2141.9,-9999,-9999,0.0039788032,-9999,-9999,-9999,-9999,-9999
2142.1,-9999,-9999,0.0012080627,-9999,-9999,-9999,-9999,-9999
2142.3,-9999,-9999,0.00078267861,-9999,-9999,-9999,-9999,-9999
2142.5,-9999,-9999,-0.0053088292,-9999,-9999,-9999,-9999,-9999
2142.7,-9999,-9999,-0.0057874479,-9999,-9999,-9999,-9999,-9999
2142.9,-9999,-9999,-0.0038967134,-9999,-9999,-9999,-9999,-9999
2143.1,-9999,-9999,-0.0024688724,-9999,-9999,-9999,-9999,-9999
2143.3,-9999,-9999,-0.0018747104,-9999,-9999,-9999,-9999,-9999
2143.5,-9999,-9999,0.00034711043,-9999,-9999,-9999,-9999,-9999
2143.7,-9999,-9999,0.0065853183,-9999,-9999,-9999,-9999,-9999
2143.9,-9999,-9999,0.012084019,-9999,-9999,-9999,-9999,-9999
2144.1,-9999,-9999,0.017160742,-9999,-9999,-9999,-9999,-9999
2144.3,-9999,-9999,0.019991068,-9999,-9999,-9999,-9999,-9999
2144.5,-9999,-9999,0.0214766,-9999,-9999,-9999,-9999,-9999
2144.7,-9999,-9999,0.019372097,-9999,-9999,-9999,-9999,-9999
2144.9,-9999,-9999,0.026423474,-9999,-9999,-9999,-9999,-9999
2145.1,-9999,-9999,0.026729509,-9999,-9999,-9999,-9999,-9999
2145.3,-9999,-9999,0.034835984,-9999,-9999,-9999,-9999,-9999
2145.5,-9999,-9999,0.025799528,-9999,-9999,-9999,-9999,-9999
2145.7,-9999,-9999,0.030613813,-9999,-9999,-9999,-9999,-9999
2145.9,-9999,-9999,0.034872147,-9999,-9999,-9999,-9999,-9999
2146.1,-9999,-9999,0.040842923,-9999,-9999,-9999,-9999,-9999
2146.3,-9999,-9999,0.046946002,-9999,-9999,-9999,-9999,-9999
2146.5,-9999,-9999,0.049894021,-9999,-9999,-9999,-9999,-9999
2146.7,-9999,-9999,0.056039914,-9999,-9999,-9999,-9999,-9999
2146.9,-9999,-9999,0.069015933,-9999,-9999,-9999,-9999,-9999
2147.1,-9999,-9999,0.084100724,-9999,-9999,-9999,-9999,-9999
2147.3,-9999,-9999,0.10192908,-9999,-9999,-9999,-9999,-9999
2147.5,-9999,-9999,0.11944159,-9999,-9999,-9999,-9999,-9999
2147.7,-9999,-9999,0.14195755,-9999,-9999,-9999,-9999,-9999
2147.9,-9999,-9999,0.16846853,-9999,-9999,-9999,-9999,-9999
2148.1,-9999,-9999,0.1888501,-9999,-9999,-9999,-9999,-9999
2148.3,-9999,-9999,0.20705194,-9999,-9999,-9999,-9999,-9999
2148.5,-9999,-9999,0.22516281,-9999,-9999,-9999,-9999,-9999
2148.7,-9999,-9999,0.24449682,-9999,-9999,-9999,-9999,-9999
2148.9,-9999,-9999,0.27177768,-9999,-9999,-9999,-9999,-9999
2149.1,-9999,-9999,0.28810907,-9999,-9999,-9999,-9999,-9999
2149.3,-9999,-9999,0.30734292,-9999,-9999,-9999,-9999,-9999
2149.5,-9999,-9999,0.31659262,-9999,-9999,-9999,-9999,-9999
