"eV","Pi_Al_GibbSorb_std.xmu.nor","Pi_Apatite_CaDefHydroxy_std.xmu.nor","Pi_Fe_GoethSorb_std.xmu.nor","Pi_K_Pyro_std.xmu.nor","Pi_Mg_Tri_std.xmu.nor","Pi_Na_Tri_std.xmu.nor","Pi_NH4_Mg_std.xmu.nor","Po_Ca_Lecithin_std.xmu.nor"
2149.7,-9999,-9999,0.32739008,-9999,-9999,-9999,-9999,-9999
2149.9,-9999,-9999,0.34472195,-9999,-9999,-9999,-9999,-9999
2150.1,-9999,-9999,0.37897172,-9999,-9999,-9999,-9999,-9999
2150.3,-9999,-9999,0.43911291,-9999,-9999,-9999,-9999,-9999
2150.5,-9999,-9999,0.5332781,-9999,-9999,-9999,-9999,-9999
2150.7,-9999,-9999,0.65627168,-9999,-9999,-9999,-9999,-9999
2150.9,-9999,-9999,0.83216645,-9999,-9999,-9999,-9999,-9999
2151.1,-9999,-9999,1.0810951,-9999,-9999,-9999,-9999,-9999
2151.3,-9999,-9999,1.4503269,-9999,-9999,-9999,-9999,-9999
2151.5,-9999,-9999,2.0075215,-9999,-9999,-9999,-9999,-9999
2151.7,-9999,-9999,2.7732185,-9999,-9999,-9999,-9999,-9999
2151.9,-9999,-9999,3.657331,-9999,-9999,-9999,-9999,-9999
2152.1,-9999,-9999,4.5929401,-9999,-9999,-9999,-9999,-9999
2152.3,-9999,-9999,5.3899287,-9999,-9999,-9999,-9999,-9999
2152.5,-9999,-9999,5.9558505,-9999,-9999,-9999,-9999,-9999
2152.7,-9999,-9999,6.1852136,-9999,-9999,-9999,-9999,-9999
2152.9,-9999,-9999,6.1406568,-9999,-9999,-9999,-9999,-9999
2153.1,-9999,-9999,5.8150825,-9999,-9999,-9999,-9999,-9999
2153.3,-9999,-9999,5.279151,-9999,-9999,-9999,-9999,-9999
2153.5,-9999,-9999,4.5896419,-9999,-9999,-9999,-9999,-9999
2153.7,-9999,-9999,3.9149356,-9999,-9999,-9999,-9999,-9999
2153.9,-9999,-9999,3.3044547,-9999,-9999,-9999,-9999,-9999
2154.1,-9999,-9999,2.7529096,-9999,-9999,-9999,-9999,-9999
2154.3,-9999,-9999,2.3116849,-9999,-9999,-9999,-9999,-9999
2154.5,-9999,-9999,1.9619774,-9999,-9999,-9999,-9999,-9999
2154.7,-9999,-9999,1.7243575,-9999,-9999,-9999,-9999,-9999
2154.9,-9999,-9999,1.5487979,-9999,-9999,-9999,-9999,-9999
2155.1,-9999,-9999,1.4166408,-9999,-9999,-9999,-9999,-9999
2155.3,-9999,-9999,1.3357407,-9999,-9999,-9999,-9999,-9999
2155.5,-9999,-9999,1.2694832,-9999,-9999,-9999,-9999,-9999
2155.7,-9999,-9999,1.2224493,-9999,-9999,-9999,-9999,-9999
2155.9,-9999,-9999,1.181493,-9999,-9999,-9999,-9999,-9999
2156.1,-9999,-9999,1.1732259,-9999,-9999,-9999,-9999,-9999
2156.3,-9999,-9999,1.1647722,-9999,-9999,-9999,-9999,-9999
2156.5,-9999,-9999,1.1584253,-9999,-9999,-9999,-9999,-9999
2156.7,-9999,-9999,1.1414679,-9999,-9999,-9999,-9999,-9999
2156.9,-9999,-9999,1.1325483,-9999,-9999,-9999,-9999,-9999
2157.1,-9999,-9999,1.1191615,-9999,-9999,-9999,-9999,-9999
2157.3,-9999,-9999,1.1357525,-9999,-9999,-9999,-9999,-9999
2157.5,-9999,-9999,1.1410806,-9999,-9999,-9999,-9999,-9999
2157.7,-9999,-9999,1.1756279,-9999,-9999,-9999,-9999,-9999
2157.9,-9999,-9999,1.1686791,-9999,-9999,-9999,-9999,-9999
2158.1,-9999,-9999,1.173499,-9999,-9999,-9999,-9999,-9999
2158.3,-9999,-9999,1.1754715,-9999,-9999,-9999,-9999,-9999
2158.5,-9999,-9999,1.1818934,-9999,-9999,-9999,-9999,-9999
2158.7,-9999,-9999,1.2080774,-9999,-9999,-9999,-9999,-9999
2158.9,-9999,-9999,1.222393,-9999,-9999,-9999,-9999,-9999
2159.1,-9999,-9999,1.2276874,-9999,-9999,-9999,-9999,-9999
2159.3,-9999,-9999,1.2228085,-9999,-9999,-9999,-9999,-9999
2159.5,-9999,-9999,1.2223571,-9999,-9999,-9999,-9999,-9999
2159.7,-9999,-9999,1.2350312,-9999,-9999,-9999,-9999,-9999
2159.9,-9999,-9999,1.2506137,-9999,-9999,-9999,-9999,-9999
2160.1,-9999,-9999,1.2546379,-9999,-9999,-9999,-9999,-9999
2160.6,-9999,-9999,1.2697697,-9999,-9999,-9999,-9999,-9999
2161.1,-9999,-9999,1.2687765,-9999,-9999,-9999,-9999,-9999
2161.6,-9999,-9999,1.2645286,-9999,-9999,-9999,-9999,-9999
2162.1,-9999,-9999,1.2560703,-9999,-9999,-9999,-9999,-9999
2162.6,-9999,-9999,1.2667198,-9999,-9999,-9999,-9999,-9999
2163.1,-9999,-9999,1.2878414,-9999,-9999,-9999,-9999,-9999
2163.6,-9999,-9999,1.3033976,-9999,-9999,-9999,-9999,-9999
2164.1,-9999,-9999,1.3253639,-9999,-9999,-9999,-9999,-9999
2164.6,-9999,-9999,1.3462103,-9999,-9999,-9999,-9999,-9999
2165.1,-9999,-9999,1.3776006,-9999,-9999,-9999,-9999,-9999
2165.6,-9999,-9999,1.4117331,-9999,-9999,-9999,-9999,-9999
2166.1,-9999,-9999,1.4421995,-9999,-9999,-9999,-9999,-9999
2166.6,-9999,-9999,1.4693064,-9999,-9999,-9999,-9999,-9999
2167.1,-9999,-9999,1.470352,-9999,-9999,-9999,-9999,-9999
2167.6,-9999,-9999,1.4796461,-9999,-9999,-9999,-9999,-9999
2168.1,-9999,-9999,1.4982736,-9999,-9999,-9999,-9999,-9999
2168.6,-9999,-9999,1.5189753,-9999,-9999,-9999,-9999,-9999
2169.1,-9999,-9999,1.5372592,-9999,-9999,-9999,-9999,-9999
2169.6,-9999,-9999,1.5341329,-9999,-9999,-9999,-9999,-9999
2170.1,-9999,-9999,1.545203,-9999,-9999,-9999,-9999,-9999
2170.6,-9999,-9999,1.5229191,-9999,-9999,-9999,-9999,-9999
2171.1,-9999,-9999,1.5149066,-9999,-9999,-9999,-9999,-9999
2171.6,-9999,-9999,1.4806962,-9999,-9999,-9999,-9999,-9999
2172.1,-9999,-9999,1.461206,-9999,-9999,-9999,-9999,-9999
2172.6,-9999,-9999,1.4213685,-9999,-9999,-9999,-9999,-9999
2173.1,-9999,-9999,1.3867979,-9999,-9999,-9999,-9999,-9999
2173.6,-9999,-9999,1.3525489,-9999,-9999,-9999,-9999,-9999
2174.1,-9999,-9999,1.3311372,-9999,-9999,-9999,-9999,-9999
2174.6,-9999,-9999,1.2855876,-9999,-9999,-9999,-9999,-9999
2175.1,-9999,-9999,1.2468971,-9999,-9999,-9999,-9999,-9999
2175.6,-9999,-9999,1.19714,-9999,-9999,-9999,-9999,-9999
2176.1,-9999,-9999,1.1791376,-9999,-9999,-9999,-9999,-9999
2176.6,-9999,-9999,1.1624629,-9999,-9999,-9999,-9999,-9999
2177.1,-9999,-9999,1.158729,-9999,-9999,-9999,-9999,-9999
2177.6,-9999,-9999,1.1353357,-9999,-9999,-9999,-9999,-9999
2178.1,-9999,-9999,1.1132226,-9999,-9999,-9999,-9999,-9999
2178.6,-9999,-9999,1.0874639,-9999,-9999,-9999,-9999,-9999
2179.1,-9999,-9999,1.0723614,-9999,-9999,-9999,-9999,-9999
2179.6,-9999,-9999,1.0693712,-9999,-9999,-9999,-9999,-9999
2180.1,-9999,-9999,1.0672418,-9999,-9999,-9999,-9999,-9999
2180.6,-9999,-9999,1.0799833,-9999,-9999,-9999,-9999,-9999
2181.1,-9999,-9999,1.0786911,-9999,-9999,-9999,-9999,-9999
2181.6,-9999,-9999,1.0757121,-9999,-9999,-9999,-9999,-9999
2182.1,-9999,-9999,1.0744889,-9999,-9999,-9999,-9999,-9999
2182.6,-9999,-9999,1.0632964,-9999,-9999,-9999,-9999,-9999
2183.1,-9999,-9999,1.0641866,-9999,-9999,-9999,-9999,-9999
2183.6,-9999,-9999,1.0618705,-9999,-9999,-9999,-9999,-9999
2184.1,-9999,-9999,1.0769966,-9999,-9999,-9999,-9999,-9999
2184.6,-9999,-9999,1.0777561,-9999,-9999,-9999,-9999,-9999
2185.1,-9999,-9999,1.0668967,-9999,-9999,-9999,-9999,-9999
2185.6,-9999,-9999,1.055433,-9999,-9999,-9999,-9999,-9999
2186.1,-9999,-9999,1.0667068,-9999,-9999,-9999,-9999,-9999
2186.6,-9999,-9999,1.0601962,-9999,-9999,-9999,-9999,-9999
2187.1,-9999,-9999,1.0541865,-9999,-9999,-9999,-9999,-9999
2187.6,-9999,-9999,1.0314044,-9999,-9999,-9999,-9999,-9999
2188.1,-9999,-9999,1.0431594,-9999,-9999,-9999,-9999,-9999
2188.6,-9999,-9999,1.0519559,-9999,-9999,-9999,-9999,-9999
2189.1,-9999,-9999,1.0587362,-9999,-9999,-9999,-9999,-9999
2189.6,-9999,-9999,1.0494064,-9999,-9999,-9999,-9999,-9999
2190.1,-9999,-9999,1.0550502,-9999,-9999,-9999,-9999,-9999
2190.6,-9999,-9999,1.059745,-9999,-9999,-9999,-9999,-9999
2191.1,-9999,-9999,1.0780009,-9999,-9999,-9999,-9999,-9999
2191.6,-9999,-9999,1.0774601,-9999,-9999,-9999,-9999,-9999
2192.1,-9999,-9999,1.0797623,-9999,-9999,-9999,-9999,-9999
2192.6,-9999,-9999,1.0840215,-9999,-9999,-9999,-9999,-9999
2193.1,-9999,-9999,1.0879984,-9999,-9999,-9999,-9999,-9999
2193.6,-9999,-9999,1.0932225,-9999,-9999,-9999,-9999,-9999
2194.1,-9999,-9999,1.0957959,-9999,-9999,-9999,-9999,-9999
2194.6,-9999,-9999,1.1011863,-9999,-9999,-9999,-9999,-9999
2195.1,-9999,-9999,1.1036832,-9999,-9999,-9999,-9999,-9999
2195.6,-9999,-9999,1.0996129,-9999,-9999,-9999,-9999,-9999
2196.1,-9999,-9999,1.1038417,-9999,-9999,-9999,-9999,-9999
2196.6,-9999,-9999,1.1006807,-9999,-9999,-9999,-9999,-9999
2197.1,-9999,-9999,1.1152231,-9999,-9999,-9999,-9999,-9999
2197.6,-9999,-9999,1.1253266,-9999,-9999,-9999,-9999,-9999
2198.1,-9999,-9999,1.135382,-9999,-9999,-9999,-9999,-9999
2198.6,-9999,-9999,1.1262214,-9999,-9999,-9999,-9999,-9999
2199.1,-9999,-9999,1.1275745,-9999,-9999,-9999,-9999,-9999
2199.6,-9999,-9999,1.1294751,-9999,-9999,-9999,-9999,-9999
2200.1,-9999,-9999,1.1393612,-9999,-9999,-9999,-9999,-9999
2201.1,-9999,-9999,1.1426321,-9999,-9999,-9999,-9999,-9999
2202.1,-9999,-9999,1.1561612,-9999,-9999,-9999,-9999,-9999
2203.1,-9999,-9999,1.1661163,-9999,-9999,-9999,-9999,-9999
2204.1,-9999,-9999,1.1915521,-9999,-9999,-9999,-9999,-9999
2205.1,-9999,-9999,1.2133264,-9999,-9999,-9999,-9999,-9999
2206.1,-9999,-9999,1.2253904,-9999,-9999,-9999,-9999,-9999
2207.1,-9999,-9999,1.2399902,-9999,-9999,-9999,-9999,-9999
2208.1,-9999,-9999,1.2567975,-9999,-9999,-9999,-9999,-9999
2209.1,-9999,-9999,1.2802652,-9999,-9999,-9999,-9999,-9999
2210.1,-9999,-9999,1.2929548,-9999,-9999,-9999,-9999,-9999
2211.1,-9999,-9999,1.3061305,-9999,-9999,-9999,-9999,-9999
2212.1,-9999,-9999,1.3275664,-9999,-9999,-9999,-9999,-9999
2213.1,-9999,-9999,1.3403622,-9999,-9999,-9999,-9999,-9999
2214.1,-9999,-9999,1.3558213,-9999,-9999,-9999,-9999,-9999
2215.1,-9999,-9999,1.3648774,-9999,-9999,-9999,-9999,-9999
2216.1,-9999,-9999,1.3891553,-9999,-9999,-9999,-9999,-9999
2217.1,-9999,-9999,1.4045764,-9999,-9999,-9999,-9999,-9999
2218.1,-9999,-9999,1.4280188,-9999,-9999,-9999,-9999,-9999
2219.1,-9999,-9999,1.4355696,-9999,-9999,-9999,-9999,-9999
2220.1,-9999,-9999,1.4447121,-9999,-9999,-9999,-9999,-9999
2221.1,-9999,-9999,1.4630957,-9999,-9999,-9999,-9999,-9999
2222.1,-9999,-9999,1.4759568,-9999,-9999,-9999,-9999,-9999
2223.1,-9999,-9999,1.4888919,-9999,-9999,-9999,-9999,-9999
2224.1,-9999,-9999,1.5016392,-9999,-9999,-9999,-9999,-9999
2225.1,-9999,-9999,1.5186585,-9999,-9999,-9999,-9999,-9999
2226.1,-9999,-9999,1.5444922,-9999,-9999,-9999,-9999,-9999
2227.1,-9999,-9999,1.5554172,-9999,-9999,-9999,-9999,-9999
2228.1,-9999,-9999,1.5651563,-9999,-9999,-9999,-9999,-9999
2229.1,-9999,-9999,1.5712484,-9999,-9999,-9999,-9999,-9999
2230.1,-9999,-9999,1.5857882,-9999,-9999,-9999,-9999,-9999
2231.1,-9999,-9999,1.5973553,-9999,-9999,-9999,-9999,-9999
2232.1,-9999,-9999,1.6168712,-9999,-9999,-9999,-9999,-9999
2233.1,-9999,-9999,1.6320659,-9999,-9999,-9999,-9999,-9999
2234.1,-9999,-9999,1.6590721,-9999,-9999,-9999,-9999,-9999
2235.1,-9999,-9999,1.6777955,-9999,-9999,-9999,-9999,-9999
2236.1,-9999,-9999,1.681274,-9999,-9999,-9999,-9999,-9999
2125.46,-9999,-9999,-9999,-9999,-9999,-0.029214082,-9999,-9999
2127.46,-9999,-9999,-9999,-9999,-9999,-0.028501732,-9999,-9999
2129.46,-9999,-9999,-9999,-9999,-9999,-0.032948112,-9999,-9999
2131.46,-9999,-9999,-9999,-9999,-9999,-0.017692028,-9999,-9999
2133.46,-9999,-9999,-9999,-9999,-9999,0.016118216,-9999,-9999
2135.46,-9999,-9999,-9999,-9999,-9999,0.0014838836,-9999,-9999
2137.46,-9999,-9999,-9999,-9999,-9999,-0.0018098765,-9999,-9999
2139.46,-9999,-9999,-9999,-9999,-9999,-0.00038955015,-9999,-9999
2140.46,-9999,-9999,-9999,-9999,-9999,0.0089350447,-9999,-9999
2140.66,-9999,-9999,-9999,-9999,-9999,0.0051965899,-9999,-9999
2140.76,-9999,-9999,-9999,-9999,-9999,0.006880195,-9999,-9999
2140.86,-9999,-9999,-9999,-9999,-9999,-0.0011104376,-9999,-9999
2140.96,-9999,-9999,-9999,-9999,-9999,4.6502222e-05,-9999,-9999
2141.06,-9999,-9999,-9999,-9999,-9999,0.0032021801,-9999,-9999
2141.16,-9999,-9999,-9999,-9999,-9999,-5.70984e-05,-9999,-9999
2141.26,-9999,-9999,-9999,-9999,-9999,0.0016524083,-9999,-9999
2141.36,-9999,-9999,-9999,-9999,-9999,0.0053865546,-9999,-9999
2141.46,-9999,-9999,-9999,-9999,-9999,0.005839835,-9999,-9999
2141.56,-9999,-9999,-9999,-9999,-9999,-0.00070030946,-9999,-9999
2141.66,-9999,-9999,-9999,-9999,-9999,0.0031806125,-9999,-9999
2141.76,-9999,-9999,-9999,-9999,-9999,-0.0040113883,-9999,-9999
2141.86,-9999,-9999,-9999,-9999,-9999,0.0018812225,-9999,-9999
2141.96,-9999,-9999,-9999,-9999,-9999,-0.0016716071,-9999,-9999
2142.06,-9999,-9999,-9999,-9999,-9999,-0.0055697911,-9999,-9999
2142.16,-9999,-9999,-9999,-9999,-9999,0.00034440435,-9999,-9999
2142.26,-9999,-9999,-9999,-9999,-9999,0.001812163,-9999,-9999
2142.36,-9999,-9999,-9999,-9999,-9999,0.00073725056,-9999,-9999
2142.46,-9999,-9999,-9999,-9999,-9999,-0.0092564371,-9999,-9999
2142.56,-9999,-9999,-9999,-9999,-9999,-0.014691448,-9999,-9999
2142.66,-9999,-9999,-9999,-9999,-9999,0.0037720601,-9999,-9999
2142.76,-9999,-9999,-9999,-9999,-9999,-0.0036271532,-9999,-9999
2142.86,-9999,-9999,-9999,-9999,-9999,-0.0042228866,-9999,-9999
2142.96,-9999,-9999,-9999,-9999,-9999,-0.0037091692,-9999,-9999
2143.06,-9999,-9999,-9999,-9999,-9999,-0.0071842942,-9999,-9999
2143.16,-9999,-9999,-9999,-9999,-9999,0.0027748637,-9999,-9999
2143.26,-9999,-9999,-9999,-9999,-9999,-0.00089020612,-9999,-9999
2143.36,-9999,-9999,-9999,-9999,-9999,-0.0050905751,-9999,-9999
2143.46,-9999,-9999,-9999,-9999,-9999,0.0003099058,-9999,-9999
2143.56,-9999,-9999,-9999,-9999,-9999,0.0073076504,-9999,-9999
2143.66,-9999,-9999,-9999,-9999,-9999,-0.0043480548,-9999,-9999
2143.76,-9999,-9999,-9999,-9999,-9999,-0.0012441801,-9999,-9999
2143.86,-9999,-9999,-9999,-9999,-9999,0.0042555902,-9999,-9999
2143.96,-9999,-9999,-9999,-9999,-9999,0.0061593587,-9999,-9999
2144.06,-9999,-9999,-9999,-9999,-9999,0.0036641766,-9999,-9999
2144.16,-9999,-9999,-9999,-9999,-9999,0.0054772896,-9999,-9999
2144.26,-9999,-9999,-9999,-9999,-9999,0.005563631,-9999,-9999
2144.36,-9999,-9999,-9999,-9999,-9999,0.0072256515,-9999,-9999
2144.46,-9999,-9999,-9999,-9999,-9999,0.0054470796,-9999,-9999
2144.56,-9999,-9999,-9999,-9999,-9999,0.0092891492,-9999,-9999
2144.66,-9999,-9999,-9999,-9999,-9999,0.0029519003,-9999,-9999
2144.76,-9999,-9999,-9999,-9999,-9999,0.0037116827,-9999,-9999
2144.86,-9999,-9999,-9999,-9999,-9999,0.0082012916,-9999,-9999
2144.96,-9999,-9999,-9999,-9999,-9999,0.004825456,-9999,-9999
2145.06,-9999,-9999,-9999,-9999,-9999,0.011292218,-9999,-9999
2145.16,-9999,-9999,-9999,-9999,-9999,0.002313009,-9999,-9999
2145.26,-9999,-9999,-9999,-9999,-9999,0.0027360709,-9999,-9999
2145.36,-9999,-9999,-9999,-9999,-9999,0.0034699517,-9999,-9999
2145.46,-9999,-9999,-9999,-9999,-9999,0.015004789,-9999,-9999
2145.56,-9999,-9999,-9999,-9999,-9999,0.0038368963,-9999,-9999
2145.66,-9999,-9999,-9999,-9999,-9999,0.01465944,-9999,-9999
2145.76,-9999,-9999,-9999,-9999,-9999,0.019110197,-9999,-9999
2145.86,-9999,-9999,-9999,-9999,-9999,0.0099453592,-9999,-9999
2145.96,-9999,-9999,-9999,-9999,-9999,0.0059478859,-9999,-9999
2146.06,-9999,-9999,-9999,-9999,-9999,0.013575902,-9999,-9999
2146.16,-9999,-9999,-9999,-9999,-9999,0.013519785,-9999,-9999
2146.26,-9999,-9999,-9999,-9999,-9999,0.021536325,-9999,-9999
2146.36,-9999,-9999,-9999,-9999,-9999,0.024294845,-9999,-9999
2146.46,-9999,-9999,-9999,-9999,-9999,0.02437687,-9999,-9999
2146.56,-9999,-9999,-9999,-9999,-9999,0.024022884,-9999,-9999
2146.66,-9999,-9999,-9999,-9999,-9999,0.017879897,-9999,-9999
2146.76,-9999,-9999,-9999,-9999,-9999,0.023401252,-9999,-9999
2146.86,-9999,-9999,-9999,-9999,-9999,0.026807312,-9999,-9999
2146.96,-9999,-9999,-9999,-9999,-9999,0.025892126,-9999,-9999
2147.06,-9999,-9999,-9999,-9999,-9999,0.029078022,-9999,-9999
2147.16,-9999,-9999,-9999,-9999,-9999,0.032920092,-9999,-9999
2147.26,-9999,-9999,-9999,-9999,-9999,0.028559996,-9999,-9999
2147.36,-9999,-9999,-9999,-9999,-9999,0.031922887,-9999,-9999
2147.46,-9999,-9999,-9999,-9999,-9999,0.033494252,-9999,-9999
2147.56,-9999,-9999,-9999,-9999,-9999,0.038130636,-9999,-9999
2147.66,-9999,-9999,-9999,-9999,-9999,0.044437672,-9999,-9999
2147.76,-9999,-9999,-9999,-9999,-9999,0.034560542,-9999,-9999
2147.86,-9999,-9999,-9999,-9999,-9999,0.05462563,-9999,-9999
2147.96,-9999,-9999,-9999,-9999,-9999,0.052877277,-9999,-9999
2148.06,-9999,-9999,-9999,-9999,-9999,0.054211211,-9999,-9999
2148.16,-9999,-9999,-9999,-9999,-9999,0.056650279,-9999,-9999
2148.26,-9999,-9999,-9999,-9999,-9999,0.075765643,-9999,-9999
2148.36,-9999,-9999,-9999,-9999,-9999,0.070874565,-9999,-9999
2148.46,-9999,-9999,-9999,-9999,-9999,0.075372808,-9999,-9999
2148.56,-9999,-9999,-9999,-9999,-9999,0.075895159,-9999,-9999
2148.66,-9999,-9999,-9999,-9999,-9999,0.085642787,-9999,-9999
2148.76,-9999,-9999,-9999,-9999,-9999,0.087935079,-9999,-9999
2148.86,-9999,-9999,-9999,-9999,-9999,0.092670753,-9999,-9999
2148.96,-9999,-9999,-9999,-9999,-9999,0.10544887,-9999,-9999
2149.06,-9999,-9999,-9999,-9999,-9999,0.11528715,-9999,-9999
2149.16,-9999,-9999,-9999,-9999,-9999,0.11849463,-9999,-9999
2149.26,-9999,-9999,-9999,-9999,-9999,0.13672071,-9999,-9999
2149.36,-9999,-9999,-9999,-9999,-9999,0.15583175,-9999,-9999
2149.46,-9999,-9999,-9999,-9999,-9999,0.15404887,-9999,-9999
2149.56,-9999,-9999,-9999,-9999,-9999,0.18693955,-9999,-9999
2149.66,-9999,-9999,-9999,-9999,-9999,0.20463464,-9999,-9999
2149.76,-9999,-9999,-9999,-9999,-9999,0.23035059,-9999,-9999
2149.86,-9999,-9999,-9999,-9999,-9999,0.25841495,-9999,-9999
2149.96,-9999,-9999,-9999,-9999,-9999,0.29801846,-9999,-9999
2150.06,-9999,-9999,-9999,-9999,-9999,0.34382108,-9999,-9999
2150.16,-9999,-9999,-9999,-9999,-9999,0.39705313,-9999,-9999
2150.26,-9999,-9999,-9999,-9999,-9999,0.44383138,-9999,-9999
2150.36,-9999,-9999,-9999,-9999,-9999,0.51395989,-9999,-9999
2150.46,-9999,-9999,-9999,-9999,-9999,0.59540307,-9999,-9999
2150.56,-9999,-9999,-9999,-9999,-9999,0.68014007,-9999,-9999
2150.66,-9999,-9999,-9999,-9999,-9999,0.77314399,-9999,-9999
2150.76,-9999,-9999,-9999,-9999,-9999,0.86502983,-9999,-9999
2150.86,-9999,-9999,-9999,-9999,-9999,1.0005728,-9999,-9999
2150.96,-9999,-9999,-9999,-9999,-9999,1.1367632,-9999,-9999
2151.06,-9999,-9999,-9999,-9999,-9999,1.298933,-9999,-9999
2151.16,-9999,-9999,-9999,-9999,-9999,1.5483954,-9999,-9999
2151.26,-9999,-9999,-9999,-9999,-9999,1.835864,-9999,-9999
2151.36,-9999,-9999,-9999,-9999,-9999,2.2209859,-9999,-9999
2151.46,-9999,-9999,-9999,-9999,-9999,2.6581656,-9999,-9999
2151.56,-9999,-9999,-9999,-9999,-9999,3.138657,-9999,-9999
2151.66,-9999,-9999,-9999,-9999,-9999,3.6697774,-9999,-9999
2151.76,-9999,-9999,-9999,-9999,-9999,4.2611665,-9999,-9999
2151.86,-9999,-9999,-9999,-9999,-9999,4.8925303,-9999,-9999
2151.96,-9999,-9999,-9999,-9999,-9999,5.4137261,-9999,-9999
2152.06,-9999,-9999,-9999,-9999,-9999,5.8108533,-9999,-9999
2152.16,-9999,-9999,-9999,-9999,-9999,6.1782801,-9999,-9999
2152.26,-9999,-9999,-9999,-9999,-9999,6.4587207,-9999,-9999
2152.36,-9999,-9999,-9999,-9999,-9999,6.626101,-9999,-9999
2152.46,-9999,-9999,-9999,-9999,-9999,6.6808526,-9999,-9999
2152.56,-9999,-9999,-9999,-9999,-9999,6.6708503,-9999,-9999
2152.66,-9999,-9999,-9999,-9999,-9999,6.6763026,-9999,-9999
2152.76,-9999,-9999,-9999,-9999,-9999,6.5582907,-9999,-9999
2152.86,-9999,-9999,-9999,-9999,-9999,6.3942604,-9999,-9999
2152.96,-9999,-9999,-9999,-9999,-9999,6.171304,-9999,-9999
2153.06,-9999,-9999,-9999,-9999,-9999,5.9492973,-9999,-9999
2153.16,-9999,-9999,-9999,-9999,-9999,5.6558885,-9999,-9999
2153.26,-9999,-9999,-9999,-9999,-9999,5.378323,-9999,-9999
2153.36,-9999,-9999,-9999,-9999,-9999,5.0869432,-9999,-9999
2153.46,-9999,-9999,-9999,-9999,-9999,4.7524374,-9999,-9999
2153.56,-9999,-9999,-9999,-9999,-9999,4.4243637,-9999,-9999
2153.66,-9999,-9999,-9999,-9999,-9999,4.1791319,-9999,-9999
2153.76,-9999,-9999,-9999,-9999,-9999,3.8904718,-9999,-9999
2153.86,-9999,-9999,-9999,-9999,-9999,3.5959407,-9999,-9999
2153.96,-9999,-9999,-9999,-9999,-9999,3.3544172,-9999,-9999
2154.06,-9999,-9999,-9999,-9999,-9999,3.1704988,-9999,-9999
2154.16,-9999,-9999,-9999,-9999,-9999,2.9681039,-9999,-9999
2154.26,-9999,-9999,-9999,-9999,-9999,2.7997264,-9999,-9999
2154.36,-9999,-9999,-9999,-9999,-9999,2.6448652,-9999,-9999
2154.46,-9999,-9999,-9999,-9999,-9999,2.4956549,-9999,-9999
2154.56,-9999,-9999,-9999,-9999,-9999,2.3680421,-9999,-9999
2154.66,-9999,-9999,-9999,-9999,-9999,2.2563114,-9999,-9999
2154.76,-9999,-9999,-9999,-9999,-9999,2.1550017,-9999,-9999
2154.86,-9999,-9999,-9999,-9999,-9999,2.0968656,-9999,-9999
2154.96,-9999,-9999,-9999,-9999,-9999,2.0176759,-9999,-9999
2155.06,-9999,-9999,-9999,-9999,-9999,1.9326453,-9999,-9999
2155.16,-9999,-9999,-9999,-9999,-9999,1.8676842,-9999,-9999
2155.26,-9999,-9999,-9999,-9999,-9999,1.8309817,-9999,-9999
2155.36,-9999,-9999,-9999,-9999,-9999,1.7783453,-9999,-9999
2155.46,-9999,-9999,-9999,-9999,-9999,1.7336349,-9999,-9999
2155.56,-9999,-9999,-9999,-9999,-9999,1.7069649,-9999,-9999
2155.66,-9999,-9999,-9999,-9999,-9999,1.6876812,-9999,-9999
2155.76,-9999,-9999,-9999,-9999,-9999,1.6507197,-9999,-9999
2155.86,-9999,-9999,-9999,-9999,-9999,1.6290055,-9999,-9999
2155.96,-9999,-9999,-9999,-9999,-9999,1.593693,-9999,-9999
2156.06,-9999,-9999,-9999,-9999,-9999,1.5697557,-9999,-9999
2156.16,-9999,-9999,-9999,-9999,-9999,1.5503338,-9999,-9999
2156.26,-9999,-9999,-9999,-9999,-9999,1.5376938,-9999,-9999
2156.36,-9999,-9999,-9999,-9999,-9999,1.5239315,-9999,-9999
2156.46,-9999,-9999,-9999,-9999,-9999,1.4897069,-9999,-9999
2156.56,-9999,-9999,-9999,-9999,-9999,1.4760654,-9999,-9999
2156.66,-9999,-9999,-9999,-9999,-9999,1.4570277,-9999,-9999
2156.76,-9999,-9999,-9999,-9999,-9999,1.4604165,-9999,-9999
2156.86,-9999,-9999,-9999,-9999,-9999,1.4257861,-9999,-9999
2156.96,-9999,-9999,-9999,-9999,-9999,1.4348301,-9999,-9999
2157.06,-9999,-9999,-9999,-9999,-9999,1.4140441,-9999,-9999
2157.16,-9999,-9999,-9999,-9999,-9999,1.4100034,-9999,-9999
2157.26,-9999,-9999,-9999,-9999,-9999,1.4157061,-9999,-9999
2157.36,-9999,-9999,-9999,-9999,-9999,1.4085573,-9999,-9999
2157.46,-9999,-9999,-9999,-9999,-9999,1.3701539,-9999,-9999
2157.56,-9999,-9999,-9999,-9999,-9999,1.3715612,-9999,-9999
2157.66,-9999,-9999,-9999,-9999,-9999,1.3606912,-9999,-9999
2157.76,-9999,-9999,-9999,-9999,-9999,1.3595083,-9999,-9999
2157.86,-9999,-9999,-9999,-9999,-9999,1.3681551,-9999,-9999
2157.96,-9999,-9999,-9999,-9999,-9999,1.3645332,-9999,-9999
