"","eV","BSLE_0013-solid_P-XANES.xmu.nor","BSLE_0007-solid_P-XANES.xmu.nor","BSLE_0002-solid_P-XANES.xmu.nor","BSLE_0050-solid_P-XANES.xmu.nor","BSLE_0014-solid_P-XANES.xmu.nor","BSLE_0011-solid_P-XANES.xmu.nor","BSLE_0072-solid_P-XANES.xmu.nor"
"266",2189.46,1.2247706,0.79649108,1.2570107,1.1751469,1.3180737,1.0940973,0.99001379
"267",2189.96,1.2298164,0.79512429,1.2570359,1.1724686,1.3067596,1.1088658,0.99232825
"268",2190.46,1.2413167,0.7909938,1.2501049,1.1685478,1.3228488,1.0890974,0.99807123
"269",2190.96,1.2472008,0.79377619,1.2406132,1.1641123,1.3329837,1.0875342,0.98223292
"270",2191.46,1.2417313,0.78656004,1.2426513,1.1672541,1.3203825,1.0924447,0.97064893
"271",2191.96,1.2589287,0.78733476,1.2646467,1.1621921,1.3495888,1.075732,0.97572833
"272",2192.46,1.2564087,0.78859423,1.2532774,1.1679811,1.3555184,1.0778853,0.96880419
"273",2192.96,1.2596766,0.78471333,1.2552848,1.1638888,1.3457371,1.0762314,0.97077211
"274",2193.46,1.276177,0.78669628,1.2721709,1.1675832,1.3404952,1.0714464,0.96559541
"275",2193.96,1.2764247,0.79220983,1.2795277,1.1560346,1.3649557,1.0681344,0.9592685
"276",2194.46,1.2710966,0.78633212,1.2615655,1.155097,1.3749728,1.0690904,0.96686215
"277",2194.96,1.2820716,0.78943284,1.2696056,1.1593801,1.3757441,1.066768,0.96074907
"278",2195.46,1.3069661,0.78987839,1.2731088,1.1543903,1.3890723,1.0691441,0.96274647
"279",2195.96,1.2944661,0.78658713,1.27985,1.1529055,1.3789275,1.0742057,0.96001767
"280",2196.46,1.3025725,0.78799129,1.2803862,1.156329,1.3909391,1.0765139,0.9636593
"281",2196.96,1.3123658,0.78915308,1.2843819,1.1551837,1.3994921,1.070237,0.9576052
"282",2197.46,1.336937,0.7974014,1.2935977,1.1591706,1.4144121,1.0811567,0.95629205
"283",2197.96,1.344912,0.78987053,1.3000127,1.152951,1.4256082,1.0738562,0.9555024
"284",2198.46,1.3477557,0.79206328,1.2999825,1.1522266,1.4196392,1.0714771,0.94669073
"285",2198.96,1.3468721,0.79798198,1.3003401,1.1571669,1.4372219,1.0656874,0.94546605
"286",2199.46,1.3684735,0.80237052,1.3080355,1.1588875,1.4511397,1.0751227,0.93688295
"287",2199.96,1.3790446,0.80570999,1.3148321,1.1588583,1.45534,1.0749608,0.93583524
"288",2200.46,1.4011713,0.80172781,1.3142971,1.1568264,1.4713899,1.0670484,0.93313593
"289",2201.46,1.4116365,0.8035956,1.3244431,1.1555977,1.4808322,1.068239,0.92030516
"290",2202.46,1.4039197,0.80821624,1.3206399,1.1516531,1.500149,1.0713143,0.90802737
"291",2203.46,1.446658,0.81821961,1.337231,1.1521779,1.5169506,1.0702501,0.90419187
"292",2204.46,1.4789012,0.82636363,1.3411904,1.1554096,1.5444422,1.0632975,0.89358042
"293",2205.46,1.5054373,0.82609713,1.350296,1.1596146,1.5715703,1.0709203,0.88940576
"294",2206.46,1.5240137,0.83143041,1.3575056,1.1548935,1.5878708,1.0784261,0.90238847
"295",2207.46,1.5367516,0.83864113,1.3731365,1.1637593,1.6168461,1.0782872,0.8903835
"296",2208.46,1.5710251,0.84726988,1.4003465,1.1654868,1.6340308,1.086892,0.89304377
"297",2209.46,1.5941672,0.85649912,1.3770908,1.1692747,1.6569634,1.0842377,0.89676577
"298",2210.46,1.605188,0.86467207,1.4187055,1.1715981,1.6849562,1.0991199,0.90210251
"299",2211.46,1.6491485,0.87393025,1.4244869,1.1836133,1.709284,1.0966015,0.90594248
"300",2212.46,1.6761291,0.88216108,1.4436574,1.1939689,1.7367757,1.1238382,0.92786149
"301",2213.46,1.6913418,0.88652489,1.4608949,1.1919096,1.7604452,1.1245416,0.93768112
"302",2214.46,1.7355851,0.9012309,1.4884989,1.2023104,1.792545,1.1405456,0.94396899
"303",2215.46,1.7559494,0.910348,1.5203566,1.2097911,1.8105452,1.1458795,0.96018853
"304",2216.46,1.7683944,0.92748131,1.5296777,1.2185342,1.8466735,1.168176,0.97656291
"305",2217.46,1.8072438,0.93949596,1.5640839,1.2282163,1.8598985,1.1755004,0.98709773
"306",2218.46,1.8271838,0.9514238,1.5746731,1.2368654,1.8974613,1.1929094,1.0030445
"307",2219.46,1.8526694,0.96208916,1.6035021,1.2414479,1.9231844,1.1982359,1.0088015
"308",2220.46,1.881751,0.97391932,1.6313523,1.2459148,1.9544097,1.2126044,1.0268422
"309",2221.46,1.9291358,0.9882636,1.6515262,1.2497279,1.9814789,1.2239627,1.0337863
"310",2222.46,1.940702,0.994371,1.6746918,1.2628212,2.0136966,1.2322653,1.0363433
"311",2223.46,1.9622784,1.0085127,1.6816798,1.256269,2.0385648,1.245667,1.0382589
"312",2224.46,1.9972893,1.0277224,1.7000746,1.2651005,2.0576066,1.26067,1.0417745
"313",2225.46,2.0213304,1.0361522,1.7052713,1.2652659,2.0837914,1.260652,1.0450393
"314",2226.46,2.0469473,1.0404039,1.7219301,1.2707007,2.1065079,1.2850296,1.0474047
"315",2227.46,2.0889785,1.055685,1.7312081,1.2651309,2.1275246,1.2878481,1.0475286
"316",2228.46,2.1292622,1.0692697,1.7629119,1.2587213,2.149848,1.2932916,1.0420931
"317",2229.46,2.1321011,1.0759884,1.7660033,1.2633092,2.1749422,1.29767,1.0431018
"318",2230.46,2.1657383,1.0939935,1.7971161,1.2728685,2.197865,1.3085863,1.0421787
"319",2231.46,2.1742337,1.1026078,1.7888561,1.2642486,2.2117189,1.3096485,1.0494914
"320",2232.46,2.1981435,1.1057815,1.823053,1.2636357,2.2289724,1.3167841,1.0529554
"321",2233.46,2.2300332,1.119471,1.8324726,1.2678354,2.2506474,1.3265523,1.0536101
"322",2234.46,2.2368317,1.1350524,1.8453148,1.2593455,2.2865988,1.3420426,1.057251
"323",2235.46,2.2715497,1.1346159,1.8681972,1.2555725,2.2891828,1.3532422,1.0546395
"324",2236.46,2.3062677,1.1415047,1.8889067,1.2598822,2.3072715,1.3565366,1.0523745
"325",2237.46,2.3118136,1.1609242,1.9033864,1.2562374,2.3367872,1.3670866,1.0531325
"326",2238.46,2.3310567,1.1734887,1.917589,1.2577138,2.3553966,1.3766508,1.0535587
