"","Parent_ID","Sample_ID","Land_Coverage_Category","Burn_Treatment","Burn_Severity","Char_leached_g","Leachate_vol_mL","C_weight_per","N_weight_per","Solid_Ca_mg_kg","Solid_Mg_mg_kg","Solid_P_mg_kg","Solid_K_mg_kg","Solid_Na_mg_kg","Solid_S_mg_kg","Solid_Al_mg_kg","Solid_Fe_mg_kg","Total_Extractable_Ca_mg_per_kg","Total_Extractable_Mg_mg_per_kg","Total_Extractable_P_mg_per_kg","Total_Extractable_K_mg_per_kg","Total_Extractable_S_mg_per_kg","Total_Extractable_Al_mg_per_kg","Total_Extractable_Fe_mg_per_kg","NPOC_mg_C_per_L","TN_mg_N_per_L","Leachate_Ca_mg_L_filt0.7","Leachate_Mg_mg_L_filt0.7","Leachate_P_mg_L_filt0.7","Leachate_K_mg_L_filt0.7","Leachate_Na_mg_L_filt0.7","Leachate_S_mg_L_filt0.7","Leachate_Al_mg_L_filt0.7","Leachate_Fe_mg_L_filt0.7","Leachate_Ca_mg_L_unfilt","Leachate_Mg_mg_L_unfilt","Leachate_P_mg_L_unfilt","Leachate_K_mg_L_unfilt","Leachate_Na_mg_L_unfilt","Leachate_S_mg_L_unfilt","Leachate_Al_mg_L_unfilt","Leachate_Fe_mg_L_unfilt","MBD_P_mg_per_L_filt0.7","pH","MBD_P_mg_kgchar","MBD_P_percentofsolid","Leachate_Ca_mg_L_part","Leachate_Mg_mg_L_part","Leachate_P_mg_L_part","Leachate_K_mg_L_part","Leachate_Na_mg_L_part","Leachate_S_mg_L_part","Leachate_Al_mg_L_part","Leachate_Fe_mg_L_part","Leachate_Ca_mg_kgchar_part","Leachate_Mg_mg_kgchar_part","Leachate_P_mg_kgchar_part","Leachate_K_mg_kgchar_part","Leachate_Na_mg_kgchar_part","Leachate_S_mg_kgchar_part","Leachate_Al_mg_kgchar_part","Leachate_Fe_mg_kgchar_part","Leachate_Ca_mg_kgchar_filt0.7","Leachate_Mg_mg_kgchar_filt0.7","Leachate_P_mg_kgchar_filt0.7","Leachate_K_mg_kgchar_filt0.7","Leachate_Na_mg_kgchar_filt0.7","Leachate_S_mg_kgchar_filt0.7","Leachate_Al_mg_kgchar_filt0.7","Leachate_Fe_mg_kgchar_filt0.7","Leachate_Ca_mg_kgchar_unfilt","Leachate_Mg_mg_kgchar_unfilt","Leachate_P_mg_kgchar_unfilt","Leachate_K_mg_kgchar_unfilt","Leachate_Na_mg_kgchar_unfilt","Leachate_S_mg_kgchar_unfilt","Leachate_Al_mg_kgchar_unfilt","Leachate_Fe_mg_kgchar_unfilt","Leachate_Ca_perc_solid_part","Leachate_Mg_perc_solid_part","Leachate_P_perc_solid_part","Leachate_K_perc_solid_part","Leachate_Na_perc_solid_part","Leachate_S_perc_solid_part","Leachate_Al_perc_solid_part","Leachate_Fe_perc_solid_part","Leachate_Ca_perc_solid_filt0.7","Leachate_Mg_perc_solid_filt0.7","Leachate_P_perc_solid_filt0.7","Leachate_K_perc_solid_filt0.7","Leachate_Na_perc_solid_filt0.7","Leachate_S_perc_solid_filt0.7","Leachate_Al_perc_solid_filt0.7","Leachate_Fe_perc_solid_filt0.7"
"35","BSLE_0067","BSLE_0067B","Douglas-fir forest","burn table","High",7,281,9.36,0.27,75090.49,6950.45,7484.76,29390,1256,1272,5555,5142,37957.63,2.24,1548.55,22877.5,1137.54,517.09,5.89,23.36,2.12,8.4,3.31,1.87,426.68,10.13,24.56,0.51,0.01,477.69,41.11,57.46,457.38,12.55,26.29,21.72,20.3,1.54,10.89,61.82,0.825944986880007,469.29,37.8,55.59,30.7,2.42,1.73,21.21,20.29,18838.6414285714,1517.4,2231.54142857143,1232.38571428571,97.1457142857143,69.4471428571429,851.43,814.498571428571,337.2,132.872857142857,75.0671428571429,17128.1542857143,406.647142857143,985.908571428571,20.4728571428571,0.401428571428571,19175.8414285714,1650.27285714286,2306.60857142857,18360.54,503.792857142857,1055.35571428571,871.902857142857,814.9,251.693326553843,20.2731951325093,29.814468714714,16.4652669462443,1.29791355081144,0.927847290456112,11.3755150465746,10.8820933661009,4.50515447389095,1.77524539387846,1.00293319835429,228.840394157118,5.43300176434706,13.1722135569954,0.273527235914807,0.00536327913558446
"36","BSLE_0067","BSLE_0067C","Douglas-fir forest","burn table","High",7.1,281,9.36,0.27,75090.49,6950.45,7484.76,29390,1256,1272,5555,5142,37957.63,2.24,1548.55,22877.5,1137.54,517.09,5.89,22.22,2.15,8.17,3.33,1.95,427.18,10.5,25.08,0.44,NA,457.29,40.38,52.21,467.08,12.9,26.91,20.79,19.48,1.8,10.91,71.2394366197183,0.951793198709355,449.12,37.05,50.26,39.9,2.4,1.83,20.35,NA,17775.0309859155,1466.34507042254,1989.16338028169,1579.14084507042,94.9859154929578,72.4267605633804,805.401408450704,NA,323.347887323944,131.792957746479,77.1760563380282,16906.7014084507,415.56338028169,992.602816901408,17.4140845070423,NA,18098.3788732394,1598.13802816901,2066.33943661972,18485.8422535211,510.549295774648,1065.02957746479,822.815492957747,770.969014084507,237.48297855797,19.5910766734342,26.5761812039623,21.0980825713907,1.26905759827914,0.967656418687845,10.7605508854085,NA,4.32008357414191,1.76081741761231,1.0311092986018,225.881677013701,5.55212699247124,13.261651902017,0.232660559684509,NA
"37","BSLE_0002","BSLE_0002A","Douglas-fir forest","burn table","Moderate",25.3,1000,26.14,0.6,26860.49,2903.45,2808.76,10860,528.1,753.1,2239,2255,20934.82,1032.25,1473.32,7280.65,558.13,244.18,30.95,110.94,2.9,9.03,4.56,3.88,46.11,1.28,3.02,0.4,0.11,13.55,4.78,7.77,54.41,1.48,1.91,4.59,5.03,3.47,7.97,137.154150197628,4.88308542551263,4.52,0.220000000000001,3.89,8.3,0.2,-1.11,4.19,4.92,178.656126482213,8.69565217391307,153.754940711462,328.063241106719,7.90513833992095,-43.8735177865613,165.612648221344,194.466403162055,356.916996047431,180.237154150198,153.359683794466,1822.52964426877,50.5928853754941,119.367588932806,15.8102766798419,4.34782608695652,535.573122529644,188.932806324111,307.114624505929,2150.59288537549,58.498023715415,75.4940711462451,181.422924901186,198.814229249012,6.3606761162297,0.30959043043596,5.47412170179946,11.6800026028112,0.281445845850872,-1.56202444447234,5.89629047057576,6.92356780793145,12.7072799401669,6.41696528539988,5.46004940950691,64.8873397609185,1.80125341344558,4.24983227234817,0.562891691701744,0.15479521521798
"38","BSLE_0002","BSLE_0002B","Douglas-fir forest","burn table","Moderate",25,1000,26.14,0.6,26860.49,2903.45,2808.76,10860,528.1,753.1,2239,2255,20934.82,1032.25,1473.32,7280.65,558.13,244.18,30.95,93.36,1.69,7.59,3.79,3.56,47.53,1.19,2.65,0.42,0.07,91.99,9.7,12.46,65.78,2.59,4.38,3.38,3.45,3.4,8.28,136,4.8419943320184,84.4,5.91,8.9,18.25,1.4,1.73,2.96,3.38,3376,236.4,356,730,56,69.2,118.4,135.2,303.6,151.6,142.4,1901.2,47.6,106,16.8,2.8,3679.6,388,498.4,2631.2,103.6,175.2,135.2,138,120.195388712457,8.41652544183198,12.6746322220482,25.9901166350988,1.99376237200758,2.46372064540936,4.21538330081602,4.81351201241829,10.8090402882411,5.39739956422051,5.06985288881927,67.6882325296572,1.69469801620644,3.77390734701434,0.598128711602273,0.0996881186003788
"39","BSLE_0002","BSLE_0002C","Douglas-fir forest","burn table","Moderate",25.2,1000,26.14,0.6,26860.49,2903.45,2808.76,10860,528.1,753.1,2239,2255,20934.82,1032.25,1473.32,7280.65,558.13,244.18,30.95,88.08,2.37,9.77,3.34,2.98,28.68,0.85,2.04,0.07,0.07,90.25,7.92,10.46,64.3,2.17,3.42,1.93,2.27,2.91,7.4,115.47619047619,4.11128720418229,80.48,4.58,7.48,35.62,1.32,1.38,1.86,2.2,3193.65079365079,181.746031746032,296.825396825397,1413.49206349206,52.3809523809524,54.7619047619048,73.8095238095238,87.3015873015873,387.698412698413,132.539682539683,118.253968253968,1138.09523809524,33.7301587301587,80.9523809523809,2.77777777777778,2.77777777777778,3581.34920634921,314.285714285714,415.079365079365,2551.5873015873,86.1111111111111,135.714285714286,76.5873015873016,90.0793650793651,113.703228244877,6.47068570280237,10.5678447722624,50.3244158807468,1.86491378334042,1.94968259167408,2.62783305834332,3.1081896389007,13.8031876236636,4.71879699724015,4.21018414723822,40.5194903834873,1.20089145139345,2.88213948334429,0.0988969430559314,0.0988969430559314
"40","BSLE_0007","BSLE_0007A","Douglas-fir forest","burn table","Low",27.3,1000,19.4,0.47,15040.49,1490.45,1411.76,5455,337.5,436.5,1346,1194,13115.2,467.76,690.47,3466.78,175.07,49.17,59.49,81.54,1.76,4.6,0.98,1.43,12.92,0.48,0.48,NA,0.02,11.51,1.64,1.95,13.31,0.42,0.6,0.81,1.02,0.97,5.82,35.5311355311355,2.51679715611262,6.91,0.66,0.52,0.390000000000001,-0.06,0.12,NA,1,253.113553113553,24.1758241758242,19.047619047619,14.2857142857143,-2.1978021978022,4.3956043956044,NA,36.6300366300366,168.498168498168,35.8974358974359,52.3809523809524,473.260073260073,17.5824175824176,17.5824175824176,NA,0.732600732600733,421.611721611722,60.0732600732601,71.4285714285714,487.545787545788,15.3846153846154,21.978021978022,29.6703296703297,37.3626373626374,17.9289364419982,1.71245992065395,1.34921084657584,1.01190813493188,-0.155678174604904,0.311356349209809,NA,2.59463624341507,11.9353267197093,2.54274351854677,3.71032982808355,33.5227002649227,1.24542539683923,1.24542539683923,NA,0.0518927248683014
"41","BSLE_0007","BSLE_0007B","Douglas-fir forest","burn table","Low",25.3,1000,19.4,0.47,15040.49,1490.45,1411.76,5455,337.5,436.5,1346,1194,13115.2,467.76,690.47,3466.78,175.07,49.17,59.49,65.7,1.22,5.12,0.98,0.74,5.24,0.66,0.31,NA,NA,6.06,1.04,0.81,4.97,0.54,0.31,0.26,0.31,0.35,5.08,13.8339920948617,0.979911039756167,0.94,0.0600000000000001,0.0700000000000001,-0.27,-0.12,0,NA,NA,37.1541501976284,2.37154150197629,2.76679841897233,-10.6719367588933,-4.74308300395257,0,NA,NA,202.371541501976,38.7351778656126,29.2490118577075,207.114624505929,26.0869565217391,12.2529644268775,NA,NA,239.525691699605,41.1067193675889,32.0158102766798,196.442687747036,21.3438735177866,12.2529644268775,10.2766798418972,12.2529644268775,2.63176107820227,0.167984749672486,0.195982207951234,-0.755931373526187,-0.335969499344971,0,NA,NA,14.3346986387188,2.74375091131727,2.07181191262732,14.6706681380638,1.84783224639734,0.867921206641176,NA,NA
"42","BSLE_0007","BSLE_0007C","Douglas-fir forest","burn table","Low",29.5,1000,19.4,0.47,15040.49,1490.45,1411.76,5455,337.5,436.5,1346,1194,13115.2,467.76,690.47,3466.78,175.07,49.17,59.49,58.64,1.1,3.02,0.39,0.89,10.12,0.44,0.33,NA,NA,4.81,0.53,1.19,10.29,0.47,0.41,0.38,0.36,0.73,5.97,24.7457627118644,1.75283070152607,1.79,0.14,0.3,0.17,0.03,0.08,NA,NA,60.6779661016949,4.74576271186441,10.1694915254237,5.76271186440678,1.01694915254237,2.71186440677966,NA,NA,102.372881355932,13.2203389830508,30.1694915254237,343.050847457627,14.9152542372881,11.1864406779661,NA,NA,163.050847457627,17.9661016949153,40.3389830508475,348.813559322034,15.9322033898305,13.8983050847458,12.8813559322034,12.2033898305085,4.29803692565981,0.336159312621438,0.720341384188795,0.408193451040317,0.0720341384188794,0.192091035783679,NA,NA,7.25143660083387,0.936443799445433,2.13701277309342,24.2995160266353,1.05650069681023,0.792375522607674,NA,NA
"43","BSLE_0058","BSLE_0058A","Douglas-fir forest","burn table","Moderate",12.1,480,6.11,0.34,20140.49,1415.45,1508.76,6691,290,232.4,881.9,659.1,13630.78,168.32,285.82,4922.58,47.88,119.94,14.15,44.95,0.73,10.77,0.87,1.03,25.38,0.54,0.46,0.2,0.05,75.6,3.46,4.01,35.8,1.36,0.56,3.5,3.03,2.66,8.73,105.520661157025,6.99386656307331,64.83,2.59,2.98,10.42,0.82,0.1,3.3,2.98,2571.76859504132,102.743801652893,118.214876033058,413.355371900826,32.5289256198347,3.96694214876033,130.909090909091,118.214876033058,427.239669421488,34.5123966942149,40.8595041322314,1006.80991735537,21.4214876033058,18.2479338842975,7.93388429752066,1.98347107438017,2999.00826446281,137.256198347107,159.074380165289,1420.1652892562,53.9504132231405,22.2148760330579,138.842975206612,120.198347107438,170.455777926332,6.80981744299243,7.83523396915731,27.3970261606105,2.15600397809027,0.262927314401252,8.67660137524132,7.83523396915731,28.3172717610148,2.28746763529089,2.7081513383329,66.7309523950378,1.41980749776676,1.20946564624576,0.525854628802504,0.131463657200626
"44","BSLE_0058","BSLE_0058B","Douglas-fir forest","burn table","Moderate",12,480,6.11,0.34,20140.49,1415.45,1508.76,6691,290,232.4,881.9,659.1,13630.78,168.32,285.82,4922.58,47.88,119.94,14.15,29.27,0.58,6.04,1.13,0.93,50.99,1.15,0.47,0.35,0.03,92.82,5.48,6.32,74.78,2.23,0.85,4.76,4.28,0.47,9.62,18.8,1.2460563641666,86.78,4.35,5.39,23.79,1.08,0.38,4.41,4.25,3471.2,174,215.6,951.6,43.2,15.2,176.4,170,241.6,45.2,37.2,2039.6,46,18.8,14,1.2,3712.8,219.2,252.8,2991.2,89.2,34,190.4,171.2,230.069726132718,11.5326493279249,14.2898804316127,63.0716614968583,2.86327845382964,1.00744982634746,11.6917203531377,11.2675309525703,16.0131498714176,2.99583764150693,2.46560089079774,135.183859593308,3.04886131657785,1.2460563641666,0.927914313741085,0.0795355126063787
"45","BSLE_0058","BSLE_0058C","Douglas-fir forest","burn table","Moderate",12,480,6.11,0.34,20140.49,1415.45,1508.76,6691,290,232.4,881.9,659.1,13630.78,168.32,285.82,4922.58,47.88,119.94,14.15,23.19,0.5,10.03,1.06,0.72,26.95,0.52,0.37,0.14,0.03,125.19,4.99,6.17,50.63,NA,1.59,4.15,5.62,0.65,9.07,26,1.72326943980487,115.16,3.93,5.45,23.68,NA,1.22,4.01,5.59,4606.4,157.2,218,947.2,NA,48.8,160.4,223.6,401.2,42.4,28.8,1078,20.8,14.8,5.6,1.2,5007.6,199.6,246.8,2025.2,NA,63.6,166,224.8,305.310321058353,10.4191521514356,14.4489514568255,62.7800312839683,NA,3.23444417932607,10.6312468517193,14.8201171823219,26.591373048066,2.81025477875872,1.90885230255309,71.4494021580636,1.3786155518439,0.980937988812004,0.371165725496434,0.0795355126063787
"46","BSLE_0071","BSLE_0071A","Douglas-fir forest","burn table","High",3.5439,140,11.57,0.36,48650.49,4791.45,5047.76,20360,874.7,860.5,3587,3388,38278.85,3.05,1917.36,16744.47,718.49,368.15,0.44,19.96,1.89,7.08,1.94,1.49,371.78,10.35,21.6,0.35,NA,1055.99,94.31,111.88,484.98,16.85,25.54,63.14,58.3,1.86,11.04,73.4783712858715,1.45566293337781,1048.91,92.37,110.39,113.2,6.5,3.94,62.79,NA,41436.6658201417,3649.03072885804,4360.90183131578,4471.90947825842,256.779254493637,155.647732723835,2480.48759840853,NA,279.691864894608,76.6387313411778,58.8617060300799,14686.9832670222,408.871582155253,853.297214932701,13.8265752419651,NA,41716.3576850363,3725.66946019922,4419.76353734586,19158.8927452806,665.65083664889,1008.94494765654,2494.3141736505,2303.11239030447,820.892154542642,72.2900995462946,86.3928124814924,88.5919591711654,5.08699412201921,3.08350105242395,49.1403632187056,NA,5.54091052059939,1.51827209180266,1.16609557566287,290.960411489893,8.10005987121521,16.90447277471,0.273915068108727,NA
"47","BSLE_0071","BSLE_0071B","Douglas-fir forest","burn table","High",3.5148,140,11.57,0.36,48650.49,4791.45,5047.76,20360,874.7,860.5,3587,3388,38278.85,3.05,1917.36,16744.47,718.49,368.15,0.44,16.39,1.6,7.19,2.39,1.54,312.78,8.37,17.16,0.36,NA,128.99,12.03,14.02,316.38,8.58,17.4,5.63,5.2,1.77,10.91,70.5018777739843,1.39669631230455,121.8,9.64,12.48,3.60000000000002,0.210000000000001,0.239999999999998,5.27,NA,4851.48514851485,383.976328667349,497.097985660635,143.393649709799,8.36462956640495,9.55957664731984,209.9123705474,NA,286.388983725959,95.1974507795607,61.3406168203027,12458.5182656197,333.390235575282,683.509730283373,14.3393649709799,NA,5137.87413224081,479.17377944691,558.438602480938,12601.9119153295,341.754865141687,693.069306930693,224.251735518379,207.124160691931,96.1116445416353,7.60686579130841,9.84789264268973,2.84073826231436,0.165709731968337,0.189382550820955,4.1585251784435,NA,5.67358558501115,1.88593456859202,1.21520470110114,246.812809357411,6.60471645988085,13.5408523836984,0.284073826231434,NA
"48","BSLE_0071","BSLE_0071C","Douglas-fir forest","burn table","High",3.5522,140,11.57,0.36,48650.49,4791.45,5047.76,20360,874.7,860.5,3587,3388,38278.85,3.05,1917.36,16744.47,718.49,368.15,0.44,30.48,2.44,7.3,1.21,1.61,563.38,15.57,35.7,0.29,NA,136.09,11.85,15.15,548.08,15.02,33.92,6.46,6.09,NA,11.31,NA,NA,128.79,10.64,13.54,-15.3,-0.550000000000001,-1.78,6.17,NA,5075.89662744215,419.345757558696,533.641123810596,-603.00658746692,-21.6767073926018,-70.1537075615112,243.173244749733,NA,287.709025392714,47.6887562637239,63.4536343674343,22204.0425651709,613.647880186926,1407.01537075615,11.42953662519,NA,5363.60565283486,467.03451382242,597.09475817803,21601.035977704,591.971172794325,1336.86166319464,254.602781374923,240.02026912899,100.557408185852,8.30756132539376,10.5718402580669,-11.9460233344478,-0.429432211369039,-1.38979879315798,4.81744862572176,NA,5.69973662362542,0.944750865011884,1.257065200553,439.879125892889,12.1568355109381,27.8740544470448,0.226427893267311,NA
"49","BSLE_0012","BSLE_0012A","Douglas-fir forest","raw","Unburned",25.1,1000,34.82,1.31,4017.49,869.35,1660.76,6121,154.5,913.8,348.7,306.3,4531.07,1084.35,1368.69,6334.73,238.75,67.48,40.4,111.24,1.04,1.47,0.88,2.23,18.72,0.68,0.38,0.14,0.06,15,5,11.92,202.28,1.24,4.79,0.46,0.61,1.97,4.51,78.4860557768924,4.72591197866594,13.53,4.12,9.69,183.56,0.56,4.41,0.32,0.55,539.043824701195,164.143426294821,386.05577689243,7313.14741035857,22.3107569721115,175.697211155378,12.7490039840637,21.9123505976096,58.5657370517928,35.0597609561753,88.8446215139442,745.816733067729,27.0916334661355,15.1394422310757,5.57768924302789,2.39043824701195,597.609561752988,199.203187250996,474.900398406374,8058.96414342629,49.402390438247,190.836653386454,18.3266932270916,24.3027888446215,32.4576594270813,9.88363317365668,23.2457294788187,440.349443047675,1.34340645078829,10.5793257999578,0.767660829021878,1.31941704988135,3.52644193331925,2.11106727981017,5.34963640224621,44.9081584977799,1.63127926167149,0.91159723446348,0.335851612697072,0.143936405441602
"50","BSLE_0012","BSLE_0012B","Douglas-fir forest","raw","Unburned",25,1000,34.82,1.31,4017.49,869.35,1660.76,6121,154.5,913.8,348.7,306.3,4531.07,1084.35,1368.69,6334.73,238.75,67.48,40.4,143.16,2,2.06,1.15,3.58,29.43,0.57,0.47,0.16,0.08,2.55,1.25,4.06,29.58,0.2,0.52,0.45,0.54,3.48,5.02,139.2,8.38170476167538,0.49,0.1,0.48,0.149999999999999,-0.37,0.05,0.29,0.46,19.6,4,19.2,5.99999999999994,-14.8,2,11.6,18.4,82.4,46,143.2,1177.2,22.8,18.8,6.4,3.2,102,50,162.4,1183.2,8,20.8,18,21.6,1.18018256701751,0.240853585105614,1.15609720850695,0.361280377658418,-0.891158264890773,0.120426792552807,0.698475396806282,1.10792649148583,4.96158385317566,2.76981622871456,8.62255834678099,70.8832100965823,1.372865435102,1.13201184999639,0.385365736168983,0.192682868084491
"51","BSLE_0012","BSLE_0012C","Douglas-fir forest","raw","Unburned",25,1000,34.82,1.31,4017.49,869.35,1660.76,6121,154.5,913.8,348.7,306.3,4531.07,1084.35,1368.69,6334.73,238.75,67.48,40.4,75.72,1.34,0.84,0.51,2.6,20.58,0.75,0.27,NA,0.05,1.98,1.21,3.87,29.24,0.65,0.47,0.64,0.81,2.42,5.29,96.8,5.82865675955587,1.14,0.7,1.27,8.66,-0.1,0.2,NA,0.76,45.6,28,50.8,346.4,-4,8,NA,30.4,33.6,20.4,104,823.2,30,10.8,NA,2,79.2,48.4,154.8,1169.6,26,18.8,25.6,32.4,2.745730870204,1.6859750957393,3.0588405308413,20.8579204701462,-0.240853585105614,0.481707170211228,NA,1.83048724680267,2.02317011488716,1.22835328403863,6.26219321274597,49.5676678147354,1.80640188829211,0.650304679785159,NA,0.120426792552807
"52","BSLE_0013","BSLE_0013A","Douglas-fir forest","raw","Unburned",25,1000,33.19,0.9,5759.49,1064.45,926.36,3011,190.9,609.2,939.5,734.9,6218.04,837.02,855.12,2548.78,204.99,96.13,87.42,42.31,0.69,1,0.35,0.99,10.82,1.34,0.21,NA,0.05,2.09,0.63,1.59,11.71,0.8,0.35,0.33,0.56,0.9,5.26,36,3.88617815967874,1.09,0.28,0.6,0.890000000000001,-0.54,0.14,NA,0.51,43.6,11.2,24,35.6,-21.6,5.6,NA,20.4,40,14,39.6,432.8,53.6,8.4,NA,2,83.6,25.2,63.6,468.4,32,14,13.2,22.4,4.70659354894425,1.20903320523339,2.59078543978583,3.84299840234898,-2.33170689580725,0.604516602616693,NA,2.20216762381795,4.31797573297638,1.51129150654173,4.27479597564662,46.7204974308044,5.78608748218835,0.90677490392504,NA,0.215898786648819
"53","BSLE_0013","BSLE_0013B","Douglas-fir forest","raw","Unburned",25,1000,33.19,0.9,5759.49,1064.45,926.36,3011,190.9,609.2,939.5,734.9,6218.04,837.02,855.12,2548.78,204.99,96.13,87.42,114.42,1.05,1.16,0.33,1.85,16.53,0.72,0.38,0.1,0.07,1.37,0.44,1.95,16.28,0.32,0.37,0.32,0.48,1.6,5.21,64,6.90876117276221,0.21,0.11,0.0999999999999999,-0.25,-0.4,-0.01,0.22,0.41,8.40000000000001,4.4,3.99999999999999,-10,-16,-0.4,8.8,16.4,46.4,13.2,74,661.2,28.8,15.2,4,2.8,54.8,17.6,78,651.2,12.8,14.8,12.8,19.2,0.906774903925041,0.474977330627402,0.431797573297637,-1.0794939332441,-1.72719029319055,-0.0431797573297638,0.949954661254804,1.77037005052032,5.0088518502526,1.42493199188221,7.9882551060063,71.3761388660996,3.10894252774299,1.64083077853102,0.431797573297638,0.302258301308347
"54","BSLE_0013","BSLE_0013C","Douglas-fir forest","raw","Unburned",25.8,1000,33.19,0.9,5759.49,1064.45,926.36,3011,190.9,609.2,939.5,734.9,6218.04,837.02,855.12,2548.78,204.99,96.13,87.42,40.73,0.36,0.69,0.24,0.95,9.46,0.8,0.17,0.09,0.04,1.05,0.45,2.14,17.99,0.74,0.42,0.32,0.34,0.84,5.24,32.5581395348837,3.51463141056217,0.36,0.21,1.19,8.53,-0.0600000000000001,0.25,0.23,0.3,13.953488372093,8.13953488372093,46.1240310077519,330.62015503876,-2.32558139534884,9.68992248062015,8.91472868217054,11.6279069767442,26.7441860465116,9.30232558139535,36.8217054263566,366.666666666667,31.0077519379845,6.58914728682171,3.48837209302326,1.55038759689922,40.6976744186046,17.4418604651163,82.9457364341085,697.286821705426,28.6821705426357,16.2790697674419,12.4031007751938,13.1782945736434,1.50627060452664,0.878657852640543,4.97906116496307,35.6902451572563,-0.251045100754441,1.0460212531435,0.962339552892023,1.2552255037722,2.88701865867607,1.00418040301776,3.97488076194531,39.5814442189502,3.34726801005921,0.711294452137582,0.376567651131661,0.16736340050296
"55","BSLE_0014","BSLE_0014A","Sagebrush shrubland","raw","Unburned",25,1000,34.19,0.84,4076.49,1342.45,1265.76,10790,254.3,1008,1005,1047,4266.64,1256.63,1340.8,10912.5,755,19.38,65.37,451.02,24.13,7.31,2.98,7.11,54.92,0.52,4.14,0.13,0.13,7.84,3.25,7.22,57.17,0.59,4.13,0.52,0.75,4.89,4.23,195.6,15.4531664770573,0.53,0.27,0.109999999999999,2.25,0.07,-0.00999999999999979,0.39,0.62,21.2,10.8,4.39999999999998,90,2.8,-0.399999999999991,15.6,24.8,292.4,119.2,284.4,2196.8,20.8,165.6,5.2,5.2,313.6,130,288.8,2286.8,23.6,165.2,20.8,30,1.67488307420048,0.853242320819113,0.347617241815192,7.11035267349261,0.221210972064214,-0.0316015674377442,1.23246113007205,1.95929718114018,23.1007457969915,9.41726709644798,22.4687144482366,173.555808368095,1.64328150676274,13.0830489192264,0.410820376690684,0.410820376690684
"56","BSLE_0014","BSLE_0014B","Sagebrush shrubland","raw","Unburned",25.1,1000,34.19,0.84,4076.49,1342.45,1265.76,10790,254.3,1008,1005,1047,4266.64,1256.63,1340.8,10912.5,755,19.38,65.37,534,27.14,8.33,3.36,7.9,61.34,0.82,4.62,0.16,0.17,8.5,3.49,7.93,62.09,0.76,4.45,0.47,0.61,5.09,4.37,202.788844621514,16.0211133723229,0.17,0.13,0.0299999999999994,0.75,-0.0599999999999999,-0.17,0.31,0.44,6.77290836653386,5.17928286852591,1.19521912350595,29.8804780876494,-2.39043824701195,-6.77290836653386,12.3505976095618,17.5298804780876,331.872509960159,133.864541832669,314.741035856574,2443.82470119522,32.6693227091633,184.06374501992,6.37450199203187,6.77290836653386,338.645418326693,139.043824701195,315.93625498008,2473.70517928287,30.2788844621514,177.290836653386,18.7250996015936,24.3027888446215,0.535086301236716,0.409183642122196,0.0944269943358892,2.36067485839728,-0.188853988671782,-0.535086301236716,0.975745608137542,1.38492925025974,26.2192287605991,10.5758233656198,24.865775175118,193.071727752119,2.58100451184769,14.5417571277272,0.503610636458086,0.535086301236717
"57","BSLE_0014","BSLE_0014C","Sagebrush shrubland","raw","Unburned",25,1000,34.19,0.84,4076.49,1342.45,1265.76,10790,254.3,1008,1005,1047,4266.64,1256.63,1340.8,10912.5,755,19.38,65.37,486.06,25.5,7.22,2.96,7,53.49,1.01,4.17,0.11,0.11,8.56,3.7,8.59,66.38,1.2,5,0.93,1.21,4.98,4.44,199.2,15.737580583997,1.34,0.74,1.59,12.89,0.19,0.83,0.82,1.1,53.6,29.6,63.6,515.6,7.6,33.2,32.8,44,288.8,118.4,280,2139.6,40.4,166.8,4.4,4.4,342.4,148,343.6,2655.2,48,200,37.2,48.4,4.23461003665782,2.33851599039312,5.02464922260144,40.7344204272532,0.600429781317153,2.62293009733283,2.59132852989508,3.47617241815194,22.8163316900518,9.35406396157249,22.1210972064214,169.036784224498,3.19175831121224,13.1778536215396,0.347617241815194,0.347617241815194
