mOz	abs_abu	sn	resolution	rel_abu
200.010462	1433.22	3.0262	1114104	8.24522233082486E-05
200.092875	1605.8849	3.3908	1169104	9.23855237731433E-05
200.100991	2851.374	6.0206	1156404	0.000164037709342135
200.173743	2961.6604	6.2534	1093804	0.000170382414886756
200.938021	3960.6169	8.3627	1165504	0.000227851738796014
201.002915	1240.2041	2.6186	876204	7.13481429236304E-05
201.076892	2628.8728	5.5508	1316404	0.000151237358643182
201.113277	14969.4209	31.6074	1253904	0.000861181140956702
201.149672	1641.0873	3.4651	1024704	9.44106951674766E-05
201.802094	11238.2363	23.7291	1238304	0.000646528494577571
202.116618	1649.1769	3.4822	1143104	9.48760846440918E-05
202.796236	3164.8657	6.6825	1233504	0.000182072684889282
203.07142	2039.3654	4.306	1267604	0.000117323377686549
203.092543	3159.6499	6.6715	1319804	0.000181772623275342
203.107788	1497.0205	3.1609	729304	8.61226249724578E-05
203.128925	17949.4414	37.8996	1245204	0.00103261980056874
203.794687	1716.0782	3.6234	939704	9.87248733347409E-05
204.132298	1410.238	2.9777	882804	8.11300836534363E-05
204.791575	69606.5547	146.9716	1232504	0.00400442025079347
204.793311	2615.877	5.5233	984604	0.00015048971864118
204.79421	3544.8513	7.4848	1327504	0.000203933011667529
204.964721	953.093	2.0124	883004	5.48308262998902E-05
205.050686	2848.1218	6.0137	1177004	0.000163850612371228
205.087055	3436.4521	7.2559	1236504	0.000197696875523158
205.123443	4156.8579	8.777	1256304	0.000239141357105997
205.159839	45100.2344	95.2274	1228504	0.00259458743110141
205.791717	1829.0923	3.8621	1208704	0.000105226501703157
205.792632	2691.9456	5.6839	1184304	0.000154865896195181
205.923985	1166.9247	2.4566	932304	6.71324262488041E-05
206.008198	1067.6746	2.2426	865104	6.14226319335099E-05
206.163198	5977.9761	12.504	1174804	0.000343909113973133
206.788624	46821.6875	96.3161	1212604	0.00269362151897059
206.789528	71940.5	147.9841	1209804	0.0041386906203563
206.791251	1894.6982	3.8973	1165004	0.000109000766866313
206.791976	16162.0205	33.2437	1202104	0.000929790627662531
207.012182	23911.0059	48.8979	1199904	0.00137558476576635
207.029951	2185.1667	4.4666	1000604	0.000125711232549189
207.066327	4454.5254	9.0965	1215504	0.00025626597662122
207.102717	22313.6758	45.523	1233004	0.00128369139412614
207.139099	17798.3086	36.2764	1208504	0.00102392522794569
207.175484	1801.8503	3.669	1049304	0.00010365928699267
207.789688	2206.645	4.4222	783604	0.000126946865311697
207.789965	1654.7982	3.3162	892304	9.51994744118055E-05
208.015537	2560.0266	5.1007	1155804	0.000147276681108453
208.097966	2003.2689	3.983	1132804	0.000115246769295202
208.106061	2993.0762	5.9497	1217704	0.000172189745622447
208.142464	2802.824	5.5664	1082404	0.000161244659118432
208.176114	1758.8705	3.4901	1056604	0.0001011866867866
208.785671	7852.8066	15.3436	1204304	0.000451766904857376
208.786576	49867.6055	97.4338	1212004	0.00286885121930593
208.787416	6918.7974	13.518	1092504	0.00039803395727755
208.789022	10792.9893	21.0866	1212504	0.000620913721499238
208.789931	17528.8164	34.2458	1193604	0.00100842151528871
209.007989	1346.8055	2.6169	760904	7.74808527921585E-05
209.045592	5636.7876	10.9422	1171704	0.000324280759364485
209.081986	9614.6426	18.6472	1213804	0.000553124194948577
209.085365	4037.1633	7.8293	1160404	0.000232255403876213
209.118363	4194.2944	8.1273	1108104	0.000241295054834105
209.154748	18870.8047	36.5329	1210004	0.00108562523766815
209.191161	2068.3977	4.0007	1014404	0.00011899358720271
209.704988	1141.1509	2.1794	699004	6.56496761384916E-05
209.928474	1140.0919	2.1655	642104	6.55887525507078E-05
210.059472	53503.4258	101.2989	1201704	0.0030780176189405
210.077228	1485.9397	2.8121	1011304	8.54851536867975E-05
210.158108	3004.8516	5.6755	1105404	0.000172867176798641
210.613447	64354.6992	120.2227	1181604	0.00370228438716566
210.783621	7695.6519	14.3179	1167904	0.000442725896206687
210.784462	4496.123	8.365	1187804	0.000258659059751715
210.785376	7208.0674	13.4102	1169404	0.000414675474027509
210.786065	2269.0479	4.2214	1087504	0.000130536863948251
210.786981	12475.2344	23.2086	1181604	0.000717692198386532
210.928154	1090.155	2.0213	697604	6.27159148634569E-05
211.024848	2338.238	4.3254	1104804	0.000134517325828437
211.061242	6422.103	11.8697	1194604	0.000369459448420043
211.062821	5716.3774	10.5649	1144804	0.000328859509286101
211.097623	22778.7422	42.0644	1176204	0.00131044636451865
211.134012	26108.793	48.1723	1201604	0.00150202204179738
211.170403	9134.9297	16.84	1164904	0.000525526620846452
211.488671	1330.9393	2.4352	844104	7.65680805272911E-05
211.611374	1733.739	3.163	1097804	9.97408877815127E-05
212.055255	2109.6316	3.8202	1269404	0.000121365746906503
212.07287	1259.1779	2.2799	1031404	7.24396934145571E-05
212.07433	1118.8959	2.0259	1540004	6.436936032534E-05
212.074681	1418.8722	2.569	2889004	8.16268036172158E-05
212.074816	2126.7498	3.8507	1713604	0.000122350545924822
212.075119	664336.9375	1202.8378	1188001	0.038218876043223
212.075407	2323.1753	4.2063	1860104	0.000133650778400949
212.075495	1494.6909	2.7063	1700104	8.59886045852047E-05
212.075734	1434.1255	2.5966	2212104	8.25043161399183E-05
212.100988	2548.3518	4.6131	1144304	0.000146605037385452
212.137366	3876.3716	7.0153	1067204	0.000223005160958508
212.782415	4844.3726	8.7258	1113404	0.000278693634894546
212.782922	1116.8448	2.0117	554804	6.4251361863675E-05
212.784029	1926.1742	3.4694	1153504	0.000110811560869223
212.785785	3943.238	7.1025	1158404	0.00022685194187464
213.040511	1702.121	3.0601	1223104	9.79219246100804E-05
213.05577	1227.4005	2.2064	1207704	7.06115600638116E-05
213.072152	2139.2007	3.845	1058604	0.000123066838180853
213.074507	4095.3196	7.3609	1149004	0.000235601098350461
213.076892	7368.7935	13.2444	1121104	0.000423921943019474
213.078474	66489.25	119.5036	1170904	0.00382508371959502
213.11328	7420.9355	13.3345	1120804	0.000426921638689182
213.149665	10832	19.4586	1176104	0.000623157981939234
213.171924	1245.1984	2.2365	530504	7.16354617852625E-05
213.186049	13884.6846	24.9359	1172404	0.000798776960413475
213.963856	2569.8035	4.5892	1261404	0.000147839139867096
214.07092	32185.8574	57.4332	1183304	0.00185163164183604
214.079362	2139.1145	3.8169	1191604	0.000123061879150383
214.081836	3912.1675	6.9804	963404	0.000225064476025504
214.144907	11342.292	20.2286	1128504	0.000652514751965059
214.153022	1908.7965	3.4041	1049604	0.000109811832983075
214.181304	1691.1107	3.0152	927904	9.72885091440035E-05
214.1894	3121.7061	5.5657	1039604	0.00017958974090504
214.779454	1518.8636	2.6965	1007304	8.73792444439586E-05
214.782817	3506.6978	6.2253	639104	0.000201738065391318
214.783746	4724.5493	8.3873	1149404	0.000271800277636671
215.032836	5718.3872	10.1334	1104304	0.000328975131785372
215.056176	2314.8564	4.1014	1077404	0.00013317219744305
215.07426	3119.7725	5.5268	1061904	0.000179478502142681
215.092548	8481.6377	15.0237	1141704	0.000487943152942368
215.128927	15361.3877	27.2028	1147904	0.000883730738452564
215.165309	6937.8936	12.2828	1152804	0.000399132549361626
215.772592	2003.7517	3.532	997204	0.000115274544468179
215.930208	1345.327	2.3687	1039504	7.739579563962E-05
216.05509	1233.1628	2.1693	518204	7.0943061470692E-05
216.132288	1995.6843	3.5088	1204204	0.000114810432143262
216.779748	1720.63	3.0113	815404	9.8986735456435E-05
216.780773	3402.4922	5.9547	627604	0.000195743184353396
216.781483	2330.3809	4.0784	892104	0.000134065311927044
217.029894	2307.5869	4.0314	1145504	0.00013275398779112
217.048473	1607.9323	2.8087	684304	9.25033093761919E-05
217.050688	4916.2876	8.5875	1045604	0.000282830858516329
217.0718	1482.6345	2.5894	986404	8.52950076600337E-05
217.087065	3517.6123	6.1428	1029504	0.00020236596954511
217.108197	6214.9146	10.8514	1138504	0.000357540033240462
217.123456	1911.64	3.3374	1097804	0.00010997541770627
