mOz	abs_abu	sn	resolution	rel_abu
200.092812	13188.0645	4.776	1053404	0.00093894859772828
200.100932	10590.9268	3.8355	1285904	0.000754040584765327
200.129214	6529.8843	2.3648	1144304	0.000464907167144421
200.370193	6589.125	2.3862	468504	0.000469124918141426
200.38537	6321.7246	2.2894	1153804	0.00045008685303248
201.019317	11774.7813	4.2642	984904	0.000838327291331656
201.055708	44918.0117	16.2669	1152604	0.0031980207632786
201.076836	62339.8438	22.5762	1211704	0.00443840026097916
201.092092	23607.3516	8.5493	1179004	0.00168076897719893
201.113222	226679.3594	82.0913	1216704	0.0161388554508946
202.02713	6637.5557	2.4038	1131204	0.000472573031232775
202.108474	8316.3457	3.0117	1123204	0.00059209758439069
202.116581	24979.9648	9.0464	1217304	0.00177849470786724
203.034975	60747.3672	21.9995	1216104	0.00432502094967195
203.056098	75780.5938	27.4437	1184004	0.00539533926934664
203.07136	79192.2031	28.6792	1210804	0.00563823509141604
203.092488	66750.1328	24.1734	1166204	0.00475239892788941
203.107739	22077.5859	7.9953	1166104	0.00157185448418383
203.128871	109910.3359	39.8037	1227504	0.00782526926291187
204.030225	18119.1602	6.5618	1242304	0.0012900270590733
204.066608	26453.0137	9.5799	1178704	0.00188337114360504
204.07473	9837.3613	3.5626	1010504	0.000700389097883275
204.132228	10223.3057	3.7023	1239504	0.000727867121908793
205.014236	104014.4531	37.6685	1207604	0.00740550100294997
205.050622	135400.25	49.0348	1195404	0.00964007075257772
205.087008	150572.1094	54.5293	1193104	0.0107202592903696
205.098239	16636.3574	6.0248	1022304	0.00118445617641895
205.123378	15012.2324	5.4366	1045204	0.00106882359884963
205.159792	11165.2734	4.0435	1068004	0.000794932251217217
206.009489	20493.4941	7.3884	1133304	0.00145907214419127
206.017584	12085.125	4.3562	1160704	0.000860422783959009
206.045871	14401.3086	5.1877	1201004	0.00102532775112089
206.05398	14689.4883	5.2905	1198804	0.00104584523685268
206.082259	38097.9219	13.7124	1117304	0.00271245187983169
206.090356	15678.4727	5.642	1022804	0.00111625780691216
206.882287	7234.8984	2.5571	609004	0.000515101947475808
206.993505	21845.7715	7.7019	1155704	0.00155535003003795
207.029888	111446.8047	39.2592	1195504	0.00793466099550563
207.066269	167539.3281	58.9706	1169004	0.0119282717478242
207.077494	11777.7266	4.1445	979104	0.000838536987402288
207.102658	83917.7031	29.5133	1191204	0.00597467578736236
207.139036	12720.957	4.4702	964504	0.000905692016968202
207.437617	5797.0649	2.0236	841004	0.00041273273714993
208.025139	7158.7646	2.4667	1006104	0.000509681461039021
208.06152	36802.9961	12.6711	1130904	0.00262025724702016
208.097905	15207.9805	5.2319	1126204	0.0010827602461873
208.106018	12232.3447	4.2074	1078804	0.000870904362273475
208.175879	10619.4092	3.6471	1320904	0.000756068441812882
208.176276	8146.1548	2.7976	984304	0.000579980529086546
208.369387	7022.6001	2.4016	463504	0.00049998697809686
208.541442	19010.5254	6.477	1105904	0.00135348944998016
209.009149	648921.125	218.8701	1189301	0.0462011374265729
209.045535	198917	67.0389	1181204	0.0141622630230779
209.056769	6333.8569	2.1341	904304	0.000450950634527651
209.081925	194966.125	65.6561	1194604	0.0138809731839927
209.093148	26953.0684	9.0744	1074904	0.00191897346109085
209.118306	51515.6992	17.3347	1136204	0.00366775530441422
209.54929	6108.3472	2.0366	1088904	0.000434895055136973
210.012505	67719.2031	22.3584	1160104	0.00482139367683723
210.040777	11475.2852	3.7865	1024204	0.00081700411361137
210.077171	69458.8281	22.9016	1145104	0.00494524949012379
210.085277	25735.8105	8.484	1125104	0.00183230853779762
210.121666	7909.4097	2.6054	812104	0.000563125024651908
211.013401	9273.1543	2.9985	709104	0.000660219338971459
211.024804	141872.9531	45.8644	1162904	0.0101009067986295
211.040057	68147.6484	22.0237	1148204	0.00485189763089647
211.061188	328718.6563	106.1879	1173104	0.0234037315619748
211.072417	22415.1211	7.2392	1125004	0.00159588592585019
211.076448	38581.6445	12.4593	1128204	0.00274689140330835
211.097571	88794.75	28.6624	1172804	0.00632190614461532
211.108803	18547.3594	5.9856	1152904	0.00132051349158873
211.133958	31867.7617	10.279	1148204	0.00226888412328845
211.589648	23860.2129	7.6248	1023604	0.00169877190424366
212.028168	16722.5137	5.3073	1043804	0.00119059023324514
212.064546	40682.5	12.9082	1159204	0.00289646568888715
212.129208	20938.9863	6.6407	1079904	0.00149078978376521
212.590917	6812.9912	2.1536	689404	0.000485063485515642
213.004079	12201.8994	3.8456	1061604	0.000868736752936834
213.019319	24014.8789	7.5679	1188404	0.00170978363563277
213.040449	52957.8047	16.6862	1152104	0.00377042866766637
213.055711	65558.9453	20.6544	1129304	0.0046675901348511
213.076835	105630.0078	33.2737	1152004	0.0075205234021897
213.088076	31024.5547	9.772	1230804	0.0022088504443324
213.092099	35075.1992	11.0476	1123604	0.00249724355714821
213.113224	106512.5313	33.543	1153604	0.00758335629194295
213.149607	13770.792	4.3356	1050704	0.000980436957827118
214.014569	49739.7305	15.5642	1151504	0.00354131193431436
214.059045	9560.1104	2.9905	831904	0.000680649708242445
214.063545	6816.3208	2.1322	715004	0.000485300542534206
214.10847	31153.7227	9.7419	1126104	0.00221804679854126
214.116592	12772.458	3.9938	890004	0.000909358725735937
214.144858	27008.8184	8.4436	1180004	0.0019229426852574
215.032766	11600.7178	3.6041	1149104	0.000825934519121551
215.034974	157515.5313	48.9354	1138104	0.0112146090303516
215.056104	120763.0078	37.5119	1128504	0.00859794527326275
215.071356	80393.9531	24.9697	1129004	0.00572379590114062
215.092488	191660.6875	59.5193	1141004	0.0136456364592214
215.103718	23358.9727	7.2534	1080204	0.00166308518289687
215.107746	25529.5781	7.9272	1020804	0.00181762544136705
215.128871	109445.1641	33.979	1142504	0.00779215049788666
215.165252	70631.5	21.9231	1171404	0.00502874003083963
216.030223	9692.2871	2.9902	1159404	0.000690060272401981
216.038332	26295.2051	8.112	1141104	0.00187213566900757
216.04281	9327.5469	2.8774	942504	0.000664091920539194
216.059469	12004.0771	3.7027	1142004	0.000854652429101113
216.074708	8188.5596	2.5255	1165904	0.000582999617103362
216.087732	16351.6367	5.0427	1059804	0.00116418496057759
216.095846	23054.4316	7.1094	1131004	0.00164140281708833
216.13222	15405.0234	4.7493	963604	0.00109678907920122
216.168611	9244.167	2.8492	893504	0.00065815553463634
216.544712	7113.6089	2.1868	576904	0.000506466517618443
217.014235	57619.625	17.6553	1098704	0.00410233556981613
217.033831	7098.9312	2.1749	803104	0.00050542151167137
217.035358	18921.0449	5.7968	1117104	0.00134711872059837
217.050623	166874.2188	51.1192	1127004	0.0118809180633945
217.061842	8995.79	2.7555	613404	0.000640471875608288
217.071748	114332.3906	35.0188	1129104	0.00814010561055354
217.087009	101433.3125	31.0646	1093804	0.00722173193305275
217.108135	211880.3281	64.8803	1128604	0.0150852110979365
217.123405	26077.1719	7.9843	1068604	0.00185661239283629
217.144522	63145.4141	19.331	1124404	0.00449575432559998
218.045868	25223.5137	7.6739	1062104	0.00179583462140294
218.053989	21214.4141	6.4538	1140204	0.00151039937443603
218.075124	11346.9951	3.4515	958004	0.00080787026311364
218.082256	40174.1172	12.2194	1106104	0.00286027043694786
218.090371	15346.6553	4.6676	1127604	0.00109263345457207
218.093464	8649.0459	2.6305	990904	0.000615784789306462
218.103382	19730.7168	6.0004	1206404	0.0014047648062029
218.111493	23880.0918	7.2619	1097604	0.00170018721922634
219.029884	164310.7188	49.6533	1132404	0.0116984049485795
219.051016	24586.9668	7.4289	1148204	0.00175051448976851
219.066272	561188.625	169.5443	1132501	0.0399548601316601
219.077496	18975.6172	5.7324	1055604	0.00135100409623934
219.087396	34953.832	10.5586	1071504	0.00248860259529591
219.102659	61169.7109	18.4758	1070204	0.00435509048905541
219.113892	21673.8008	6.5459	1058604	0.00154310625858723
219.123785	110927.8125	33.5	1117204	0.00789771038774799
219.139046	31336.2695	9.4625	1117404	0.00223104355495535
219.175457	7317.002	2.2089	738504	0.000520947464844065
219.67335	7406.4336	2.2284	591004	0.000527314712700079
220.025122	14916.5273	4.4772	1032204	0.00106200969758
220.033235	17178.2285	5.1558	1112004	0.00122303568969738
220.061514	59540.0156	17.8666	1134304	0.00423906132369461
220.069628	71119.0938	21.34	1124404	0.00506345517154666
220.097912	28319.4297	8.4959	1084104	0.00201625407619743
220.106024	11968.9453	3.5905	889104	0.000852151155745521
220.127135	10224.3633	3.0667	1255004	0.000727942419693162
220.14687	16704.7344	5.0098	1174404	0.0011893244031604
221.009149	84109.7734	25.0782	1121204	0.00598835058693968
221.045536	241232.9219	71.9083	1114704	0.0171750231994923
221.060797	29741.7148	8.8647	996904	0.00211751628948239
221.064874	8813.793	2.6269	817604	0.000627514263220151
221.081924	417121.0938	124.3078	1122304	0.0296977062939293
221.093153	36506.8086	10.8787	1061404	0.00259916963118467
221.118311	47751.8867	14.2272	1124404	0.00339978372534079
