mOz	abs_abu	sn	resolution	rel_abu
200.010337	1285.4114	2.2026	1121004	0.000104107352567186
200.100876	2956.4695	5.0659	1246304	0.000239448796385837
200.129136	1711.2289	2.9322	1025304	0.000138594935765669
200.17365	3892.082	6.6691	1208604	0.000315225423544867
200.805389	3752.0422	6.4291	1143204	0.000303883394967838
200.937906	6881.9312	11.7922	1188204	0.00055737769073895
201.022631	2755.1233	4.7209	1076204	0.000223141472651612
201.076782	5968.5151	10.227	1285304	0.000483398782536296
201.113167	43872.1484	75.1749	1230704	0.00355326957685199
201.149553	4130.2661	7.0772	1139004	0.000334516302772014
201.801985	32532.3867	55.7442	1223204	0.00263484566266407
202.116517	3676.2402	6.2992	1248004	0.000297744079928857
202.79613	5520.0547	9.4586	1194604	0.000447077317692262
203.071296	1786.7147	3.0615	1147104	0.000144708641303379
203.09244	5506.7402	9.4358	1187904	0.000445998956829929
203.128817	53638.4805	91.9095	1216004	0.00434425912247367
203.144788	1315.8326	2.2547	959904	0.000106571210125877
203.442621	1178.3572	2.0191	999604	9.54368760620006E-05
203.743032	1424.8021	2.4414	854704	0.000115396809584206
203.799032	2885.2136	4.9438	1038704	0.000233677676646435
204.13218	5465.4707	9.3651	1145904	0.000442656479560184
204.791466	137480.2344	235.5723	1207204	0.0111347256090153
204.793193	5325.876	9.1259	1162704	0.00043135050028428
204.794097	8088.2163	13.8592	1177104	0.000655076488339659
205.050578	2795.9114	4.7908	1093004	0.000226444960630049
205.086957	4182.0615	7.166	1288504	0.00033871128810446
205.123333	5020.0063	8.6018	1177204	0.000406577665145647
205.159728	64742.2188	110.9358	1206504	0.00524356715569313
205.791916	3133.262	5.3688	1137004	0.000253767479982959
205.792547	1372.7021	2.3521	1054304	0.000111177154251485
205.839628	3050.4456	5.2233	1014704	0.000247060058411045
206.163086	9344.707	15.8573	1189704	0.000756841511041566
206.788513	93688.6953	156.2704	1201204	0.00758798469747258
206.789417	141685.75	236.3225	1202804	0.0114753364790418
206.791146	5249.6421	8.7556	1155904	0.000425176205031514
206.791865	11560.7998	19.2814	1173204	0.000936326113754133
207.012074	32695.998	54.2055	1209104	0.00264809678156116
207.066213	5389.8159	8.9225	1148304	0.000436529086464868
207.087337	2918.5083	4.8286	1110704	0.000236374263180146
207.102604	13376.9912	22.1229	1199804	0.0010834221161774
207.138988	20415.9199	33.7307	1200604	0.00165351526446143
