mOz	abs_abu	sn	resolution	rel_abu
200.010385	598.2487	3.1777	1128604	0.000322462557440873
200.100954	636.2719	3.3797	1057504	0.000342957475882127
200.173718	1270.9611	6.7509	1173004	0.000685061859246607
200.805461	19999.377	106.2302	1232204	0.0107798817693113
201.055741	680.6304	3.6153	1037304	0.000366867189942919
201.076849	859.5729	4.5658	1082304	0.000463319144096541
201.113231	2113.6675	11.2271	1154204	0.00113928977635832
201.800002	415.8586	2.2089	1217804	0.000224152309382003
201.801753	463.9901	2.4646	1599904	0.000250095711487959
201.802055	202408.6875	1075.1289	1219501	0.109100484496666
201.802321	596.3694	3.1677	2132304	0.000321449594296618
201.803344	2443.6135	12.9797	1103204	0.00131713425972684
201.803779	784.2306	4.1656	953504	0.000422708824773695
202.663798	422.0065	2.2416	845804	0.000227466094362883
202.796187	973.3183	5.1699	1188304	0.000524629152093441
202.802501	4607.6221	24.4742	1222304	0.00248355843662859
202.828325	926.7298	4.9225	962704	0.000499517443773249
203.034994	1066.165	5.6631	1132504	0.000574674533440605
203.071368	966.5306	5.1339	1150104	0.000520970507952398
203.0925	571.8633	3.0376	987404	0.000308240539803225
203.799098	17208.752	91.4073	1202304	0.00927570453606626
203.800373	478.765	2.543	936704	0.00025805954331899
204.030227	477.0828	2.5341	983404	0.000257152819218918
204.115576	1144.8453	6.081	991204	0.0006170840710764
204.791535	17432.8418	92.5976	1188604	0.00939649137606176
204.793243	723.8715	3.845	1005204	0.000390174613247904
204.794168	979.4372	5.2025	1013804	0.000527927305758839
204.825366	1481.4628	7.869	1172604	0.000798524565521859
205.035394	555.0637	2.9483	1210804	0.000299185372646182
205.05064	1349.5719	7.1685	1154804	0.000727433935626335
205.087021	1208.874	6.4211	1293604	0.000651596236922501
205.123401	3421.8564	18.1758	1145804	0.0018444178247933
205.159799	35322.125	187.6196	1184904	0.0190390096321918
205.839705	574.3383	3.0488	925004	0.000309574591727894
206.126749	751.4349	3.9601	990704	0.000405031585700607
206.163155	5132.606	27.0244	1159404	0.00276653046984702
206.546469	454.3857	2.3697	951704	0.00024491883540501
206.788583	12749.4697	66.0924	1204504	0.00687210286537509
206.789486	18906.9941	98.0104	1191704	0.0101910755025552
206.791212	790.2156	4.0962	1012504	0.000425934804882441
206.791941	896.477	4.6469	1135904	0.000483210855463492
206.822423	697.692	3.6138	1091504	0.00037606357795017
206.824992	466.2597	2.4149	765604	0.000251319050578153
207.029902	2098.8503	10.8158	1152404	0.00113130314436712
207.066273	1661.1365	8.5526	1112604	0.000895370644429953
207.102685	2821.9763	14.5163	1121704	0.00152107592500499
207.139061	13323.3848	68.4749	1180904	0.00718144934769914
207.1665	442.592	2.2732	935204	0.000238561902805424
207.175449	435.5184	2.2363	1112404	0.000234749155454174
207.70261	438.4954	2.223	1016304	0.000236353790839928
207.836756	860.0554	4.346	1034404	0.000463579216845491
208.033276	483.7892	2.4331	640604	0.000260767641775526
208.043782	751.9413	3.7808	1188804	0.000405304540809558
208.061546	420.3271	2.1125	708304	0.00022656087949327
208.097917	1817.2827	9.1256	1157604	0.000979535144890504
208.142414	1763.8876	8.8481	1118604	0.000950754605123662
208.178591	1887.0742	9.4578	845004	0.00101715352262811
208.785624	2373.7449	11.727	1132504	0.00127947432425048
208.786533	13267.7734	65.5454	1188104	0.00715147419812194
208.789889	856.8091	4.2325	1053904	0.000461829425830115
208.976335	720.6862	3.5445	1165404	0.000388457701896126
209.009162	17595.5078	86.4723	1173504	0.00948417011964896
209.030297	1231.4445	6.0489	1010304	0.000663761981959171
209.045556	2665.5139	13.0884	1134204	0.00143674098930461
209.081939	2964.9648	14.5464	1180104	0.00159814828202747
209.118319	1499.6395	7.3511	1079104	0.000808322004559897
209.154706	5100.7593	24.9823	1138604	0.00274936475209778
209.411924	457.2317	2.2261	872504	0.000246452860365661
210.01253	1849.864	8.8824	1084504	0.000997096820031207
210.04081	589.6488	2.8295	1150304	0.000317827117785533
210.05606	670.1283	3.2145	842504	0.000361206443794203
210.058318	442.2891	2.1215	1270404	0.000238398636410279
210.059435	176521.9688	846.6912	1173204	0.0951472615046987
210.07719	694.1088	3.328	1090804	0.000374132194169775
210.085308	558.5587	2.6776	667004	0.000301069215667079
210.15808	516.5565	2.4721	1012704	0.00027842957293966
210.587235	428.8256	2.0324	629404	0.000231141663445515
210.783579	2064.3567	9.7406	1082004	0.00111271071872317
211.009911	528.7591	2.4823	927404	0.000285006907087528
211.024831	1660.9031	7.7946	1125704	0.000895244839290875
211.040071	601.4844	2.8218	1033904	0.000324206634940936
211.046357	898.3182	4.2138	1216304	0.00048420328229327
211.056477	472.9871	2.2182	1263704	0.000254945192363213
211.058822	999.1047	4.6852	1065204	0.000538528302214775
211.06121	2782.7607	13.0489	1100004	0.00149993828999203
211.062787	18462.6094	86.5716	1159904	0.00995154731494763
211.097582	5255.5298	24.6242	1143804	0.00283278773529257
211.133974	24207.8145	113.3309	1160004	0.0130482753639486
211.170367	1853.5798	8.6706	1111004	0.000999099676654111
211.61417	532.2221	2.4652	809604	0.000286873501760308
211.822118	480.5339	2.2157	700004	0.000259012999662242
212.054175	495.5027	2.2789	879204	0.000267081345702645
212.055225	8546.7207	39.3072	1137004	0.00460677543412105
212.0637	572.5634	2.6331	878004	0.000308617901319371
212.066133	831.1689	3.8223	1192804	0.00044800907909924
212.0713	442.7682	2.0361	2770804	0.000238656876522242
212.071487	440.6422	2.0263	2031804	0.000237510939394223
212.071845	576.4303	2.6507	2766304	0.000310702202486039
212.072023	499.1881	2.2955	2089104	0.000269067816394838
212.072127	510.3938	2.347	1977704	0.000275107810597776
212.07239	536.5171	2.4672	2939304	0.000289188553484129
212.072568	661.0573	3.0399	2937604	0.000356317076113928
212.072819	3414.219	15.7002	1205704	0.00184030118310867
212.073023	725.1276	3.3345	2436204	0.000390851664812582
212.073115	799.2736	3.6754	3328604	0.000430817165421293
212.073222	494.8477	2.2755	1781304	0.000266728293577126
212.073296	888.1689	4.0842	1921504	0.000478732699182543
212.073387	751.9086	3.4576	2858804	0.000405286915153826
212.073485	728.8497	3.3516	1980804	0.000392857917204021
212.07357	960.8959	4.4186	2723904	0.000517933343354444
212.07367	828.7849	3.8111	1678504	0.000446724077164528
212.073755	1240.5386	5.7045	1674604	0.000668663800790743
212.073932	4814.1309	22.1374	1481904	0.00259486892636647
212.074123	1238.4541	5.6949	1358504	0.000667540232614187
212.074215	1374.5652	6.3208	1100504	0.000740905596219809
212.074296	1773.4025	8.1548	1401104	0.000955883239732971
212.074454	2036.2593	9.3635	862904	0.00109756591446126
212.074513	2180.3945	10.0263	1007204	0.0011752563552583
212.074615	3423.7104	15.7436	2404104	0.00184541715096233
212.074707	4804.3867	22.0925	2858804	0.00258961669656268
212.07507	1855250.125	8531.1449	1187201	1
212.075432	4375.8628	20.1218	2854004	0.00235863765269926
212.075522	3460.2781	15.9116	2548704	0.0018651275390697
212.075622	2333.7568	10.7315	1281904	0.00125792030333376
212.075705	2126.7776	9.7797	842104	0.00114635626287857
212.076029	1432.0562	6.5851	1479604	0.000771893870644531
212.076134	2095.1672	9.6343	1166304	0.00112931791339995
212.076285	2093.752	9.6278	1436004	0.00112855510520448
212.07648	1050.415	4.8302	2678804	0.000566185112101798
212.076566	834.6318	3.8379	1742304	0.000449875619870932
212.076662	963.9337	4.4325	1503404	0.00051957075060162
212.076841	832.2886	3.8271	2745904	0.000448612609580069
212.076925	609.6053	2.8032	2014004	0.0003285838883854
212.077025	810.3826	3.7264	2944704	0.000436805037272265
212.07711	548.3846	2.5216	1804504	0.000295585265086561
212.077202	585.8292	2.6938	1959604	0.000315768311833425
212.077386	647.9526	2.9795	3138404	0.000349253500252426
212.077476	489.3371	2.2501	2477504	0.000263758020229213
212.077567	484.9333	2.2299	1990004	0.000261384324121795
212.077654	479.4809	2.2048	2108004	0.000258445421207019
212.077841	560.6862	2.5782	2985504	0.000302215961311416
212.078298	583.9647	2.6852	2055004	0.000314763326050173
212.079567	597.8046	2.7488	2171904	0.000322223182709663
212.081294	444.2436	2.0427	1133404	0.000239452133172609
212.100955	603.2643	2.7735	1016504	0.000325166020403853
212.137323	3633.9448	16.7021	1113604	0.00195873577962971
212.165618	700.4385	3.2186	927604	0.000377543971328394
212.785737	1247.993	5.7069	1022604	0.000672681803484584
212.998518	483.4593	2.2071	941204	0.000260589822086658
213.019331	511.9414	2.3368	1046604	0.000275941983833581
213.040468	595.3676	2.7172	1149504	0.000320909613198382
213.055727	1106.4238	5.0489	1119204	0.000596374464602179
213.058588	631.3678	2.881	917204	0.000340314112632117
213.07211	5824.189	26.574	1158804	0.00313930123033949
213.074464	13125.2441	59.8855	1147104	0.00707464935489494
213.07685	1804.0619	8.2311	1054704	0.000972408989865989
213.077293	482.1846	2.2	1365404	0.000259902744919637
213.077992	495.8608	2.2624	1944304	0.000267274365498291
213.078433	185663.7188	847.0865	1157604	0.100074764204638
213.078744	500.3436	2.2828	1646904	0.000269690643465123
213.078947	444.4531	2.0278	1705104	0.000239565055951687
213.0793	1346.2196	6.1421	925404	0.000725627009457822
213.081361	3222.4729	14.7021	1109104	0.0017369479492691
213.113249	3229.0208	14.7283	1075404	0.00174047733860145
213.149628	3579.3782	16.3218	1127204	0.00192932378861853
213.18601	7322.5952	33.3812	1131304	0.00394695847278275
213.258954	515.622	2.3492	695004	0.000277925867273557
214.070884	85604.2578	387.5743	1147600	0.0461416262133388
214.075461	589.294	2.6679	1149104	0.000317635876725787
214.077823	1514.4004	6.8561	1171004	0.000816278290238628
214.079319	7919.6631	35.854	1130204	0.0042687845661781
214.081785	10012.3262	45.3271	1140804	0.00539675274243682
214.189392	1223.2771	5.5333	1010504	0.000659359664508849
214.782788	872.8389	3.9302	545304	0.00047046966241277
214.783698	1450.9318	6.5332	1077704	0.000782068024385661
214.914151	476.2761	2.1424	560504	0.000256717999143107
215.001983	2976.4082	13.3795	1078604	0.00160431639911626
215.032783	503.3656	2.2622	1048204	0.000271319534340417
215.034989	1428.7535	6.4209	1218104	0.000770113679415599
215.056137	940.2894	4.225	1115904	0.000506826215683451
215.071376	751.7185	3.3773	993004	0.000405184449185794
215.074227	8650.3115	38.8633	1137104	0.00466261200224956
215.082698	510.3	2.2925	1258104	0.000275057251377358
215.092509	1904.8627	8.5568	1079804	0.00102674171764306
215.107749	544.6154	2.4462	833704	0.000293553625282737
215.128893	2259.8635	10.1486	1149204	0.00121809101077409
215.165286	1007.707	4.5242	961204	0.000543165035496225
216.779684	525.293	2.3295	918604	0.000283138641481024
216.780608	1054.0088	4.6742	666404	0.000568122209397507
216.781444	686.5311	3.0446	1167404	0.000370047731434596
216.932886	570.7943	2.5284	741004	0.000307664337173943
217.012491	577.7878	2.5578	832704	0.000311433909753813
217.014234	649.3534	2.8746	693204	0.000350008546691245
217.048461	584.0347	2.5848	890704	0.000314801056811679
217.050654	1795.1445	7.9447	1097804	0.000967602414256676
217.071764	909.3595	4.0239	1064004	0.000490154663107758
217.087023	1878.282	8.3104	1043804	0.00101241443118081
217.108157	1845.8624	8.1657	1087104	0.000994939914099184
217.123411	741.6591	3.2805	961804	0.000399762323153057
217.144539	1032.0889	4.5645	1177104	0.000556307144838489
217.799843	668.4821	2.9419	938104	0.000360319124085762
218.094858	2846.408	12.4988	1130804	0.00153424487708901
218.167617	24515.4297	107.5903	1126304	0.013214083303188
218.779408	665.8096	2.9087	886604	0.000358878617512558
218.789987	1090.0924	4.7619	1083904	0.000587571662338522
218.871329	761.4908	3.3244	974604	0.000410451825195268
218.873991	562.5766	2.456	912804	0.000303234907476425
219.010647	1138.0795	4.9633	1008004	0.0006134372312736
219.029903	1915.3491	8.3519	1089804	0.00103239400132098
219.066296	1465.04	6.3866	1161804	0.000789672497663893
219.087417	626.9417	2.7326	1008204	0.000337928396582105
219.102686	1361.4038	5.9332	982204	0.000733811458441486
219.139055	1206.7877	5.258	1025804	0.000650471698526364
219.170985	3851.6638	16.7777	1103904	0.00207608868911948
219.175453	11846.4336	51.6009	1109604	0.00638535658365742
219.738489	755.1273	3.2755	1034104	0.000407021829468951
219.797817	562.3226	2.4381	831504	0.000303097998713246
219.891738	974.9469	4.2242	1052204	0.000525506985210417
220.145641	484.2704	2.0943	839404	0.000261027013810335
220.146887	179626.2031	776.813	1126901	0.096820477562291
220.178804	2133.8081	9.2257	1024304	0.00115014577886095
220.787059	859.6111	3.7	925804	0.000463339734312105
220.797735	612.6454	2.6368	1066204	0.000330222535357598
220.868381	545.3605	2.346	787204	0.000293955242288422
221.00917	1719.3608	7.3886	994504	0.000926754175531992
221.04556	2246.1775	9.6499	1098204	0.00121071410788882
221.049116	9202.1025	39.5324	1083104	0.00496003335399317
221.081949	4765.7339	20.4688	1098504	0.00256878241687223
221.118333	2559.9175	10.9919	1068404	0.00137982338095786
221.150252	29363.0703	126.0509	1102104	0.0158270143223949
221.154719	71808.8984	308.2539	1106104	0.038705777421791
221.794277	866.2857	3.7014	1020904	0.000466937416322772
221.888776	1061.4854	4.5323	1030404	0.000572152178132854
221.975732	1156.9055	4.9366	1098104	0.000623584650075148
222.048682	683.3038	2.9141	814804	0.000368308181625914
222.085364	534.1837	2.2776	618004	0.000287930825499877
222.151164	696.956	2.9702	875604	0.00037566686594348
222.153603	1773.1793	7.5565	1120104	0.000955762932504856
222.158063	9791.7402	41.7265	1102304	0.00527785448875795
222.764782	852.4389	3.6166	825704	0.00045947384048822
222.794765	529.1279	2.2444	958404	0.000285205694299576
223.024829	2529.6687	10.7124	1051304	0.00136351894869162
223.027117	711.3203	3.0122	1293404	0.000383409379907736
223.027882	473.5217	2.0052	1636604	0.000255233347578942
223.028372	267303.1875	1131.9243	1118001	0.144079325961506
223.02877	595.5128	2.5218	1882104	0.000320987877577963
223.045958	1256.4271	5.3198	1028504	0.000677227875136244
223.0612	2312.6108	9.7907	1070004	0.00124652237929374
223.09759	5824.0283	24.6502	1105104	0.00313921461129129
223.133975	26511.5918	112.1807	1102904	0.0142900363906457
223.161429	542.5244	2.2952	999604	0.00029242655353547
223.170356	3099.8354	13.1131	1052904	0.00167084500263812
223.28847	484.5337	2.048	526504	0.000261168935374684
223.792237	952.4724	4.0112	1044204	0.000513392985218098
224.020079	943.4119	3.9666	888904	0.00050850927715205
224.027945	40019.1914	168.251	1089404	0.021570779519554
224.031736	13761.8955	57.857	1083804	0.00741781138540551
224.038712	1394.7288	5.8633	1002004	0.000751773995972646
224.05645	944.6694	3.9708	920404	0.000509187083331958
224.100941	787.6376	3.3097	888104	0.00042454523483727
224.137345	3428.1643	14.4016	1068204	0.00184781785151477
224.141816	2876.2561	12.0827	1044404	0.00155033332769618
224.57123	995.9946	4.1712	846704	0.000536851924481072
225.0041	4403.4429	18.3845	1088904	0.00237350362663363
225.007644	16764.9297	69.9924	1069304	0.00903647948817683
225.025215	25769.2246	107.5712	1090604	0.0138898923938895
225.027514	2019.8506	8.4315	980304	0.00108872144665669
225.031301	1815.551	7.5785	1033604	0.000978601739751938
225.032623	1871.2064	7.8108	1069904	0.0010086006058078
225.040478	2162.3467	9.0255	1067804	0.00116552839472252
225.055716	685.3464	2.8603	819404	0.000369409165246654
225.076867	2310.2668	9.6404	1045804	0.00124525893779417
225.113246	6168.106	25.732	1085804	0.00332467623469369
225.149633	4584.8525	19.1221	1074404	0.00247128537452598
225.186015	3085.375	12.8649	1077804	0.00166305068972843
225.243293	515.8151	2.1499	664704	0.000278029950274225
225.789291	713.5654	2.9653	1006204	0.000384619513231403
