eV,Pi_Al_GibbSorb_std.xmu.nor,Pi_Apatite_CaDefHydroxy_std.xmu.nor,Pi_Fe_GoethSorb_std.xmu.nor,Pi_K_Pyro_std.xmu.nor,Pi_Mg_Tri_std.xmu.nor,Pi_Na_Tri_std.xmu.nor,Pi_NH4_Mg_std.xmu.nor,Po_Na_AMP_std.xmu.nor
2189.1,NA,NA,1.0587362,NA,NA,NA,NA,NA
2189.6,NA,NA,1.0494064,NA,NA,NA,NA,NA
2190.1,NA,NA,1.0550502,NA,NA,NA,NA,NA
2190.6,NA,NA,1.059745,NA,NA,NA,NA,NA
2191.1,NA,NA,1.0780009,NA,NA,NA,NA,NA
2191.6,NA,NA,1.0774601,NA,NA,NA,NA,NA
2192.1,NA,NA,1.0797623,NA,NA,NA,NA,NA
2192.6,NA,NA,1.0840215,NA,NA,NA,NA,NA
2193.1,NA,NA,1.0879984,NA,NA,NA,NA,NA
2193.6,NA,NA,1.0932225,NA,NA,NA,NA,NA
2194.1,NA,NA,1.0957959,NA,NA,NA,NA,NA
2194.6,NA,NA,1.1011863,NA,NA,NA,NA,NA
2195.1,NA,NA,1.1036832,NA,NA,NA,NA,NA
2195.6,NA,NA,1.0996129,NA,NA,NA,NA,NA
2196.1,NA,NA,1.1038417,NA,NA,NA,NA,NA
2196.6,NA,NA,1.1006807,NA,NA,NA,NA,NA
2197.1,NA,NA,1.1152231,NA,NA,NA,NA,NA
2197.6,NA,NA,1.1253266,NA,NA,NA,NA,NA
2198.1,NA,NA,1.135382,NA,NA,NA,NA,NA
2198.6,NA,NA,1.1262214,NA,NA,NA,NA,NA
2199.1,NA,NA,1.1275745,NA,NA,NA,NA,NA
2199.6,NA,NA,1.1294751,NA,NA,NA,NA,NA
2200.1,NA,NA,1.1393612,NA,NA,NA,NA,NA
2201.1,NA,NA,1.1426321,NA,NA,NA,NA,NA
2202.1,NA,NA,1.1561612,NA,NA,NA,NA,NA
2203.1,NA,NA,1.1661163,NA,NA,NA,NA,NA
2204.1,NA,NA,1.1915521,NA,NA,NA,NA,NA
2205.1,NA,NA,1.2133264,NA,NA,NA,NA,NA
2206.1,NA,NA,1.2253904,NA,NA,NA,NA,NA
2207.1,NA,NA,1.2399902,NA,NA,NA,NA,NA
2208.1,NA,NA,1.2567975,NA,NA,NA,NA,NA
2209.1,NA,NA,1.2802652,NA,NA,NA,NA,NA
2210.1,NA,NA,1.2929548,NA,NA,NA,NA,NA
2211.1,NA,NA,1.3061305,NA,NA,NA,NA,NA
2212.1,NA,NA,1.3275664,NA,NA,NA,NA,NA
2213.1,NA,NA,1.3403622,NA,NA,NA,NA,NA
2214.1,NA,NA,1.3558213,NA,NA,NA,NA,NA
2215.1,NA,NA,1.3648774,NA,NA,NA,NA,NA
2216.1,NA,NA,1.3891553,NA,NA,NA,NA,NA
2217.1,NA,NA,1.4045764,NA,NA,NA,NA,NA
2218.1,NA,NA,1.4280188,NA,NA,NA,NA,NA
2219.1,NA,NA,1.4355696,NA,NA,NA,NA,NA
2220.1,NA,NA,1.4447121,NA,NA,NA,NA,NA
2221.1,NA,NA,1.4630957,NA,NA,NA,NA,NA
2222.1,NA,NA,1.4759568,NA,NA,NA,NA,NA
2223.1,NA,NA,1.4888919,NA,NA,NA,NA,NA
2224.1,NA,NA,1.5016392,NA,NA,NA,NA,NA
2225.1,NA,NA,1.5186585,NA,NA,NA,NA,NA
2226.1,NA,NA,1.5444922,NA,NA,NA,NA,NA
2227.1,NA,NA,1.5554172,NA,NA,NA,NA,NA
2228.1,NA,NA,1.5651563,NA,NA,NA,NA,NA
2229.1,NA,NA,1.5712484,NA,NA,NA,NA,NA
2230.1,NA,NA,1.5857882,NA,NA,NA,NA,NA
2231.1,NA,NA,1.5973553,NA,NA,NA,NA,NA
2232.1,NA,NA,1.6168712,NA,NA,NA,NA,NA
2233.1,NA,NA,1.6320659,NA,NA,NA,NA,NA
2234.1,NA,NA,1.6590721,NA,NA,NA,NA,NA
2235.1,NA,NA,1.6777955,NA,NA,NA,NA,NA
2236.1,NA,NA,1.681274,NA,NA,NA,NA,NA
2125.46,NA,NA,NA,NA,NA,-0.029214082,NA,NA
2127.46,NA,NA,NA,NA,NA,-0.028501732,NA,NA
2129.46,NA,NA,NA,NA,NA,-0.032948112,NA,NA
2131.46,NA,NA,NA,NA,NA,-0.017692028,NA,NA
2133.46,NA,NA,NA,NA,NA,0.016118216,NA,NA
2135.46,NA,NA,NA,NA,NA,0.001483884,NA,NA
2137.46,NA,NA,NA,NA,NA,-0.001809877,NA,NA
2139.46,NA,NA,NA,NA,NA,-0.00038955,NA,NA
2140.46,NA,NA,NA,NA,NA,0.008935045,NA,NA
2140.66,NA,NA,NA,NA,NA,0.00519659,NA,NA
2140.76,NA,NA,NA,NA,NA,0.006880195,NA,NA
2140.86,NA,NA,NA,NA,NA,-0.001110438,NA,NA
2140.96,NA,NA,NA,NA,NA,4.65E-05,NA,NA
2141.06,NA,NA,NA,NA,NA,0.00320218,NA,NA
2141.16,NA,NA,NA,NA,NA,-5.71E-05,NA,NA
2141.26,NA,NA,NA,NA,NA,0.001652408,NA,NA
2141.36,NA,NA,NA,NA,NA,0.005386555,NA,NA
2141.46,NA,NA,NA,NA,NA,0.005839835,NA,NA
2141.56,NA,NA,NA,NA,NA,-0.000700309,NA,NA
2141.66,NA,NA,NA,NA,NA,0.003180613,NA,NA
2141.76,NA,NA,NA,NA,NA,-0.004011388,NA,NA
2141.86,NA,NA,NA,NA,NA,0.001881223,NA,NA
2141.96,NA,NA,NA,NA,NA,-0.001671607,NA,NA
2142.06,NA,NA,NA,NA,NA,-0.005569791,NA,NA
2142.16,NA,NA,NA,NA,NA,0.000344404,NA,NA
2142.26,NA,NA,NA,NA,NA,0.001812163,NA,NA
2142.36,NA,NA,NA,NA,NA,0.000737251,NA,NA
2142.46,NA,NA,NA,NA,NA,-0.009256437,NA,NA
2142.56,NA,NA,NA,NA,NA,-0.014691448,NA,NA
2142.66,NA,NA,NA,NA,NA,0.00377206,NA,NA
2142.76,NA,NA,NA,NA,NA,-0.003627153,NA,NA
2142.86,NA,NA,NA,NA,NA,-0.004222887,NA,NA
2142.96,NA,NA,NA,NA,NA,-0.003709169,NA,NA
2143.06,NA,NA,NA,NA,NA,-0.007184294,NA,NA
2143.16,NA,NA,NA,NA,NA,0.002774864,NA,NA
2143.26,NA,NA,NA,NA,NA,-0.000890206,NA,NA
2143.36,NA,NA,NA,NA,NA,-0.005090575,NA,NA
2143.46,NA,NA,NA,NA,NA,0.000309906,NA,NA
2143.56,NA,NA,NA,NA,NA,0.00730765,NA,NA
2143.66,NA,NA,NA,NA,NA,-0.004348055,NA,NA
2143.76,NA,NA,NA,NA,NA,-0.00124418,NA,NA
2143.86,NA,NA,NA,NA,NA,0.00425559,NA,NA
2143.96,NA,NA,NA,NA,NA,0.006159359,NA,NA
2144.06,NA,NA,NA,NA,NA,0.003664177,NA,NA
2144.16,NA,NA,NA,NA,NA,0.00547729,NA,NA
2144.26,NA,NA,NA,NA,NA,0.005563631,NA,NA
2144.36,NA,NA,NA,NA,NA,0.007225652,NA,NA
2144.46,NA,NA,NA,NA,NA,0.00544708,NA,NA
2144.56,NA,NA,NA,NA,NA,0.009289149,NA,NA
2144.66,NA,NA,NA,NA,NA,0.0029519,NA,NA
2144.76,NA,NA,NA,NA,NA,0.003711683,NA,NA
2144.86,NA,NA,NA,NA,NA,0.008201292,NA,NA
2144.96,NA,NA,NA,NA,NA,0.004825456,NA,NA
2145.06,NA,NA,NA,NA,NA,0.011292218,NA,NA
2145.16,NA,NA,NA,NA,NA,0.002313009,NA,NA
2145.26,NA,NA,NA,NA,NA,0.002736071,NA,NA
2145.36,NA,NA,NA,NA,NA,0.003469952,NA,NA
2145.46,NA,NA,NA,NA,NA,0.015004789,NA,NA
2145.56,NA,NA,NA,NA,NA,0.003836896,NA,NA
2145.66,NA,NA,NA,NA,NA,0.01465944,NA,NA
2145.76,NA,NA,NA,NA,NA,0.019110197,NA,NA
2145.86,NA,NA,NA,NA,NA,0.009945359,NA,NA
2145.96,NA,NA,NA,NA,NA,0.005947886,NA,NA
2146.06,NA,NA,NA,NA,NA,0.013575902,NA,NA
2146.16,NA,NA,NA,NA,NA,0.013519785,NA,NA
2146.26,NA,NA,NA,NA,NA,0.021536325,NA,NA
2146.36,NA,NA,NA,NA,NA,0.024294845,NA,NA
2146.46,NA,NA,NA,NA,NA,0.02437687,NA,NA
2146.56,NA,NA,NA,NA,NA,0.024022884,NA,NA
2146.66,NA,NA,NA,NA,NA,0.017879897,NA,NA
2146.76,NA,NA,NA,NA,NA,0.023401252,NA,NA
2146.86,NA,NA,NA,NA,NA,0.026807312,NA,NA
2146.96,NA,NA,NA,NA,NA,0.025892126,NA,NA
2147.06,NA,NA,NA,NA,NA,0.029078022,NA,NA
2147.16,NA,NA,NA,NA,NA,0.032920092,NA,NA
2147.26,NA,NA,NA,NA,NA,0.028559996,NA,NA
2147.36,NA,NA,NA,NA,NA,0.031922887,NA,NA
2147.46,NA,NA,NA,NA,NA,0.033494252,NA,NA
2147.56,NA,NA,NA,NA,NA,0.038130636,NA,NA
2147.66,NA,NA,NA,NA,NA,0.044437672,NA,NA
2147.76,NA,NA,NA,NA,NA,0.034560542,NA,NA
2147.86,NA,NA,NA,NA,NA,0.05462563,NA,NA
2147.96,NA,NA,NA,NA,NA,0.052877277,NA,NA
2148.06,NA,NA,NA,NA,NA,0.054211211,NA,NA
2148.16,NA,NA,NA,NA,NA,0.056650279,NA,NA
2148.26,NA,NA,NA,NA,NA,0.075765643,NA,NA
2148.36,NA,NA,NA,NA,NA,0.070874565,NA,NA
2148.46,NA,NA,NA,NA,NA,0.075372808,NA,NA
2148.56,NA,NA,NA,NA,NA,0.075895159,NA,NA
2148.66,NA,NA,NA,NA,NA,0.085642787,NA,NA
2148.76,NA,NA,NA,NA,NA,0.087935079,NA,NA
2148.86,NA,NA,NA,NA,NA,0.092670753,NA,NA
2148.96,NA,NA,NA,NA,NA,0.10544887,NA,NA
2149.06,NA,NA,NA,NA,NA,0.11528715,NA,NA
2149.16,NA,NA,NA,NA,NA,0.11849463,NA,NA
2149.26,NA,NA,NA,NA,NA,0.13672071,NA,NA
2149.36,NA,NA,NA,NA,NA,0.15583175,NA,NA
2149.46,NA,NA,NA,NA,NA,0.15404887,NA,NA
2149.56,NA,NA,NA,NA,NA,0.18693955,NA,NA
2149.66,NA,NA,NA,NA,NA,0.20463464,NA,NA
2149.76,NA,NA,NA,NA,NA,0.23035059,NA,NA
2149.86,NA,NA,NA,NA,NA,0.25841495,NA,NA
2149.96,NA,NA,NA,NA,NA,0.29801846,NA,NA
2150.06,NA,NA,NA,NA,NA,0.34382108,NA,NA
2150.16,NA,NA,NA,NA,NA,0.39705313,NA,NA
2150.26,NA,NA,NA,NA,NA,0.44383138,NA,NA
2150.36,NA,NA,NA,NA,NA,0.51395989,NA,NA
2150.46,NA,NA,NA,NA,NA,0.59540307,NA,NA
2150.56,NA,NA,NA,NA,NA,0.68014007,NA,NA
2150.66,NA,NA,NA,NA,NA,0.77314399,NA,NA
2150.76,NA,NA,NA,NA,NA,0.86502983,NA,NA
2150.86,NA,NA,NA,NA,NA,1.0005728,NA,NA
2150.96,NA,NA,NA,NA,NA,1.1367632,NA,NA
2151.06,NA,NA,NA,NA,NA,1.298933,NA,NA
2151.16,NA,NA,NA,NA,NA,1.5483954,NA,NA
2151.26,NA,NA,NA,NA,NA,1.835864,NA,NA
2151.36,NA,NA,NA,NA,NA,2.2209859,NA,NA
2151.46,NA,NA,NA,NA,NA,2.6581656,NA,NA
2151.56,NA,NA,NA,NA,NA,3.138657,NA,NA
2151.66,NA,NA,NA,NA,NA,3.6697774,NA,NA
2151.76,NA,NA,NA,NA,NA,4.2611665,NA,NA
2151.86,NA,NA,NA,NA,NA,4.8925303,NA,NA
2151.96,NA,NA,NA,NA,NA,5.4137261,NA,NA
2152.06,NA,NA,NA,NA,NA,5.8108533,NA,NA
2152.16,NA,NA,NA,NA,NA,6.1782801,NA,NA
2152.26,NA,NA,NA,NA,NA,6.4587207,NA,NA
2152.36,NA,NA,NA,NA,NA,6.626101,NA,NA
2152.46,NA,NA,NA,NA,NA,6.6808526,NA,NA
2152.56,NA,NA,NA,NA,NA,6.6708503,NA,NA
2152.66,NA,NA,NA,NA,NA,6.6763026,NA,NA
2152.76,NA,NA,NA,NA,NA,6.5582907,NA,NA
2152.86,NA,NA,NA,NA,NA,6.3942604,NA,NA
2152.96,NA,NA,NA,NA,NA,6.171304,NA,NA
2153.06,NA,NA,NA,NA,NA,5.9492973,NA,NA
2153.16,NA,NA,NA,NA,NA,5.6558885,NA,NA
2153.26,NA,NA,NA,NA,NA,5.378323,NA,NA
2153.36,NA,NA,NA,NA,NA,5.0869432,NA,NA
2153.46,NA,NA,NA,NA,NA,4.7524374,NA,NA
2153.56,NA,NA,NA,NA,NA,4.4243637,NA,NA
2153.66,NA,NA,NA,NA,NA,4.1791319,NA,NA
2153.76,NA,NA,NA,NA,NA,3.8904718,NA,NA
2153.86,NA,NA,NA,NA,NA,3.5959407,NA,NA
2153.96,NA,NA,NA,NA,NA,3.3544172,NA,NA
2154.06,NA,NA,NA,NA,NA,3.1704988,NA,NA
2154.16,NA,NA,NA,NA,NA,2.9681039,NA,NA
2154.26,NA,NA,NA,NA,NA,2.7997264,NA,NA
2154.36,NA,NA,NA,NA,NA,2.6448652,NA,NA
2154.46,NA,NA,NA,NA,NA,2.4956549,NA,NA
2154.56,NA,NA,NA,NA,NA,2.3680421,NA,NA
2154.66,NA,NA,NA,NA,NA,2.2563114,NA,NA
2154.76,NA,NA,NA,NA,NA,2.1550017,NA,NA
2154.86,NA,NA,NA,NA,NA,2.0968656,NA,NA
2154.96,NA,NA,NA,NA,NA,2.0176759,NA,NA
2155.06,NA,NA,NA,NA,NA,1.9326453,NA,NA
2155.16,NA,NA,NA,NA,NA,1.8676842,NA,NA
2155.26,NA,NA,NA,NA,NA,1.8309817,NA,NA
2155.36,NA,NA,NA,NA,NA,1.7783453,NA,NA
2155.46,NA,NA,NA,NA,NA,1.7336349,NA,NA
2155.56,NA,NA,NA,NA,NA,1.7069649,NA,NA
2155.66,NA,NA,NA,NA,NA,1.6876812,NA,NA
2155.76,NA,NA,NA,NA,NA,1.6507197,NA,NA
2155.86,NA,NA,NA,NA,NA,1.6290055,NA,NA
2155.96,NA,NA,NA,NA,NA,1.593693,NA,NA
2156.06,NA,NA,NA,NA,NA,1.5697557,NA,NA
2156.16,NA,NA,NA,NA,NA,1.5503338,NA,NA
2156.26,NA,NA,NA,NA,NA,1.5376938,NA,NA
2156.36,NA,NA,NA,NA,NA,1.5239315,NA,NA
2156.46,NA,NA,NA,NA,NA,1.4897069,NA,NA
2156.56,NA,NA,NA,NA,NA,1.4760654,NA,NA
2156.66,NA,NA,NA,NA,NA,1.4570277,NA,NA
2156.76,NA,NA,NA,NA,NA,1.4604165,NA,NA
2156.86,NA,NA,NA,NA,NA,1.4257861,NA,NA
2156.96,NA,NA,NA,NA,NA,1.4348301,NA,NA
2157.06,NA,NA,NA,NA,NA,1.4140441,NA,NA
2157.16,NA,NA,NA,NA,NA,1.4100034,NA,NA
2157.26,NA,NA,NA,NA,NA,1.4157061,NA,NA
2157.36,NA,NA,NA,NA,NA,1.4085573,NA,NA
2157.46,NA,NA,NA,NA,NA,1.3701539,NA,NA
2157.56,NA,NA,NA,NA,NA,1.3715612,NA,NA
2157.66,NA,NA,NA,NA,NA,1.3606912,NA,NA
2157.76,NA,NA,NA,NA,NA,1.3595083,NA,NA
2157.86,NA,NA,NA,NA,NA,1.3681551,NA,NA
2157.96,NA,NA,NA,NA,NA,1.3645332,NA,NA
2158.06,NA,NA,NA,NA,NA,1.3586665,NA,NA
2158.16,NA,NA,NA,NA,NA,1.3467518,NA,NA
2158.26,NA,NA,NA,NA,NA,1.3528991,NA,NA
2158.36,NA,NA,NA,NA,NA,1.3588306,NA,NA
2158.46,NA,NA,NA,NA,NA,1.3617488,NA,NA
2158.56,NA,NA,NA,NA,NA,1.3510903,NA,NA
2158.66,NA,NA,NA,NA,NA,1.35618,NA,NA
2158.76,NA,NA,NA,NA,NA,1.3462899,NA,NA
2158.86,NA,NA,NA,NA,NA,1.3517077,NA,NA
2158.96,NA,NA,NA,NA,NA,1.3560073,NA,NA
2159.06,NA,NA,NA,NA,NA,1.3666702,NA,NA
2159.16,NA,NA,NA,NA,NA,1.3573283,NA,NA
2159.26,NA,NA,NA,NA,NA,1.3699726,NA,NA
2159.36,NA,NA,NA,NA,NA,1.362146,NA,NA
2159.46,NA,NA,NA,NA,NA,1.3741428,NA,NA
2159.56,NA,NA,NA,NA,NA,1.3771215,NA,NA
2159.66,NA,NA,NA,NA,NA,1.3795519,NA,NA
2159.76,NA,NA,NA,NA,NA,1.3870979,NA,NA
2159.86,NA,NA,NA,NA,NA,1.3803505,NA,NA
2159.96,NA,NA,NA,NA,NA,1.3922437,NA,NA
2160.06,NA,NA,NA,NA,NA,1.3787231,NA,NA
2160.16,NA,NA,NA,NA,NA,1.3944237,NA,NA
2160.26,NA,NA,NA,NA,NA,1.3829968,NA,NA
2160.36,NA,NA,NA,NA,NA,1.3857726,NA,NA
2160.46,NA,NA,NA,NA,NA,1.3963923,NA,NA
2160.96,NA,NA,NA,NA,NA,1.398555,NA,NA
2161.46,NA,NA,NA,NA,NA,1.3933661,NA,NA
2161.96,NA,NA,NA,NA,NA,1.3877066,NA,NA
2162.46,NA,NA,NA,NA,NA,1.3997768,NA,NA
2162.96,NA,NA,NA,NA,NA,1.4218708,NA,NA
2163.46,NA,NA,NA,NA,NA,1.4534406,NA,NA
2163.96,NA,NA,NA,NA,NA,1.4829813,NA,NA
2164.46,NA,NA,NA,NA,NA,1.5317756,NA,NA
2164.96,NA,NA,NA,NA,NA,1.5678176,NA,NA
2165.46,NA,NA,NA,NA,NA,1.615455,NA,NA
2165.96,NA,NA,NA,NA,NA,1.6541908,NA,NA
2166.46,NA,NA,NA,NA,NA,1.709223,NA,NA
2166.96,NA,NA,NA,NA,NA,1.7167431,NA,NA
2167.46,NA,NA,NA,NA,NA,1.7783371,NA,NA
2167.96,NA,NA,NA,NA,NA,1.7756217,NA,NA
2168.46,NA,NA,NA,NA,NA,1.8011175,NA,NA
2168.96,NA,NA,NA,NA,NA,1.8050114,NA,NA
2169.46,NA,NA,NA,NA,NA,1.7886373,NA,NA
2169.96,NA,NA,NA,NA,NA,1.7532255,NA,NA
2170.46,NA,NA,NA,NA,NA,1.7288263,NA,NA
2170.96,NA,NA,NA,NA,NA,1.6754302,NA,NA
2171.46,NA,NA,NA,NA,NA,1.6462305,NA,NA
2171.96,NA,NA,NA,NA,NA,1.6107151,NA,NA
2172.46,NA,NA,NA,NA,NA,1.5471657,NA,NA
2172.96,NA,NA,NA,NA,NA,1.4976375,NA,NA
2173.46,NA,NA,NA,NA,NA,1.455936,NA,NA
2173.96,NA,NA,NA,NA,NA,1.4114026,NA,NA
2174.46,NA,NA,NA,NA,NA,1.3752138,NA,NA
2174.96,NA,NA,NA,NA,NA,1.3448183,NA,NA
2175.46,NA,NA,NA,NA,NA,1.2912539,NA,NA
2175.96,NA,NA,NA,NA,NA,1.2589935,NA,NA
2176.46,NA,NA,NA,NA,NA,1.2182935,NA,NA
2176.96,NA,NA,NA,NA,NA,1.1683035,NA,NA
2177.46,NA,NA,NA,NA,NA,1.1494687,NA,NA
2177.96,NA,NA,NA,NA,NA,1.135715,NA,NA
2178.46,NA,NA,NA,NA,NA,1.1102451,NA,NA
2178.96,NA,NA,NA,NA,NA,1.0974843,NA,NA
2179.46,NA,NA,NA,NA,NA,1.0759169,NA,NA
2179.96,NA,NA,NA,NA,NA,1.055295,NA,NA
2180.46,NA,NA,NA,NA,NA,1.043812,NA,NA
2180.96,NA,NA,NA,NA,NA,1.0345392,NA,NA
2181.46,NA,NA,NA,NA,NA,1.0297345,NA,NA
2181.96,NA,NA,NA,NA,NA,1.0201509,NA,NA
2182.46,NA,NA,NA,NA,NA,1.009609,NA,NA
2182.96,NA,NA,NA,NA,NA,1.0180443,NA,NA
2183.46,NA,NA,NA,NA,NA,1.0170212,NA,NA
2183.96,NA,NA,NA,NA,NA,1.000319,NA,NA
2184.46,NA,NA,NA,NA,NA,1.0049986,NA,NA
2184.96,NA,NA,NA,NA,NA,1.0021192,NA,NA
2185.46,NA,NA,NA,NA,NA,1.0002025,NA,NA
2185.96,NA,NA,NA,NA,NA,1.002348,NA,NA
2186.46,NA,NA,NA,NA,NA,0.99499199,NA,NA
2186.96,NA,NA,NA,NA,NA,1.0045583,NA,NA
2187.46,NA,NA,NA,NA,NA,0.99132263,NA,NA
2187.96,NA,NA,NA,NA,NA,0.99499203,NA,NA
2188.46,NA,NA,NA,NA,NA,0.98862457,NA,NA
2188.96,NA,NA,NA,NA,NA,0.99803549,NA,NA
2189.46,NA,NA,NA,NA,NA,0.9940553,NA,NA
2189.96,NA,NA,NA,NA,NA,0.99176302,NA,NA
2190.46,NA,NA,NA,NA,NA,0.98412639,NA,NA
2190.96,NA,NA,NA,NA,NA,0.99550583,NA,NA
2191.46,NA,NA,NA,NA,NA,0.99644693,NA,NA
2191.96,NA,NA,NA,NA,NA,0.98093191,NA,NA
2192.46,NA,NA,NA,NA,NA,0.98048728,NA,NA
2192.96,NA,NA,NA,NA,NA,0.97772877,NA,NA
2193.46,NA,NA,NA,NA,NA,0.98169604,NA,NA
2193.96,NA,NA,NA,NA,NA,0.98349622,NA,NA
2194.46,NA,NA,NA,NA,NA,0.98189465,NA,NA
2194.96,NA,NA,NA,NA,NA,0.98001248,NA,NA
2195.46,NA,NA,NA,NA,NA,0.98477839,NA,NA
2195.96,NA,NA,NA,NA,NA,0.98261562,NA,NA
2196.46,NA,NA,NA,NA,NA,0.98399705,NA,NA
2196.96,NA,NA,NA,NA,NA,0.97759506,NA,NA
2197.46,NA,NA,NA,NA,NA,0.98673401,NA,NA
2197.96,NA,NA,NA,NA,NA,0.98675561,NA,NA
2198.46,NA,NA,NA,NA,NA,0.98402733,NA,NA
2198.96,NA,NA,NA,NA,NA,0.99311879,NA,NA
2199.46,NA,NA,NA,NA,NA,0.99858404,NA,NA
2199.96,NA,NA,NA,NA,NA,1.0119968,NA,NA
2200.46,NA,NA,NA,NA,NA,0.99353326,NA,NA
2201.46,NA,NA,NA,NA,NA,1.0109046,NA,NA
2202.46,NA,NA,NA,NA,NA,1.0204019,NA,NA
2203.46,NA,NA,NA,NA,NA,1.0249779,NA,NA
2204.46,NA,NA,NA,NA,NA,1.0421075,NA,NA
2205.46,NA,NA,NA,NA,NA,1.0427205,NA,NA
2206.46,NA,NA,NA,NA,NA,1.0688595,NA,NA
2207.46,NA,NA,NA,NA,NA,1.0775711,NA,NA
2208.46,NA,NA,NA,NA,NA,1.0933625,NA,NA
2209.46,NA,NA,NA,NA,NA,1.0919552,NA,NA
2210.46,NA,NA,NA,NA,NA,1.1069004,NA,NA
2211.46,NA,NA,NA,NA,NA,1.1340151,NA,NA
2212.46,NA,NA,NA,NA,NA,1.1328193,NA,NA
2213.46,NA,NA,NA,NA,NA,1.1587468,NA,NA
2214.46,NA,NA,NA,NA,NA,1.1777068,NA,NA
2215.46,NA,NA,NA,NA,NA,1.1854082,NA,NA
2216.46,NA,NA,NA,NA,NA,1.2071267,NA,NA
2217.46,NA,NA,NA,NA,NA,1.2133043,NA,NA
2218.46,NA,NA,NA,NA,NA,1.2435055,NA,NA
2219.46,NA,NA,NA,NA,NA,1.2559167,NA,NA
2220.46,NA,NA,NA,NA,NA,1.2642096,NA,NA
2221.46,NA,NA,NA,NA,NA,1.2917732,NA,NA
2222.46,NA,NA,NA,NA,NA,1.3128053,NA,NA
2223.46,NA,NA,NA,NA,NA,1.3326416,NA,NA
2224.46,NA,NA,NA,NA,NA,1.3502029,NA,NA
2225.46,NA,NA,NA,NA,NA,1.3637452,NA,NA
2226.46,NA,NA,NA,NA,NA,1.3771406,NA,NA
2227.46,NA,NA,NA,NA,NA,1.3857788,NA,NA
2228.46,NA,NA,NA,NA,NA,1.4030466,NA,NA
2229.46,NA,NA,NA,NA,NA,1.4286892,NA,NA
2230.46,NA,NA,NA,NA,NA,1.4419033,NA,NA
2231.46,NA,NA,NA,NA,NA,1.4572241,NA,NA
2232.46,NA,NA,NA,NA,NA,1.4631815,NA,NA
2233.46,NA,NA,NA,NA,NA,1.4806996,NA,NA
2234.46,NA,NA,NA,NA,NA,1.5013216,NA,NA
2235.46,NA,NA,NA,NA,NA,1.5190124,NA,NA
2236.46,NA,NA,NA,NA,NA,1.5255138,NA,NA
2237.46,NA,NA,NA,NA,NA,1.5377695,NA,NA
2238.46,NA,NA,NA,NA,NA,1.5558748,NA,NA
2105.9,NA,NA,NA,NA,NA,NA,NA,0.49890052
2107.9,NA,NA,NA,NA,NA,NA,NA,0.20720649
2109.9,NA,NA,NA,NA,NA,NA,NA,0.24286018
2111.9,NA,NA,NA,NA,NA,NA,NA,0.13928615
2113.9,NA,NA,NA,NA,NA,NA,NA,0.14207236
2115.9,NA,NA,NA,NA,NA,NA,NA,0.11045971
2117.9,NA,NA,NA,NA,NA,NA,NA,0.13895295
2119.9,NA,NA,NA,NA,NA,NA,NA,0.22683638
2121.9,NA,NA,NA,NA,NA,NA,NA,0.28391487
2123.9,NA,NA,NA,NA,NA,NA,NA,0.39201469
2125.9,NA,NA,NA,NA,NA,NA,NA,0.04933974
2127.9,NA,NA,NA,NA,NA,NA,NA,-0.024225809
2129.9,NA,NA,NA,NA,NA,NA,NA,-0.022883345
2131.9,NA,NA,NA,NA,NA,NA,NA,-0.019625525
2133.9,NA,NA,NA,NA,NA,NA,NA,-0.036051142
2135.9,NA,NA,NA,NA,NA,NA,NA,-0.047945669
2137.9,NA,NA,NA,NA,NA,NA,NA,0.086447397
2139.9,NA,NA,NA,NA,NA,NA,NA,-0.001139904
2160.4,NA,NA,NA,NA,NA,NA,NA,1.4429491
2160.9,NA,NA,NA,NA,NA,NA,NA,1.4682717
2161.4,NA,NA,NA,NA,NA,NA,NA,1.5052596
2161.9,NA,NA,NA,NA,NA,NA,NA,1.529732
2162.4,NA,NA,NA,NA,NA,NA,NA,1.5880537
2162.9,NA,NA,NA,NA,NA,NA,NA,1.6285027
2163.4,NA,NA,NA,NA,NA,NA,NA,1.6784639
2163.9,NA,NA,NA,NA,NA,NA,NA,1.7423567
2164.4,NA,NA,NA,NA,NA,NA,NA,1.8008574
2164.9,NA,NA,NA,NA,NA,NA,NA,1.8517433
2165.4,NA,NA,NA,NA,NA,NA,NA,1.9116185
2165.9,NA,NA,NA,NA,NA,NA,NA,1.9449026
2166.4,NA,NA,NA,NA,NA,NA,NA,1.999437
2166.9,NA,NA,NA,NA,NA,NA,NA,2.0458877
2167.4,NA,NA,NA,NA,NA,NA,NA,2.0311713
2167.9,NA,NA,NA,NA,NA,NA,NA,2.0428471
2168.4,NA,NA,NA,NA,NA,NA,NA,2.0300819
2168.9,NA,NA,NA,NA,NA,NA,NA,2.0408388
2169.4,NA,NA,NA,NA,NA,NA,NA,2.0337209
2169.9,NA,NA,NA,NA,NA,NA,NA,2.0090406
2170.4,NA,NA,NA,NA,NA,NA,NA,2.0066184
2170.9,NA,NA,NA,NA,NA,NA,NA,1.965417
2171.4,NA,NA,NA,NA,NA,NA,NA,1.9188742
2171.9,NA,NA,NA,NA,NA,NA,NA,1.891227
2172.4,NA,NA,NA,NA,NA,NA,NA,1.8655449
2172.9,NA,NA,NA,NA,NA,NA,NA,1.844826
2173.4,NA,NA,NA,NA,NA,NA,NA,1.8038154
2173.9,NA,NA,NA,NA,NA,NA,NA,1.7467317
