eV,Pi_Al_GibbSorb_std.xmu.nor,Pi_Apatite_CaDefHydroxy_std.xmu.nor,Pi_Apatite_Carbonate_std.xmu.nor,Pi_Ca_Tri_std.xmu.nor,Pi_Fe_GoethSorb_std.xmu.nor,Pi_K_Pyro_std.xmu.nor,Pi_Mg_Tri_std.xmu.nor,Pi_Na_Tri_std.xmu.nor,Pi_NH4_Mg_std.xmu.nor,Po_Na_AMP_std.xmu.nor,BSLE_0013-solid_P-XANES.xmu.nor,BSLE_0007-solid_P-XANES.xmu.nor,BSLE_0002-solid_P-XANES.xmu.nor,BSLE_0050-solid_P-XANES.xmu.nor,BSLE_0014-solid_P-XANES.xmu.nor,BSLE_0011-solid_P-XANES.xmu.nor,BSLE_0072-solid_P-XANES.xmu.nor
2153.79,NA,4.9292594,NA,3.1200601,NA,3.8682459,4.0036616,NA,3.3137301,NA,NA,NA,NA,NA,NA,NA,NA
2153.89,NA,4.7458181,NA,3.0509061,NA,3.5694095,3.6124339,NA,3.1146788,NA,NA,NA,NA,NA,NA,NA,NA
2153.99,NA,4.6201385,NA,2.9881786,NA,3.2720253,3.2483954,NA,2.9213129,NA,NA,NA,NA,NA,NA,NA,NA
2154.09,NA,4.5508277,NA,2.9440167,NA,3.0239802,2.921829,NA,2.750382,NA,NA,NA,NA,NA,NA,NA,NA
2154.19,NA,4.4874003,NA,2.9050913,NA,2.8111288,2.6576984,NA,2.6040852,NA,NA,NA,NA,NA,NA,NA,NA
2154.29,NA,4.4611916,NA,2.8882224,NA,2.6435439,2.4280833,NA,2.4829333,NA,NA,NA,NA,NA,NA,NA,NA
2154.39,NA,4.4769747,NA,2.8754263,NA,2.4760147,2.2297215,NA,2.3807574,NA,NA,NA,NA,NA,NA,NA,NA
2154.49,NA,4.4772995,NA,2.8713577,NA,2.3503039,2.0579738,NA,2.2910757,NA,NA,NA,NA,NA,NA,NA,NA
2154.59,NA,4.5054434,NA,2.880962,NA,2.2467783,1.9321426,NA,2.2189062,NA,NA,NA,NA,NA,NA,NA,NA
2154.69,NA,4.4931054,NA,2.891439,NA,2.1430117,1.808718,NA,2.1742714,NA,NA,NA,NA,NA,NA,NA,NA
2154.79,NA,4.5268112,NA,2.901678,NA,2.0576916,1.71578,NA,2.1394208,NA,NA,NA,NA,NA,NA,NA,NA
2154.89,NA,4.5274379,NA,2.8832488,NA,2.0020467,1.6376506,NA,2.1091526,NA,NA,NA,NA,NA,NA,NA,NA
2154.99,NA,4.5065769,NA,2.8581021,NA,1.9500046,1.5716747,NA,2.0944084,NA,NA,NA,NA,NA,NA,NA,NA
2155.09,NA,4.4992456,NA,2.8478449,NA,1.9070961,1.5235705,NA,2.0692399,NA,NA,NA,NA,NA,NA,NA,NA
2155.19,NA,4.431581,NA,2.8292834,NA,1.8712264,1.4865834,NA,2.0764268,NA,NA,NA,NA,NA,NA,NA,NA
2155.29,NA,4.3543998,NA,2.7789859,NA,1.8388915,1.4626797,NA,2.0818842,NA,NA,NA,NA,NA,NA,NA,NA
2155.39,NA,4.2402044,NA,2.7274718,NA,1.8216104,1.4396599,NA,2.0758689,NA,NA,NA,NA,NA,NA,NA,NA
2155.49,NA,4.1691598,NA,2.6727577,NA,1.7945777,1.4192348,NA,2.084043,NA,NA,NA,NA,NA,NA,NA,NA
2155.59,NA,4.0375774,NA,2.6101625,NA,1.7853921,1.4057206,NA,2.1004422,NA,NA,NA,NA,NA,NA,NA,NA
2155.69,NA,3.9068619,NA,2.5484928,NA,1.7674498,1.3967,NA,2.1002347,NA,NA,NA,NA,NA,NA,NA,NA
2155.79,NA,3.7960172,NA,2.4641848,NA,1.7610822,1.3849002,NA,2.1256487,NA,NA,NA,NA,NA,NA,NA,NA
2155.89,NA,3.6381352,NA,2.3921746,NA,1.7595904,1.3919908,NA,2.1129812,NA,NA,NA,NA,NA,NA,NA,NA
2155.99,NA,3.512553,NA,2.323679,NA,1.7515666,1.3876449,NA,2.110983,NA,NA,NA,NA,NA,NA,NA,NA
2156.09,NA,3.4093547,NA,2.248913,NA,1.731449,1.3827382,NA,2.1085082,NA,NA,NA,NA,NA,NA,NA,NA
2156.19,NA,3.2731162,NA,2.1870265,NA,1.7338999,1.3883984,NA,2.0990408,NA,NA,NA,NA,NA,NA,NA,NA
2156.29,NA,3.1170265,NA,2.1088912,NA,1.7279154,1.3972815,NA,2.0806403,NA,NA,NA,NA,NA,NA,NA,NA
2156.39,NA,2.9803692,NA,2.0298011,NA,1.7337157,1.4004997,NA,2.0809503,NA,NA,NA,NA,NA,NA,NA,NA
2156.49,NA,2.834361,NA,1.9432875,NA,1.7222065,1.4146361,NA,2.0524523,NA,NA,NA,NA,NA,NA,NA,NA
2156.59,NA,2.6719009,NA,1.8739219,NA,1.7207456,1.4219361,NA,2.0342969,NA,NA,NA,NA,NA,NA,NA,NA
2156.69,NA,2.5538677,NA,1.7973733,NA,1.7192538,1.4323562,NA,2.018899,NA,NA,NA,NA,NA,NA,NA,NA
2156.79,NA,2.4387469,NA,1.7194601,NA,1.7207653,1.4348715,NA,1.9907483,NA,NA,NA,NA,NA,NA,NA,NA
2156.89,NA,2.3129309,NA,1.6527656,NA,1.7145522,1.4517339,NA,1.9682897,NA,NA,NA,NA,NA,NA,NA,NA
2156.99,NA,2.1640005,NA,1.6016192,NA,1.7054222,1.4558572,NA,1.9307837,NA,NA,NA,NA,NA,NA,NA,NA
2157.09,NA,2.1073817,NA,1.5474657,NA,1.7132865,1.4607365,NA,1.914705,NA,NA,NA,NA,NA,NA,NA,NA
2157.19,NA,2.0255348,NA,1.5029098,NA,1.7072402,1.4753201,NA,1.8757828,NA,NA,NA,NA,NA,NA,NA,NA
2157.29,NA,1.9479056,NA,1.4582401,NA,1.6847682,1.4716203,NA,1.8408914,NA,NA,NA,NA,NA,NA,NA,NA
2157.39,NA,1.8665067,NA,1.4148029,NA,1.6797724,1.4790552,NA,1.812693,NA,NA,NA,NA,NA,NA,NA,NA
2157.49,NA,1.8064495,NA,1.376856,NA,1.6640919,1.4934862,NA,1.791957,NA,NA,NA,NA,NA,NA,NA,NA
2157.59,NA,1.7550225,NA,1.3501277,NA,1.6655664,1.490695,NA,1.7659647,NA,NA,NA,NA,NA,NA,NA,NA
2157.69,NA,1.6870462,NA,1.3087639,NA,1.6449606,1.4955282,NA,1.7238764,NA,NA,NA,NA,NA,NA,NA,NA
2157.79,NA,1.6281481,NA,1.2798618,NA,1.6238358,1.4947354,NA,1.7116514,NA,NA,NA,NA,NA,NA,NA,NA
2157.89,NA,1.5833155,NA,1.2499494,NA,1.616535,1.4866945,NA,1.6784962,NA,NA,NA,NA,NA,NA,NA,NA
2157.99,NA,1.5417265,NA,1.2260272,NA,1.6024736,1.4876764,NA,1.6590812,NA,NA,NA,NA,NA,NA,NA,NA
2158.09,NA,1.4843966,NA,1.1941419,NA,1.5899818,1.4848,NA,1.6369426,NA,NA,NA,NA,NA,NA,NA,NA
2158.19,NA,1.4471714,NA,1.1766779,NA,1.5816985,1.4796555,NA,1.6119784,NA,NA,NA,NA,NA,NA,NA,NA
2158.29,NA,1.4221511,NA,1.1535147,NA,1.5666915,1.4857381,NA,1.5861767,NA,NA,NA,NA,NA,NA,NA,NA
2158.39,NA,1.4078163,NA,1.1365322,NA,1.5282078,1.4779811,NA,1.5755246,NA,NA,NA,NA,NA,NA,NA,NA
2158.49,NA,1.361883,NA,1.1270022,NA,1.5115138,1.466018,NA,1.5402247,NA,NA,NA,NA,NA,NA,NA,NA
2158.59,NA,1.3723574,NA,1.1215689,NA,1.4842215,1.4720438,NA,1.5167243,NA,NA,NA,NA,NA,NA,NA,NA
2158.69,NA,1.3502594,NA,1.1120258,NA,1.4598276,1.4687699,NA,1.5067667,NA,NA,NA,NA,NA,NA,NA,NA
2158.79,NA,1.3546265,NA,1.1135956,NA,1.4432263,1.4614637,NA,1.4833685,NA,NA,NA,NA,NA,NA,NA,NA
2158.89,NA,1.3619352,NA,1.1206874,NA,1.4275705,1.462073,NA,1.4647977,NA,NA,NA,NA,NA,NA,NA,NA
2158.99,NA,1.3737247,NA,1.1219266,NA,1.4025339,1.4612092,NA,1.4436941,NA,NA,NA,NA,NA,NA,NA,NA
2159.09,NA,1.3921085,NA,1.132089,NA,1.3855989,1.4526962,NA,1.4348123,NA,NA,NA,NA,NA,NA,NA,NA
2159.19,NA,1.3958328,NA,1.1418387,NA,1.3636583,1.4578736,NA,1.4179097,NA,NA,NA,NA,NA,NA,NA,NA
2159.29,NA,1.4178693,NA,1.1491501,NA,1.3567406,1.4582167,NA,1.4066175,NA,NA,NA,NA,NA,NA,NA,NA
2159.39,NA,1.4120283,NA,1.1586618,NA,1.3416905,1.4636461,NA,1.407336,NA,NA,NA,NA,NA,NA,NA,NA
2159.49,NA,1.453322,NA,1.1720004,NA,1.326597,1.4640886,NA,1.3878393,NA,NA,NA,NA,NA,NA,NA,NA
2159.59,NA,1.4587996,NA,1.1804225,NA,1.3270889,1.4554726,NA,1.3792434,NA,NA,NA,NA,NA,NA,NA,NA
2159.69,NA,1.4888234,NA,1.199976,NA,1.3169887,1.4509528,NA,1.3646966,NA,NA,NA,NA,NA,NA,NA,NA
2159.79,NA,1.5089216,NA,1.2064543,NA,1.3190812,1.4510332,NA,1.3602677,NA,NA,NA,NA,NA,NA,NA,NA
2159.89,NA,1.5156362,NA,1.2231093,NA,1.3046737,1.4397977,NA,1.3493568,NA,NA,NA,NA,NA,NA,NA,NA
2159.99,NA,1.5672452,NA,1.2372915,NA,1.297892,1.4305997,NA,1.3444037,NA,NA,NA,NA,NA,NA,NA,NA
2160.09,NA,1.5718753,NA,1.2460046,NA,1.3125973,1.4282096,NA,1.329605,NA,NA,NA,NA,NA,NA,NA,NA
2160.19,NA,1.5981393,NA,1.2559606,NA,1.2969909,1.4302031,NA,1.3248492,NA,NA,NA,NA,NA,NA,NA,NA
2160.29,NA,1.6026233,NA,1.2655914,NA,1.3092429,1.4125857,NA,1.3165734,NA,NA,NA,NA,NA,NA,NA,NA
2160.39,NA,1.6095425,NA,1.2820189,NA,1.3133561,1.4023299,NA,1.3136152,NA,NA,NA,NA,NA,NA,NA,NA
2160.49,NA,1.6252866,NA,1.2913058,NA,1.3125193,1.3995316,NA,1.2914017,NA,NA,NA,NA,NA,NA,NA,NA
2160.99,NA,1.7482296,NA,1.3669615,NA,1.3588364,1.3660037,NA,1.2643821,NA,NA,NA,NA,NA,NA,NA,NA
2161.49,NA,1.9102909,NA,1.4795632,NA,1.4033243,1.3412253,NA,1.2383837,NA,NA,NA,NA,NA,NA,NA,NA
2161.99,NA,2.1178894,NA,1.6138856,NA,1.4752317,1.3143208,NA,1.228461,NA,NA,NA,NA,NA,NA,NA,NA
2162.49,NA,2.3185623,NA,1.7289839,NA,1.5348908,1.3152515,NA,1.26366,NA,NA,NA,NA,NA,NA,NA,NA
2162.99,NA,2.3632396,NA,1.7661966,NA,1.5809422,1.3626771,NA,1.3147712,NA,NA,NA,NA,NA,NA,NA,NA
2163.49,NA,2.256889,NA,1.7007008,NA,1.6254547,1.4498289,NA,1.4081037,NA,NA,NA,NA,NA,NA,NA,NA
2163.99,NA,2.1222418,NA,1.6272128,NA,1.6525281,1.5345918,NA,1.5379448,NA,NA,NA,NA,NA,NA,NA,NA
2164.49,NA,2.0773056,NA,1.5942306,NA,1.6920722,1.5922861,NA,1.6858838,NA,NA,NA,NA,NA,NA,NA,NA
2164.99,NA,2.1189536,NA,1.6235701,NA,1.7141893,1.6059489,NA,1.8509672,NA,NA,NA,NA,NA,NA,NA,NA
2165.49,NA,2.1588969,NA,1.6506511,NA,1.7555626,1.6151251,NA,1.9676334,NA,NA,NA,NA,NA,NA,NA,NA
2165.99,NA,2.1821157,NA,1.6799297,NA,1.780541,1.6206098,NA,2.0686938,NA,NA,NA,NA,NA,NA,NA,NA
2166.49,NA,2.2120068,NA,1.697511,NA,1.8227239,1.63527,NA,2.1159921,NA,NA,NA,NA,NA,NA,NA,NA
2166.99,NA,2.2532456,NA,1.7321319,NA,1.8538388,1.6773288,NA,2.1331002,NA,NA,NA,NA,NA,NA,NA,NA
2167.49,NA,2.3175113,NA,1.7855988,NA,1.8752329,1.7180743,NA,2.1260031,NA,NA,NA,NA,NA,NA,NA,NA
2167.99,NA,2.3938844,NA,1.8361327,NA,1.8884018,1.7496691,NA,2.1056492,NA,NA,NA,NA,NA,NA,NA,NA
2168.49,NA,2.4860666,NA,1.8804463,NA,1.9001,1.7798655,NA,2.0604978,NA,NA,NA,NA,NA,NA,NA,NA
2168.99,NA,2.5113796,NA,1.9146256,NA,1.9030229,1.8034882,NA,2.0020284,NA,NA,NA,NA,NA,NA,NA,NA
2169.49,NA,2.5280722,NA,1.9203958,NA,1.8980975,1.8185814,NA,1.9500341,NA,NA,NA,NA,NA,NA,NA,NA
2169.99,NA,2.4769117,NA,1.8824575,NA,1.8849592,1.8237005,NA,1.8878335,NA,NA,NA,NA,NA,NA,NA,NA
2170.49,NA,2.3910552,NA,1.8407029,NA,1.856452,1.8226115,NA,1.8443366,NA,NA,NA,NA,NA,NA,NA,NA
2170.99,NA,2.3063969,NA,1.7861878,NA,1.8565878,1.8078889,NA,1.81347,NA,NA,NA,NA,NA,NA,NA,NA
2171.49,NA,2.2214755,NA,1.7418335,NA,1.8120626,1.7870327,NA,1.7832775,NA,NA,NA,NA,NA,NA,NA,NA
2171.99,NA,2.1441323,NA,1.7075131,NA,1.7823256,1.7451848,NA,1.728192,NA,NA,NA,NA,NA,NA,NA,NA
2172.49,NA,2.0690295,NA,1.666023,NA,1.7476509,1.6869736,NA,1.6648271,NA,NA,NA,NA,NA,NA,NA,NA
2172.99,NA,2.0091999,NA,1.6268576,NA,1.6957224,1.6299906,NA,1.6025447,NA,NA,NA,NA,NA,NA,NA,NA
2173.49,NA,1.9374673,NA,1.5753204,NA,1.6592927,1.5731318,NA,1.5445451,NA,NA,NA,NA,NA,NA,NA,NA
2173.99,NA,1.8498868,NA,1.5288371,NA,1.6060664,1.5071188,NA,1.477449,NA,NA,NA,NA,NA,NA,NA,NA
2174.49,NA,1.7845343,NA,1.4800425,NA,1.5550834,1.4316358,NA,1.4128925,NA,NA,NA,NA,NA,NA,NA,NA
2174.99,NA,1.6987557,NA,1.4370343,NA,1.5216447,1.3854006,NA,1.3518834,NA,NA,NA,NA,NA,NA,NA,NA
2175.49,NA,1.6244126,NA,1.385595,NA,1.4640246,1.3291275,NA,1.291528,NA,NA,NA,NA,NA,NA,NA,NA
2175.99,NA,1.5239063,NA,1.3494048,NA,1.41835,1.2694185,NA,1.2558544,NA,NA,NA,NA,NA,NA,NA,NA
2176.49,NA,1.4838014,NA,1.300499,NA,1.3905658,1.235816,NA,1.2003604,NA,NA,NA,NA,NA,NA,NA,NA
2176.99,NA,1.3925097,NA,1.2479833,NA,1.32718,1.1960303,NA,1.1609419,NA,NA,NA,NA,NA,NA,NA,NA
2177.49,NA,1.3432097,NA,1.219378,NA,1.3057732,1.1493835,NA,1.1320907,NA,NA,NA,NA,NA,NA,NA,NA
2177.99,NA,1.2728213,NA,1.1889427,NA,1.267848,1.1238774,NA,1.0949124,NA,NA,NA,NA,NA,NA,NA,NA
2178.49,NA,1.2367393,NA,1.1510176,NA,1.2359295,1.0923976,NA,1.075362,NA,NA,NA,NA,NA,NA,NA,NA
2178.99,NA,1.1941603,NA,1.1267496,NA,1.206761,1.0692804,NA,1.0594815,NA,NA,NA,NA,NA,NA,NA,NA
2179.49,NA,1.1583511,NA,1.1099184,NA,1.1773391,1.0487366,NA,1.0434377,NA,NA,NA,NA,NA,NA,NA,NA
2179.99,NA,1.127003,NA,1.075918,NA,1.1591335,1.0244729,NA,1.0338485,NA,NA,NA,NA,NA,NA,NA,NA
2180.49,NA,1.0768653,NA,1.0520996,NA,1.1388391,1.0058991,NA,1.0288076,NA,NA,NA,NA,NA,NA,NA,NA
2180.99,NA,1.060245,NA,1.0310713,NA,1.1116666,0.99258914,NA,1.0156984,NA,NA,NA,NA,NA,NA,NA,NA
2181.49,NA,1.032423,NA,1.006121,NA,1.1025885,0.98220756,NA,1.0122507,NA,NA,NA,NA,NA,NA,NA,NA
2181.99,NA,0.99463642,NA,1.0057582,NA,1.094567,0.97699405,NA,1.0037919,NA,NA,NA,NA,NA,NA,NA,NA
2182.49,NA,0.97176266,NA,0.99793743,NA,1.0759721,0.96219689,NA,1.0079156,NA,NA,NA,NA,NA,NA,NA,NA
2182.99,NA,0.95575602,NA,0.99436928,NA,1.0683029,0.95626284,NA,0.98769114,NA,NA,NA,NA,NA,NA,NA,NA
2183.49,NA,0.94002213,NA,0.99350135,NA,1.0577663,0.94855403,NA,0.99070506,NA,NA,NA,NA,NA,NA,NA,NA
2183.99,NA,0.93378531,NA,0.99687546,NA,1.0504679,0.95138371,NA,0.98828557,NA,NA,NA,NA,NA,NA,NA,NA
2184.49,NA,0.92981805,NA,1.0009266,NA,1.0457341,0.94735219,NA,0.98854874,NA,NA,NA,NA,NA,NA,NA,NA
2184.99,NA,0.92700993,NA,1.0100608,NA,1.0463519,0.94255753,NA,0.98007623,NA,NA,NA,NA,NA,NA,NA,NA
2185.49,NA,0.92864352,NA,1.0145087,NA,1.0482923,0.95073276,NA,0.97441576,NA,NA,NA,NA,NA,NA,NA,NA
2185.99,NA,0.92373142,NA,1.0161532,NA,1.0384602,0.93800496,NA,0.98559341,NA,NA,NA,NA,NA,NA,NA,NA
2186.49,NA,0.91884855,NA,1.0197838,NA,1.0389359,0.93994016,NA,0.97258626,NA,NA,NA,NA,NA,NA,NA,NA
2186.99,NA,0.90297828,NA,1.0162474,NA,1.0309577,0.93390673,NA,0.97233196,NA,NA,NA,NA,NA,NA,NA,NA
2187.49,NA,0.91170302,NA,1.0223455,NA,1.0244565,0.93562896,NA,0.96618125,NA,NA,NA,NA,NA,NA,NA,NA
2187.99,NA,0.89419634,NA,1.0135145,NA,1.0315508,0.93644606,NA,0.96206637,NA,NA,NA,NA,NA,NA,NA,NA
2188.49,NA,0.88438472,NA,1.0032738,NA,1.0356787,0.93387694,NA,0.95941538,NA,NA,NA,NA,NA,NA,NA,NA
2188.99,NA,0.87532313,NA,0.99951263,NA,1.0225034,0.93706157,NA,0.96238164,NA,NA,NA,NA,NA,NA,NA,NA
2189.49,NA,0.87227149,NA,0.99693094,NA,1.0252656,0.93971732,NA,0.95630583,NA,NA,NA,NA,NA,NA,NA,NA
2189.99,NA,0.87550254,NA,0.98826386,NA,1.026452,0.93726888,NA,0.9473499,NA,NA,NA,NA,NA,NA,NA,NA
2190.49,NA,0.85554122,NA,0.98781114,NA,1.0315872,0.93746483,NA,0.93286524,NA,NA,NA,NA,NA,NA,NA,NA
2190.99,NA,0.8502882,NA,0.98305553,NA,1.0256484,0.93548137,NA,0.93124238,NA,NA,NA,NA,NA,NA,NA,NA
2191.49,NA,0.8534608,NA,0.97746157,NA,1.0278853,0.94067502,NA,0.9253504,NA,NA,NA,NA,NA,NA,NA,NA
2191.99,NA,0.84635708,NA,0.98253885,NA,1.0298504,0.93906427,NA,0.92225003,NA,NA,NA,NA,NA,NA,NA,NA
2192.49,NA,0.83839617,NA,0.97738125,NA,1.0329278,0.93609405,NA,0.91966713,NA,NA,NA,NA,NA,NA,NA,NA
2192.99,NA,0.85054961,NA,0.97571727,NA,1.0304187,0.94173494,NA,0.91982817,NA,NA,NA,NA,NA,NA,NA,NA
2193.49,NA,0.84377706,NA,0.98239987,NA,1.0226197,0.93204196,NA,0.90099269,NA,NA,NA,NA,NA,NA,NA,NA
2193.99,NA,0.8462873,NA,0.98988116,NA,1.0312404,0.93993678,NA,0.90718632,NA,NA,NA,NA,NA,NA,NA,NA
2194.49,NA,0.835375,NA,0.9912083,NA,1.0232251,0.93389979,NA,0.9045898,NA,NA,NA,NA,NA,NA,NA,NA
2194.99,NA,0.83978465,NA,0.99437084,NA,1.020302,0.93505765,NA,0.89278099,NA,NA,NA,NA,NA,NA,NA,NA
2195.49,NA,0.84196371,NA,0.99703354,NA,1.019962,0.93577892,NA,0.89812351,NA,NA,NA,NA,NA,NA,NA,NA
2195.99,NA,0.84398693,NA,0.99812001,NA,1.0224894,0.93962021,NA,0.89667087,NA,NA,NA,NA,NA,NA,NA,NA
2196.49,NA,0.84838684,NA,0.99691091,NA,1.0147584,0.93364001,NA,0.89453054,NA,NA,NA,NA,NA,NA,NA,NA
2196.99,NA,0.83666607,NA,0.99392459,NA,1.0128673,0.94093496,NA,0.89170252,NA,NA,NA,NA,NA,NA,NA,NA
2197.49,NA,0.83455927,NA,1.0013213,NA,1.028539,0.93743232,NA,0.90319337,NA,NA,NA,NA,NA,NA,NA,NA
2197.99,NA,0.84442366,NA,0.99801493,NA,1.0237866,0.94023006,NA,0.89096923,NA,NA,NA,NA,NA,NA,NA,NA
2198.49,NA,0.83277107,NA,0.99206657,NA,1.0287056,0.93882872,NA,0.89019746,NA,NA,NA,NA,NA,NA,NA,NA
2198.99,NA,0.82053405,NA,0.98960654,NA,1.0190589,0.94439152,NA,0.89122322,NA,NA,NA,NA,NA,NA,NA,NA
2199.49,NA,0.81550507,NA,0.98276693,NA,1.0266166,0.94503115,NA,0.88895352,NA,NA,NA,NA,NA,NA,NA,NA
2199.99,NA,0.80394014,NA,0.98007153,NA,1.0278524,0.94193315,NA,0.88918264,NA,NA,NA,NA,NA,NA,NA,NA
2200.49,NA,0.78977448,NA,0.97662503,NA,1.0269439,0.95278826,NA,0.88763468,NA,NA,NA,NA,NA,NA,NA,NA
2201.49,NA,0.78282377,NA,0.95573909,NA,1.0384565,0.9581743,NA,0.87552391,NA,NA,NA,NA,NA,NA,NA,NA
2202.49,NA,0.74274528,NA,0.94927454,NA,1.0489928,0.96778425,NA,0.86600048,NA,NA,NA,NA,NA,NA,NA,NA
2203.49,NA,0.72639489,NA,0.9382109,NA,1.0493571,0.97156236,NA,0.8528752,NA,NA,NA,NA,NA,NA,NA,NA
2204.49,NA,0.70098575,NA,0.92790629,NA,1.0532934,0.97679223,NA,0.85585271,NA,NA,NA,NA,NA,NA,NA,NA
2205.49,NA,0.6937623,NA,0.92506494,NA,1.0579094,0.9790547,NA,0.85514666,NA,NA,NA,NA,NA,NA,NA,NA
2206.49,NA,0.66776872,NA,0.92001529,NA,1.0647254,0.98126394,NA,0.84884378,NA,NA,NA,NA,NA,NA,NA,NA
2207.49,NA,0.65209043,NA,0.91154872,NA,1.0764173,0.98281296,NA,0.83722325,NA,NA,NA,NA,NA,NA,NA,NA
2208.49,NA,0.64652288,NA,0.91290711,NA,1.0814597,0.97752209,NA,0.82131318,NA,NA,NA,NA,NA,NA,NA,NA
2209.49,NA,0.64643929,NA,0.91012394,NA,1.0858656,0.96064209,NA,0.82022583,NA,NA,NA,NA,NA,NA,NA,NA
2210.49,NA,0.63127725,NA,0.91182349,NA,1.0937137,0.95968872,NA,0.81676222,NA,NA,NA,NA,NA,NA,NA,NA
2211.49,NA,0.64782086,NA,0.91957405,NA,1.0993617,0.96435776,NA,0.81711834,NA,NA,NA,NA,NA,NA,NA,NA
2212.49,NA,0.64050001,NA,0.93355017,NA,1.1100586,0.97882343,NA,0.82629184,NA,NA,NA,NA,NA,NA,NA,NA
2213.49,NA,0.66537183,NA,0.95108602,NA,1.1245314,0.98621494,NA,0.82354996,NA,NA,NA,NA,NA,NA,NA,NA
2214.49,NA,0.67343138,NA,0.97259681,NA,1.1215587,0.99128863,NA,0.82357245,NA,NA,NA,NA,NA,NA,NA,NA
2215.49,NA,0.69154322,NA,0.9892652,NA,1.141896,1.0019066,NA,0.83745763,NA,NA,NA,NA,NA,NA,NA,NA
2216.49,NA,0.749348,NA,1.0011097,NA,1.1544283,0.99863543,NA,0.84341057,NA,NA,NA,NA,NA,NA,NA,NA
2217.49,NA,0.73549121,NA,1.0298352,NA,1.1594954,1.0072551,NA,0.85069123,NA,NA,NA,NA,NA,NA,NA,NA
2218.49,NA,0.78831854,NA,1.0538637,NA,1.1797091,1.0144052,NA,0.86104264,NA,NA,NA,NA,NA,NA,NA,NA
2219.49,NA,0.81463197,NA,1.0678504,NA,1.191747,1.0199758,NA,0.882969,NA,NA,NA,NA,NA,NA,NA,NA
2220.49,NA,0.81422694,NA,1.0869995,NA,1.1964372,1.0261712,NA,0.89816146,NA,NA,NA,NA,NA,NA,NA,NA
2221.49,NA,0.83333233,NA,1.0980612,NA,1.2011089,1.027777,NA,0.91063041,NA,NA,NA,NA,NA,NA,NA,NA
2222.49,NA,0.83150517,NA,1.1081919,NA,1.2080423,1.0443546,NA,0.92446793,NA,NA,NA,NA,NA,NA,NA,NA
2223.49,NA,0.83768479,NA,1.1209171,NA,1.2181336,1.0501133,NA,0.94300351,NA,NA,NA,NA,NA,NA,NA,NA
2224.49,NA,0.82453905,NA,1.1186576,NA,1.2298811,1.0475236,NA,0.96225401,NA,NA,NA,NA,NA,NA,NA,NA
2225.49,NA,0.8039028,NA,1.1178183,NA,1.2379578,1.0562711,NA,0.98224667,NA,NA,NA,NA,NA,NA,NA,NA
2226.49,NA,0.79022133,NA,1.1148262,NA,1.24478,1.062076,NA,1.0008095,NA,NA,NA,NA,NA,NA,NA,NA
2227.49,NA,0.7786341,NA,1.1123947,NA,1.2531842,1.0766126,NA,1.0102417,NA,NA,NA,NA,NA,NA,NA,NA
2228.49,NA,0.77665109,NA,1.1138801,NA,1.2606862,1.0909008,NA,1.0160585,NA,NA,NA,NA,NA,NA,NA,NA
2229.49,NA,0.78754515,NA,1.1112715,NA,1.2679039,1.0920594,NA,1.0372563,NA,NA,NA,NA,NA,NA,NA,NA
2230.49,NA,0.76777581,NA,1.1225659,NA,1.2859547,1.1005938,NA,1.0337791,NA,NA,NA,NA,NA,NA,NA,NA
2231.49,NA,0.78865399,NA,1.1375496,NA,1.2854786,1.1131463,NA,1.0321062,NA,NA,NA,NA,NA,NA,NA,NA
2232.49,NA,0.8338934,NA,1.1423514,NA,1.3018485,1.1239383,NA,1.0228483,NA,NA,NA,NA,NA,NA,NA,NA
2233.49,NA,0.81504942,NA,1.1457356,NA,1.3098943,1.1326715,NA,1.0227414,NA,NA,NA,NA,NA,NA,NA,NA
2234.49,NA,0.80625773,NA,1.1582175,NA,1.3110188,1.142214,NA,1.0247861,NA,NA,NA,NA,NA,NA,NA,NA
2235.49,NA,0.8012941,NA,1.1649287,NA,1.3322583,1.1500528,NA,1.027573,NA,NA,NA,NA,NA,NA,NA,NA
2236.49,NA,0.80226249,NA,1.1670646,NA,1.3326968,1.159219,NA,1.0166673,NA,NA,NA,NA,NA,NA,NA,NA
2237.49,NA,0.80459457,NA,1.1733288,NA,1.3328758,1.1674198,NA,1.0147357,NA,NA,NA,NA,NA,NA,NA,NA
2238.49,NA,0.78782534,NA,1.1731242,NA,1.3335492,1.1758513,NA,1.008855,NA,NA,NA,NA,NA,NA,NA,NA
2105.9,NA,NA,0.28274051,NA,NA,NA,NA,NA,NA,0.49890052,NA,NA,NA,NA,NA,NA,NA
2107.9,NA,NA,-0.027253276,NA,NA,NA,NA,NA,NA,0.20720649,NA,NA,NA,NA,NA,NA,NA
2109.9,NA,NA,-0.034176343,NA,NA,NA,NA,NA,NA,0.24286018,NA,NA,NA,NA,NA,NA,NA
2111.9,NA,NA,-0.045843995,NA,NA,NA,NA,NA,NA,0.13928615,NA,NA,NA,NA,NA,NA,NA
2113.9,NA,NA,-0.003093932,NA,NA,NA,NA,NA,NA,0.14207236,NA,NA,NA,NA,NA,NA,NA
2115.9,NA,NA,-5.29E-05,NA,NA,NA,NA,NA,NA,0.11045971,NA,NA,NA,NA,NA,NA,NA
2117.9,NA,NA,0.13675034,NA,NA,NA,NA,NA,NA,0.13895295,NA,NA,NA,NA,NA,NA,NA
