Wavelength (nm)	Dilution Corrected Absorbance
230	11.25347
233	10.50604
236	9.863512
239	9.234125
242	8.706806
245	8.223425
248	7.85001
251	7.548368
254	7.358959
257	7.213138
260	7.116614
263	7.052101
266	7.011236
269	6.961433
272	6.872306
275	6.736903
278	6.546186
281	6.286215
284	5.966598
287	5.573849
290	5.303876
293	4.986484
296	4.72115
299	4.501076
302	4.339934
305	4.221891
308	4.133542
311	4.04656
314	3.945354
317	3.826314
320	3.675778
323	3.503341
326	3.315581
329	3.129838
332	2.941878
335	2.768254
338	2.605631
341	2.450128
344	2.313623
347	2.185538
350	2.067091
353	1.947678
356	1.834411
359	1.728784
362	1.618918
365	1.510317
368	1.403818
371	1.296889
374	1.193145
377	1.100551
380	1.017881
383	0.9467891
386	0.8767147
389	0.813231
392	0.7587339
395	0.7109515
398	0.6716282
401	0.6363765
404	0.6020588
407	0.5685579
410	0.5400833
413	0.5121312
416	0.4849692
419	0.4627151
422	0.4436773
425	0.4312143
428	0.4188394
431	0.4092418
434	0.4054991
437	0.4024406
440	0.3972901
443	0.3812949
446	0.3672022
449	0.3518789
452	0.3458774
455	0.342438
458	0.3445142
461	0.3479359
464	0.3473705
467	0.3458647
470	0.3413637
473	0.3369633
476	0.3323162
479	0.3267402
482	0.3192097
485	0.3153647
488	0.3099731
491	0.3047635
494	0.29885
497	0.2947328
500	0.2900551
503	0.2860808
506	0.2834736
509	0.2780383
512	0.2763786
515	0.2741906
518	0.2711504
521	0.2688355
524	0.2669172
527	0.2653466
530	0.2640995
533	0.2632518
536	0.2620256
539	0.262394
542	0.2621933
545	0.261339
548	0.2618641
551	0.2627165
554	0.2618678
557	0.2625953
560	0.2632148
563	0.2639314
566	0.2638399
569	0.2648838
572	0.2646307
575	0.2657632
578	0.2653575
581	0.2667919
584	0.2682479
587	0.2670333
590	0.2676724
593	0.2687865
596	0.2690174
599	0.2705533
602	0.27177
605	0.2724679
608	0.272839
611	0.2724712
614	0.2736267
617	0.2724406
620	0.2728476
623	0.2729754
626	0.2728849
629	0.2733765
632	0.2738076
635	0.2730986
638	0.2720761
641	0.2723258
644	0.271446
647	0.2710403
650	0.269103
653	0.2675026
656	0.2674512
659	0.2672833
662	0.2662846
665	0.2640739
668	0.2626614
671	0.2628055
674	0.2596785
677	0.26058
680	0.2594197
683	0.2578478
686	0.2564378
689	0.2512873
692	0.2475227
695	0.2424296
698	0.2383723
701	0.2479108
704	0.2550976
707	0.2599553
710	0.2570419
713	0.2374767
716	0.2170249
719	0.2002841
722	0.1986184
725	0.2185407
728	0.2434041
731	0.266565
734	0.2773072
737	0.2788713
740	0.2735273
743	0.2665181
746	0.2628962
749	0.2557946
752	0.2522157
755	0.2475973
758	0.2450516
761	0.2405549
764	0.2384718
767	0.2376713
770	0.23547
773	0.2312394
776	0.2313995
779	0.2320601
782	0.2346206
785	0.2330726
788	0.2319661
791	0.2332815
794	0.2314521
797	0.22784
800	0.2250319
