Wavelength (nm)	Dilution Corrected Absorbance
230	1.519878
233	1.349807
236	1.219144
239	1.108267
242	1.035246
245	0.9808542
248	0.9475922
251	0.925562
254	0.9130353
257	0.9033009
260	0.8972226
263	0.8935607
266	0.8926798
269	0.8918442
272	0.8886254
275	0.8788964
278	0.8608053
281	0.8276734
284	0.7808016
287	0.7297202
290	0.6725285
293	0.6165985
296	0.5647588
299	0.5159016
302	0.4726108
305	0.4371494
308	0.4085343
311	0.3841195
314	0.3628766
317	0.3452099
320	0.3283031
323	0.3125485
326	0.2982462
329	0.2846373
332	0.2718095
335	0.2595074
338	0.2476473
341	0.2361788
344	0.2253445
347	0.2149601
350	0.205502
353	0.195948
356	0.1869448
359	0.1780224
362	0.1691502
365	0.1601918
368	0.1516017
371	0.1428843
374	0.1345024
377	0.1267811
380	0.119762
383	0.1132658
386	0.106952
389	0.1010915
392	0.09619231
395	0.0913575
398	0.08792968
401	0.08438427
404	0.08110478
407	0.07789305
410	0.07486719
413	0.07201814
416	0.0693822
419	0.06696279
422	0.06468842
425	0.06317162
428	0.06123699
431	0.0595535
434	0.05821605
437	0.0567407
440	0.05524282
443	0.05349579
446	0.05170961
449	0.04988122
452	0.04855648
455	0.04730823
458	0.04638642
461	0.0456706
464	0.04478562
467	0.04386271
470	0.04298533
473	0.04192976
476	0.04114504
479	0.04001242
482	0.03887497
485	0.03813466
488	0.03727556
491	0.03623873
494	0.03535489
497	0.03475016
500	0.03399492
503	0.0329994
506	0.0322192
509	0.03124348
512	0.03043419
515	0.02973847
518	0.0289799
521	0.02824019
524	0.02764999
527	0.02666151
530	0.02621086
533	0.02565454
536	0.02521882
539	0.02467678
542	0.02419882
545	0.0235604
548	0.02308968
551	0.02276689
554	0.02265998
557	0.02245384
560	0.02210777
563	0.02189032
566	0.02140231
569	0.02118338
572	0.02093649
575	0.02081452
578	0.02046278
581	0.02017431
584	0.01978496
587	0.01955253
590	0.01931082
593	0.01922483
596	0.01911151
599	0.01899538
602	0.01879743
605	0.01853278
608	0.01813928
611	0.01805497
614	0.01781373
617	0.01763112
620	0.01763363
623	0.0174768
626	0.01747445
629	0.01718403
632	0.01674
635	0.01645953
638	0.01651116
641	0.01642633
644	0.01644788
647	0.01643546
650	0.0162035
653	0.01573044
656	0.01564855
659	0.01557752
662	0.01571246
665	0.01560189
668	0.0151931
671	0.0149274
674	0.01477592
677	0.01454601
680	0.01458352
683	0.01447921
686	0.01410073
689	0.0134428
692	0.01324019
695	0.01311973
698	0.01304418
701	0.01288702
704	0.0131385
707	0.01288999
710	0.01272106
713	0.01197048
716	0.01130256
719	0.0103531
722	0.01018407
725	0.01062968
728	0.01151839
731	0.01215832
734	0.01276552
737	0.01275792
740	0.01239368
743	0.01181243
746	0.01107069
749	0.01043168
752	0.01073118
755	0.01106995
758	0.0106684
761	0.009939176
764	0.009603302
767	0.009437409
770	0.009904814
773	0.01038137
776	0.01001729
779	0.009667825
782	0.00843518
785	0.007431397
788	0.008152432
791	0.009309952
794	0.008512812
797	0.007904979
800	0.008266346
