Wavelength (nm)	Dilution Corrected Absorbance
230	1.179602
233	1.104876
236	1.053176
239	1.014474
242	0.9965702
245	0.9892095
248	0.9891236
251	0.9903217
254	0.9888192
257	0.9823129
260	0.9734383
263	0.9650224
266	0.9588873
269	0.9540637
272	0.9482888
275	0.9372117
278	0.9185001
281	0.887196
284	0.8446224
287	0.7886884
290	0.745692
293	0.6905459
296	0.6359355
299	0.5822628
302	0.534421
305	0.4962881
308	0.4665622
311	0.442234
314	0.4219094
317	0.4053233
320	0.3897186
323	0.3746414
326	0.3602798
329	0.3456562
332	0.3306482
335	0.315699
338	0.3007105
341	0.2861509
344	0.2733312
347	0.2615141
350	0.2509857
353	0.2407923
356	0.2310667
359	0.2212571
362	0.2110297
365	0.2000892
368	0.18887
371	0.1764472
374	0.1634996
377	0.1513106
380	0.1399685
383	0.1298674
386	0.1202884
389	0.1116896
392	0.1044791
395	0.09800857
398	0.0928805
401	0.08842431
404	0.084034
407	0.07977644
410	0.07593076
413	0.07243279
416	0.06895557
419	0.0662449
422	0.06356394
425	0.06145234
428	0.05898072
431	0.05673122
434	0.05461595
437	0.05279562
440	0.0509765
443	0.04893558
446	0.04716875
449	0.04546573
452	0.04418473
455	0.04268238
458	0.04163552
461	0.04064031
464	0.03964019
467	0.03863933
470	0.0375881
473	0.03639735
476	0.03546849
479	0.0344621
482	0.03331305
485	0.03248594
488	0.03155633
491	0.0306061
494	0.02975695
497	0.02908806
500	0.02826546
503	0.02757609
506	0.02673958
509	0.02617833
512	0.02569408
515	0.02506179
518	0.02451213
521	0.02389459
524	0.0233846
527	0.02266331
530	0.02221013
533	0.02190596
536	0.02158316
539	0.02128321
542	0.02092949
545	0.02036306
548	0.02001628
551	0.01992706
554	0.0198002
557	0.01972947
560	0.01949483
563	0.0191351
566	0.01878408
569	0.01856339
572	0.01841533
575	0.01844784
578	0.01836
581	0.0180392
584	0.01782156
587	0.01741759
590	0.01722456
593	0.0171005
596	0.01739395
599	0.01710348
602	0.01701514
605	0.0166338
608	0.01634225
611	0.01626103
614	0.01627063
617	0.01629196
620	0.01617032
623	0.01603227
626	0.0157909
629	0.01546282
632	0.01537549
635	0.01535
638	0.01558908
641	0.01550148
644	0.0151545
647	0.01485325
650	0.01454291
653	0.0144281
656	0.01469165
659	0.01490024
662	0.01456993
665	0.01414629
668	0.01377756
671	0.01381076
674	0.01403533
677	0.01400288
680	0.01399028
683	0.01344514
686	0.01293526
689	0.01267798
692	0.0124638
695	0.01270103
698	0.01286968
701	0.01248926
704	0.01212149
707	0.01222123
710	0.01221024
713	0.01205862
716	0.01168351
719	0.01093467
722	0.01074412
725	0.01124626
728	0.01193883
731	0.01289524
734	0.01338844
737	0.01349079
740	0.01322694
743	0.01247446
746	0.01196248
749	0.01144438
752	0.01157749
755	0.0116648
758	0.01151998
761	0.01065921
764	0.01009028
767	0.009699476
770	0.009443206
773	0.009612711
776	0.01025844
779	0.01013359
782	0.00905204
785	0.007768704
788	0.007603364
791	0.008542739
794	0.009024706
797	0.008564428
800	0.008654245
