Wavelength (nm)	Dilution Corrected Absorbance
230	0.00249938
233	0.002347387
236	0.002263756
239	0.002209121
242	0.002082195
245	0.001950057
248	0.001770255
251	0.001546289
254	0.001355791
257	0.001190875
260	0.001146314
263	0.001085075
266	0.001047033
269	0.001007021
272	0.0009786481
275	0.0009269189
278	0.0008977109
281	0.0008102223
284	0.0007855454
287	0.0007286612
290	0.0006753474
293	0.0006284627
296	0.0005891897
299	0.0005510574
302	0.0005251548
305	0.0005026081
308	0.0004965527
311	0.0004964144
314	0.00049103
317	0.0004939276
320	0.0004796086
323	0.0004754344
326	0.0004911947
329	0.0004984651
332	0.0004976646
335	0.000500776
338	0.0005013848
341	0.000506149
344	0.0005010902
347	0.0004984228
350	0.0004891208
353	0.0004823372
356	0.0004774598
359	0.0004675132
362	0.0004462627
365	0.000441675
368	0.000416826
371	0.0003976582
374	0.0003956645
377	0.0003904296
380	0.0003831355
383	0.0003779591
386	0.0003881995
389	0.0003820825
392	0.0003845975
395	0.0003920938
398	0.0003875853
401	0.0003805454
404	0.0004002606
407	0.0004007629
410	0.000406704
413	0.0004121934
416	0.0004264796
419	0.000434638
422	0.0004391703
425	0.000451444
428	0.0004640124
431	0.000469925
434	0.0004820324
437	0.0004787652
440	0.0004665996
443	0.0004637707
446	0.0004614438
449	0.0004747396
452	0.0004769112
455	0.0004942383
458	0.0005013187
461	0.0005214258
464	0.0005156215
467	0.0005095671
470	0.0005135584
473	0.0005169283
476	0.0005052379
479	0.00050511
482	0.0004991965
485	0.000516225
488	0.0005027033
491	0.0004928639
494	0.0005013276
497	0.0004979783
500	0.0005069889
503	0.000497776
506	0.0004849025
509	0.0004940287
512	0.0004993048
515	0.0004938569
518	0.0004998575
521	0.0004905085
524	0.0004915061
527	0.0004872545
530	0.0004884709
533	0.0004922577
536	0.000500222
539	0.0005126867
542	0.0005097157
545	0.0005169353
548	0.0005017909
551	0.0005128636
554	0.0004342241
557	0.0005107879
560	0.0005168434
563	0.0005218579
566	0.0005269674
569	0.0005249887
572	0.0005407374
575	0.0005360963
578	0.0005405839
581	0.000540319
584	0.0005515769
587	0.0005533605
590	0.000565935
593	0.000563586
596	0.0005781302
599	0.0005695489
602	0.0005444344
605	0.0005567478
608	0.0005602086
611	0.0005584055
614	0.0005617381
617	0.0005827381
620	0.0005836425
623	0.0005820552
626	0.000590816
629	0.0005813295
632	0.0005893598
635	0.0005994711
638	0.0005880597
641	0.000588449
644	0.000573832
647	0.0005761309
650	0.0005772147
653	0.0005680201
656	0.0005508985
659	0.0005486837
662	0.0005624259
665	0.0005554867
668	0.0005455012
671	0.0005557021
674	0.0005751394
677	0.000580784
680	0.0005693792
683	0.0005708219
686	0.0005813892
689	0.0005854871
692	0.0005732459
695	0.0005448716
698	0.0005173526
701	0.0004941862
704	0.0004621074
707	0.0005060625
710	0.0005106051
713	0.0004914825
716	0.0004807691
719	0.0004554315
722	0.0004553494
725	0.0004604993
728	0.0004719502
731	0.0004691331
734	0.0004171646
737	0.0003640934
740	0.0003303702
743	0.0003328002
746	0.0003659485
749	0.0004045061
752	0.0004108032
755	0.0004352269
758	0.0004783569
761	0.000514882
764	0.0005190563
767	0.0005642768
770	0.0005983658
773	0.0006327196
776	0.0006560477
779	0.000658951
782	0.0006317398
785	0.0006684081
788	0.0007294075
791	0.0007035286
794	0.000691644
797	0.0006785132
800	0.0007013262
