Wavelength (nm)	Dilution Corrected Absorbance
230	5.030699
233	4.823733
236	4.656999
239	4.501051
242	4.365498
245	4.245037
248	4.138051
251	4.028929
254	3.92957
257	3.824334
260	3.727937
263	3.634072
266	3.548362
269	3.47334
272	3.396739
275	3.319947
278	3.238096
281	3.144047
284	3.019942
287	2.928898
290	2.861085
293	2.77273
296	2.689152
299	2.604769
302	2.523586
305	2.447664
308	2.380183
311	2.318618
314	2.258807
317	2.2049
320	2.1519
323	2.099747
326	2.049905
329	2.003138
332	1.956661
335	1.912991
338	1.870034
341	1.827566
344	1.786392
347	1.745551
350	1.705321
353	1.66273
356	1.618073
359	1.574262
362	1.525879
365	1.476632
368	1.425777
371	1.372214
374	1.317754
377	1.265016
380	1.214382
383	1.166401
386	1.118357
389	1.069352
392	1.024549
395	0.9804228
398	0.9415937
401	0.9028706
404	0.86591
407	0.8282286
410	0.7926457
413	0.7582166
416	0.7269635
419	0.6980458
422	0.6704152
425	0.6438264
428	0.6203081
431	0.5955066
434	0.5716765
437	0.5504999
440	0.5302802
443	0.5113486
446	0.494269
449	0.4790905
452	0.4655115
455	0.4522519
458	0.439863
461	0.4281856
464	0.4164572
467	0.4060157
470	0.3962836
473	0.3864289
476	0.3763557
479	0.3654084
482	0.3564981
485	0.3480915
488	0.3386929
491	0.3298297
494	0.3228438
497	0.3143655
500	0.3064831
503	0.2982132
506	0.2916071
509	0.2847753
512	0.2777287
515	0.2708571
518	0.2636537
521	0.2573082
524	0.2512778
527	0.2447027
530	0.2386739
533	0.2332556
536	0.2276066
539	0.2222659
542	0.2167975
545	0.2117645
548	0.2064178
551	0.2023207
554	0.1961618
557	0.1928842
560	0.188666
563	0.1846765
566	0.1805349
569	0.1762355
572	0.17255
575	0.1684826
578	0.1649347
581	0.1612766
584	0.1577489
587	0.1542179
590	0.1509268
593	0.1470434
596	0.1446462
599	0.1406146
602	0.1368628
605	0.1337729
608	0.131073
611	0.1278993
614	0.1248616
617	0.1219961
620	0.119196
623	0.1166398
626	0.1139009
629	0.1114628
632	0.1087602
635	0.1062605
638	0.1038621
641	0.1011067
644	0.0981649
647	0.09646777
650	0.09461231
653	0.09188102
656	0.0893869
659	0.08723151
662	0.08620032
665	0.08373692
668	0.08214124
671	0.08057537
674	0.07922495
677	0.07712659
680	0.07538448
683	0.07401041
686	0.07231056
689	0.07065688
692	0.0682761
695	0.06646955
698	0.06386127
701	0.06468384
704	0.06144136
707	0.06107435
710	0.0600029
713	0.05757839
716	0.05593253
719	0.05382667
722	0.05321137
725	0.05268849
728	0.05253042
731	0.05188474
734	0.05039548
737	0.04841985
740	0.04650747
743	0.04565703
746	0.04526758
749	0.044161
752	0.04346084
755	0.04254845
758	0.04231656
761	0.04182954
764	0.04146131
767	0.0412278
770	0.04157421
773	0.04180207
776	0.0407337
779	0.04070184
782	0.03948595
785	0.03966569
788	0.04068009
791	0.03960761
794	0.03712444
797	0.03644061
800	0.03633084
