Wavelength (nm)	Dilution Corrected Absorbance
230	0.0009391719
233	0.0005857268
236	0.0003876783
239	0.000289977
242	0.0002291807
245	0.0002419877
248	0.0002503384
251	0.0002413355
254	0.0002747438
257	0.0002127523
260	0.0002402008
263	0.0002213383
266	0.0002036258
269	0.0001606166
272	0.0001200286
275	2.469235e-05
278	-4.551732e-05
281	-0.0001381669
284	-0.0001482778
287	-0.0001892501
290	-0.0001853884
293	-0.0001753386
296	-0.0001730826
299	-0.000155048
302	-0.000148924
305	-0.0001584902
308	-0.0001359274
311	-0.0001367168
314	-0.0001344068
317	-0.0001362713
320	-0.0001351446
323	-0.0001308454
326	-0.0001400931
329	-0.0001363832
332	-0.0001308906
335	-0.0001273937
338	-0.0001293447
341	-0.000116282
344	-0.0001194813
347	-0.00011703
350	-0.000115159
353	-0.0001085151
356	-0.0001161726
359	-0.0001100815
362	-0.000108232
365	-0.0001243657
368	-0.0001459971
371	-0.0001772977
374	-0.0002035205
377	-0.0001972438
380	-0.0002031249
383	-0.0002076762
386	-0.0002070954
389	-0.0001987617
392	-0.0001892427
395	-0.0001900178
398	-0.0001956757
401	-0.0001908153
404	-0.0002084172
407	-0.0002144249
410	-0.0002167584
413	-0.0002173973
416	-0.0002157849
419	-0.0001947107
422	-0.000189859
425	-0.0002929071
428	-0.0003229156
431	-0.000340325
434	-0.0003606432
437	-0.0003665243
440	-0.0003503925
443	-0.0003265355
446	-0.0002932025
449	-0.000258536
452	-0.0002168579
455	-0.0001886604
458	-0.0001635099
461	-0.0001568787
464	-0.0001415253
467	-0.0001642439
470	-0.0001801854
473	-0.0001962412
476	-0.0002151663
479	-0.0002052163
482	-0.0002216129
485	-0.0002189419
488	-0.0002155
491	-0.0001914083
494	-0.0001820242
497	-0.0001737543
500	-0.0001745443
503	-0.0001499684
506	-0.0001505358
509	-3.73016e-05
512	-0.0001813471
515	-0.0002008528
518	-0.0001934779
521	-0.0001958529
524	-0.0001995253
527	-0.0002060925
530	-0.0002035244
533	-0.000209325
536	-0.0001972143
539	-0.0002061673
542	-0.0002009405
545	-0.0001855389
548	-0.0001902052
551	-0.0001835102
554	-0.0001607162
557	-0.0001554498
560	-0.0001465665
563	-0.0001416249
566	-0.0001484289
569	-0.0001490333
572	-0.0001589634
575	-0.0001566682
578	-0.0001642188
581	-0.0001465881
584	-0.0001516572
587	-0.0001316136
590	-0.0001510939
593	-0.0001585704
596	-0.0001741754
599	-0.0001479383
602	-0.0001493867
605	-0.0001577448
608	-0.0001510509
611	-0.0001388071
614	-0.0001272761
617	-9.3477e-05
620	-0.0001114803
623	-0.000105307
626	-0.0001090034
629	-9.350631e-05
632	-0.0001087538
635	-0.0001049612
638	-9.183615e-05
641	-5.642164e-05
644	-2.88324e-05
647	-4.976126e-05
650	-7.056586e-05
653	-8.915551e-05
656	-0.0001103574
659	-0.000119898
662	-0.0001287153
665	-0.0001338794
668	-0.0001214517
671	-0.000118317
674	-0.0001171279
677	-9.345084e-05
680	-8.674898e-05
683	-8.884624e-05
686	-9.827096e-05
689	-9.432633e-05
692	-0.0001188866
695	-0.0001098887
698	-0.000144428
701	-0.0001624754
704	-0.0001849658
707	-0.0001300608
710	-0.0001191664
713	-9.434578e-05
716	-0.0001013429
719	-0.0001406785
722	-0.0001540832
725	-0.0001646818
728	-0.0001788654
731	-0.0001976087
734	-0.0002158308
737	-0.0002648615
740	-0.0002782196
743	-0.0002676943
746	-0.0002545639
749	-0.0002425672
752	-0.0002043081
755	-0.0001449869
758	-0.0001136818
761	-5.802279e-05
764	-4.329211e-06
767	4.163125e-05
770	2.760008e-05
773	6.959317e-06
776	5.088193e-07
779	7.142188e-05
782	7.038447e-05
785	0.0001637252
788	0.0002154084
791	0.0002604525
794	0.0002492293
797	0.0002367621
800	0.0002644922
