Wavelength (nm)	Dilution Corrected Absorbance
230	0.002280157
233	0.001994957
236	0.001780562
239	0.001621231
242	0.001563824
245	0.001499323
248	0.001436686
251	0.001286502
254	0.001193831
257	0.001197594
260	0.001210352
263	0.00123311
266	0.001245276
269	0.001250138
272	0.001239045
275	0.001278867
278	0.001278663
281	0.001212348
284	0.001216227
287	0.001178702
290	0.001120542
293	0.001082964
296	0.001062014
299	0.001035402
302	0.001031658
305	0.001031912
308	0.001062677
311	0.001093362
314	0.00112467
317	0.001159956
320	0.001200131
323	0.001241088
326	0.001293315
329	0.001333329
332	0.00138081
335	0.001423761
338	0.001464526
341	0.001490115
344	0.001507645
347	0.001508931
350	0.001510342
353	0.001514084
356	0.001505977
359	0.001503664
362	0.001472353
365	0.001427967
368	0.001374337
371	0.00131829
374	0.00128063
377	0.001258186
380	0.001248773
383	0.001243452
386	0.001267313
389	0.001293907
392	0.001318127
395	0.001353793
398	0.001394137
401	0.001418222
404	0.00144973
407	0.001485219
410	0.001506902
413	0.001531137
416	0.001545853
419	0.001564868
422	0.001597544
425	0.00166907
428	0.00169252
431	0.001769651
434	0.001880055
437	0.001970361
440	0.001999727
443	0.00199853
446	0.001953352
449	0.001920591
452	0.001923793
455	0.001972716
458	0.002063164
461	0.002137321
464	0.002207924
467	0.002226587
470	0.002226153
473	0.002209836
476	0.002209644
479	0.002202772
482	0.002165748
485	0.002160432
488	0.002141478
491	0.002117765
494	0.002104587
497	0.002094447
500	0.002081161
503	0.002065588
506	0.002066456
509	0.002037584
512	0.002041308
515	0.002040365
518	0.002034873
521	0.002025685
524	0.002016242
527	0.002025531
530	0.002041686
533	0.002055642
536	0.002056619
539	0.002055828
542	0.002077976
545	0.002099772
548	0.002124183
551	0.002124828
554	0.002142833
557	0.002164074
560	0.002183023
563	0.002199772
566	0.002214493
569	0.002235756
572	0.002246235
575	0.002269098
578	0.002279189
581	0.002289522
584	0.002315315
587	0.002329947
590	0.002345957
593	0.002350963
596	0.002373005
599	0.002410439
602	0.002424027
605	0.002420078
608	0.00242143
611	0.002441136
614	0.002466768
617	0.002476384
620	0.002469294
623	0.002471661
626	0.00249646
629	0.00250984
632	0.002521246
635	0.002516429
638	0.002538709
641	0.00253039
644	0.002527728
647	0.002510666
650	0.002533269
653	0.002537591
656	0.002521502
659	0.002516728
662	0.00251639
665	0.002539544
668	0.002539516
671	0.002510558
674	0.002479013
677	0.002492928
680	0.002501592
683	0.002491603
686	0.002456678
689	0.002423531
692	0.002410011
695	0.002376762
698	0.002365073
701	0.002377389
704	0.002441838
707	0.002560209
710	0.002539021
713	0.002378247
716	0.002170986
719	0.001999869
722	0.001972303
725	0.002151904
728	0.002387507
731	0.002590462
734	0.002650094
737	0.002642416
740	0.002549407
743	0.002472287
746	0.002455571
749	0.002459292
752	0.002421652
755	0.002376738
758	0.002361667
761	0.002368992
764	0.002390744
767	0.002394888
770	0.002338817
773	0.002361927
776	0.002378157
779	0.002391709
782	0.002377216
785	0.002395173
788	0.002385951
791	0.002383296
794	0.002359936
797	0.002367048
800	0.002363552
