Wavelength (nm)	Dilution Corrected Absorbance
230	7.44592
233	6.379066
236	5.381835
239	4.375291
242	3.618676
245	2.981448
248	2.542686
251	2.264949
254	2.143064
257	2.113001
260	2.153333
263	2.256681
266	2.408126
269	2.571685
272	2.734738
275	2.846223
278	2.876981
281	2.790383
284	2.518558
287	2.258233
290	1.918567
293	1.643699
296	1.452154
299	1.31308
302	1.207699
305	1.121359
308	1.050439
311	0.9867821
314	0.9270054
317	0.872874
320	0.8188817
323	0.7618183
326	0.7053676
329	0.6514488
332	0.6002587
335	0.5531938
338	0.5085651
341	0.466018
344	0.4270406
347	0.3912087
350	0.35879
353	0.3302048
356	0.3029446
359	0.2805415
362	0.2582562
365	0.2384477
368	0.2212742
371	0.2046413
374	0.1902351
377	0.1776331
380	0.1671242
383	0.158037
386	0.149933
389	0.1428053
392	0.1367854
395	0.1317548
398	0.1275048
401	0.1237545
404	0.1203693
407	0.1163636
410	0.1126241
413	0.1108585
416	0.1079956
419	0.1064305
422	0.1038536
425	0.1020588
428	0.09983549
431	0.09885997
434	0.09838052
437	0.09779149
440	0.09778331
443	0.09576232
446	0.09333823
449	0.09308863
452	0.09246732
455	0.09343802
458	0.0932914
461	0.09401622
464	0.09354108
467	0.09218153
470	0.09013724
473	0.08999898
476	0.08928966
479	0.08629466
482	0.08464969
485	0.08350461
488	0.08275198
491	0.08126248
494	0.08038036
497	0.07888048
500	0.07693185
503	0.0758957
506	0.0741948
509	0.07316627
512	0.07100957
515	0.07001155
518	0.06855503
521	0.06753782
524	0.06517449
527	0.06504272
530	0.0642593
533	0.06360809
536	0.06272456
539	0.06166224
542	0.06200716
545	0.06131232
548	0.06077754
551	0.06087895
554	0.05978019
557	0.06052866
560	0.05987561
563	0.05980067
566	0.05965902
569	0.06012048
572	0.05964267
575	0.05949349
578	0.0597225
581	0.05994269
584	0.05912406
587	0.06051656
590	0.05985032
593	0.06024098
596	0.06036687
599	0.05966553
602	0.05893461
605	0.06005092
608	0.06082213
611	0.06060714
614	0.0598657
617	0.06030617
620	0.05991671
623	0.05982991
626	0.06026659
629	0.0601478
632	0.06045381
635	0.0610347
638	0.06109452
641	0.0607672
644	0.06029469
647	0.05993277
650	0.05952421
653	0.05932576
656	0.05894323
659	0.05850896
662	0.05829775
665	0.05778378
668	0.057746
671	0.05680492
674	0.05679583
677	0.05602663
680	0.05604205
683	0.05465265
686	0.05448955
689	0.05389358
692	0.05222345
695	0.0513848
698	0.05186795
701	0.05474259
704	0.05877299
707	0.05846193
710	0.05532473
713	0.05055261
716	0.04384503
719	0.03941627
722	0.03858253
725	0.04296781
728	0.04928958
731	0.05300495
734	0.0521802
737	0.05103539
740	0.04760878
743	0.04525739
746	0.04555894
749	0.04517112
752	0.04578501
755	0.04552777
758	0.04782487
761	0.04702839
764	0.04777689
767	0.04827007
770	0.05053065
773	0.05270556
776	0.05411745
779	0.05569468
782	0.05745401
785	0.05988401
788	0.05825987
791	0.0558074
794	0.05635349
797	0.05832673
800	0.05570713
