Wavelength (nm)	Dilution Corrected Absorbance
230	2.856271
233	2.518175
236	2.217414
239	1.924368
242	1.717019
245	1.55111
248	1.442955
251	1.371376
254	1.334647
257	1.313659
260	1.306817
263	1.313409
266	1.330806
269	1.350926
272	1.368169
275	1.372922
278	1.356022
281	1.309511
284	1.210278
287	1.136601
290	1.034016
293	0.9457727
296	0.8743114
299	0.8131373
302	0.7603109
305	0.7132578
308	0.6724566
311	0.6344122
314	0.5959547
317	0.5593168
320	0.5226136
323	0.4847375
326	0.4477432
329	0.4141942
332	0.3822661
335	0.353984
338	0.3275561
341	0.3030173
344	0.2811258
347	0.2611726
350	0.2429807
353	0.2265215
356	0.2105744
359	0.1963978
362	0.1822888
365	0.1690343
368	0.1568867
371	0.1451185
374	0.1339614
377	0.1240538
380	0.1156091
383	0.1078598
386	0.1011762
389	0.09450458
392	0.08932215
395	0.0845919
398	0.08082628
401	0.07730661
404	0.07388337
407	0.07068534
410	0.06753027
413	0.0652188
416	0.06297173
419	0.06067208
422	0.05873172
425	0.05691076
428	0.05513752
431	0.05413919
434	0.05355923
437	0.05271044
440	0.05224938
443	0.05084354
446	0.04905307
449	0.04817802
452	0.04748146
455	0.04750956
458	0.04710667
461	0.04725577
464	0.04682063
467	0.04619986
470	0.04505221
473	0.04438387
476	0.04424939
479	0.04277368
482	0.04148406
485	0.0411302
488	0.04056292
491	0.03973853
494	0.03904277
497	0.03860757
500	0.037579
503	0.0371438
506	0.03640753
509	0.03582749
512	0.03528873
515	0.03460135
518	0.03408793
521	0.03387533
524	0.03306207
527	0.03306715
530	0.0328732
533	0.03266695
536	0.03232294
539	0.03215223
542	0.03210989
545	0.03185317
548	0.03201337
551	0.03200674
554	0.03181199
557	0.03202457
560	0.03169314
563	0.03186105
566	0.03200092
569	0.03190421
572	0.03203731
575	0.03186243
578	0.03196357
581	0.03187789
584	0.03171823
587	0.0319631
590	0.03188669
593	0.03243973
596	0.03223366
599	0.03219024
602	0.03238854
605	0.03250258
608	0.03312673
611	0.03301644
614	0.0330628
617	0.03310915
620	0.03352742
623	0.03317144
626	0.03352513
629	0.03351311
632	0.03316358
635	0.03361241
638	0.0335219
641	0.03343782
644	0.03326367
647	0.03308265
650	0.03267086
653	0.03281215
656	0.03303414
659	0.03295711
662	0.03266545
665	0.03241806
668	0.03260818
671	0.03249713
674	0.03275134
677	0.03288118
680	0.03284662
683	0.0326288
686	0.03265164
689	0.03218878
692	0.03155536
695	0.03107596
698	0.03179018
701	0.03345935
704	0.03511746
707	0.034729
710	0.03334096
713	0.03032822
716	0.02698247
719	0.02471559
722	0.02444514
725	0.02634363
728	0.02917171
731	0.03139958
734	0.03103009
737	0.02974745
740	0.02890288
743	0.0281745
746	0.02826754
749	0.02841254
752	0.0287336
755	0.02887726
758	0.03017804
761	0.03028554
764	0.03058825
767	0.03101003
770	0.0320659
773	0.03336479
776	0.03502149
779	0.0354492
782	0.03598026
785	0.03676391
788	0.03600638
791	0.03543388
794	0.03513889
797	0.03574161
800	0.03432347
