Wavelength (nm)	Dilution Corrected Absorbance
230	1.00143
233	0.9235586
236	0.8587518
239	0.7970294
242	0.7482293
245	0.7004625
248	0.6575936
251	0.6148427
254	0.5772851
257	0.5405688
260	0.5091954
263	0.4817532
266	0.4576208
269	0.4366121
272	0.4155174
275	0.3939888
278	0.3669326
281	0.3498094
284	0.3279385
287	0.3100776
290	0.2932804
293	0.27756
296	0.2623203
299	0.2465877
302	0.2311811
305	0.2170917
308	0.2050386
311	0.1939764
314	0.1839532
317	0.1752489
320	0.1667784
323	0.159088
326	0.1517406
329	0.145076
332	0.1383808
335	0.1322211
338	0.1260747
341	0.1202647
344	0.1148404
347	0.1096688
350	0.1049
353	0.1001987
356	0.09545834
359	0.09103394
362	0.08641298
365	0.08176043
368	0.0770628
371	0.07199618
374	0.06695862
377	0.06213561
380	0.05771781
383	0.05380752
386	0.05000895
389	0.04670172
392	0.04378594
395	0.04113431
398	0.03886737
401	0.03683217
404	0.03490254
407	0.03293932
410	0.03126179
413	0.02955684
416	0.02792125
419	0.02654409
422	0.02515681
425	0.02400723
428	0.02295267
431	0.02172552
434	0.02061269
437	0.01970776
440	0.01877188
443	0.01779997
446	0.01685955
449	0.01604308
452	0.01537455
455	0.0147037
458	0.0141838
461	0.01358799
464	0.01297022
467	0.01250255
470	0.01212271
473	0.0116671
476	0.0109983
479	0.01061283
482	0.01023927
485	0.009934018
488	0.009428014
491	0.009204101
494	0.008959487
497	0.008617905
500	0.008081629
503	0.007801723
506	0.007430489
509	0.007011144
512	0.006672071
515	0.006411359
518	0.006254899
521	0.005939177
524	0.005516305
527	0.005298586
530	0.005028282
533	0.004880405
536	0.004794043
539	0.004690659
542	0.004477148
545	0.004331236
548	0.00402044
551	0.00388552
554	0.003642848
557	0.003530239
560	0.003393228
563	0.003361427
566	0.003251269
569	0.003232774
572	0.003140652
575	0.003036277
578	0.002952486
581	0.002925264
584	0.00276639
587	0.002688435
590	0.002634588
593	0.002490992
596	0.002456857
599	0.002331519
602	0.002251072
605	0.002193974
608	0.002147406
611	0.002132637
614	0.002100822
617	0.002072271
620	0.002114293
623	0.002138555
626	0.002188984
629	0.002434903
632	0.00241151
635	0.002283514
638	0.002180147
641	0.002171556
644	0.002012281
647	0.002185078
650	0.002105719
653	0.00210207
656	0.002207948
659	0.002132272
662	0.002203508
665	0.002334861
668	0.002308287
671	0.002333728
674	0.002163227
677	0.002366948
680	0.002180336
683	0.002095638
686	0.001975039
689	0.001833206
692	0.001847512
695	0.001777319
698	0.001709571
701	0.001706066
704	0.00184585
707	0.001936156
710	0.001679752
713	0.001399364
716	0.001014504
719	0.0006398275
722	0.0005370241
725	0.0005878301
728	0.0006494318
731	0.0003274313
734	-6.980514e-05
737	-0.0004493133
740	-0.0007092329
743	-0.0006284005
746	-0.0004123768
749	-0.0001526614
752	-1.82587e-05
755	0.0001368103
758	0.0003812148
761	0.0004025764
764	0.0004984252
767	0.0005974434
770	0.0008686506
773	0.001287789
776	0.001196956
779	0.001474291
782	0.002070039
785	0.002184044
788	0.002464271
791	0.002729121
794	0.002655147
797	0.002560284
800	0.002720771
