Wavelength (nm)	Dilution Corrected Absorbance
230	2.629677
233	2.492999
236	2.390434
239	2.315729
242	2.266692
245	2.241785
248	2.228553
251	2.212539
254	2.191015
257	2.163384
260	2.140184
263	2.129084
266	2.135016
269	2.148576
272	2.160931
275	2.157465
278	2.127341
281	2.062171
284	1.9406
287	1.849984
290	1.721813
293	1.593242
296	1.46956
299	1.351678
302	1.251043
305	1.171175
308	1.110147
311	1.061377
314	1.018283
317	0.9787305
320	0.9374763
323	0.8914997
326	0.8414898
329	0.7901715
332	0.7348268
335	0.6802902
338	0.6271785
341	0.577195
344	0.5330607
347	0.4933545
350	0.4583432
353	0.4251751
356	0.394084
359	0.3667003
362	0.3399922
365	0.3144434
368	0.2910936
371	0.2688811
374	0.2477343
377	0.2294685
380	0.2128598
383	0.1978594
386	0.1834849
389	0.170602
392	0.1593311
395	0.1491632
398	0.1406793
401	0.1325797
404	0.1253319
407	0.1179651
410	0.1116019
413	0.1051029
416	0.09992663
419	0.09559573
422	0.09122682
425	0.08688755
428	0.08250757
431	0.07870016
434	0.07545854
437	0.07265518
440	0.07013155
443	0.06760475
446	0.06517785
449	0.06296499
452	0.06114644
455	0.05941879
458	0.05770342
461	0.05622379
464	0.05478106
467	0.05289104
470	0.05096358
473	0.04985416
476	0.04882338
479	0.04659778
482	0.04480614
485	0.04338497
488	0.04198351
491	0.04034467
494	0.03842276
497	0.03797397
500	0.03685642
503	0.03602216
506	0.03480863
509	0.03386181
512	0.03291544
515	0.03224722
518	0.03136835
521	0.03059723
524	0.03016093
527	0.0298778
530	0.02871395
533	0.02836328
536	0.027699
539	0.02718171
542	0.02706852
545	0.02679777
548	0.02641485
551	0.02632893
554	0.0254102
557	0.02537459
560	0.02507556
563	0.02519608
566	0.02495157
569	0.02488159
572	0.02461173
575	0.02439399
578	0.02446894
581	0.02387184
584	0.02416027
587	0.02416457
590	0.02413582
593	0.02387061
596	0.02371812
599	0.02392464
602	0.02402105
605	0.02410312
608	0.02399871
611	0.02373647
614	0.02357289
617	0.02347075
620	0.02300514
623	0.02279443
626	0.02295332
629	0.02306013
632	0.02304842
635	0.02325643
638	0.02302888
641	0.02353536
644	0.02314502
647	0.0232719
650	0.02275222
653	0.02279915
656	0.0218314
659	0.02184384
662	0.02178033
665	0.02179651
668	0.02161507
671	0.02180502
674	0.02183852
677	0.02190097
680	0.02222652
683	0.02152422
686	0.02129826
689	0.02070716
692	0.01980721
695	0.01891931
698	0.0190313
701	0.01979649
704	0.02097764
707	0.02195195
710	0.02169687
713	0.01950954
716	0.01821368
719	0.01668943
722	0.0161311
725	0.01757508
728	0.0195305
731	0.02111427
734	0.02142647
737	0.02123523
740	0.02080405
743	0.01965413
746	0.01924938
749	0.01942129
752	0.01904019
755	0.01925582
758	0.01829289
761	0.01771247
764	0.01710021
767	0.01613279
770	0.01570931
773	0.01574741
776	0.0159578
779	0.01607734
782	0.01623525
785	0.016947
788	0.01646337
791	0.01668777
794	0.01652502
797	0.01582897
800	0.01624054
