Wavelength (nm)	Dilution Corrected Absorbance
230	1.658717
233	1.528652
236	1.419628
239	1.316564
242	1.236633
245	1.161471
248	1.097536
251	1.033619
254	0.9784592
257	0.9251269
260	0.8794744
263	0.8378917
266	0.8001687
269	0.7650155
272	0.729444
275	0.6931498
278	0.6563943
281	0.6169501
284	0.5791468
287	0.5441903
290	0.5196437
293	0.492244
296	0.4655728
299	0.4384158
302	0.4121778
305	0.3881516
308	0.3672106
311	0.3487771
314	0.3309349
317	0.3153577
320	0.3003785
323	0.2858103
326	0.271556
329	0.2587477
332	0.2458798
335	0.234335
338	0.2230864
341	0.212486
344	0.2025274
347	0.1933707
350	0.1846995
353	0.1764393
356	0.1682508
359	0.1609012
362	0.1529881
365	0.1452663
368	0.1374656
371	0.1295348
374	0.1214369
377	0.1140554
380	0.1069983
383	0.1009735
386	0.09512951
389	0.08934093
392	0.08452826
395	0.08008279
398	0.07600119
401	0.0722778
404	0.06858874
407	0.0652471
410	0.06209064
413	0.05890824
416	0.05611404
419	0.05365575
422	0.05095688
425	0.04844175
428	0.04634555
431	0.04405083
434	0.04202254
437	0.04003189
440	0.03814395
443	0.03674217
446	0.0354059
449	0.0339688
452	0.03269071
455	0.03143544
458	0.03019183
461	0.02905748
464	0.02811012
467	0.02686342
470	0.02584389
473	0.02477224
476	0.02379218
479	0.02274344
482	0.02193203
485	0.02115375
488	0.01991947
491	0.0194169
494	0.01845263
497	0.017757
500	0.01723349
503	0.01641932
506	0.01542404
509	0.01501765
512	0.0146504
515	0.01376393
518	0.01319221
521	0.01277082
524	0.01224581
527	0.01169562
530	0.01113357
533	0.01091348
536	0.01054517
539	0.00999282
542	0.009671501
545	0.009200383
548	0.008853014
551	0.008766044
554	0.00828548
557	0.008205876
560	0.007949718
563	0.007483421
566	0.007370898
569	0.007205001
572	0.006946977
575	0.00683199
578	0.006580259
581	0.006235462
584	0.006201881
587	0.006252249
590	0.005668515
593	0.005591622
596	0.005837033
599	0.005298403
602	0.005433163
605	0.005289835
608	0.005001768
611	0.004837989
614	0.005021183
617	0.004733104
620	0.004675114
623	0.004659177
626	0.004535795
629	0.004515497
632	0.004402782
635	0.00437403
638	0.004252546
641	0.004261011
644	0.00432792
647	0.004021245
650	0.004091682
653	0.003998957
656	0.003608657
659	0.003794762
662	0.004000396
665	0.003805454
668	0.003707979
671	0.003905513
674	0.003630403
677	0.003708353
680	0.00367548
683	0.003688411
686	0.003610556
689	0.003342452
692	0.003320246
695	0.003698484
698	0.003588794
701	0.003638755
704	0.003383408
707	0.003159802
710	0.003516153
713	0.004081607
716	0.004006437
719	0.004164706
722	0.004129414
725	0.003982021
728	0.00396706
731	0.004218769
734	0.004509369
737	0.004423224
740	0.004471674
743	0.004460167
746	0.004890639
749	0.004289416
752	0.004307566
755	0.004649069
758	0.004274629
761	0.004457117
764	0.004381336
767	0.004424426
770	0.004455183
773	0.004026948
776	0.004145487
779	0.004648086
782	0.003865218
785	0.004725873
788	0.004288527
791	0.004246678
794	0.00430768
797	0.004142501
800	0.004673976
