Wavelength (nm)	Dilution Corrected Absorbance
230	1.811942
233	1.666902
236	1.559312
239	1.469245
242	1.416782
245	1.383182
248	1.368032
251	1.360048
254	1.354033
257	1.345607
260	1.336486
263	1.329982
266	1.327517
269	1.328004
272	1.327805
275	1.321412
278	1.306389
281	1.276961
284	1.230161
287	1.162239
290	1.111537
293	1.04116
296	0.968813
299	0.8942742
302	0.8252017
305	0.7667765
308	0.718622
311	0.6760599
314	0.6379203
317	0.6045852
320	0.5721941
323	0.5411782
326	0.5122342
329	0.4851632
332	0.4592282
335	0.4351097
338	0.411989
341	0.3897657
344	0.3694702
347	0.3501849
350	0.3320224
353	0.3138401
356	0.296012
359	0.278976
362	0.2618703
365	0.2449895
368	0.228909
371	0.213066
374	0.1975569
377	0.1841617
380	0.1719107
383	0.1610303
386	0.1504679
389	0.1406793
392	0.1323277
395	0.1243541
398	0.1182347
401	0.1125212
404	0.107048
407	0.1017578
410	0.09672897
413	0.09215308
416	0.08798398
419	0.08432653
422	0.08110011
425	0.07819173
428	0.07513255
431	0.072042
434	0.06929673
437	0.06680713
440	0.0646255
443	0.06196211
446	0.05981035
449	0.05756575
452	0.05598253
455	0.05389176
458	0.05252526
461	0.05103364
464	0.04970546
467	0.04831357
470	0.04706479
473	0.04578153
476	0.04464317
479	0.04306272
482	0.04159337
485	0.04062165
488	0.03938359
491	0.03832503
494	0.0373175
497	0.03649375
500	0.0356532
503	0.034633
506	0.033842
509	0.03297445
512	0.03221545
515	0.03138145
518	0.03068584
521	0.02994633
524	0.02929414
527	0.02843156
530	0.0279144
533	0.02761968
536	0.02721791
539	0.02681942
542	0.02619925
545	0.02567937
548	0.02527883
551	0.02515965
554	0.02501684
557	0.02470677
560	0.02437049
563	0.02406637
566	0.02368327
569	0.02337148
572	0.02330966
575	0.02309069
578	0.02292915
581	0.02274447
584	0.02230464
587	0.02205669
590	0.02199213
593	0.02179823
596	0.02164495
599	0.02140727
602	0.02133869
605	0.02115742
608	0.02076836
611	0.02050099
614	0.02013664
617	0.02021224
620	0.02011152
623	0.01985537
626	0.01992285
629	0.01938626
632	0.01899851
635	0.01866887
638	0.01867226
641	0.01916728
644	0.01892283
647	0.01847109
650	0.01808012
653	0.01769198
656	0.017894
659	0.01830022
662	0.0182912
665	0.01801515
668	0.01707417
671	0.01694065
674	0.01691505
677	0.01702244
680	0.01705029
683	0.0166031
686	0.01598216
689	0.01531987
692	0.01537026
695	0.01588661
698	0.01577907
701	0.01452428
704	0.01443538
707	0.01477766
710	0.01485985
713	0.01470715
716	0.01445479
719	0.01365432
722	0.01334134
725	0.0137471
728	0.01437734
731	0.01483138
734	0.01504798
737	0.0148422
740	0.0143538
743	0.01420436
746	0.01388389
749	0.01351203
752	0.01359142
755	0.01361042
758	0.01347679
761	0.01338682
764	0.01316296
767	0.0124169
770	0.01222496
773	0.01230324
776	0.0126675
779	0.01211897
782	0.01140106
785	0.01101203
788	0.0116635
791	0.01226876
794	0.01178933
797	0.01127626
800	0.01131109
