Wavelength (nm)	Dilution Corrected Absorbance
230	0.4394335
233	0.3974417
236	0.3647459
239	0.3347315
242	0.3101909
245	0.2874875
248	0.2672979
251	0.2470703
254	0.2298063
257	0.2134441
260	0.2000856
263	0.1886219
266	0.1788486
269	0.1704258
272	0.162084
275	0.1539093
278	0.1452306
281	0.135185
284	0.1252072
287	0.1167958
290	0.1088345
293	0.1016463
296	0.0949285
299	0.08839436
302	0.08233982
305	0.0769449
308	0.07229596
311	0.06817716
314	0.06440208
317	0.06109511
320	0.05794915
323	0.05490624
326	0.05196592
329	0.04929461
332	0.0465939
335	0.04402238
338	0.04156759
341	0.03924539
344	0.03716421
347	0.03528758
350	0.03363565
353	0.03208612
356	0.03063467
359	0.02930741
362	0.02788637
365	0.02640899
368	0.02482058
371	0.02310219
374	0.02126675
377	0.01954626
380	0.01794056
383	0.01652319
386	0.01518066
389	0.01402033
392	0.01306461
395	0.01218978
398	0.01150378
401	0.0108255
404	0.01020278
407	0.009579537
410	0.009051572
413	0.008568687
416	0.008100482
419	0.007706215
422	0.007333666
425	0.006755143
428	0.006391968
431	0.00603144
434	0.005677013
437	0.005418994
440	0.005165347
443	0.004972013
446	0.004817382
449	0.004729075
452	0.004631339
455	0.004486656
458	0.004387444
461	0.004255771
464	0.004129196
467	0.003996201
470	0.003849917
473	0.003693207
476	0.003561519
479	0.003439618
482	0.003323462
485	0.003236176
488	0.00314321
491	0.003095795
494	0.00303431
497	0.002989739
500	0.002937584
503	0.002908145
506	0.002840298
509	0.002041199
512	0.002654076
515	0.002590828
518	0.002520171
521	0.002472569
524	0.002404041
527	0.002367357
530	0.002294183
533	0.002210327
536	0.002152864
539	0.002100509
542	0.002030918
545	0.002031738
548	0.001985437
551	0.001978391
554	0.002008543
557	0.001944047
560	0.001958268
563	0.001931652
566	0.001897291
569	0.001858114
572	0.001838351
575	0.001855649
578	0.001830543
581	0.001889025
584	0.001852698
587	0.001870158
590	0.001864165
593	0.001863387
596	0.001839386
599	0.001815548
602	0.001817778
605	0.00177657
608	0.001795571
611	0.001752519
614	0.001785122
617	0.001800836
620	0.001777578
623	0.001767197
626	0.001710073
629	0.001742173
632	0.001679961
635	0.001679959
638	0.001638901
641	0.001643065
644	0.001653361
647	0.001655653
650	0.001640753
653	0.00163287
656	0.0016212
659	0.001591541
662	0.001592887
665	0.001552685
668	0.001609389
671	0.00163301
674	0.001662192
677	0.001685857
680	0.001699129
683	0.001664699
686	0.00163786
689	0.001587099
692	0.001527606
695	0.001513489
698	0.001480946
701	0.001506837
704	0.001466874
707	0.001521563
710	0.001574696
713	0.001572573
716	0.001604015
719	0.001552597
722	0.001485023
725	0.00147287
728	0.001462977
731	0.001416968
734	0.001426828
737	0.001307165
740	0.001317262
743	0.001338671
746	0.001414557
749	0.001437324
752	0.001551392
755	0.001664952
758	0.001727844
761	0.001791407
764	0.001877333
767	0.001950095
770	0.001934489
773	0.00191347
776	0.001961009
779	0.001987453
782	0.002071707
785	0.002148353
788	0.002333544
791	0.002432385
794	0.002370887
797	0.002309643
800	0.002296996
