Wavelength (nm)	Dilution Corrected Absorbance
230	0.000994481
233	-8.939878e-05
236	-0.0007169633
239	-0.001051964
242	-0.001168982
245	-0.001228282
248	-0.001214521
251	-0.001186832
254	-0.001103485
257	-0.0008506882
260	-0.0006171128
263	-0.0003568395
266	-0.0001497759
269	-6.025661e-06
272	0.000123937
275	0.0001518958
278	0.0002538546
281	0.0002303122
284	0.0002350111
287	0.0001660831
290	0.0001038508
293	5.460091e-05
296	1.538983e-05
299	3.061429e-06
302	-1.723893e-05
305	-1.225224e-05
308	3.72892e-06
311	2.269825e-05
314	4.99959e-05
317	7.576567e-05
320	9.909949e-05
323	0.000119739
326	0.0001568715
329	0.0001759024
332	0.00020569
335	0.0002408382
338	0.0002645514
341	0.0002824666
344	0.0002910133
347	0.0002885754
350	0.0002893268
353	0.0002959423
356	0.0003035879
359	0.0002870788
362	0.0002803862
365	0.0002515645
368	0.0002252895
371	0.0001999223
374	0.0001709687
377	0.0001704707
380	0.0001899772
383	0.0001889359
386	0.0001996244
389	0.0002196957
392	0.0002383584
395	0.0002494897
398	0.0002743579
401	0.0003042329
404	0.0003268707
407	0.000361301
410	0.0003681375
413	0.0003796955
416	0.0003918493
419	0.0004228079
422	0.0004585314
425	0.0005115444
428	0.0005334094
431	0.000569078
434	0.0006131032
437	0.0006511732
440	0.0006808604
443	0.000665005
446	0.0006511269
449	0.0006371541
452	0.0006558222
455	0.0006783247
458	0.00071757
461	0.000763021
464	0.0007945845
467	0.0008113753
470	0.0008241005
473	0.0008301879
476	0.0008286773
479	0.0008229625
482	0.0007996889
485	0.0007951545
488	0.0007857962
491	0.0007742594
494	0.0007650663
497	0.0007587257
500	0.000771223
503	0.0007584639
506	0.0007447334
509	0.0007423942
512	0.00074401
515	0.0007366854
518	0.0007374246
521	0.0007367743
524	0.0007366482
527	0.0007374395
530	0.0007430012
533	0.0007577733
536	0.0007659627
539	0.0007741184
542	0.0007816167
545	0.0007851387
548	0.0007867563
551	0.0008004703
554	0.000820259
557	0.0008414875
560	0.0008444425
563	0.0008522324
566	0.0008560773
569	0.0008658327
572	0.000881646
575	0.0009097416
578	0.0009270849
581	0.0009261061
584	0.0009228412
587	0.0009247925
590	0.0009267389
593	0.000940162
596	0.0009628398
599	0.000974428
602	0.000997384
605	0.000996505
608	0.0009878526
611	0.0009865273
614	0.0009872525
617	0.001005643
620	0.001024452
623	0.001026837
626	0.001033435
629	0.001036557
632	0.001038699
635	0.001024475
638	0.001038844
641	0.001043615
644	0.001051226
647	0.001061235
650	0.001060685
653	0.001053874
656	0.001070346
659	0.001079653
662	0.001080523
665	0.001070327
668	0.001057374
671	0.001058269
674	0.001090224
677	0.001082978
680	0.001070987
683	0.00105569
686	0.001038196
689	0.001030668
692	0.00101677
695	0.00102295
698	0.0009863954
701	0.0009671719
704	0.0009760652
707	0.0009913346
710	0.0009844358
713	0.0009484162
716	0.0008730992
719	0.0008005253
722	0.0007999327
725	0.0008827485
728	0.0009727891
731	0.001071804
734	0.001099974
737	0.001084894
740	0.001038363
743	0.0009943051
746	0.0009819101
749	0.0009607555
752	0.0009669074
755	0.0009457689
758	0.0009325937
761	0.0008847688
764	0.0008788009
767	0.000903285
770	0.0009234854
773	0.0009391298
776	0.0009134636
779	0.0008961272
782	0.0008129091
785	0.0007476426
788	0.0007683916
791	0.0008435623
794	0.0008640681
797	0.0008088158
800	0.0008159301
