Wavelength (nm)	Dilution Corrected Absorbance
230	0.9016389
233	0.8189227
236	0.753455
239	0.694876
242	0.6521763
245	0.6120221
248	0.5765679
251	0.5416169
254	0.5111933
257	0.4813793
260	0.4556206
263	0.4325926
266	0.4115001
269	0.3928247
272	0.3735871
275	0.3542195
278	0.3309697
281	0.3108588
284	0.2949178
287	0.2790823
290	0.2644347
293	0.2508145
296	0.2377644
299	0.2244199
302	0.2114115
305	0.1995454
308	0.1892204
311	0.1797061
314	0.1710142
317	0.1633776
320	0.1559186
323	0.1489051
326	0.1421512
329	0.1360022
332	0.1299608
335	0.124431
338	0.119088
341	0.1138877
344	0.1091514
347	0.1046199
350	0.1004289
353	0.09617645
356	0.09206207
359	0.08827265
362	0.08426759
365	0.08029383
368	0.07638782
371	0.07234754
374	0.06823583
377	0.06454897
380	0.06098932
383	0.05787433
386	0.05478435
389	0.05199555
392	0.04955632
395	0.04737496
398	0.04535325
401	0.04355482
404	0.0418057
407	0.04022265
410	0.03857203
413	0.03699981
416	0.03557421
419	0.03418787
422	0.03297066
425	0.0318832
428	0.03085916
431	0.0297212
434	0.02866343
437	0.02787574
440	0.02689171
443	0.02601003
446	0.02519734
449	0.02428912
452	0.02365427
455	0.02299561
458	0.02238459
461	0.02186573
464	0.02126967
467	0.02079055
470	0.02039148
473	0.01985057
476	0.01932432
479	0.01880531
482	0.01833505
485	0.01790044
488	0.01743649
491	0.01705799
494	0.01657197
497	0.01617777
500	0.01574849
503	0.01533326
506	0.01496509
509	0.01468037
512	0.01425023
515	0.01398078
518	0.01365243
521	0.01334625
524	0.01301082
527	0.01281074
530	0.01250536
533	0.01221272
536	0.01197582
539	0.01174861
542	0.01151031
545	0.01143039
548	0.0111801
551	0.01095922
554	0.01076739
557	0.01059958
560	0.01033389
563	0.01023685
566	0.01009184
569	0.00989622
572	0.009769284
575	0.009605914
578	0.009534565
581	0.009390665
584	0.00923786
587	0.009093356
590	0.009100301
593	0.008922715
596	0.008962275
599	0.008911983
602	0.008800245
605	0.008579969
608	0.008544849
611	0.008405055
614	0.008307725
617	0.008157358
620	0.008070254
623	0.007889561
626	0.00785518
629	0.007805749
632	0.007651746
635	0.007581734
638	0.007505845
641	0.007472284
644	0.007394112
647	0.007338231
650	0.007263115
653	0.007132463
656	0.006984319
659	0.006889219
662	0.006729822
665	0.006737859
668	0.006615022
671	0.006560632
674	0.006490987
677	0.006537062
680	0.006456711
683	0.006440432
686	0.006387784
689	0.00623468
692	0.006294453
695	0.006158262
698	0.006072528
701	0.006024869
704	0.006018376
707	0.005990945
710	0.005937963
713	0.005763786
716	0.005460221
719	0.005260286
722	0.00516424
725	0.005087907
728	0.005103788
731	0.004941888
734	0.004674586
737	0.004388594
740	0.004207931
743	0.004200897
746	0.004295496
749	0.004285098
752	0.00428101
755	0.004395051
758	0.004523338
761	0.004587559
764	0.004686465
767	0.00487162
770	0.005100473
773	0.005350404
776	0.005308808
779	0.005278682
782	0.005417066
785	0.005315117
788	0.005447981
791	0.005434522
794	0.005380481
797	0.005836982
800	0.005966673
