Wavelength (nm)	Dilution Corrected Absorbance
230	0.4511822
233	0.4059074
236	0.3711949
239	0.3397259
242	0.3143019
245	0.2905451
248	0.2694193
251	0.2481932
254	0.2298253
257	0.2123785
260	0.1980292
263	0.1857951
266	0.1753944
269	0.16663
272	0.1581279
275	0.1499098
278	0.1412804
281	0.1311426
284	0.1211122
287	0.1126214
290	0.1045502
293	0.09733758
296	0.09059895
299	0.08409095
302	0.07809414
305	0.07276634
308	0.06820822
311	0.06422088
314	0.06054926
317	0.05736461
320	0.05434723
323	0.05144073
326	0.04865121
329	0.0461163
332	0.0435828
335	0.0411289
338	0.03874703
341	0.03648356
344	0.03447925
347	0.03264976
350	0.03103463
353	0.02951232
356	0.02807414
359	0.02677096
362	0.02537858
365	0.02389894
368	0.02231841
371	0.02060662
374	0.01880858
377	0.01711895
380	0.0155337
383	0.0141401
386	0.012886
389	0.01175347
392	0.01083801
395	0.01002328
398	0.00937026
401	0.008752331
404	0.008186004
407	0.00762925
410	0.007188065
413	0.006731809
416	0.006302996
419	0.005963406
422	0.005616998
425	0.005085445
428	0.004762115
431	0.004431563
434	0.004161638
437	0.003915476
440	0.003693896
443	0.003532527
446	0.003371533
449	0.003254457
452	0.003157996
455	0.003086162
458	0.002988819
461	0.00285882
464	0.002750599
467	0.002630959
470	0.002493479
473	0.002371062
476	0.002250645
479	0.00213217
482	0.002017959
485	0.001917312
488	0.001857377
491	0.001829369
494	0.001794296
497	0.001744393
500	0.001709046
503	0.001655986
506	0.001602573
509	0.0013901
512	0.001442775
515	0.001331116
518	0.001310849
521	0.00123514
524	0.001187595
527	0.001128304
530	0.001113501
533	0.001082479
536	0.001068877
539	0.001017669
542	0.00099015
545	0.0009712042
548	0.0009458662
551	0.0009052202
554	0.0009104913
557	0.0008961298
560	0.0009153603
563	0.0008659845
566	0.0008390452
569	0.0008153744
572	0.0008263259
575	0.0008431779
578	0.0008248253
581	0.0008206763
584	0.0007799968
587	0.000773887
590	0.0007522171
593	0.0007681825
596	0.0007380766
599	0.0007604819
602	0.0007554256
605	0.000732576
608	0.0007434927
611	0.0007643533
614	0.0007702073
617	0.0007946108
620	0.0007848214
623	0.0007973149
626	0.0007796157
629	0.0008247327
632	0.0007587056
635	0.0007612133
638	0.0007588999
641	0.0008055444
644	0.0008416512
647	0.0008420796
650	0.0008151076
653	0.0007534716
656	0.0007483505
659	0.0006954772
662	0.0007017925
665	0.0006699534
668	0.0006919269
671	0.0007240098
674	0.0006983736
677	0.0007351739
680	0.000764081
683	0.0007368731
686	0.0007530579
689	0.0007745814
692	0.0007209061
695	0.00070976
698	0.0006701252
701	0.0006624038
704	0.0006735927
707	0.0007327753
710	0.0007882523
713	0.000812578
716	0.0008120856
719	0.0007302921
722	0.0006818068
725	0.0007089324
728	0.0006446246
731	0.0006208516
734	0.0006144923
737	0.0004690203
740	0.0004568113
743	0.0004835455
746	0.0004893172
749	0.0005197031
752	0.0006532428
755	0.0007730563
758	0.0007739915
761	0.0008782177
764	0.0009725533
767	0.001089784
770	0.0009815391
773	0.00093347
776	0.001051896
779	0.001079285
782	0.001053903
785	0.001225055
788	0.001398316
791	0.001601176
794	0.001576576
797	0.00153488
800	0.001581465
