Wavelength (nm)	Dilution Corrected Absorbance
230	1.763136
233	1.625982
236	1.523161
239	1.457034
242	1.430078
245	1.426777
248	1.438933
251	1.458364
254	1.474674
257	1.48899
260	1.503922
263	1.523232
266	1.548661
269	1.575068
272	1.59715
275	1.606445
278	1.580655
281	1.542291
284	1.485309
287	1.399843
290	1.297625
293	1.188239
296	1.077519
299	0.968192
302	0.8717354
305	0.7939722
308	0.7342098
311	0.6856328
314	0.6448877
317	0.6114539
320	0.5799749
323	0.5495738
326	0.5209452
329	0.4939972
332	0.4668237
335	0.4410115
338	0.4162324
341	0.3920003
344	0.3705372
347	0.3502574
350	0.3320841
353	0.3134922
356	0.2953852
359	0.2793189
362	0.2627687
365	0.2470738
368	0.2325302
371	0.2181305
374	0.2047044
377	0.192733
380	0.1820105
383	0.1724041
386	0.1626463
389	0.154024
392	0.1455897
395	0.1381744
398	0.1317601
401	0.1256247
404	0.1202035
407	0.1148665
410	0.1095815
413	0.1052972
416	0.1013917
419	0.09788396
422	0.09489396
425	0.09345171
428	0.09072739
431	0.08732325
434	0.08374723
437	0.07997136
440	0.07690589
443	0.07446577
446	0.07275676
449	0.07106713
452	0.06956051
455	0.06795943
458	0.06579421
461	0.06369812
464	0.06149627
467	0.05998196
470	0.05939969
473	0.05844623
476	0.05673885
479	0.05498325
482	0.0537239
485	0.0523926
488	0.05126293
491	0.05008296
494	0.04915677
497	0.04809107
500	0.04674834
503	0.04598856
506	0.04506567
509	0.04458312
512	0.04394204
515	0.04327381
518	0.0422911
521	0.03258366
524	0.04065768
527	0.0402036
530	0.03980218
533	0.03902485
536	0.03856961
539	0.037971
542	0.03697776
545	0.03685413
548	0.03600685
551	0.03574305
554	0.03537693
557	0.03503848
560	0.03432476
563	0.03400561
566	0.03340205
569	0.0374727
572	0.03248986
575	0.03200793
578	0.03158851
581	0.031296
584	0.03069828
587	0.03026243
590	0.02938203
593	0.02922451
596	0.02845799
599	0.02828019
602	0.02765453
605	0.02692086
608	0.02654754
611	0.02602379
614	0.02573668
617	0.02553342
620	0.0252506
623	0.02476983
626	0.02471001
629	0.02442081
632	0.02432063
635	0.02377541
638	0.02356922
641	0.02325297
644	0.02253157
647	0.02235725
650	0.02209719
653	0.02178902
656	0.02095073
659	0.02071074
662	0.02043811
665	0.02006544
668	0.01959049
671	0.01922302
674	0.01906741
677	0.01876097
680	0.01857596
683	0.01799537
686	0.01789215
689	0.01800662
692	0.0184012
695	0.01843694
698	0.01710778
701	0.01556816
704	0.01480748
707	0.01496907
710	0.0151822
713	0.01608076
716	0.01674697
719	0.01674567
722	0.01596307
725	0.01429748
728	0.01217449
731	0.009141
734	0.006374542
737	0.004581421
740	0.003805775
743	0.003796285
746	0.004358161
749	0.005420669
752	0.005866608
755	0.006979428
758	0.00774679
761	0.008905496
764	0.009080549
767	0.01036461
770	0.01162606
773	0.01222152
776	0.01247117
779	0.01305353
782	0.01353533
785	0.01412338
788	0.01382381
791	0.0139553
794	0.01444125
797	0.01467724
800	0.01536464
