Wavelength (nm)	Dilution Corrected Absorbance
230	1.747775
233	1.626014
236	1.530843
239	1.447954
242	1.389107
245	1.344884
248	1.316602
251	1.294632
254	1.277729
257	1.258185
260	1.236911
263	1.213794
266	1.190455
269	1.167331
272	1.14368
275	1.11592
278	1.084736
281	1.043919
284	0.994857
287	0.9316426
290	0.889576
293	0.8349608
296	0.7831247
299	0.7328472
302	0.6864009
305	0.6469867
308	0.6134972
311	0.5831166
314	0.5544887
317	0.5284977
320	0.5021613
323	0.4766113
326	0.4529619
329	0.4308367
332	0.4099528
335	0.3907405
338	0.3722358
341	0.3545938
344	0.3384842
347	0.3228687
350	0.3088338
353	0.2948189
356	0.2814759
359	0.268752
362	0.2559205
365	0.243249
368	0.2309812
371	0.2187624
374	0.206859
377	0.1961274
380	0.1860692
383	0.1768214
386	0.1676931
389	0.1587417
392	0.1508801
395	0.1431158
398	0.1363958
401	0.1302259
404	0.1241271
407	0.1178092
410	0.1119618
413	0.106329
416	0.10115
419	0.09663849
422	0.09249573
425	0.08909564
428	0.08546376
431	0.08224771
434	0.07920979
437	0.07646348
440	0.07392479
443	0.07114043
446	0.06867405
449	0.06635258
452	0.06482551
455	0.06311885
458	0.06190989
461	0.06071711
464	0.05899368
467	0.05737451
470	0.05552536
473	0.05345461
476	0.0514278
479	0.0491704
482	0.04681788
485	0.04518335
488	0.04340561
491	0.04168372
494	0.0401967
497	0.03882397
500	0.03716179
503	0.03562029
506	0.03423189
509	0.03280465
512	0.03147665
515	0.03024546
518	0.02909422
521	0.02801904
524	0.02700364
527	0.02592296
530	0.02522432
533	0.02464646
536	0.02407014
539	0.02354526
542	0.02301456
545	0.02255997
548	0.02202339
551	0.0217036
554	0.02164192
557	0.02126509
560	0.02088874
563	0.02060075
566	0.02025106
569	0.02002163
572	0.01990005
575	0.01996966
578	0.01970334
581	0.01947672
584	0.01921135
587	0.01905752
590	0.01882025
593	0.01878501
596	0.01892154
599	0.01872229
602	0.01853241
605	0.01814413
608	0.01795065
611	0.01794548
614	0.01799721
617	0.01792002
620	0.01781375
623	0.017479
626	0.01732229
629	0.01720687
632	0.01709427
635	0.01712059
638	0.01711431
641	0.01686898
644	0.01643334
647	0.01627659
650	0.01626009
653	0.01621397
656	0.01636913
659	0.01636844
662	0.01602778
665	0.01593131
668	0.01571768
671	0.01598808
674	0.01594631
677	0.01571908
680	0.01514076
683	0.01486916
686	0.01432227
689	0.01410587
692	0.01408845
695	0.0143535
698	0.01369854
701	0.01322161
704	0.01308505
707	0.01348058
710	0.01317813
713	0.01261643
716	0.01149573
719	0.01024753
722	0.009902915
725	0.0107847
728	0.01173481
731	0.01279198
734	0.01307082
737	0.01276697
740	0.0119435
743	0.01124639
746	0.01070339
749	0.01034559
752	0.01078896
755	0.01094718
758	0.01070706
761	0.009916845
764	0.009590815
767	0.009800593
770	0.01006469
773	0.0103638
776	0.01038536
779	0.009862678
782	0.008763124
785	0.007784302
788	0.00815561
791	0.009458563
794	0.00983539
797	0.008958212
800	0.009452141
