Wavelength (nm)	Dilution Corrected Absorbance
230	2.559328
233	2.44776
236	2.354103
239	2.266494
242	2.190438
245	2.126424
248	2.073169
251	2.021408
254	1.977734
257	1.934403
260	1.89668
263	1.860937
266	1.829376
269	1.800742
272	1.770227
275	1.737275
278	1.69872
281	1.650444
284	1.582368
287	1.530354
290	1.489009
293	1.436273
296	1.386829
299	1.337559
302	1.291585
305	1.249774
308	1.213948
311	1.181807
314	1.150319
317	1.121429
320	1.09182
323	1.061304
326	1.03054
329	1.000434
332	0.969241
335	0.9390056
338	0.9086391
341	0.8781506
344	0.8488611
347	0.8203238
350	0.7931812
353	0.7649175
356	0.736529
359	0.7096806
362	0.6811235
365	0.6532898
368	0.6254704
371	0.5972069
374	0.5694694
377	0.5431386
380	0.5184478
383	0.4955374
386	0.4729596
389	0.4503003
392	0.4299236
395	0.4102254
398	0.3930667
401	0.3763445
404	0.3605235
407	0.3449561
410	0.3302027
413	0.316399
416	0.3035059
419	0.2920556
422	0.2807826
425	0.2700579
428	0.2607569
431	0.2508175
434	0.241362
437	0.2329298
440	0.2246912
443	0.2169051
446	0.2099123
449	0.2033513
452	0.1975594
455	0.1915716
458	0.1861086
461	0.1810535
464	0.1758758
467	0.1713378
470	0.1668172
473	0.1625386
476	0.1578448
479	0.1531754
482	0.1489162
485	0.1455157
488	0.141341
491	0.1373992
494	0.1342633
497	0.1306945
500	0.1271231
503	0.1238496
506	0.1206883
509	0.1178158
512	0.1149078
515	0.1118311
518	0.1087261
521	0.1058288
524	0.1033067
527	0.1003743
530	0.09787331
533	0.09570161
536	0.09304569
539	0.09112584
542	0.08845995
545	0.08655977
548	0.0841244
551	0.08228496
554	0.07979993
557	0.07852753
560	0.07675413
563	0.07488637
566	0.07313355
569	0.07147972
572	0.07009877
575	0.06807931
578	0.06651708
581	0.06502254
584	0.06352264
587	0.06201301
590	0.0606507
593	0.05923079
596	0.05810262
599	0.05632476
602	0.05482222
605	0.05334908
608	0.05198828
611	0.05087482
614	0.04982155
617	0.04866089
620	0.0475038
623	0.0465037
626	0.04538718
629	0.04425197
632	0.04306637
635	0.04221714
638	0.04113918
641	0.04018316
644	0.03911412
647	0.03799166
650	0.03720241
653	0.03625763
656	0.03502819
659	0.03418706
662	0.03346467
665	0.03257622
668	0.03194883
671	0.03116204
674	0.0306921
677	0.03005891
680	0.02896902
683	0.02864734
686	0.02799758
689	0.0272253
692	0.02621013
695	0.02506597
698	0.02426921
701	0.023499
704	0.02232132
707	0.02184088
710	0.02121069
713	0.02002516
716	0.01957044
719	0.01861972
722	0.01797349
725	0.01722372
728	0.01699147
731	0.01590852
734	0.01443043
737	0.01354113
740	0.01225269
743	0.01194834
746	0.01203312
749	0.01164764
752	0.01188857
755	0.01214731
758	0.01209068
761	0.01227257
764	0.01238898
767	0.01248722
770	0.01281349
773	0.0129879
776	0.01337516
779	0.01267898
782	0.01239218
785	0.01302864
788	0.01334347
791	0.01272387
794	0.01204413
797	0.01168226
800	0.01152392
