Wavelength (nm)	Dilution Corrected Absorbance
230	0.0003592637
233	-0.0005688387
236	-0.001101271
239	-0.001363678
242	-0.001436632
245	-0.001435838
248	-0.00139931
251	-0.001372593
254	-0.001289256
257	-0.001063214
260	-0.0008256604
263	-0.0005937258
266	-0.0003725777
269	-0.0002061892
272	-7.352971e-05
275	-1.528089e-06
278	8.488335e-05
281	5.398748e-05
284	6.306247e-05
287	-2.490935e-06
290	-5.100679e-05
293	-0.0001203423
296	-0.0001445974
299	-0.0001567959
302	-0.0001942175
305	-0.0001898995
308	-0.000183919
311	-0.0001631016
314	-0.000132859
317	-0.0001104676
320	-8.713127e-05
323	-6.172059e-05
326	-3.207537e-05
329	-7.805139e-06
332	2.340631e-05
335	6.829195e-05
338	9.227275e-05
341	0.0001124619
344	0.0001137093
347	0.0001243987
350	0.0001249778
353	0.0001281557
356	0.000131649
359	0.0001158666
362	0.0001003071
365	8.467591e-05
368	4.981513e-05
371	2.895133e-05
374	1.042798e-05
377	1.080275e-05
380	2.576756e-05
383	3.484286e-05
386	5.183732e-05
389	5.53514e-05
392	7.380711e-05
395	9.033907e-05
398	0.0001129897
401	0.0001504899
404	0.0001655888
407	0.0002070043
410	0.000218901
413	0.0002256639
416	0.0002390264
419	0.000270877
422	0.0003019703
425	0.00036096
428	0.0003743587
431	0.0004059628
434	0.0004534863
437	0.0004954941
440	0.0005351051
443	0.0005179661
446	0.0005105238
449	0.0005023093
452	0.0005163195
455	0.000535677
458	0.0005731757
461	0.0006241108
464	0.0006602534
467	0.000673216
470	0.0006879099
473	0.0006867889
476	0.0006854833
479	0.00067104
482	0.0006529216
485	0.0006470563
488	0.0006341187
491	0.0006180154
494	0.0006137835
497	0.0006203503
500	0.0006293825
503	0.0006215165
506	0.0006034329
509	0.0005893038
512	0.0005982411
515	0.0005909485
518	0.0005856762
521	0.0005885905
524	0.0006002682
527	0.0005920018
530	0.0005987138
533	0.0006028565
536	0.0006142916
539	0.0006382186
542	0.0006529555
545	0.0006587058
548	0.0006550065
551	0.0006679929
554	0.0006868035
557	0.0006982758
560	0.0007127677
563	0.0007188394
566	0.0007286872
569	0.000747331
572	0.0007540913
575	0.0007790037
578	0.0007868713
581	0.0007976049
584	0.0008020988
587	0.0008079807
590	0.0008457789
593	0.0008792746
596	0.0008676832
599	0.0008498467
602	0.0008547297
605	0.0008541592
608	0.000848055
611	0.0008648644
614	0.0008712256
617	0.0009018298
620	0.000912595
623	0.0009200727
626	0.0009136095
629	0.0008979926
632	0.000895504
635	0.0009074903
638	0.0009323493
641	0.0009404027
644	0.0009404309
647	0.0009414436
650	0.0009246186
653	0.0009169692
656	0.0009295182
659	0.0009491874
662	0.000972665
665	0.0009776449
668	0.0009567175
671	0.0009425952
674	0.0009416588
677	0.0009305447
680	0.0009326953
683	0.0009201866
686	0.0009335107
689	0.000924925
692	0.0009145345
695	0.000887894
698	0.0008339332
701	0.0008036382
704	0.000826074
707	0.0008651857
710	0.0008650104
713	0.0008155935
716	0.0007160044
719	0.0006108393
722	0.000583946
725	0.0006487922
728	0.0007454315
731	0.0008170712
734	0.0008306846
737	0.0008080943
740	0.0007485784
743	0.0006940121
746	0.0006628405
749	0.0006400133
752	0.0006671839
755	0.0006984333
758	0.0007267016
761	0.0007143207
764	0.0007031077
767	0.0007256535
770	0.0007396966
773	0.0007188803
776	0.0007431182
779	0.0007950985
782	0.0007865783
785	0.0007501286
788	0.0007156903
791	0.0007398875
794	0.0008063912
797	0.0007677284
800	0.0008037553
