Wavelength (nm)	Dilution Corrected Absorbance
230	3.238129
233	2.838032
236	2.513032
239	2.238997
242	2.06251
245	1.936271
248	1.870786
251	1.853334
254	1.873177
257	1.92267
260	1.990621
263	2.071174
266	2.155317
269	2.225604
272	2.27384
275	2.2866
278	2.231395
281	2.143682
284	2.016776
287	1.846875
290	1.651646
293	1.455313
296	1.267528
299	1.089475
302	0.9331742
305	0.8098541
308	0.7189268
311	0.6498826
314	0.5960568
317	0.5539325
320	0.5149252
323	0.4799705
326	0.4474074
329	0.4183726
332	0.3900541
335	0.3648004
338	0.3412342
341	0.3196033
344	0.3008774
347	0.2837094
350	0.2683701
353	0.2543781
356	0.2401425
359	0.2274511
362	0.2150113
365	0.2030904
368	0.1921976
371	0.1818367
374	0.1719159
377	0.1630863
380	0.1550864
383	0.1482487
386	0.1415722
389	0.1349432
392	0.1289335
395	0.1235619
398	0.1189894
401	0.1140899
404	0.1098444
407	0.1062445
410	0.1023332
413	0.09886124
416	0.09598884
419	0.09328
422	0.09092973
425	0.08885119
428	0.08687994
431	0.08488954
434	0.0836234
437	0.08208862
440	0.08052054
443	0.07844477
446	0.07654991
449	0.07499786
452	0.07362477
455	0.07153873
458	0.07089546
461	0.0702663
464	0.06894166
467	0.06823818
470	0.0675551
473	0.06673457
476	0.06567267
479	0.06398253
482	0.06288757
485	0.06222545
488	0.06121294
491	0.05986549
494	0.05879633
497	0.0578778
500	0.05665357
503	0.05606618
506	0.0549977
509	0.05438798
512	0.053435
515	0.05238191
518	0.05147347
521	0.05052675
524	0.04999014
527	0.0484983
530	0.04808529
533	0.04711328
536	0.0463768
539	0.0458406
542	0.045062
545	0.04462892
548	0.04383576
551	0.04382981
554	0.0429015
557	0.0423118
560	0.04219432
563	0.04149049
566	0.04102594
569	0.04045225
572	0.04006432
575	0.03997107
578	0.03953791
581	0.0387916
584	0.03789522
587	0.03732965
590	0.03740793
593	0.03648761
596	0.03617798
599	0.03594233
602	0.03609219
605	0.03596171
608	0.03610074
611	0.03593394
614	0.03555711
617	0.03538229
620	0.03523814
623	0.03477754
626	0.03451154
629	0.03441031
632	0.03331861
635	0.03313486
638	0.03261147
641	0.03168886
644	0.03132573
647	0.03087308
650	0.03084013
653	0.03117179
656	0.03064198
659	0.03055931
662	0.03056164
665	0.03108194
668	0.03034446
671	0.03096385
674	0.03037169
677	0.03011124
680	0.02966066
683	0.02939911
686	0.02886051
689	0.02826397
692	0.02826534
695	0.0273515
698	0.02671188
701	0.02556484
704	0.02603187
707	0.02625755
710	0.02470251
713	0.02351333
716	0.02202394
719	0.02075148
722	0.0203631
725	0.02052855
728	0.02132026
731	0.02135976
734	0.02133477
737	0.02067379
740	0.01954048
743	0.0195664
746	0.01908253
749	0.01871478
752	0.01885699
755	0.01918689
758	0.01957594
761	0.01912947
764	0.01958498
767	0.02070634
770	0.02246729
773	0.02179547
776	0.02138288
779	0.02098719
782	0.0215734
785	0.02097765
788	0.01939043
791	0.01970214
794	0.01863303
797	0.01793363
800	0.01808364
