Wavelength (nm)	Dilution Corrected Absorbance
230	0.620977
233	0.5510735
236	0.4987633
239	0.4618411
242	0.4406061
245	0.4243153
248	0.4124419
251	0.4023781
254	0.3942343
257	0.3859085
260	0.3782173
263	0.370308
266	0.3620527
269	0.3536201
272	0.3441592
275	0.334849
278	0.3203762
281	0.3118966
284	0.2972158
287	0.2821603
290	0.2664377
293	0.2518943
296	0.2399745
299	0.2291729
302	0.2196998
305	0.2116993
308	0.2051385
311	0.1993979
314	0.1941452
317	0.189619
320	0.1851064
323	0.1807332
326	0.1766465
329	0.1727363
332	0.1688807
335	0.1652737
338	0.1616415
341	0.1579871
344	0.1545217
347	0.1512208
350	0.1480417
353	0.1447346
356	0.1412633
359	0.1380086
362	0.1345133
365	0.1308687
368	0.1270535
371	0.1228288
374	0.1186595
377	0.1145823
380	0.1109749
383	0.1076718
386	0.1043397
389	0.1013998
392	0.09882235
395	0.09652591
398	0.09450373
401	0.09274932
404	0.09099626
407	0.08930671
410	0.08745427
413	0.08565032
416	0.08408461
419	0.08237539
422	0.08083678
425	0.08017871
428	0.07918762
431	0.07849419
434	0.07779779
437	0.07716417
440	0.07614009
443	0.0748074
446	0.07338546
449	0.07195153
452	0.07090531
455	0.07029881
458	0.06978449
461	0.06933275
464	0.06878373
467	0.06818911
470	0.06769663
473	0.06690735
476	0.06586748
479	0.06557699
482	0.06517878
485	0.06473048
488	0.06417291
491	0.0632713
494	0.06250839
497	0.06157079
500	0.06071238
503	0.05996078
506	0.05939774
509	0.0588587
512	0.05832893
515	0.05790102
518	0.05728315
521	0.05407045
524	0.05638647
527	0.055998
530	0.05543794
533	0.05498684
536	0.05456083
539	0.054324
542	0.05423354
545	0.05372644
548	0.05290739
551	0.05251283
554	0.05209839
557	0.0518073
560	0.05140258
563	0.05105719
566	0.05077041
569	0.05235847
572	0.0505964
575	0.05115376
578	0.05241119
581	0.05340499
584	0.05306578
587	0.05107134
590	0.04913048
593	0.04816025
596	0.04765219
599	0.04747312
602	0.0473064
605	0.046951
608	0.04675596
611	0.04658599
614	0.04651292
617	0.04633705
620	0.04617746
623	0.04568182
626	0.0454796
629	0.04520522
632	0.04487258
635	0.04458423
638	0.04437055
641	0.04406147
644	0.04377911
647	0.04362701
650	0.04345302
653	0.04340331
656	0.04317206
659	0.04310654
662	0.04290841
665	0.04288717
668	0.04266199
671	0.04254164
674	0.0425159
677	0.04235868
680	0.04227684
683	0.04223255
686	0.04233133
689	0.04253155
692	0.04242412
695	0.04218969
698	0.04168901
701	0.04167813
704	0.04173586
707	0.0419725
710	0.04136872
713	0.04011258
716	0.03851678
719	0.03687371
722	0.03641984
725	0.03659974
728	0.03713335
731	0.03736239
734	0.03747967
737	0.03710903
740	0.03673307
743	0.03733343
746	0.03868354
749	0.03828492
752	0.0367539
755	0.03650283
758	0.03640361
761	0.03661426
764	0.03688579
767	0.03712667
770	0.03662421
773	0.03676135
776	0.03647989
779	0.03656759
782	0.0367664
785	0.03687574
788	0.03694091
791	0.03709244
794	0.03673115
797	0.03630522
800	0.03647481
