Wavelength (nm)	Dilution Corrected Absorbance
230	2.060873
233	1.952282
236	1.878091
239	1.825698
242	1.787797
245	1.761266
248	1.735942
251	1.699938
254	1.653181
257	1.593482
260	1.532898
263	1.477482
266	1.433552
269	1.400519
272	1.371094
275	1.340473
278	1.30336
281	1.254361
284	1.182899
287	1.136759
290	1.073164
293	1.011429
296	0.9518288
299	0.8942986
302	0.8439335
305	0.8031558
308	0.7715934
311	0.7461758
314	0.7223854
317	0.699401
320	0.6729344
323	0.6416142
326	0.6064589
329	0.5690902
332	0.5289462
335	0.4888865
338	0.4502659
341	0.4140545
344	0.3829901
347	0.3560803
350	0.3331026
353	0.3122
356	0.2930413
359	0.2763601
362	0.2598065
365	0.2438725
368	0.2287288
371	0.2137509
374	0.1992173
377	0.1861442
380	0.1742144
383	0.1632306
386	0.1524257
389	0.1425103
392	0.1340346
395	0.1256767
398	0.1187202
401	0.1122648
404	0.1060709
407	0.1000644
410	0.09474594
413	0.08916567
416	0.08457417
419	0.08047966
422	0.07647241
425	0.07275666
428	0.06887917
431	0.06537358
434	0.06192193
437	0.05910581
440	0.0566538
443	0.05419006
446	0.05205897
449	0.04963643
452	0.04791793
455	0.04596198
458	0.04413979
461	0.04239307
464	0.04067424
467	0.03900712
470	0.0372459
473	0.03620105
476	0.03511387
479	0.03303558
482	0.0312824
485	0.02997882
488	0.02853578
491	0.02740204
494	0.02562499
497	0.02480461
500	0.02357885
503	0.02261751
506	0.02164379
509	0.02065977
512	0.01997492
515	0.01922512
518	0.0184149
521	0.01764362
524	0.0168674
527	0.0164662
530	0.0154948
533	0.01480261
536	0.01432705
539	0.01377801
542	0.01333218
545	0.01288239
548	0.01243802
551	0.01226426
554	0.01160357
557	0.01134471
560	0.0108481
563	0.0107847
566	0.01042035
569	0.0102447
572	0.009822412
575	0.009605537
578	0.009481137
581	0.009073707
584	0.008993149
587	0.008654869
590	0.008537593
593	0.008278616
596	0.007971939
599	0.008008922
602	0.007761001
605	0.007736886
608	0.007390056
611	0.007457056
614	0.00740855
617	0.007291122
620	0.007325422
623	0.007130564
626	0.007165805
629	0.006894199
632	0.006890574
635	0.006560857
638	0.006318778
641	0.006410005
644	0.005997961
647	0.005948707
650	0.005580979
653	0.005668001
656	0.005328186
659	0.005285193
662	0.005207626
665	0.005177302
668	0.00484755
671	0.004799427
674	0.004937427
677	0.004830924
680	0.00483949
683	0.004589228
686	0.004521965
689	0.00441078
692	0.00389118
695	0.003257797
698	0.003068509
701	0.004079046
704	0.004105409
707	0.003611704
710	0.003063255
713	0.00188412
716	0.001212489
719	0.0005475817
722	0.0003062459
725	0.001308637
728	0.002388846
731	0.003188491
734	0.003221984
737	0.00291187
740	0.002568367
743	0.002249588
746	0.00191341
749	0.001799684
752	0.001665548
755	0.001451492
758	0.001115561
761	0.0006186982
764	0.0003113089
767	0.0003274779
770	0.0007501261
773	0.001199726
776	0.0008997233
779	0.0009426087
782	0.0006996584
785	0.0007768667
788	0.0006734219
791	0.000639772
794	0.00169972
797	0.001160373
800	0.0003129214
