Wavelength (nm)	Dilution Corrected Absorbance
230	8.446565
233	8.035251
236	7.695417
239	7.395829
242	7.139451
245	6.935825
248	6.767142
251	6.624668
254	6.512531
257	6.414149
260	6.325694
263	6.237314
266	6.146674
269	6.051852
272	5.929009
275	5.782535
278	5.614287
281	5.407832
284	5.128723
287	4.914888
290	4.74453
293	4.547911
296	4.366111
299	4.189785
302	4.027742
305	3.881449
308	3.756654
311	3.648159
314	3.543754
317	3.448861
320	3.354044
323	3.256967
326	3.157515
329	3.061766
332	2.962137
335	2.865064
338	2.768426
341	2.671412
344	2.579691
347	2.490631
350	2.404701
353	2.318318
356	2.230891
359	2.149974
362	2.06259
365	1.977478
368	1.893567
371	1.809326
374	1.723323
377	1.644648
380	1.568139
383	1.498015
386	1.426207
389	1.353989
392	1.28804
395	1.223408
398	1.164811
401	1.106777
404	1.049787
407	0.994117
410	0.9410749
413	0.8880392
416	0.8395577
419	0.7966087
422	0.7570357
425	0.7189667
428	0.6837229
431	0.6494556
434	0.6170003
437	0.5865106
440	0.5587778
443	0.5332122
446	0.5106596
449	0.4897409
452	0.473225
455	0.4551357
458	0.4404452
461	0.4252879
464	0.4112603
467	0.4000036
470	0.3890457
473	0.3784001
476	0.3660814
479	0.3541645
482	0.3446472
485	0.3349535
488	0.3253243
491	0.316312
494	0.3086027
497	0.299059
500	0.2894093
503	0.2833358
506	0.2760822
509	0.2693894
512	0.2615178
515	0.2535268
518	0.2471133
521	0.240218
524	0.2346996
527	0.2289628
530	0.2225625
533	0.2156609
536	0.2113013
539	0.2056431
542	0.200737
545	0.1954697
548	0.190529
551	0.1860147
554	0.1819263
557	0.1761636
560	0.1723894
563	0.1695988
566	0.1659785
569	0.1608579
572	0.1572363
575	0.1544036
578	0.1503312
581	0.1486963
584	0.1436509
587	0.1407241
590	0.1378857
593	0.1333364
596	0.1315348
599	0.1279253
602	0.1254343
605	0.1213847
608	0.1191805
611	0.1161003
614	0.1136641
617	0.1114705
620	0.1100021
623	0.1056461
626	0.1028668
629	0.1017751
632	0.09810374
635	0.09615009
638	0.09307201
641	0.0905954
644	0.0879293
647	0.08774417
650	0.08404667
653	0.08276317
656	0.07958373
659	0.07715626
662	0.07452821
665	0.07517604
668	0.07135256
671	0.07006778
674	0.06926129
677	0.06698658
680	0.06555065
683	0.06486538
686	0.06209521
689	0.0627542
692	0.05977028
695	0.05841604
698	0.05483172
701	0.04902993
704	0.04959344
707	0.04768785
710	0.04560591
713	0.04511542
716	0.04220818
719	0.04161268
722	0.03898863
725	0.03856569
728	0.03715503
731	0.03447348
734	0.03315536
737	0.02966385
740	0.02739613
743	0.0270025
746	0.02501634
749	0.02831545
752	0.02825321
755	0.02946175
758	0.02563346
761	0.02713833
764	0.02565009
767	0.02843486
770	0.02720457
773	0.02699321
776	0.02687284
779	0.0248328
782	0.02753326
785	0.0309227
788	0.02456294
791	0.02461368
794	0.02840425
797	0.02569226
800	0.02768162
