Wavelength (nm)	Dilution Corrected Absorbance
230	1.368387
233	1.294357
236	1.245997
239	1.213623
242	1.192061
245	1.179718
248	1.167783
251	1.147524
254	1.11863
257	1.079405
260	1.040683
263	1.006931
266	0.9823172
269	0.964062
272	0.9470771
275	0.9263318
278	0.8985606
281	0.8603772
284	0.804887
287	0.7703716
290	0.7230508
293	0.6798666
296	0.6404807
299	0.6039058
302	0.5733463
305	0.5491696
308	0.530999
311	0.5164614
314	0.5023517
317	0.4876133
320	0.470248
323	0.4484555
326	0.4230715
329	0.3955842
332	0.3658268
335	0.3363139
338	0.3079445
341	0.2814661
344	0.2593206
347	0.2404562
350	0.2246018
353	0.2106378
356	0.1977553
359	0.1869446
362	0.1760896
365	0.1657142
368	0.1557705
371	0.1459807
374	0.1364566
377	0.1280146
380	0.1202168
383	0.1131666
386	0.1064765
389	0.1000743
392	0.09471334
395	0.08951145
398	0.08532822
401	0.08130142
404	0.07741821
407	0.07370544
410	0.07020783
413	0.06716135
416	0.06431791
419	0.06166821
422	0.05939748
425	0.05706528
428	0.05497773
431	0.05305153
434	0.05141772
437	0.04984171
440	0.04849213
443	0.04690303
446	0.04513736
449	0.04375495
452	0.04269359
455	0.04197963
458	0.04106091
461	0.04053
464	0.03952981
467	0.03859335
470	0.03761557
473	0.03674432
476	0.03592947
479	0.03440953
482	0.03343937
485	0.0324961
488	0.03174278
491	0.03096784
494	0.03017425
497	0.02941538
500	0.02852762
503	0.02785708
506	0.02723965
509	0.02663003
512	0.02600711
515	0.02544104
518	0.02499963
521	0.02435456
524	0.02391079
527	0.02369845
530	0.02327856
533	0.02283145
536	0.0226167
539	0.02236274
542	0.02204265
545	0.02177763
548	0.0215893
551	0.02131718
554	0.02103863
557	0.02087835
560	0.02066791
563	0.02054445
566	0.02051748
569	0.02045728
572	0.02056297
575	0.02022976
578	0.02010944
581	0.02004668
584	0.02002864
587	0.02013804
590	0.01986154
593	0.02007367
596	0.02011302
599	0.02004521
602	0.01988453
605	0.01997782
608	0.02010601
611	0.01995207
614	0.01978099
617	0.01978318
620	0.01977957
623	0.01970316
626	0.01994956
629	0.01986082
632	0.01971947
635	0.01955937
638	0.01952965
641	0.01947905
644	0.01938636
647	0.01939001
650	0.01922752
653	0.0193572
656	0.01934731
659	0.01940927
662	0.01909644
665	0.01905841
668	0.01906039
671	0.01892322
674	0.0188519
677	0.01867211
680	0.01847934
683	0.01837613
686	0.01814469
689	0.01787775
692	0.01755323
695	0.01695637
698	0.01718709
701	0.01757967
704	0.01842764
707	0.01899298
710	0.01843071
713	0.01721239
716	0.01540667
719	0.01415639
722	0.01417469
725	0.01533123
728	0.01703936
731	0.01833216
734	0.01825594
737	0.01796506
740	0.01729521
743	0.01685056
746	0.01668459
749	0.01667629
752	0.01674542
755	0.01663022
758	0.01684467
761	0.01675742
764	0.01703468
767	0.01702095
770	0.01707617
773	0.01756886
776	0.01805668
779	0.01826676
782	0.01889809
785	0.01917143
788	0.01919026
791	0.01916151
794	0.01891629
797	0.0192007
800	0.01857018
