"","eV","Pi_Al_GibbSorb_std.xmu.nor","Pi_Apatite_CaDefHydroxy_std.xmu.nor","Pi_Fe_GoethSorb_std.xmu.nor","Pi_K_Pyro_std.xmu.nor","Pi_Mg_Tri_std.xmu.nor","Pi_Na_Tri_std.xmu.nor","Pi_NH4_Mg_std.xmu.nor","Po_Na_AMP_std.xmu.nor"
"688",2164.1,NA,NA,1.3253639,NA,NA,NA,NA,NA
"689",2164.6,NA,NA,1.3462103,NA,NA,NA,NA,NA
"690",2165.1,NA,NA,1.3776006,NA,NA,NA,NA,NA
"691",2165.6,NA,NA,1.4117331,NA,NA,NA,NA,NA
"692",2166.1,NA,NA,1.4421995,NA,NA,NA,NA,NA
"693",2166.6,NA,NA,1.4693064,NA,NA,NA,NA,NA
"694",2167.1,NA,NA,1.470352,NA,NA,NA,NA,NA
"695",2167.6,NA,NA,1.4796461,NA,NA,NA,NA,NA
"696",2168.1,NA,NA,1.4982736,NA,NA,NA,NA,NA
"697",2168.6,NA,NA,1.5189753,NA,NA,NA,NA,NA
"698",2169.1,NA,NA,1.5372592,NA,NA,NA,NA,NA
"699",2169.6,NA,NA,1.5341329,NA,NA,NA,NA,NA
"700",2170.1,NA,NA,1.545203,NA,NA,NA,NA,NA
"701",2170.6,NA,NA,1.5229191,NA,NA,NA,NA,NA
"702",2171.1,NA,NA,1.5149066,NA,NA,NA,NA,NA
"703",2171.6,NA,NA,1.4806962,NA,NA,NA,NA,NA
"704",2172.1,NA,NA,1.461206,NA,NA,NA,NA,NA
"705",2172.6,NA,NA,1.4213685,NA,NA,NA,NA,NA
"706",2173.1,NA,NA,1.3867979,NA,NA,NA,NA,NA
"707",2173.6,NA,NA,1.3525489,NA,NA,NA,NA,NA
"708",2174.1,NA,NA,1.3311372,NA,NA,NA,NA,NA
"709",2174.6,NA,NA,1.2855876,NA,NA,NA,NA,NA
"710",2175.1,NA,NA,1.2468971,NA,NA,NA,NA,NA
"711",2175.6,NA,NA,1.19714,NA,NA,NA,NA,NA
"712",2176.1,NA,NA,1.1791376,NA,NA,NA,NA,NA
"713",2176.6,NA,NA,1.1624629,NA,NA,NA,NA,NA
"714",2177.1,NA,NA,1.158729,NA,NA,NA,NA,NA
"715",2177.6,NA,NA,1.1353357,NA,NA,NA,NA,NA
"716",2178.1,NA,NA,1.1132226,NA,NA,NA,NA,NA
"717",2178.6,NA,NA,1.0874639,NA,NA,NA,NA,NA
"718",2179.1,NA,NA,1.0723614,NA,NA,NA,NA,NA
"719",2179.6,NA,NA,1.0693712,NA,NA,NA,NA,NA
"720",2180.1,NA,NA,1.0672418,NA,NA,NA,NA,NA
"721",2180.6,NA,NA,1.0799833,NA,NA,NA,NA,NA
"722",2181.1,NA,NA,1.0786911,NA,NA,NA,NA,NA
"723",2181.6,NA,NA,1.0757121,NA,NA,NA,NA,NA
"724",2182.1,NA,NA,1.0744889,NA,NA,NA,NA,NA
"725",2182.6,NA,NA,1.0632964,NA,NA,NA,NA,NA
"726",2183.1,NA,NA,1.0641866,NA,NA,NA,NA,NA
"727",2183.6,NA,NA,1.0618705,NA,NA,NA,NA,NA
"728",2184.1,NA,NA,1.0769966,NA,NA,NA,NA,NA
"729",2184.6,NA,NA,1.0777561,NA,NA,NA,NA,NA
"730",2185.1,NA,NA,1.0668967,NA,NA,NA,NA,NA
"731",2185.6,NA,NA,1.055433,NA,NA,NA,NA,NA
"732",2186.1,NA,NA,1.0667068,NA,NA,NA,NA,NA
"733",2186.6,NA,NA,1.0601962,NA,NA,NA,NA,NA
"734",2187.1,NA,NA,1.0541865,NA,NA,NA,NA,NA
"735",2187.6,NA,NA,1.0314044,NA,NA,NA,NA,NA
"736",2188.1,NA,NA,1.0431594,NA,NA,NA,NA,NA
"737",2188.6,NA,NA,1.0519559,NA,NA,NA,NA,NA
"738",2189.1,NA,NA,1.0587362,NA,NA,NA,NA,NA
"739",2189.6,NA,NA,1.0494064,NA,NA,NA,NA,NA
"740",2190.1,NA,NA,1.0550502,NA,NA,NA,NA,NA
"741",2190.6,NA,NA,1.059745,NA,NA,NA,NA,NA
"742",2191.1,NA,NA,1.0780009,NA,NA,NA,NA,NA
"743",2191.6,NA,NA,1.0774601,NA,NA,NA,NA,NA
"744",2192.1,NA,NA,1.0797623,NA,NA,NA,NA,NA
"745",2192.6,NA,NA,1.0840215,NA,NA,NA,NA,NA
"746",2193.1,NA,NA,1.0879984,NA,NA,NA,NA,NA
"747",2193.6,NA,NA,1.0932225,NA,NA,NA,NA,NA
"748",2194.1,NA,NA,1.0957959,NA,NA,NA,NA,NA
"749",2194.6,NA,NA,1.1011863,NA,NA,NA,NA,NA
"750",2195.1,NA,NA,1.1036832,NA,NA,NA,NA,NA
"751",2195.6,NA,NA,1.0996129,NA,NA,NA,NA,NA
"752",2196.1,NA,NA,1.1038417,NA,NA,NA,NA,NA
"753",2196.6,NA,NA,1.1006807,NA,NA,NA,NA,NA
"754",2197.1,NA,NA,1.1152231,NA,NA,NA,NA,NA
"755",2197.6,NA,NA,1.1253266,NA,NA,NA,NA,NA
"756",2198.1,NA,NA,1.135382,NA,NA,NA,NA,NA
"757",2198.6,NA,NA,1.1262214,NA,NA,NA,NA,NA
"758",2199.1,NA,NA,1.1275745,NA,NA,NA,NA,NA
"759",2199.6,NA,NA,1.1294751,NA,NA,NA,NA,NA
"760",2200.1,NA,NA,1.1393612,NA,NA,NA,NA,NA
"761",2201.1,NA,NA,1.1426321,NA,NA,NA,NA,NA
"762",2202.1,NA,NA,1.1561612,NA,NA,NA,NA,NA
"763",2203.1,NA,NA,1.1661163,NA,NA,NA,NA,NA
"764",2204.1,NA,NA,1.1915521,NA,NA,NA,NA,NA
"765",2205.1,NA,NA,1.2133264,NA,NA,NA,NA,NA
"766",2206.1,NA,NA,1.2253904,NA,NA,NA,NA,NA
"767",2207.1,NA,NA,1.2399902,NA,NA,NA,NA,NA
"768",2208.1,NA,NA,1.2567975,NA,NA,NA,NA,NA
"769",2209.1,NA,NA,1.2802652,NA,NA,NA,NA,NA
"770",2210.1,NA,NA,1.2929548,NA,NA,NA,NA,NA
"771",2211.1,NA,NA,1.3061305,NA,NA,NA,NA,NA
"772",2212.1,NA,NA,1.3275664,NA,NA,NA,NA,NA
"773",2213.1,NA,NA,1.3403622,NA,NA,NA,NA,NA
"774",2214.1,NA,NA,1.3558213,NA,NA,NA,NA,NA
"775",2215.1,NA,NA,1.3648774,NA,NA,NA,NA,NA
"776",2216.1,NA,NA,1.3891553,NA,NA,NA,NA,NA
"777",2217.1,NA,NA,1.4045764,NA,NA,NA,NA,NA
"778",2218.1,NA,NA,1.4280188,NA,NA,NA,NA,NA
"779",2219.1,NA,NA,1.4355696,NA,NA,NA,NA,NA
"780",2220.1,NA,NA,1.4447121,NA,NA,NA,NA,NA
"781",2221.1,NA,NA,1.4630957,NA,NA,NA,NA,NA
"782",2222.1,NA,NA,1.4759568,NA,NA,NA,NA,NA
"783",2223.1,NA,NA,1.4888919,NA,NA,NA,NA,NA
"784",2224.1,NA,NA,1.5016392,NA,NA,NA,NA,NA
"785",2225.1,NA,NA,1.5186585,NA,NA,NA,NA,NA
"786",2226.1,NA,NA,1.5444922,NA,NA,NA,NA,NA
"787",2227.1,NA,NA,1.5554172,NA,NA,NA,NA,NA
"788",2228.1,NA,NA,1.5651563,NA,NA,NA,NA,NA
"789",2229.1,NA,NA,1.5712484,NA,NA,NA,NA,NA
"790",2230.1,NA,NA,1.5857882,NA,NA,NA,NA,NA
"791",2231.1,NA,NA,1.5973553,NA,NA,NA,NA,NA
"792",2232.1,NA,NA,1.6168712,NA,NA,NA,NA,NA
"793",2233.1,NA,NA,1.6320659,NA,NA,NA,NA,NA
"794",2234.1,NA,NA,1.6590721,NA,NA,NA,NA,NA
"795",2235.1,NA,NA,1.6777955,NA,NA,NA,NA,NA
"796",2236.1,NA,NA,1.681274,NA,NA,NA,NA,NA
"797",2125.46,NA,NA,NA,NA,NA,-0.029214082,NA,NA
"798",2127.46,NA,NA,NA,NA,NA,-0.028501732,NA,NA
"799",2129.46,NA,NA,NA,NA,NA,-0.032948112,NA,NA
"800",2131.46,NA,NA,NA,NA,NA,-0.017692028,NA,NA
"801",2133.46,NA,NA,NA,NA,NA,0.016118216,NA,NA
"802",2135.46,NA,NA,NA,NA,NA,0.0014838836,NA,NA
"803",2137.46,NA,NA,NA,NA,NA,-0.0018098765,NA,NA
"804",2139.46,NA,NA,NA,NA,NA,-0.00038955015,NA,NA
"805",2140.46,NA,NA,NA,NA,NA,0.0089350447,NA,NA
"806",2140.66,NA,NA,NA,NA,NA,0.0051965899,NA,NA
"807",2140.76,NA,NA,NA,NA,NA,0.006880195,NA,NA
"808",2140.86,NA,NA,NA,NA,NA,-0.0011104376,NA,NA
"809",2140.96,NA,NA,NA,NA,NA,4.6502222e-05,NA,NA
"810",2141.06,NA,NA,NA,NA,NA,0.0032021801,NA,NA
"811",2141.16,NA,NA,NA,NA,NA,-5.70984e-05,NA,NA
"812",2141.26,NA,NA,NA,NA,NA,0.0016524083,NA,NA
"813",2141.36,NA,NA,NA,NA,NA,0.0053865546,NA,NA
"814",2141.46,NA,NA,NA,NA,NA,0.005839835,NA,NA
"815",2141.56,NA,NA,NA,NA,NA,-0.00070030946,NA,NA
"816",2141.66,NA,NA,NA,NA,NA,0.0031806125,NA,NA
"817",2141.76,NA,NA,NA,NA,NA,-0.0040113883,NA,NA
"818",2141.86,NA,NA,NA,NA,NA,0.0018812225,NA,NA
"819",2141.96,NA,NA,NA,NA,NA,-0.0016716071,NA,NA
"820",2142.06,NA,NA,NA,NA,NA,-0.0055697911,NA,NA
"821",2142.16,NA,NA,NA,NA,NA,0.00034440435,NA,NA
"822",2142.26,NA,NA,NA,NA,NA,0.001812163,NA,NA
"823",2142.36,NA,NA,NA,NA,NA,0.00073725056,NA,NA
"824",2142.46,NA,NA,NA,NA,NA,-0.0092564371,NA,NA
"825",2142.56,NA,NA,NA,NA,NA,-0.014691448,NA,NA
"826",2142.66,NA,NA,NA,NA,NA,0.0037720601,NA,NA
"827",2142.76,NA,NA,NA,NA,NA,-0.0036271532,NA,NA
"828",2142.86,NA,NA,NA,NA,NA,-0.0042228866,NA,NA
"829",2142.96,NA,NA,NA,NA,NA,-0.0037091692,NA,NA
"830",2143.06,NA,NA,NA,NA,NA,-0.0071842942,NA,NA
"831",2143.16,NA,NA,NA,NA,NA,0.0027748637,NA,NA
"832",2143.26,NA,NA,NA,NA,NA,-0.00089020612,NA,NA
"833",2143.36,NA,NA,NA,NA,NA,-0.0050905751,NA,NA
"834",2143.46,NA,NA,NA,NA,NA,0.0003099058,NA,NA
"835",2143.56,NA,NA,NA,NA,NA,0.0073076504,NA,NA
"836",2143.66,NA,NA,NA,NA,NA,-0.0043480548,NA,NA
"837",2143.76,NA,NA,NA,NA,NA,-0.0012441801,NA,NA
"838",2143.86,NA,NA,NA,NA,NA,0.0042555902,NA,NA
"839",2143.96,NA,NA,NA,NA,NA,0.0061593587,NA,NA
"840",2144.06,NA,NA,NA,NA,NA,0.0036641766,NA,NA
"841",2144.16,NA,NA,NA,NA,NA,0.0054772896,NA,NA
"842",2144.26,NA,NA,NA,NA,NA,0.005563631,NA,NA
"843",2144.36,NA,NA,NA,NA,NA,0.0072256515,NA,NA
"844",2144.46,NA,NA,NA,NA,NA,0.0054470796,NA,NA
"845",2144.56,NA,NA,NA,NA,NA,0.0092891492,NA,NA
"846",2144.66,NA,NA,NA,NA,NA,0.0029519003,NA,NA
"847",2144.76,NA,NA,NA,NA,NA,0.0037116827,NA,NA
"848",2144.86,NA,NA,NA,NA,NA,0.0082012916,NA,NA
"849",2144.96,NA,NA,NA,NA,NA,0.004825456,NA,NA
"850",2145.06,NA,NA,NA,NA,NA,0.011292218,NA,NA
"851",2145.16,NA,NA,NA,NA,NA,0.002313009,NA,NA
"852",2145.26,NA,NA,NA,NA,NA,0.0027360709,NA,NA
"853",2145.36,NA,NA,NA,NA,NA,0.0034699517,NA,NA
"854",2145.46,NA,NA,NA,NA,NA,0.015004789,NA,NA
"855",2145.56,NA,NA,NA,NA,NA,0.0038368963,NA,NA
"856",2145.66,NA,NA,NA,NA,NA,0.01465944,NA,NA
"857",2145.76,NA,NA,NA,NA,NA,0.019110197,NA,NA
"858",2145.86,NA,NA,NA,NA,NA,0.0099453592,NA,NA
"859",2145.96,NA,NA,NA,NA,NA,0.0059478859,NA,NA
"860",2146.06,NA,NA,NA,NA,NA,0.013575902,NA,NA
"861",2146.16,NA,NA,NA,NA,NA,0.013519785,NA,NA
"862",2146.26,NA,NA,NA,NA,NA,0.021536325,NA,NA
"863",2146.36,NA,NA,NA,NA,NA,0.024294845,NA,NA
"864",2146.46,NA,NA,NA,NA,NA,0.02437687,NA,NA
"865",2146.56,NA,NA,NA,NA,NA,0.024022884,NA,NA
"866",2146.66,NA,NA,NA,NA,NA,0.017879897,NA,NA
"867",2146.76,NA,NA,NA,NA,NA,0.023401252,NA,NA
"868",2146.86,NA,NA,NA,NA,NA,0.026807312,NA,NA
"869",2146.96,NA,NA,NA,NA,NA,0.025892126,NA,NA
"870",2147.06,NA,NA,NA,NA,NA,0.029078022,NA,NA
"871",2147.16,NA,NA,NA,NA,NA,0.032920092,NA,NA
"872",2147.26,NA,NA,NA,NA,NA,0.028559996,NA,NA
"873",2147.36,NA,NA,NA,NA,NA,0.031922887,NA,NA
"874",2147.46,NA,NA,NA,NA,NA,0.033494252,NA,NA
"875",2147.56,NA,NA,NA,NA,NA,0.038130636,NA,NA
"876",2147.66,NA,NA,NA,NA,NA,0.044437672,NA,NA
"877",2147.76,NA,NA,NA,NA,NA,0.034560542,NA,NA
"878",2147.86,NA,NA,NA,NA,NA,0.05462563,NA,NA
"879",2147.96,NA,NA,NA,NA,NA,0.052877277,NA,NA
"880",2148.06,NA,NA,NA,NA,NA,0.054211211,NA,NA
"881",2148.16,NA,NA,NA,NA,NA,0.056650279,NA,NA
"882",2148.26,NA,NA,NA,NA,NA,0.075765643,NA,NA
"883",2148.36,NA,NA,NA,NA,NA,0.070874565,NA,NA
"884",2148.46,NA,NA,NA,NA,NA,0.075372808,NA,NA
"885",2148.56,NA,NA,NA,NA,NA,0.075895159,NA,NA
"886",2148.66,NA,NA,NA,NA,NA,0.085642787,NA,NA
"887",2148.76,NA,NA,NA,NA,NA,0.087935079,NA,NA
"888",2148.86,NA,NA,NA,NA,NA,0.092670753,NA,NA
"889",2148.96,NA,NA,NA,NA,NA,0.10544887,NA,NA
"890",2149.06,NA,NA,NA,NA,NA,0.11528715,NA,NA
"891",2149.16,NA,NA,NA,NA,NA,0.11849463,NA,NA
"892",2149.26,NA,NA,NA,NA,NA,0.13672071,NA,NA
"893",2149.36,NA,NA,NA,NA,NA,0.15583175,NA,NA
"894",2149.46,NA,NA,NA,NA,NA,0.15404887,NA,NA
"895",2149.56,NA,NA,NA,NA,NA,0.18693955,NA,NA
"896",2149.66,NA,NA,NA,NA,NA,0.20463464,NA,NA
"897",2149.76,NA,NA,NA,NA,NA,0.23035059,NA,NA
"898",2149.86,NA,NA,NA,NA,NA,0.25841495,NA,NA
"899",2149.96,NA,NA,NA,NA,NA,0.29801846,NA,NA
"900",2150.06,NA,NA,NA,NA,NA,0.34382108,NA,NA
"901",2150.16,NA,NA,NA,NA,NA,0.39705313,NA,NA
"902",2150.26,NA,NA,NA,NA,NA,0.44383138,NA,NA
"903",2150.36,NA,NA,NA,NA,NA,0.51395989,NA,NA
"904",2150.46,NA,NA,NA,NA,NA,0.59540307,NA,NA
"905",2150.56,NA,NA,NA,NA,NA,0.68014007,NA,NA
"906",2150.66,NA,NA,NA,NA,NA,0.77314399,NA,NA
"907",2150.76,NA,NA,NA,NA,NA,0.86502983,NA,NA
"908",2150.86,NA,NA,NA,NA,NA,1.0005728,NA,NA
"909",2150.96,NA,NA,NA,NA,NA,1.1367632,NA,NA
"910",2151.06,NA,NA,NA,NA,NA,1.298933,NA,NA
"911",2151.16,NA,NA,NA,NA,NA,1.5483954,NA,NA
"912",2151.26,NA,NA,NA,NA,NA,1.835864,NA,NA
"913",2151.36,NA,NA,NA,NA,NA,2.2209859,NA,NA
"914",2151.46,NA,NA,NA,NA,NA,2.6581656,NA,NA
"915",2151.56,NA,NA,NA,NA,NA,3.138657,NA,NA
"916",2151.66,NA,NA,NA,NA,NA,3.6697774,NA,NA
"917",2151.76,NA,NA,NA,NA,NA,4.2611665,NA,NA
"918",2151.86,NA,NA,NA,NA,NA,4.8925303,NA,NA
"919",2151.96,NA,NA,NA,NA,NA,5.4137261,NA,NA
"920",2152.06,NA,NA,NA,NA,NA,5.8108533,NA,NA
"921",2152.16,NA,NA,NA,NA,NA,6.1782801,NA,NA
"922",2152.26,NA,NA,NA,NA,NA,6.4587207,NA,NA
"923",2152.36,NA,NA,NA,NA,NA,6.626101,NA,NA
"924",2152.46,NA,NA,NA,NA,NA,6.6808526,NA,NA
"925",2152.56,NA,NA,NA,NA,NA,6.6708503,NA,NA
"926",2152.66,NA,NA,NA,NA,NA,6.6763026,NA,NA
"927",2152.76,NA,NA,NA,NA,NA,6.5582907,NA,NA
"928",2152.86,NA,NA,NA,NA,NA,6.3942604,NA,NA
"929",2152.96,NA,NA,NA,NA,NA,6.171304,NA,NA
"930",2153.06,NA,NA,NA,NA,NA,5.9492973,NA,NA
"931",2153.16,NA,NA,NA,NA,NA,5.6558885,NA,NA
"932",2153.26,NA,NA,NA,NA,NA,5.378323,NA,NA
"933",2153.36,NA,NA,NA,NA,NA,5.0869432,NA,NA
"934",2153.46,NA,NA,NA,NA,NA,4.7524374,NA,NA
"935",2153.56,NA,NA,NA,NA,NA,4.4243637,NA,NA
"936",2153.66,NA,NA,NA,NA,NA,4.1791319,NA,NA
"937",2153.76,NA,NA,NA,NA,NA,3.8904718,NA,NA
"938",2153.86,NA,NA,NA,NA,NA,3.5959407,NA,NA
"939",2153.96,NA,NA,NA,NA,NA,3.3544172,NA,NA
"940",2154.06,NA,NA,NA,NA,NA,3.1704988,NA,NA
"941",2154.16,NA,NA,NA,NA,NA,2.9681039,NA,NA
"942",2154.26,NA,NA,NA,NA,NA,2.7997264,NA,NA
"943",2154.36,NA,NA,NA,NA,NA,2.6448652,NA,NA
"944",2154.46,NA,NA,NA,NA,NA,2.4956549,NA,NA
"945",2154.56,NA,NA,NA,NA,NA,2.3680421,NA,NA
"946",2154.66,NA,NA,NA,NA,NA,2.2563114,NA,NA
"947",2154.76,NA,NA,NA,NA,NA,2.1550017,NA,NA
"948",2154.86,NA,NA,NA,NA,NA,2.0968656,NA,NA
"949",2154.96,NA,NA,NA,NA,NA,2.0176759,NA,NA
"950",2155.06,NA,NA,NA,NA,NA,1.9326453,NA,NA
"951",2155.16,NA,NA,NA,NA,NA,1.8676842,NA,NA
"952",2155.26,NA,NA,NA,NA,NA,1.8309817,NA,NA
"953",2155.36,NA,NA,NA,NA,NA,1.7783453,NA,NA
"954",2155.46,NA,NA,NA,NA,NA,1.7336349,NA,NA
"955",2155.56,NA,NA,NA,NA,NA,1.7069649,NA,NA
"956",2155.66,NA,NA,NA,NA,NA,1.6876812,NA,NA
"957",2155.76,NA,NA,NA,NA,NA,1.6507197,NA,NA
"958",2155.86,NA,NA,NA,NA,NA,1.6290055,NA,NA
"959",2155.96,NA,NA,NA,NA,NA,1.593693,NA,NA
"960",2156.06,NA,NA,NA,NA,NA,1.5697557,NA,NA
"961",2156.16,NA,NA,NA,NA,NA,1.5503338,NA,NA
"962",2156.26,NA,NA,NA,NA,NA,1.5376938,NA,NA
"963",2156.36,NA,NA,NA,NA,NA,1.5239315,NA,NA
"964",2156.46,NA,NA,NA,NA,NA,1.4897069,NA,NA
"965",2156.56,NA,NA,NA,NA,NA,1.4760654,NA,NA
"966",2156.66,NA,NA,NA,NA,NA,1.4570277,NA,NA
"967",2156.76,NA,NA,NA,NA,NA,1.4604165,NA,NA
"968",2156.86,NA,NA,NA,NA,NA,1.4257861,NA,NA
"969",2156.96,NA,NA,NA,NA,NA,1.4348301,NA,NA
"970",2157.06,NA,NA,NA,NA,NA,1.4140441,NA,NA
"971",2157.16,NA,NA,NA,NA,NA,1.4100034,NA,NA
"972",2157.26,NA,NA,NA,NA,NA,1.4157061,NA,NA
"973",2157.36,NA,NA,NA,NA,NA,1.4085573,NA,NA
"974",2157.46,NA,NA,NA,NA,NA,1.3701539,NA,NA
"975",2157.56,NA,NA,NA,NA,NA,1.3715612,NA,NA
"976",2157.66,NA,NA,NA,NA,NA,1.3606912,NA,NA
"977",2157.76,NA,NA,NA,NA,NA,1.3595083,NA,NA
"978",2157.86,NA,NA,NA,NA,NA,1.3681551,NA,NA
"979",2157.96,NA,NA,NA,NA,NA,1.3645332,NA,NA
"980",2158.06,NA,NA,NA,NA,NA,1.3586665,NA,NA
"981",2158.16,NA,NA,NA,NA,NA,1.3467518,NA,NA
"982",2158.26,NA,NA,NA,NA,NA,1.3528991,NA,NA
"983",2158.36,NA,NA,NA,NA,NA,1.3588306,NA,NA
"984",2158.46,NA,NA,NA,NA,NA,1.3617488,NA,NA
"985",2158.56,NA,NA,NA,NA,NA,1.3510903,NA,NA
"986",2158.66,NA,NA,NA,NA,NA,1.35618,NA,NA
"987",2158.76,NA,NA,NA,NA,NA,1.3462899,NA,NA
"988",2158.86,NA,NA,NA,NA,NA,1.3517077,NA,NA
"989",2158.96,NA,NA,NA,NA,NA,1.3560073,NA,NA
"990",2159.06,NA,NA,NA,NA,NA,1.3666702,NA,NA
"991",2159.16,NA,NA,NA,NA,NA,1.3573283,NA,NA
"992",2159.26,NA,NA,NA,NA,NA,1.3699726,NA,NA
"993",2159.36,NA,NA,NA,NA,NA,1.362146,NA,NA
"994",2159.46,NA,NA,NA,NA,NA,1.3741428,NA,NA
"995",2159.56,NA,NA,NA,NA,NA,1.3771215,NA,NA
"996",2159.66,NA,NA,NA,NA,NA,1.3795519,NA,NA
"997",2159.76,NA,NA,NA,NA,NA,1.3870979,NA,NA
"998",2159.86,NA,NA,NA,NA,NA,1.3803505,NA,NA
"999",2159.96,NA,NA,NA,NA,NA,1.3922437,NA,NA
"1000",2160.06,NA,NA,NA,NA,NA,1.3787231,NA,NA
"1001",2160.16,NA,NA,NA,NA,NA,1.3944237,NA,NA
"1002",2160.26,NA,NA,NA,NA,NA,1.3829968,NA,NA
"1003",2160.36,NA,NA,NA,NA,NA,1.3857726,NA,NA
"1004",2160.46,NA,NA,NA,NA,NA,1.3963923,NA,NA
"1005",2160.96,NA,NA,NA,NA,NA,1.398555,NA,NA
"1006",2161.46,NA,NA,NA,NA,NA,1.3933661,NA,NA
"1007",2161.96,NA,NA,NA,NA,NA,1.3877066,NA,NA
"1008",2162.46,NA,NA,NA,NA,NA,1.3997768,NA,NA
"1009",2162.96,NA,NA,NA,NA,NA,1.4218708,NA,NA
"1010",2163.46,NA,NA,NA,NA,NA,1.4534406,NA,NA
"1011",2163.96,NA,NA,NA,NA,NA,1.4829813,NA,NA
"1012",2164.46,NA,NA,NA,NA,NA,1.5317756,NA,NA
"1013",2164.96,NA,NA,NA,NA,NA,1.5678176,NA,NA
"1014",2165.46,NA,NA,NA,NA,NA,1.615455,NA,NA
"1015",2165.96,NA,NA,NA,NA,NA,1.6541908,NA,NA
"1016",2166.46,NA,NA,NA,NA,NA,1.709223,NA,NA
"1017",2166.96,NA,NA,NA,NA,NA,1.7167431,NA,NA
"1018",2167.46,NA,NA,NA,NA,NA,1.7783371,NA,NA
"1019",2167.96,NA,NA,NA,NA,NA,1.7756217,NA,NA
"1020",2168.46,NA,NA,NA,NA,NA,1.8011175,NA,NA
"1021",2168.96,NA,NA,NA,NA,NA,1.8050114,NA,NA
"1022",2169.46,NA,NA,NA,NA,NA,1.7886373,NA,NA
"1023",2169.96,NA,NA,NA,NA,NA,1.7532255,NA,NA
"1024",2170.46,NA,NA,NA,NA,NA,1.7288263,NA,NA
"1025",2170.96,NA,NA,NA,NA,NA,1.6754302,NA,NA
"1026",2171.46,NA,NA,NA,NA,NA,1.6462305,NA,NA
"1027",2171.96,NA,NA,NA,NA,NA,1.6107151,NA,NA
"1028",2172.46,NA,NA,NA,NA,NA,1.5471657,NA,NA
"1029",2172.96,NA,NA,NA,NA,NA,1.4976375,NA,NA
"1030",2173.46,NA,NA,NA,NA,NA,1.455936,NA,NA
"1031",2173.96,NA,NA,NA,NA,NA,1.4114026,NA,NA
"1032",2174.46,NA,NA,NA,NA,NA,1.3752138,NA,NA
"1033",2174.96,NA,NA,NA,NA,NA,1.3448183,NA,NA
"1034",2175.46,NA,NA,NA,NA,NA,1.2912539,NA,NA
"1035",2175.96,NA,NA,NA,NA,NA,1.2589935,NA,NA
"1036",2176.46,NA,NA,NA,NA,NA,1.2182935,NA,NA
"1037",2176.96,NA,NA,NA,NA,NA,1.1683035,NA,NA
"1038",2177.46,NA,NA,NA,NA,NA,1.1494687,NA,NA
"1039",2177.96,NA,NA,NA,NA,NA,1.135715,NA,NA
"1040",2178.46,NA,NA,NA,NA,NA,1.1102451,NA,NA
"1041",2178.96,NA,NA,NA,NA,NA,1.0974843,NA,NA
"1042",2179.46,NA,NA,NA,NA,NA,1.0759169,NA,NA
"1043",2179.96,NA,NA,NA,NA,NA,1.055295,NA,NA
"1044",2180.46,NA,NA,NA,NA,NA,1.043812,NA,NA
"1045",2180.96,NA,NA,NA,NA,NA,1.0345392,NA,NA
"1046",2181.46,NA,NA,NA,NA,NA,1.0297345,NA,NA
"1047",2181.96,NA,NA,NA,NA,NA,1.0201509,NA,NA
"1048",2182.46,NA,NA,NA,NA,NA,1.009609,NA,NA
"1049",2182.96,NA,NA,NA,NA,NA,1.0180443,NA,NA
"1050",2183.46,NA,NA,NA,NA,NA,1.0170212,NA,NA
"1051",2183.96,NA,NA,NA,NA,NA,1.000319,NA,NA
"1052",2184.46,NA,NA,NA,NA,NA,1.0049986,NA,NA
"1053",2184.96,NA,NA,NA,NA,NA,1.0021192,NA,NA
"1054",2185.46,NA,NA,NA,NA,NA,1.0002025,NA,NA
"1055",2185.96,NA,NA,NA,NA,NA,1.002348,NA,NA
"1056",2186.46,NA,NA,NA,NA,NA,0.99499199,NA,NA
"1057",2186.96,NA,NA,NA,NA,NA,1.0045583,NA,NA
"1058",2187.46,NA,NA,NA,NA,NA,0.99132263,NA,NA
"1059",2187.96,NA,NA,NA,NA,NA,0.99499203,NA,NA
"1060",2188.46,NA,NA,NA,NA,NA,0.98862457,NA,NA
"1061",2188.96,NA,NA,NA,NA,NA,0.99803549,NA,NA
"1062",2189.46,NA,NA,NA,NA,NA,0.9940553,NA,NA
"1063",2189.96,NA,NA,NA,NA,NA,0.99176302,NA,NA
"1064",2190.46,NA,NA,NA,NA,NA,0.98412639,NA,NA
"1065",2190.96,NA,NA,NA,NA,NA,0.99550583,NA,NA
"1066",2191.46,NA,NA,NA,NA,NA,0.99644693,NA,NA
"1067",2191.96,NA,NA,NA,NA,NA,0.98093191,NA,NA
"1068",2192.46,NA,NA,NA,NA,NA,0.98048728,NA,NA
"1069",2192.96,NA,NA,NA,NA,NA,0.97772877,NA,NA
"1070",2193.46,NA,NA,NA,NA,NA,0.98169604,NA,NA
"1071",2193.96,NA,NA,NA,NA,NA,0.98349622,NA,NA
"1072",2194.46,NA,NA,NA,NA,NA,0.98189465,NA,NA
"1073",2194.96,NA,NA,NA,NA,NA,0.98001248,NA,NA
"1074",2195.46,NA,NA,NA,NA,NA,0.98477839,NA,NA
"1075",2195.96,NA,NA,NA,NA,NA,0.98261562,NA,NA
"1076",2196.46,NA,NA,NA,NA,NA,0.98399705,NA,NA
"1077",2196.96,NA,NA,NA,NA,NA,0.97759506,NA,NA
"1078",2197.46,NA,NA,NA,NA,NA,0.98673401,NA,NA
