"Pi_Al_GibbSorb_std";"Pi_Al_Precip_std";"Pi_Al_std";"Pi_Apatite_CaDefHydroxy_std";"Pi_Apatite_Carbonate_std";"Pi_Apatite_Fluor_std";"Pi_Apatite_Hydroxy_std";"Pi_Ca_Dibasic_std";"Pi_Ca_Mono_std";"Pi_Ca_Octa_std";"Pi_Ca_Precip_std";"Pi_Ca_Pyro_std";"Pi_Ca_Tri_std";"Pi_Fe_FerriSorb_std";"Pi_Fe_GoethSorb_std";"Pi_Fe_Precip_std";"Pi_Fe_Pyro_std";"Pi_Fe_std";"Pi_K_Di_std";"Pi_K_Pyro_std";"Pi_Mg_Di_std";"Pi_Mg_Pyro_std";"Pi_Mg_Tri_std";"Pi_Na_Di_std";"Pi_Na_Mono_std";"Pi_Na_Pyro_std";"Pi_Na_Tri_std";"Pi_NH4_Di_std";"Pi_NH4_Mg_std";"Pi_NH4_Mono_std";"Po_Al_DNA_GibbSorb_2_std";"Po_Al_DNA_GibbSorb_std";"Po_Al_PA_GibbSorb_std";"Po_Al_PA_Precip_std";"Po_Ca_Lecithin_std";"Po_Ca_PA_std";"Po_Fe_DNA_FerriSorb_std";"Po_Fe_DNA_GoethSorb_std";"Po_Fe_PA_FerriSorb_2_std";"Po_Fe_PA_FerriSorb_std";"Po_Fe_PA_GoethSorb_std";"Po_Fe_PA_Precip_std";"Po_Na_AMP_std";"Po_Na_ATP_std";"Po_Na_DNA_std";"Po_Na_PA_std";"R.fac"
0;0;0;0,286512091025759;0;0;0;0;0;0;0;0;0,161698139893843;0;0,551789769080398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000550836944441498
0;0;0;0,288317910649744;0,164071046001296;0;0;0;0;0;0;0;0;0;0,54761104334896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000577680306009506
0;0;0;0,256588060481306;0;0;0;0;0;0,203722716079567;0;0;0;0;0,539689223439128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000578588716432111
0;0;0;0,347714578543189;0;0;0;0;0;0;0;0;0;0;0,524442593390808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,127842828066003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000617552809795446
0;0;0;0,312542999364581;0;0;0;0;0;0;0,152573066536475;0;0;0;0,534883934098944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00064809237646132
0;0;0;0,304061300506971;0;0,131636908971982;0;0;0;0;0;0;0;0;0,564301790521047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000656519233416277
0;0;0;0,283347034147833;0;0;0;0;0;0;0;0;0;0;0,510310078841641;0;0;0;0;0;0;0;0;0;0;0;0;0;0,206342887010526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000673104502929355
0;0;0;0,145406133489993;0;0;0;0;0;0,446534664516186;0;0;0;0;0;0;0;0;0;0;0;0;0,408059201993821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0006861866167665
0;0;0;0,298938305407401;0;0;0,122424511106769;0;0;0;0;0;0;0;0,57863718348583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000712504926220815
0,13627755694798;0;0;0;0;0;0;0;0;0,464373093809507;0;0;0;0;0;0;0;0;0,399349349242513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000760129519250037
0;0;0;0,279337727869221;0;0;0;0;0;0;0;0;0;0;0,513004504625969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,20765776750481;0;0;0;0;0;0;0;0;0;0;0,000772563966618355
0;0;0;0,271252232238101;0;0;0;0;0;0;0;0,255540907880216;0;0;0,473206859881683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000781197633751679
0;0;0;0,213134670107225;0,365138188006513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,421727141886262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000819528107000336
0;0;0;0,323089960318933;0;0;0;0;0;0;0;0;0;0;0,529998821278148;0;0;0;0;0;0;0;0;0;0;0,146911218402919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000849118842672178
0;0;0;0,292514470347075;0;0;0;0,13636640953298;0;0;0;0;0;0;0,571119120119945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000849330847835328
0;0;0;0;0;0;0;0;0;0,411083956854717;0;0;0;0;0;0,110444477933711;0;0;0,478471565211572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000939891472471386
0;0;0;0;0;0;0;0;0;0,381903207294175;0;0;0;0;0;0;0;0;0,489292598388167;0;0;0;0;0;0;0;0;0;0;0;0;0;0,128804194317658;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000980196353510932
0;0,086771813738014;0;0;0;0;0;0;0;0,403053954647887;0;0;0;0;0;0;0;0;0,510174231614099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000987493531558217
