"Pi_Al_GibbSorb_std";"Pi_Al_Precip_std";"Pi_Al_std";"Pi_Apatite_CaDefHydroxy_std";"Pi_Apatite_Carbonate_std";"Pi_Apatite_Fluor_std";"Pi_Apatite_Hydroxy_std";"Pi_Ca_Dibasic_std";"Pi_Ca_Mono_std";"Pi_Ca_Octa_std";"Pi_Ca_Precip_std";"Pi_Ca_Pyro_std";"Pi_Ca_Tri_std";"Pi_Fe_FerriSorb_std";"Pi_Fe_GoethSorb_std";"Pi_Fe_Precip_std";"Pi_Fe_Pyro_std";"Pi_Fe_std";"Pi_K_Di_std";"Pi_K_Pyro_std";"Pi_Mg_Di_std";"Pi_Mg_Pyro_std";"Pi_Mg_Tri_std";"Pi_Na_Di_std";"Pi_Na_Mono_std";"Pi_Na_Pyro_std";"Pi_Na_Tri_std";"Pi_NH4_Di_std";"Pi_NH4_Mg_std";"Pi_NH4_Mono_std";"Po_Al_DNA_GibbSorb_2_std";"Po_Al_DNA_GibbSorb_std";"Po_Al_PA_GibbSorb_std";"Po_Al_PA_Precip_std";"Po_Ca_Lecithin_std";"Po_Ca_PA_std";"Po_Fe_DNA_FerriSorb_std";"Po_Fe_DNA_GoethSorb_std";"Po_Fe_PA_FerriSorb_2_std";"Po_Fe_PA_FerriSorb_std";"Po_Fe_PA_GoethSorb_std";"Po_Fe_PA_Precip_std";"Po_Na_AMP_std";"Po_Na_ATP_std";"Po_Na_DNA_std";"Po_Na_PA_std";"R.fac"
0,164215797626455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,729814571908238;0;0;0;0;0;0;0;0;0;0;0;0,105969630465307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005196362172484
0,158934681438885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,675918893099758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,165146425461357;0;0;0;0,000529770232656666
0,155414413591622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,594836684285079;0,249748902123299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000531142015025539
0,14557836723434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,756590834415875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0978307983497851;0;0;0,000713947246779826
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,145041697959942;0;0;0,593445582278283;0,261512719761775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000737303428109065
0,117027362695849;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,806722320210163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0762503170939883;0;0;0;0;0;0;0;0,000762451904184168
0,348624473784351;0;0;0,138267269187299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,51310825702835;0;0;0,000784121001379049
0,118494734130492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,881505265869508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000833758675015752
0,118494734130492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,881505265869508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000833758675015752
0,118494734130492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,881505265869508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000833758675015752
0,118494734130492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,881505265869508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000833758675015752
0,118494734130492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,881505265869508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000833758675015752
0,118494734130492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,881505265869508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000833758675015752
0,118494734130492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,881505265869508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000833758675015752
0,118494734130492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,881505265869508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000833758675015752
0,118494734130492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,881505265869508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000833758675015752
0,118494734130492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,881505265869508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000833758675015752
