"Pi_Al_GibbSorb_std";"Pi_Al_Precip_std";"Pi_Al_std";"Pi_Apatite_CaDefHydroxy_std";"Pi_Apatite_Carbonate_std";"Pi_Apatite_Fluor_std";"Pi_Apatite_Hydroxy_std";"Pi_Ca_Dibasic_std";"Pi_Ca_Mono_std";"Pi_Ca_Octa_std";"Pi_Ca_Precip_std";"Pi_Ca_Pyro_std";"Pi_Ca_Tri_std";"Pi_Fe_FerriSorb_std";"Pi_Fe_GoethSorb_std";"Pi_Fe_Precip_std";"Pi_Fe_Pyro_std";"Pi_Fe_std";"Pi_K_Di_std";"Pi_K_Pyro_std";"Pi_Mg_Di_std";"Pi_Mg_Pyro_std";"Pi_Mg_Tri_std";"Pi_Na_Di_std";"Pi_Na_Mono_std";"Pi_Na_Pyro_std";"Pi_Na_Tri_std";"Pi_NH4_Di_std";"Pi_NH4_Mg_std";"Pi_NH4_Mono_std";"Po_Al_DNA_GibbSorb_2_std";"Po_Al_DNA_GibbSorb_std";"Po_Al_PA_GibbSorb_std";"Po_Al_PA_Precip_std";"Po_Ca_Lecithin_std";"Po_Ca_PA_std";"Po_Fe_DNA_FerriSorb_std";"Po_Fe_DNA_GoethSorb_std";"Po_Fe_PA_FerriSorb_2_std";"Po_Fe_PA_FerriSorb_std";"Po_Fe_PA_GoethSorb_std";"Po_Fe_PA_Precip_std";"Po_Na_AMP_std";"Po_Na_ATP_std";"Po_Na_DNA_std";"Po_Na_PA_std";"R.fac"
0;0;0;0,222102341664366;0;0;0;0;0;0;0;0;0;0;0,543621474818482;0;0;0;0;0,234276183517152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000673900497136201
0,162533497800465;0;0;0,264579984284267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,572886517915268;0;0;0;0;0;0,000786155162089601
0;0;0;0,257953808458927;0;0;0;0;0;0;0;0;0;0;0,631813970678365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,110232220862708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000860252241881464
0;0;0;0,250564034875324;0;0;0;0;0;0;0;0;0;0;0,584446122132048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,164989842992629;0;0;0;0,000876703777317954
0;0;0;0,252184630599222;0;0;0;0;0;0;0;0;0;0;0,514806099571448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,233009269829331;0;0;0;0;0;0;0;0,00089708201491054
0,232968254188682;0;0;0;0;0;0;0;0;0,352286352980673;0;0;0;0;0;0;0;0;0;0,414745392830645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000922893648612828
0;0;0;0,268568077574983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,290481539966676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,440950382458341;0;0;0;0;0;0,000944885783913842
0;0,0717309350414565;0;0,119856780081327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,808412284877216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00102283182188422
0;0;0;0,216766654804734;0;0;0;0;0;0;0;0;0;0;0,384831198930444;0;0;0;0;0;0;0;0;0;0;0;0,398402146264822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00104278944671445
0;0;0;0,161347971524807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,409937462842288;0;0;0;0;0;0;0;0;0;0;0;0,428714565632905;0;0;0;0;0;0;0;0;0;0;0;0,00105343238154865
