"Pi_Al_GibbSorb_std";"Pi_Al_Precip_std";"Pi_Al_std";"Pi_Apatite_CaDefHydroxy_std";"Pi_Apatite_Carbonate_std";"Pi_Apatite_Fluor_std";"Pi_Apatite_Hydroxy_std";"Pi_Ca_Dibasic_std";"Pi_Ca_Mono_std";"Pi_Ca_Octa_std";"Pi_Ca_Precip_std";"Pi_Ca_Pyro_std";"Pi_Ca_Tri_std";"Pi_Fe_FerriSorb_std";"Pi_Fe_GoethSorb_std";"Pi_Fe_Precip_std";"Pi_Fe_Pyro_std";"Pi_Fe_std";"Pi_K_Di_std";"Pi_K_Pyro_std";"Pi_Mg_Di_std";"Pi_Mg_Pyro_std";"Pi_Mg_Tri_std";"Pi_Na_Di_std";"Pi_Na_Mono_std";"Pi_Na_Pyro_std";"Pi_Na_Tri_std";"Pi_NH4_Di_std";"Pi_NH4_Mg_std";"Pi_NH4_Mono_std";"Po_Al_DNA_GibbSorb_2_std";"Po_Al_DNA_GibbSorb_std";"Po_Al_PA_GibbSorb_std";"Po_Al_PA_Precip_std";"Po_Ca_Lecithin_std";"Po_Ca_PA_std";"Po_Fe_DNA_FerriSorb_std";"Po_Fe_DNA_GoethSorb_std";"Po_Fe_PA_FerriSorb_2_std";"Po_Fe_PA_FerriSorb_std";"Po_Fe_PA_GoethSorb_std";"Po_Fe_PA_Precip_std";"Po_Na_AMP_std";"Po_Na_ATP_std";"Po_Na_DNA_std";"Po_Na_PA_std";"R.fac"
0,203633672684391;0;0;0,129969967140927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,666396360174682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00021915555576028
0;0;0;0,131489469845176;0;0;0;0;0;0;0;0;0;0;0;0,197562708370806;0;0;0;0,670947821784018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00022228860390594
0;0,173091023628587;0;0,156070625541628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,670838350829785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000314689316475687
0;0;0;0,156920496212526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,59680663656444;0;0;0;0;0;0;0;0;0;0;0;0;0,246272867223033;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000381670011610379
0;0;0,169786634566626;0,149798802167306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,680414563266068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000729997592083985
0;0;0;0,163973761006488;0;0;0;0;0;0;0;0;0;0;0;0;0;0,162616250865928;0;0,673409988127584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000744248732454817
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,359926032164236;0,416504558685181;0;0;0;0;0,223569409150583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000758662069656055
0,0826279850928917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,690946037351221;0;0;0;0;0,226425977555888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000816155738740593
0;0;0;0,182196914674975;0;0;0;0;0;0;0;0;0;0,210212088692809;0;0;0;0;0;0,607590996632216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000848909891691496
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0766600253198826;0;0;0;0,695117629263605;0;0;0;0;0,228222345416512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000863958868524326
0,290762612891605;0;0;0,217181181366449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,492056205741946;0;0;0,000902272066342997
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,670604567765017;0;0;0;0;0,251867378642642;0;0;0;0;0;0;0;0,0775280535923411;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00094054077609754
0;0,05384604229077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,696065309154438;0;0;0;0;0,250088648554792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000954073384508615
0;0;0;0,196623514272945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,491996939524019;0;0;0,311379546203036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000987988386171763
0;0;0;0,151872083992264;0;0;0;0;0,332406188347195;0;0;0;0;0;0;0;0;0;0;0,515721727660542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0010468192170308
0;0;0;0;0;0;0;0;0;0;0;0;0;0,0512448181901839;0;0;0;0;0;0,675954115193064;0;0;0;0;0,272801066616752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00105220809216047
0;0;0;0;0;0;0;0;0,0908469858838193;0;0;0;0;0;0;0;0;0;0;0,64614627600695;0;0;0;0;0,263006738109231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00106985774226045
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,683898207919958;0;0;0;0;0;0,185539746560959;0;0;0;0;0;0,130562045519083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00108370127045
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,589420080170937;0;0;0;0;0,294719402210317;0;0,115860517618747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00113472307633091
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,663637539159587;0;0;0,0567011111521427;0;0,27966134968827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00115589100415987
0;0;0;0,138004715097905;0;0;0;0;0;0;0;0;0;0;0;0;0,320311677913723;0;0;0,541683606988372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0011787572404521
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,561257627689534;0;0;0;0;0;0,23112391464855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,207618457661916;0;0;0;0,00121152541263434
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0517836038706538;0;0;0,678731259326989;0;0;0;0;0,269485136802357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00124972758006066
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,706253495586732;0;0;0;0;0,293746504413268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00131262112074386
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,706253495586732;0;0;0;0;0,293746504413268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00131262112074386
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,706253495586732;0;0;0;0;0,293746504413268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00131262112074386
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,706253495586732;0;0;0;0;0,293746504413268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00131262112074386
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,706253495586732;0;0;0;0;0,293746504413268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00131262112074386
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,706253495586732;0;0;0;0;0,293746504413268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00131262112074386
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,706253495586732;0;0;0;0;0,293746504413268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00131262112074386
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,706253495586732;0;0;0;0;0,293746504413268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00131262112074386
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,706253495586732;0;0;0;0;0,293746504413268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00131262112074386
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,706253495586732;0;0;0;0;0,293746504413268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00131262112074386
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,706253495586732;0;0;0;0;0,293746504413268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00131262112074386
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,706253495586732;0;0;0;0;0,293746504413268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00131262112074386
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,706253495586732;0;0;0;0;0,293746504413268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00131262112074386
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,706253495586732;0;0;0;0;0,293746504413268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00131262112074386
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,706253495586732;0;0;0;0;0,293746504413268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00131262112074386
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,706253495586732;0;0;0;0;0,293746504413268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00131262112074386
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,706253495586732;0;0;0;0;0,293746504413268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00131262112074386
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,706253495586732;0;0;0;0;0,293746504413268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00131262112074386
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,706253495586732;0;0;0;0;0,293746504413268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00131262112074386
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,706253495586732;0;0;0;0;0,293746504413268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00131262112074386
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,706253495586732;0;0;0;0;0,293746504413268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00131262112074386
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,706253495586732;0;0;0;0;0,293746504413268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00131262112074386
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,706253495586732;0;0;0;0;0,293746504413268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00131262112074386
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,706253495586732;0;0;0;0;0,293746504413268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00131262112074386
