"Pi_Al_GibbSorb_std";"Pi_Al_Precip_std";"Pi_Al_std";"Pi_Apatite_CaDefHydroxy_std";"Pi_Apatite_Carbonate_std";"Pi_Apatite_Fluor_std";"Pi_Apatite_Hydroxy_std";"Pi_Ca_Dibasic_std";"Pi_Ca_Mono_std";"Pi_Ca_Octa_std";"Pi_Ca_Precip_std";"Pi_Ca_Pyro_std";"Pi_Ca_Tri_std";"Pi_Fe_FerriSorb_std";"Pi_Fe_GoethSorb_std";"Pi_Fe_Precip_std";"Pi_Fe_Pyro_std";"Pi_Fe_std";"Pi_K_Di_std";"Pi_K_Pyro_std";"Pi_Mg_Di_std";"Pi_Mg_Pyro_std";"Pi_Mg_Tri_std";"Pi_Na_Di_std";"Pi_Na_Mono_std";"Pi_Na_Pyro_std";"Pi_Na_Tri_std";"Pi_NH4_Di_std";"Pi_NH4_Mg_std";"Pi_NH4_Mono_std";"Po_Al_DNA_GibbSorb_2_std";"Po_Al_DNA_GibbSorb_std";"Po_Al_PA_GibbSorb_std";"Po_Al_PA_Precip_std";"Po_Ca_Lecithin_std";"Po_Ca_PA_std";"Po_Fe_DNA_FerriSorb_std";"Po_Fe_DNA_GoethSorb_std";"Po_Fe_PA_FerriSorb_2_std";"Po_Fe_PA_FerriSorb_std";"Po_Fe_PA_GoethSorb_std";"Po_Fe_PA_Precip_std";"Po_Na_AMP_std";"Po_Na_ATP_std";"Po_Na_DNA_std";"Po_Na_PA_std";"R.fac"
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,444754707376826;0;0;0;0;0;0,391500144435417;0;0;0;0,163745148187757;0;0,000188504830585164
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,107509960283611;0;0;0;0;0,574639302117172;0;0;0;0;0;0;0;0;0;0;0,317850737599217;0,000352445080489654
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,432116718399913;0;0;0;0;0;0,268002633050588;0;0;0;0;0,299880648549499;0,000358223175231914
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,205125929728219;0;0;0;0;0;0;0;0;0,539156445680764;0;0;0;0;0;0;0;0;0;0;0,255717624591017;0,000426862605132421
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,288958618896585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,409369037959247;0;0;0;0;0;0;0;0;0;0,301672343144168;0;0,000441891595316543
0;0;0;0;0,0797792771124661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,468158158736724;0;0;0;0;0;0;0;0;0,45206256415081;0;0;0;0;0;0,000458164041828128
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,352459556072777;0;0;0;0;0;0;0,149688431436081;0;0;0;0,497852012491142;0,000458873809017979
0;0;0;0;0;0;0;0;0;0;0,074614149129324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,499770122325034;0;0;0;0;0;0;0;0;0,425615728545642;0;0;0;0;0;0,000483991607623125
0;0;0;0;0;0;0;0;0;0,0808224675214088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,439094848705507;0;0;0;0;0;0;0;0;0,480082683773084;0;0;0;0;0;0,000493051952393677
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,371360041126105;0;0;0,173377694126062;0;0;0;0;0;0,455262264747833;0;0;0;0;0;0,000514342865673213
