"Pi_Al_GibbSorb_std";"Pi_Al_Precip_std";"Pi_Al_std";"Pi_Apatite_CaDefHydroxy_std";"Pi_Apatite_Carbonate_std";"Pi_Apatite_Fluor_std";"Pi_Apatite_Hydroxy_std";"Pi_Ca_Dibasic_std";"Pi_Ca_Mono_std";"Pi_Ca_Octa_std";"Pi_Ca_Precip_std";"Pi_Ca_Pyro_std";"Pi_Ca_Tri_std";"Pi_Fe_FerriSorb_std";"Pi_Fe_GoethSorb_std";"Pi_Fe_Precip_std";"Pi_Fe_Pyro_std";"Pi_Fe_std";"Pi_K_Di_std";"Pi_K_Pyro_std";"Pi_Mg_Di_std";"Pi_Mg_Pyro_std";"Pi_Mg_Tri_std";"Pi_Na_Di_std";"Pi_Na_Mono_std";"Pi_Na_Pyro_std";"Pi_Na_Tri_std";"Pi_NH4_Di_std";"Pi_NH4_Mg_std";"Pi_NH4_Mono_std";"Po_Al_DNA_GibbSorb_2_std";"Po_Al_DNA_GibbSorb_std";"Po_Al_PA_GibbSorb_std";"Po_Al_PA_Precip_std";"Po_Ca_Lecithin_std";"Po_Ca_PA_std";"Po_Fe_DNA_FerriSorb_std";"Po_Fe_DNA_GoethSorb_std";"Po_Fe_PA_FerriSorb_2_std";"Po_Fe_PA_FerriSorb_std";"Po_Fe_PA_GoethSorb_std";"Po_Fe_PA_Precip_std";"Po_Na_AMP_std";"Po_Na_ATP_std";"Po_Na_DNA_std";"Po_Na_PA_std";"R.fac"
0;0;0;0,284091194550961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,22277410929401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,493134696155029;0;0;0;0;0;0,000270375323903184
0,126162542842556;0;0;0;0;0;0;0;0;0,40082012107233;0;0;0;0;0;0;0;0;0,473017336085114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000320092177054127
0;0;0;0,256793599881076;0;0;0;0;0,249403588769513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,493802811349411;0;0;0;0;0;0,000340107636006956
0;0;0;0,324719662406082;0;0;0;0;0;0;0;0;0;0;0,529459691658849;0;0;0;0;0;0;0;0;0;0;0,14582064593507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000385304842735671
0;0;0;0,276146698552958;0;0;0;0;0;0;0;0,238533775306265;0;0;0,485319526140777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000413940491467659
0;0;0;0;0;0;0;0;0;0,326220650579936;0;0;0;0;0;0;0;0;0,548988806551327;0;0;0;0;0;0;0;0;0;0;0;0;0;0,124790542868737;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000426607852701222
0;0;0;0;0;0;0;0;0;0,352270344485586;0;0;0;0;0;0,103487475673757;0;0;0,544242179840657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00045078115804539
0;0,0831821643659302;0;0;0;0;0;0;0;0,346081770034983;0;0;0;0;0;0;0;0;0,570736065599087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000452374872446931
0;0;0;0,285537907311204;0;0;0;0;0;0;0;0;0;0;0,530050737202732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,184411355486063;0;0;0;0;0;0;0;0;0;0;0,000475913480814364
0;0;0;0,312102344998904;0;0;0;0;0;0;0;0;0;0;0,409848149496023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,278049505505073;0;0;0;0;0;0,000483530244334192
