"Pi_Al_GibbSorb_std";"Pi_Al_Precip_std";"Pi_Al_std";"Pi_Apatite_CaDefHydroxy_std";"Pi_Apatite_Carbonate_std";"Pi_Apatite_Fluor_std";"Pi_Apatite_Hydroxy_std";"Pi_Ca_Dibasic_std";"Pi_Ca_Mono_std";"Pi_Ca_Octa_std";"Pi_Ca_Precip_std";"Pi_Ca_Pyro_std";"Pi_Ca_Tri_std";"Pi_Fe_FerriSorb_std";"Pi_Fe_GoethSorb_std";"Pi_Fe_Precip_std";"Pi_Fe_Pyro_std";"Pi_Fe_std";"Pi_K_Di_std";"Pi_K_Pyro_std";"Pi_Mg_Di_std";"Pi_Mg_Pyro_std";"Pi_Mg_Tri_std";"Pi_Na_Di_std";"Pi_Na_Mono_std";"Pi_Na_Pyro_std";"Pi_Na_Tri_std";"Pi_NH4_Di_std";"Pi_NH4_Mg_std";"Pi_NH4_Mono_std";"Po_Al_DNA_GibbSorb_2_std";"Po_Al_DNA_GibbSorb_std";"Po_Al_PA_GibbSorb_std";"Po_Al_PA_Precip_std";"Po_Ca_Lecithin_std";"Po_Ca_PA_std";"Po_Fe_DNA_FerriSorb_std";"Po_Fe_DNA_GoethSorb_std";"Po_Fe_PA_FerriSorb_2_std";"Po_Fe_PA_FerriSorb_std";"Po_Fe_PA_GoethSorb_std";"Po_Fe_PA_Precip_std";"Po_Na_AMP_std";"Po_Na_ATP_std";"Po_Na_DNA_std";"Po_Na_PA_std";"R.fac"
0;0;0;0;0;0;0;0;0;0;0;0;0,261610585723497;0;0;0;0;0;0;0,446745731915978;0;0;0,291643682360525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000504184018248731
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,572465147256807;0;0;0;0;0;0;0;0;0;0,178283093616607;0;0;0;0;0;0;0;0;0;0;0;0,249251759126587;0;0;0;0;0;0,000553464648432595
0;0;0;0;0;0;0;0;0;0;0;0;0;0,0576831171642695;0;0;0;0;0,699586902398468;0;0;0;0;0;0;0,242729980437263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000635771253955628
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,100970654318128;0;0;0;0,688840212650184;0;0;0;0;0;0;0,210189133031688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000657789278306605
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,685269213501602;0;0;0;0;0;0;0,258456104869906;0;0;0;0;0;0;0,0562746816284916;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000688771589500911
0;0;0;0;0;0;0,0897776630542113;0;0;0;0;0;0;0;0;0;0;0;0,628548107433617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,281674229512172;0;0;0;0;0;0,000690568624672578
0;0;0;0;0,262253616921702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4207043472364;0;0;0,317042035841897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000696989976078164
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,67660584061905;0;0;0;0,0755937197696427;0;0;0,247800439611308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000697117961538353
0;0;0;0;0;0;0;0;0;0,339918354118605;0;0;0;0;0;0;0;0;0;0,294932468217405;0;0;0,36514917766399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000700560280135188
0;0;0;0;0;0;0;0;0,0905111883030831;0;0;0;0;0;0;0;0;0;0,65435264960577;0;0;0;0;0;0;0,255136162091147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000731775597898645
