"Pi_Al_GibbSorb_std";"Pi_Al_Precip_std";"Pi_Al_std";"Pi_Apatite_CaDefHydroxy_std";"Pi_Apatite_Carbonate_std";"Pi_Apatite_Fluor_std";"Pi_Apatite_Hydroxy_std";"Pi_Ca_Dibasic_std";"Pi_Ca_Mono_std";"Pi_Ca_Octa_std";"Pi_Ca_Precip_std";"Pi_Ca_Pyro_std";"Pi_Ca_Tri_std";"Pi_Fe_FerriSorb_std";"Pi_Fe_GoethSorb_std";"Pi_Fe_Precip_std";"Pi_Fe_Pyro_std";"Pi_Fe_std";"Pi_K_Di_std";"Pi_K_Pyro_std";"Pi_Mg_Di_std";"Pi_Mg_Pyro_std";"Pi_Mg_Tri_std";"Pi_Na_Di_std";"Pi_Na_Mono_std";"Pi_Na_Pyro_std";"Pi_Na_Tri_std";"Pi_NH4_Di_std";"Pi_NH4_Mg_std";"Pi_NH4_Mono_std";"Po_Al_DNA_GibbSorb_2_std";"Po_Al_DNA_GibbSorb_std";"Po_Al_PA_GibbSorb_std";"Po_Al_PA_Precip_std";"Po_Ca_Lecithin_std";"Po_Ca_PA_std";"Po_Fe_DNA_FerriSorb_std";"Po_Fe_DNA_GoethSorb_std";"Po_Fe_PA_FerriSorb_2_std";"Po_Fe_PA_FerriSorb_std";"Po_Fe_PA_GoethSorb_std";"Po_Fe_PA_Precip_std";"Po_Na_AMP_std";"Po_Na_ATP_std";"Po_Na_DNA_std";"Po_Na_PA_std";"R.fac"
0;0;0;0,330829705091417;0;0;0;0;0;0,186727636518666;0;0;0;0;0,482442658389918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00042011747831186
0;0;0;0,360440502726324;0,147639527855777;0;0;0;0;0;0;0;0;0;0,491919969417899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000449052061770718
0;0;0;0,379138662615541;0;0;0;0;0;0;0;0;0;0;0,334560307100818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,286301030283641;0;0;0;0;0;0,000581095517055987
0;0;0;0,344697785025169;0;0;0;0;0;0;0;0,23205684333118;0;0;0,423245371643651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000590599113194276
0;0;0;0,383027081014895;0;0;0;0;0;0;0,12094892590045;0;0;0;0,496023993084655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000666463678406315
0;0;0;0,36385437742387;0;0;0;0;0;0;0;0;0,121157963832891;0;0,514987658743239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000676758946523555
0;0;0;0,338810483154474;0;0;0;0;0;0;0;0;0;0;0,470404163300105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,190785353545421;0;0;0;0;0;0;0;0;0;0;0;0,000684529514160666
0;0;0;0,356157343229783;0;0;0;0;0;0;0;0;0;0;0,476115211645109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,167727445125108;0;0;0;0;0;0;0;0;0;0;0,000719110417161753
0;0;0;0,408561783909865;0;0;0;0;0;0;0;0;0;0;0,500912850850895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09052536523924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000767406929056104
0;0;0;0,374304017049293;0;0;0;0;0;0;0;0;0;0;0,547834615323233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0778613676274739;0;0,000778114238772094
0;0;0;0,391445384013295;0;0;0;0;0;0;0;0;0;0;0,493408795190022;0;0;0;0;0;0;0;0;0;0;0,115145820796682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000792435068836687
0;0;0;0,367796641109868;0;0;0;0,105221577781312;0;0;0;0;0;0;0,52698178110882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00080649527925639
0;0;0;0,373922638283529;0;0;0;0;0;0;0;0;0;0;0,510916305206989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,115161056509481;0,000823538529798132
0;0;0;0,374358192262882;0;0;0;0;0;0;0;0;0;0,109700505971123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,515941301765994;0;0;0;0;0;0,000840601355106964
0;0;0;0,378503747616328;0;0,0863700877178204;0;0;0;0;0;0;0;0;0,535126164665852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000848862373753105
0;0;0;0,357464147724776;0;0;0;0;0;0;0;0;0;0;0,529279979433156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,113255872842068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000852474666994207
0;0;0;0,374891008389121;0;0;0,0818973935598198;0;0;0;0;0;0;0;0,54321159805106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000856802824245007
0;0;0;0,360299779963609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,142375137447398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,497325082588993;0;0;0;0;0;0,000859746221881258
0;0;0;0,342682827808618;0;0;0;0;0,160261230223202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49705594196818;0;0;0;0;0;0,000878900503581916
0;0;0;0,36028317103256;0;0;0;0;0;0;0;0;0;0;0,540285243636659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0994315853307802;0;0;0;0;0;0;0;0;0;0,000912499672048181
0,0733018657537196;0;0;0,359697714472987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,567000419773293;0;0;0;0;0;0,000931853716742707
