"Pi_Al_GibbSorb_std";"Pi_Al_Precip_std";"Pi_Al_std";"Pi_Apatite_CaDefHydroxy_std";"Pi_Apatite_Carbonate_std";"Pi_Apatite_Fluor_std";"Pi_Apatite_Hydroxy_std";"Pi_Ca_Dibasic_std";"Pi_Ca_Mono_std";"Pi_Ca_Octa_std";"Pi_Ca_Precip_std";"Pi_Ca_Pyro_std";"Pi_Ca_Tri_std";"Pi_Fe_FerriSorb_std";"Pi_Fe_GoethSorb_std";"Pi_Fe_Precip_std";"Pi_Fe_Pyro_std";"Pi_Fe_std";"Pi_K_Di_std";"Pi_K_Pyro_std";"Pi_Mg_Di_std";"Pi_Mg_Pyro_std";"Pi_Mg_Tri_std";"Pi_Na_Di_std";"Pi_Na_Mono_std";"Pi_Na_Pyro_std";"Pi_Na_Tri_std";"Pi_NH4_Di_std";"Pi_NH4_Mg_std";"Pi_NH4_Mono_std";"Po_Al_DNA_GibbSorb_2_std";"Po_Al_DNA_GibbSorb_std";"Po_Al_PA_GibbSorb_std";"Po_Al_PA_Precip_std";"Po_Ca_Lecithin_std";"Po_Ca_PA_std";"Po_Fe_DNA_FerriSorb_std";"Po_Fe_DNA_GoethSorb_std";"Po_Fe_PA_FerriSorb_2_std";"Po_Fe_PA_FerriSorb_std";"Po_Fe_PA_GoethSorb_std";"Po_Fe_PA_Precip_std";"Po_Na_AMP_std";"Po_Na_ATP_std";"Po_Na_DNA_std";"Po_Na_PA_std";"R.fac"
0;0;0;0,540247590687846;0;0;0;0;0;0;0;0;0;0;0,360045706677944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0997067026342101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000196874713134639
0;0;0;0,493457573061712;0;0;0;0;0;0;0;0;0,121608773669088;0;0,3849336532692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000200932737045448
0;0;0;0,506183670064456;0;0,103046276241555;0;0;0;0;0;0;0;0;0,390770053693989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000212184644704391
0;0;0;0,394945841428367;0;0;0;0;0;0,315560528687637;0;0;0;0;0;0;0;0;0;0;0;0;0,289493629883996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000233314297766027
0;0;0;0,50230987636171;0;0;0,0951670668391533;0;0;0;0;0;0;0;0,402523056799137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000245732713997949
0;0;0;0,495697076396692;0,118844857676453;0;0;0;0;0;0;0;0;0;0,385458065926855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000246529549778299
0;0;0;0,473282952661743;0;0;0;0;0;0,145742149548406;0;0;0;0;0,380974897789851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000257588364427458
0;0;0;0,442649921353104;0,25888374237613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,298466336270767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000260899789857799
0;0;0;0,487192632239653;0;0;0;0;0;0;0;0;0;0;0,351927526203076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16087984155727;0;0;0;0;0;0;0;0;0;0;0,000276564645235833
0;0;0;0,513369674849458;0;0;0;0;0;0;0,107753269944767;0;0;0;0,378877055205775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000296646761349497
0;0;0;0,49272444972461;0;0;0;0;0;0;0;0;0;0;0,361247126820816;0;0;0;0;0;0;0;0;0;0;0;0;0;0,146028423454574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000305784852656769
0;0;0;0,360437643208461;0;0;0;0;0,329618452006646;0,309943904784894;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000306023593375256
0;0;0;0,406362814386781;0,253760929009496;0;0;0;0,339876256603723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000355835536937647
