Chemical_Shift_parts_per_million,BSLE_0004-solid,BSLE_0003-solid,BSLE_0008-solid,BSLE_0010-solid,BSLE_0001-solid,BSLE_0013-solid,BSLE_0017-solid,BSLE_0057-solid,BSLE_0066-solid,BSLE_0070-solid,BSLE_0014-solid,BSLE_0024-solid,BSLE_0028-solid,BSLE_0034-solid,BSLE_0018-solid,BSLE_0044-solid,BSLE_0042-solid,BSLE_0030-solid,BSLE_0063-solid,BSLE_0019-solid,BSLE_0046-solid
193.7243,0.0958,0.9913,0.4278,0.5943,0.1515,0.6536,0.3725,0.0849,0.5563,0.4125,0.0425,0.7094,0.3149,0.55,0.28,0.6908,0.4269,0.2667,0.6247,0.364,0.2177
193.7849,0.076,1.0083,0.5271,0.5791,0.0957,0.679,0.4238,0.0623,0.5467,0.4134,0,0.7147,0.3012,0.5471,0.3366,0.6812,0.4332,0.2877,0.6246,0.3702,0.2395
193.8456,0.0837,1.0115,0.5893,0.5975,0.034,0.6669,0.483,0.0558,0.5332,0.4066,0,0.7163,0.2928,0.5481,0.3694,0.6822,0.4503,0.3104,0.6264,0.3629,0.2628
193.9063,0.1188,1.0061,0.6026,0.6567,0,0.6339,0.5355,0.0629,0.5132,0.4014,0,0.7141,0.2949,0.5578,0.3885,0.6835,0.4756,0.3279,0.6314,0.3453,0.3033
193.9669,0.172,0.9988,0.5739,0.7539,0,0.6036,0.5709,0.0747,0.4892,0.404,0,0.7135,0.3072,0.5764,0.4079,0.6788,0.5034,0.3348,0.6413,0.3215,0.3733
194.0276,0.2295,0.9872,0.5269,0.8774,0,0.5933,0.5849,0.08,0.4699,0.4146,0,0.721,0.3255,0.5961,0.4323,0.6701,0.528,0.3282,0.6578,0.2979,0.4714
194.0882,0.2783,0.9613,0.4917,1.0097,0,0.606,0.5778,0.0708,0.4656,0.4292,0,0.7401,0.3453,0.6052,0.454,0.6657,0.5465,0.3087,0.6818,0.2835,0.5809
194.1489,0.3094,0.9157,0.4907,1.1312,0,0.6312,0.553,0.045,0.482,0.4428,0,0.7683,0.3656,0.5983,0.461,0.6742,0.5583,0.2823,0.7125,0.2865,0.677
194.2096,0.3177,0.8603,0.5283,1.2239,0,0.6527,0.5141,0.0085,0.5155,0.4532,0,0.799,0.3892,0.5821,0.4482,0.6986,0.5641,0.2613,0.7471,0.3081,0.7389
194.2702,0.3015,0.8167,0.5904,1.2751,0,0.6589,0.4654,0,0.5531,0.4607,0,0.8261,0.4193,0.5709,0.4209,0.7339,0.5633,0.261,0.7814,0.3407,0.759
194.3309,0.2639,0.8041,0.6524,1.2795,0.0155,0.6485,0.411,0,0.5782,0.4663,0,0.8472,0.4548,0.5743,0.3896,0.7702,0.5531,0.293,0.8106,0.3712,0.7449
194.3916,0.2153,0.8256,0.6932,1.2405,0.0455,0.6294,0.3562,0,0.5783,0.47,0,0.8634,0.4883,0.5894,0.3616,0.7971,0.5303,0.3579,0.8312,0.3882,0.7132
194.4522,0.1744,0.8679,0.7052,1.1696,0.0664,0.613,0.3057,0,0.5508,0.4689,0,0.8772,0.5093,0.6041,0.336,0.8077,0.4936,0.4418,0.8426,0.3868,0.6797
194.5129,0.1629,0.9113,0.698,1.0838,0.0648,0.6073,0.2641,0.0541,0.5042,0.4592,0,0.8903,0.5104,0.6084,0.3071,0.7998,0.4459,0.5204,0.8472,0.3692,0.6512
194.5735,0.1955,0.941,0.6909,1.0022,0.0318,0.6138,0.234,0.1349,0.4544,0.4379,0,0.9035,0.4921,0.6029,0.2699,0.7751,0.3944,0.5699,0.8496,0.3412,0.6252
194.6342,0.271,0.9513,0.7023,0.9404,0,0.6286,0.2165,0.2139,0.4182,0.4047,0,0.9187,0.464,0.5965,0.2248,0.7369,0.3487,0.5784,0.8549,0.3101,0.5956
194.6949,0.3703,0.9433,0.7397,0.9065,0,0.6464,0.2114,0.2723,0.4074,0.3622,0,0.9402,0.4397,0.5983,0.1777,0.69,0.3173,0.552,0.8659,0.2837,0.5598
194.7555,0.4649,0.9244,0.7974,0.8986,0,0.664,0.2181,0.2971,0.4262,0.315,0,0.972,0.4298,0.6098,0.1379,0.641,0.3053,0.511,0.8819,0.2696,0.524
194.8162,0.532,0.9071,0.8608,0.9068,0,0.6814,0.2356,0.2867,0.4718,0.2691,0,1.0136,0.4365,0.6267,0.1155,0.5987,0.3121,0.4787,0.8982,0.2722,0.4996
194.8769,0.5653,0.9063,0.9148,0.9188,0,0.6998,0.2624,0.2516,0.5361,0.2311,0,1.0568,0.4543,0.6433,0.1184,0.5722,0.3325,0.4699,0.9089,0.2896,0.4964
194.9375,0.5762,0.9299,0.9511,0.9271,0,0.7189,0.2956,0.2092,0.6084,0.2078,0,1.0882,0.4735,0.6575,0.15,0.5692,0.3587,0.4848,0.9105,0.3141,0.5136
194.9982,0.5822,0.9716,0.9702,0.9331,0,0.7348,0.3298,0.1753,0.6774,0.2047,0,1.0961,0.4868,0.67,0.2066,0.5928,0.3832,0.5123,0.9043,0.3374,0.5375
195.0588,0.5932,1.0128,0.979,0.946,0,0.7414,0.3581,0.1566,0.7335,0.2235,0,1.0794,0.4917,0.6821,0.279,0.6409,0.4017,0.5385,0.8976,0.3554,0.5459
195.1195,0.6036,1.0358,0.9863,0.9751,0,0.7324,0.3727,0.1476,0.7707,0.2603,0,1.0501,0.4897,0.6943,0.3561,0.7068,0.415,0.5549,0.9004,0.3695,0.5192
195.1802,0.5982,1.0371,0.998,1.0214,0,0.7055,0.3686,0.1346,0.789,0.3055,0,1.028,0.4827,0.707,0.4301,0.781,0.4284,0.5613,0.921,0.3826,0.451
195.2408,0.5652,1.0287,1.0161,1.0743,0.0188,0.6632,0.3463,0.1046,0.7937,0.3473,0,1.0288,0.4706,0.7212,0.4954,0.8531,0.4494,0.5621,0.962,0.3941,0.3522
195.3015,0.508,1.0255,1.0376,1.1161,0.0664,0.613,0.3124,0.0536,0.7937,0.3766,0.0106,1.0545,0.4513,0.7371,0.5466,0.9127,0.4838,0.5604,1.0183,0.399,0.247
195.3622,0.4456,1.0314,1.056,1.132,0.1153,0.5641,0.2779,0,0.7975,0.3909,0.0798,1.092,0.4237,0.7537,0.5761,0.9512,0.5324,0.5548,1.0801,0.3921,0.1621
195.4228,0.4004,1.0358,1.0617,1.1202,0.1561,0.5241,0.2534,0,0.809,0.3942,0.1385,1.1224,0.3898,0.7696,0.5801,0.963,0.5895,0.5404,1.137,0.3727,0.1155
195.4835,0.3824,1.0245,1.0458,1.0938,0.1769,0.4967,0.2436,0,0.8264,0.393,0.184,1.1337,0.3557,0.7843,0.5661,0.9484,0.6448,0.5139,1.1816,0.3455,0.1117
195.5441,0.382,0.9933,1.0031,1.0731,0.1686,0.4812,0.2447,0,0.844,0.3915,0.2166,1.1293,0.3286,0.7986,0.5555,0.9146,0.6865,0.4779,1.2103,0.3184,0.1429
195.6048,0.3757,0.9526,0.9366,1.073,0.1298,0.4739,0.2467,0,0.8561,0.3885,0.2381,1.1255,0.3141,0.813,0.5723,0.8743,0.7058,0.44,1.2215,0.2982,0.196
195.6655,0.3417,0.9196,0.8583,1.0948,0.0679,0.4707,0.2397,0,0.8603,0.3801,0.2509,1.1406,0.3137,0.8253,0.6257,0.8411,0.6996,0.4095,1.2128,0.2885,0.2591
195.7261,0.2743,0.907,0.7862,1.1272,0,0.4692,0.2209,0,0.8575,0.3654,0.2573,1.1821,0.326,0.8306,0.7001,0.8247,0.6715,0.3914,1.1802,0.29,0.324
195.7868,0.1867,0.917,0.7373,1.1561,0,0.4696,0.1983,0.0306,0.8501,0.3508,0.2594,1.2423,0.3483,0.8236,0.7639,0.8278,0.6297,0.3846,1.1211,0.3012,0.3849
195.8475,0.1011,0.9436,0.7203,1.1768,0,0.4741,0.1873,0.0644,0.8382,0.3488,0.2583,1.3037,0.378,0.8013,0.7913,0.8463,0.5851,0.3832,1.0384,0.3199,0.4353
195.9081,0.0337,0.9787,0.7321,1.1978,0,0.4855,0.2021,0.094,0.8184,0.372,0.254,1.3511,0.4123,0.7643,0.7796,0.8733,0.5482,0.3817,0.9441,0.3434,0.4682
195.9688,0,1.0148,0.7604,1.2342,0,0.5052,0.2461,0.1231,0.7858,0.424,0.2463,1.3806,0.4466,0.7161,0.749,0.9032,0.5271,0.3782,0.8579,0.3698,0.4785
196.0294,0,1.0466,0.7897,1.2952,0,0.531,0.3077,0.154,0.7392,0.4953,0.2352,1.3992,0.4743,0.6625,0.7249,0.9332,0.5255,0.3755,0.801,0.3978,0.467
196.0901,0,1.07,0.8084,1.3742,0,0.5574,0.3647,0.1866,0.6853,0.5659,0.2224,1.4167,0.4899,0.6121,0.7211,0.9615,0.5423,0.3781,0.7877,0.4275,0.4412
196.1508,0,1.0835,0.8106,1.4504,0.004,0.5766,0.3942,0.2188,0.6381,0.6153,0.2104,1.4356,0.4925,0.575,0.7344,0.9833,0.5721,0.3894,0.8193,0.459,0.4117
196.2114,0,1.0894,0.795,1.5,0.0362,0.5815,0.3844,0.2476,0.6138,0.6317,0.2017,1.4476,0.4888,0.56,0.7519,0.9899,0.6081,0.4096,0.8838,0.4931,0.3864
196.2721,0,1.0926,0.7615,1.5104,0.0619,0.5696,0.3396,0.2697,0.6232,0.6173,0.1962,1.4385,0.4916,0.5705,0.7588,0.9709,0.6444,0.4369,0.962,0.5312,0.3667
196.3328,0,1.099,0.7112,1.4873,0.0819,0.5456,0.278,0.2809,0.665,0.5846,0.1913,1.3998,0.5136,0.6014,0.7414,0.9201,0.6787,0.4691,1.0353,0.5735,0.348
196.3934,0.0235,1.1119,0.6492,1.4507,0.0977,0.5214,0.2216,0.2778,0.7257,0.5487,0.1824,1.3357,0.5594,0.6408,0.6873,0.8411,0.7115,0.5044,1.0932,0.6172,0.3258
196.4541,0.1105,1.1311,0.588,1.4217,0.1098,0.5114,0.1866,0.2589,0.7862,0.5196,0.1661,1.2631,0.6212,0.6746,0.5905,0.7483,0.7439,0.5408,1.1349,0.6542,0.3014
196.5147,0.1761,1.1531,0.547,1.4116,0.1197,0.5265,0.1783,0.2276,0.8316,0.5004,0.142,1.2021,0.6808,0.6933,0.4585,0.6617,0.7744,0.5741,1.1659,0.6737,0.2839
196.5754,0.2114,1.1726,0.545,1.4183,0.1302,0.568,0.1921,0.1923,0.8583,0.4907,0.1138,1.165,0.7177,0.6958,0.3137,0.5992,0.7973,0.5978,1.1926,0.6669,0.285
196.6361,0.2259,1.1841,0.5884,1.4321,0.1456,0.6254,0.2195,0.1651,0.8761,0.4913,0.0876,1.1501,0.7193,0.6888,0.1832,0.5688,0.8052,0.6053,1.2173,0.6339,0.3111
196.6967,0.2418,1.1833,0.6645,1.4457,0.1693,0.6805,0.253,0.1573,0.9007,0.5052,0.0689,1.1445,0.6868,0.6826,0.0832,0.5666,0.7932,0.5936,1.2373,0.5845,0.3572
196.7574,0.2819,1.1681,0.7434,1.4591,0.2007,0.7146,0.2883,0.1747,0.9439,0.535,0.0608,1.1336,0.6347,0.6847,0.014,0.581,0.7638,0.5653,1.2473,0.5343,0.4077
196.8181,0.3594,1.1389,0.7918,1.4772,0.2346,0.7173,0.3223,0.2144,1.0045,0.5772,0.0634,1.1099,0.5835,0.6963,0,0.5988,0.7263,0.529,1.2425,0.4967,0.4436
196.8787,0.474,1.0983,0.79,1.5033,0.2631,0.6903,0.3518,0.2664,1.0666,0.6209,0.075,1.0761,0.5501,0.712,0,0.6118,0.6938,0.495,1.2211,0.4781,0.4524
196.9394,0.6137,1.0515,0.7436,1.5334,0.2804,0.6462,0.3736,0.3173,1.1066,0.6518,0.0942,1.0415,0.5414,0.7242,0,0.6177,0.676,0.471,1.1847,0.4772,0.433
197,0.7594,1.0067,0.6806,1.5575,0.2874,0.6025,0.388,0.3554,1.105,0.6599,0.1202,1.0138,0.5535,0.7283,0.0055,0.6185,0.6748,0.4597,1.1378,0.4888,0.3949
197.0607,0.8885,0.9743,0.6356,1.5661,0.2927,0.5739,0.4006,0.3754,1.0574,0.6471,0.1525,0.9947,0.5759,0.7247,0.0756,0.616,0.685,0.4592,1.0862,0.5068,0.3508
197.1214,0.9796,0.9632,0.6302,1.5577,0.3091,0.568,0.4218,0.3794,0.9789,0.6261,0.1888,0.9798,0.5973,0.718,0.1406,0.6101,0.6988,0.4658,1.0368,0.5253,0.31
197.182,1.017,0.9762,0.6615,1.5401,0.3464,0.5843,0.4609,0.3748,0.8977,0.6137,0.2251,0.9638,0.6102,0.7142,0.1776,0.5995,0.7116,0.4771,0.9969,0.5375,0.2753
197.2427,0.9971,1.0063,0.705,1.5262,0.4061,0.6161,0.5198,0.3708,0.8425,0.6198,0.2559,0.9459,0.6118,0.7184,0.1866,0.5845,0.725,0.4927,0.9728,0.5358,0.2454
197.3034,0.9324,1.0397,0.7306,1.5262,0.4793,0.6529,0.5891,0.3737,0.8288,0.641,0.2769,0.9317,0.6028,0.7333,0.1896,0.5685,0.7442,0.5126,0.9679,0.5153,0.2192
197.364,0.8497,1.0623,0.7205,1.542,0.5507,0.6828,0.6515,0.3842,0.8508,0.6624,0.2865,0.9307,0.5846,0.7586,0.2109,0.5577,0.7721,0.5355,0.9802,0.478,0.1982
197.4247,0.7805,1.0661,0.6777,1.5679,0.6052,0.6941,0.6899,0.3968,0.885,0.6679,0.2864,0.9493,0.5587,0.7883,0.2577,0.5574,0.805,0.5589,1.003,0.4353,0.1856
197.4853,0.7474,1.0522,0.6219,1.5949,0.6336,0.6783,0.697,0.4027,0.9016,0.6505,0.2801,0.9865,0.5274,0.8118,0.318,0.5689,0.8321,0.5807,1.0265,0.4059,0.1828
197.546,0.7538,1.0279,0.5747,1.616,0.634,0.6339,0.6792,0.3939,0.8804,0.6185,0.2706,1.0322,0.4946,0.8192,0.3744,0.5879,0.8411,0.6018,1.0432,0.4068,0.1888
197.6067,0.7832,1.0031,0.5458,1.628,0.6104,0.568,0.6532,0.3684,0.8215,0.5911,0.2586,1.0712,0.467,0.8094,0.4172,0.6071,0.8249,0.627,1.0517,0.4437,0.2016
197.6673,0.8088,0.9859,0.5285,1.6314,0.5685,0.4954,0.6364,0.3325,0.7461,0.5875,0.2431,1.0896,0.4525,0.7935,0.4463,0.621,0.7863,0.6624,1.0579,0.5061,0.2223
197.728,0.8075,0.9812,0.5069,1.6288,0.5143,0.4323,0.638,0.2994,0.6858,0.6154,0.223,1.0815,0.4583,0.79,0.463,0.6293,0.7372,0.7103,1.0713,0.5714,0.2567
197.7887,0.771,0.9896,0.4686,1.6253,0.4533,0.3882,0.6546,0.2848,0.6675,0.6663,0.1997,1.0514,0.487,0.8116,0.4654,0.6381,0.6931,0.7655,1.099,0.617,0.313
197.8493,0.7066,1.007,0.4144,1.629,0.3925,0.3622,0.6735,0.3001,0.7004,0.7201,0.1777,1.0129,0.5352,0.8564,0.4522,0.6557,0.6668,0.8156,1.1402,0.6323,0.3947
197.91,0.63,1.0261,0.3587,1.649,0.3405,0.3454,0.6807,0.347,0.7725,0.7561,0.1635,0.9836,0.5933,0.9097,0.4284,0.6874,0.6635,0.8451,1.1847,0.6234,0.4949
197.9706,0.5561,1.0395,0.3211,1.6909,0.3054,0.3293,0.6676,0.4167,0.8581,0.7638,0.1632,0.9775,0.6484,0.9561,0.4043,0.7301,0.6807,0.843,1.2169,0.6077,0.5963
198.0313,0.4937,1.0423,0.3142,1.75,0.2916,0.315,0.6347,0.4925,0.9313,0.7472,0.1787,0.9999,0.6888,0.9898,0.3877,0.7725,0.7102,0.8085,1.2237,0.6033,0.6778
198.092,0.447,1.034,0.338,1.8097,0.2979,0.3162,0.5894,0.5559,0.9787,0.7218,0.2061,1.0445,0.7081,1.0158,0.3788,0.8,0.7417,0.7515,1.2013,0.6197,0.7249
198.1526,0.4204,1.0156,0.3812,1.8462,0.3176,0.3518,0.542,0.5933,1.0046,0.7046,0.2361,1.096,0.7084,1.0406,0.3738,0.802,0.7655,0.6885,1.1581,0.6558,0.7367
198.2133,0.4205,0.9885,0.43,1.8406,0.3425,0.4337,0.5018,0.5999,1.0255,0.705,0.2572,1.1361,0.6995,1.0642,0.3739,0.7775,0.7749,0.6351,1.1106,0.7026,0.7262
198.274,0.4532,0.9545,0.4766,1.7901,0.3661,0.5555,0.4749,0.5797,1.0603,0.7213,0.2595,1.1514,0.6949,1.0794,0.3867,0.7365,0.7684,0.6004,1.0764,0.7485,0.712
198.3346,0.5179,0.9177,0.522,1.7119,0.3852,0.6919,0.4642,0.5434,1.1193,0.7428,0.239,1.1383,0.7056,1.079,0.4189,0.6943,0.7507,0.5854,1.0652,0.7835,0.708
198.3953,0.6034,0.8851,0.5725,1.6354,0.3993,0.8089,0.4689,0.5038,1.1998,0.7583,0.2,1.1045,0.7355,1.0631,0.4671,0.6642,0.7317,0.5851,1.0753,0.8026,0.7168
198.4559,0.6911,0.8634,0.6322,1.5862,0.4077,0.8794,0.4841,0.4716,1.2892,0.7629,0.153,1.0643,0.7788,1.0389,0.5184,0.6512,0.7226,0.5935,1.0956,0.8066,0.7301
198.5166,0.7633,0.8539,0.6973,1.5731,0.4083,0.8948,0.5016,0.4517,1.3715,0.7604,0.111,1.0316,0.8223,1.0166,0.5597,0.6511,0.7313,0.6066,1.112,0.801,0.7355
198.5773,0.8124,0.8513,0.7568,1.5854,0.3995,0.8653,0.5121,0.4426,1.4348,0.7609,0.0844,1.0133,0.8508,1.0039,0.5869,0.6555,0.757,0.6227,1.1154,0.7923,0.725
198.6379,0.8438,0.8472,0.7975,1.6028,0.3823,0.8115,0.5096,0.4377,1.4737,0.7732,0.0766,1.0071,0.8532,1.0057,0.6043,0.658,0.791,0.64,1.1053,0.7842,0.698
198.6986,0.8711,0.8375,0.812,1.6108,0.3621,0.7513,0.4957,0.4285,1.4881,0.7997,0.0841,1.0038,0.8272,1.024,0.6158,0.6583,0.8206,0.6543,1.0897,0.7774,0.6607
198.7593,0.9061,0.8261,0.8025,1.6116,0.3469,0.6937,0.4795,0.4097,1.4807,0.8351,0.1001,0.9934,0.7796,1.0573,0.6196,0.6611,0.8371,0.6591,1.0788,0.7717,0.6207
198.8199,0.9514,0.8228,0.7792,1.6233,0.3426,0.6405,0.4739,0.382,1.4542,0.8709,0.1188,0.9707,0.7237,1.0989,0.6116,0.6702,0.8405,0.6483,1.0794,0.7705,0.5827
198.8806,0.9987,0.8359,0.7547,1.6676,0.3487,0.593,0.4874,0.3523,1.4114,0.9011,0.1396,0.9388,0.6739,1.1385,0.5927,0.6828,0.8392,0.6206,1.091,0.7786,0.5478
198.9412,1.0349,0.8652,0.7364,1.7555,0.3584,0.5578,0.5185,0.3295,1.3566,0.9265,0.1658,0.9073,0.6407,1.1667,0.5695,0.6884,0.8444,0.5827,1.1071,0.7975,0.5158
199.0019,1.0499,0.9013,0.7238,1.8791,0.3624,0.5442,0.5547,0.3188,1.2959,0.9529,0.2014,0.8876,0.6281,1.1793,0.5462,0.6738,0.8621,0.5471,1.1202,0.8205,0.4878
199.0626,1.0423,0.9311,0.7096,2.0149,0.3557,0.5574,0.5786,0.3181,1.2363,0.9858,0.2451,0.8883,0.6344,1.1778,0.5177,0.6307,0.888,0.528,1.1277,0.8349,0.4671
199.1232,1.0183,0.9458,0.6852,2.1349,0.3416,0.5914,0.5776,0.3181,1.1843,1.0242,0.2882,0.9119,0.6541,1.1656,0.4736,0.5622,0.9102,0.5346,1.1338,0.8315,0.4567
199.1839,0.9878,0.9455,0.6461,2.2188,0.3293,0.6301,0.5513,0.3076,1.1441,1.0599,0.3171,0.9543,0.6816,1.1458,0.4116,0.4828,0.915,0.567,1.1474,0.8122,0.4561
199.2446,0.9598,0.9379,0.5944,2.2602,0.3282,0.655,0.5118,0.2803,1.1183,1.0814,0.3198,1.007,0.7131,1.1235,0.3478,0.4114,0.8954,0.6162,1.1765,0.7896,0.4593
199.3052,0.9399,0.9328,0.5377,2.265,0.3396,0.6565,0.4776,0.2391,1.1089,1.0821,0.2925,1.0592,0.7462,1.1088,0.312,0.3623,0.8547,0.6684,1.2224,0.7773,0.456
199.3659,0.9322,0.9349,0.485,2.2454,0.3557,0.6392,0.4628,0.1943,1.1175,1.0649,0.2428,1.1002,0.7784,1.1141,0.3276,0.339,0.8048,0.7113,1.2785,0.7793,0.4356
199.4265,0.9406,0.9423,0.4432,2.2141,0.3626,0.6178,0.4703,0.1572,1.1442,1.0415,0.1866,1.1209,0.8062,1.1464,0.3939,0.3342,0.7602,0.7387,1.334,0.7874,0.3917
199.4872,0.9683,0.9505,0.4153,2.1813,0.3498,0.6069,0.4902,0.1338,1.1846,1.0251,0.1409,1.1149,0.8247,1.199,0.4836,0.3356,0.7316,0.7516,1.3801,0.7884,0.3257
199.5479,1.0159,0.9591,0.4013,2.154,0.3163,0.6113,0.5058,0.1211,1.229,1.0225,0.1159,1.0812,0.8304,1.2535,0.5589,0.3334,0.7223,0.7554,1.4158,0.7746,0.2475
199.6085,1.079,0.9741,0.4008,2.1363,0.2723,0.6243,0.5023,0.1103,1.2645,1.0299,0.1119,1.0254,0.824,1.2899,0.5935,0.3257,0.7281,0.7567,1.448,0.7483,0.1734
199.6692,1.1481,1.0039,0.4144,2.127,0.2327,0.6351,0.4738,0.0931,1.2805,1.0367,0.1208,0.96,0.812,1.2997,0.585,0.3175,0.7407,0.7599,1.4871,0.7185,0.1223
199.7299,1.2111,1.0508,0.444,2.1194,0.2094,0.6381,0.4257,0.0671,1.275,1.0329,0.1316,0.9011,0.8049,1.289,0.5508,0.3167,0.7502,0.7663,1.539,0.6927,0.1108
199.7905,1.2568,1.1059,0.49,2.1028,0.2054,0.6378,0.3715,0.0366,1.2567,1.0159,0.1367,0.8629,0.8122,1.2713,0.514,0.329,0.7497,0.7749,1.6006,0.6729,0.1478
199.8512,1.2768,1.1514,0.5498,2.0674,0.2162,0.6448,0.3276,0.0089,1.2413,0.9913,0.1342,0.8515,0.8368,1.2565,0.4905,0.3545,0.7369,0.7837,1.6597,0.6573,0.2315
199.9118,1.2653,1.1709,0.6153,2.0103,0.2342,0.6662,0.3074,0,1.2424,0.9676,0.1267,0.8624,0.8727,1.246,0.4854,0.3878,0.7164,0.7904,1.7014,0.6456,0.3481
199.9725,1.2179,1.1591,0.6744,1.9392,0.255,0.6983,0.3166,0,1.2635,0.9489,0.1183,0.8832,0.9068,1.2356,0.4975,0.4211,0.6985,0.7922,1.7155,0.641,0.4751
200.0332,1.1316,1.1242,0.7133,1.8699,0.2778,0.7278,0.3521,0,1.2949,0.9328,0.1112,0.9003,0.9257,1.2221,0.526,0.4463,0.6963,0.7866,1.7017,0.6486,0.5875
200.0938,1.0069,1.0819,0.721,1.8194,0.3032,0.7404,0.4021,0,1.3185,0.913,0.1053,0.9068,0.9225,1.2074,0.5714,0.4586,0.7191,0.7723,1.6689,0.6693,0.665
200.1545,0.8523,1.0457,0.6932,1.7982,0.3285,0.7315,0.4506,0,1.3188,0.8865,0.0999,0.9057,0.9008,1.1967,0.6305,0.4575,0.7675,0.7511,1.6299,0.6975,0.6984
200.2152,0.6863,1.0202,0.6343,1.8058,0.3463,0.7097,0.4823,0.0347,1.2926,0.8586,0.0951,0.9072,0.8721,1.1955,0.691,0.4476,0.8314,0.728,1.5954,0.7239,0.6915
200.2758,0.5354,1.002,0.5568,1.8323,0.3485,0.6913,0.4895,0.0944,1.2517,0.8405,0.0938,0.9212,0.8493,1.2065,0.7341,0.4372,0.8937,0.7104,1.5711,0.7425,0.6577
200.3365,0.4284,0.9855,0.477,1.8635,0.3327,0.689,0.4752,0.1724,1.2175,0.8427,0.1,0.9496,0.8397,1.2284,0.7438,0.4362,0.9389,0.7039,1.5589,0.7551,0.6147
200.3971,0.3877,0.9701,0.4094,1.887,0.3065,0.7025,0.4521,0.2558,1.2095,0.8674,0.1172,0.9841,0.8427,1.2549,0.7181,0.4508,0.9599,0.7097,1.5604,0.7689,0.5777
200.4578,0.4222,0.9625,0.3608,1.8963,0.2861,0.719,0.4365,0.328,1.2353,0.9073,0.1461,1.0108,0.852,1.277,0.6705,0.481,0.9605,0.723,1.5784,0.7891,0.5555
200.5185,0.5233,0.9731,0.3281,1.8911,0.289,0.722,0.4401,0.3758,1.2882,0.951,0.184,1.0184,0.861,1.2865,0.6211,0.52,0.9513,0.7359,1.6161,0.8117,0.549
200.5791,0.6663,1.0076,0.3011,1.876,0.3255,0.7027,0.4645,0.3949,1.3515,0.9919,0.2251,1.0048,0.8673,1.2821,0.5835,0.5578,0.9418,0.7424,1.6719,0.8253,0.5529
200.6398,0.8159,1.0607,0.2685,1.859,0.3934,0.6666,0.5011,0.3898,1.4089,1.0318,0.2632,0.9783,0.8725,1.2711,0.5586,0.5868,0.9352,0.7419,1.7375,0.8206,0.559
200.7005,0.9342,1.1157,0.2255,1.8493,0.4799,0.6295,0.5383,0.37,1.4517,1.0775,0.2939,0.9518,0.8784,1.2661,0.5384,0.6069,0.9283,0.7403,1.7985,0.8005,0.5589
200.7611,0.9913,1.1538,0.177,1.856,0.568,0.6064,0.5693,0.3445,1.4817,1.1323,0.3166,0.9348,0.8832,1.2771,0.5158,0.624,0.9177,0.7462,1.8409,0.7805,0.5461
200.8218,0.9739,1.1654,0.1354,1.8844,0.643,0.6012,0.5972,0.3196,1.5072,1.1885,0.3343,0.929,0.881,1.3052,0.4884,0.6456,0.9062,0.7651,1.8584,0.7785,0.5175
200.8824,0.8904,1.1558,0.1126,1.9335,0.6962,0.6032,0.6326,0.2987,1.5361,1.2292,0.3523,0.9288,0.8651,1.343,0.4555,0.6731,0.9029,0.7961,1.8563,0.801,0.474
200.9431,0.7683,1.1401,0.112,1.9955,0.7239,0.593,0.6857,0.284,1.5709,1.2379,0.3742,0.9278,0.8346,1.3794,0.4138,0.6992,0.9187,0.8324,1.8492,0.8386,0.4203
201.0038,0.6436,1.131,0.1254,2.0582,0.7248,0.5545,0.7576,0.2775,1.608,1.2112,0.3996,0.9233,0.7963,1.4051,0.359,0.7105,0.9565,0.8651,1.8539,0.8723,0.3639
201.0644,0.546,1.1314,0.1373,2.1103,0.6981,0.4842,0.8374,0.2792,1.6403,1.1642,0.4222,0.9182,0.7628,1.4158,0.2921,0.6967,1.0071,0.8887,1.8802,0.8858,0.3134
201.1251,0.4871,1.1365,0.1349,2.1464,0.6456,0.3944,0.9074,0.2859,1.661,1.1244,0.4325,0.9171,0.7457,1.4115,0.2236,0.6583,1.0518,0.9028,1.9274,0.8744,0.2759
201.1858,0.4572,1.1429,0.1174,2.1689,0.5735,0.3075,0.9522,0.2923,1.6662,1.1169,0.4223,0.9216,0.7484,1.397,0.1688,0.6081,1.0722,0.9109,1.9854,0.8441,0.2549
201.2464,0.4356,1.1556,0.0985,2.1848,0.4926,0.2451,0.9675,0.2938,1.6561,1.1511,0.3896,0.9282,0.7647,1.3799,0.137,0.5652,1.0613,0.9164,2.0411,0.8061,0.2497
201.3071,0.4062,1.1832,0.0987,2.2001,0.4156,0.219,0.9605,0.2907,1.6342,1.2165,0.3406,0.9316,0.7825,1.3689,0.1265,0.5434,1.0276,0.9196,2.0832,0.7718,0.2554
201.3677,0.3715,1.2278,0.1331,2.2157,0.3514,0.2271,0.9445,0.2891,1.608,1.2905,0.2869,0.9297,0.7913,1.369,0.1296,0.5435,0.9899,0.9186,2.1057,0.7505,0.2651
201.4284,0.3537,1.279,0.2003,2.2271,0.3023,0.2551,0.9296,0.2971,1.5873,1.3528,0.2397,0.9262,0.788,1.3774,0.1433,0.553,0.9664,0.9123,2.1066,0.7474,0.2729
201.4891,0.3826,1.319,0.2822,2.2294,0.2652,0.2846,0.9167,0.3189,1.5824,1.3965,0.2049,0.9293,0.7771,1.3851,0.1731,0.554,0.9656,0.9036,2.0867,0.763,0.2756
