Chemical_Shift_parts_per_million,BSLE_0004-solid,BSLE_0003-solid,BSLE_0008-solid,BSLE_0010-solid,BSLE_0001-solid,BSLE_0013-solid,BSLE_0017-solid,BSLE_0057-solid,BSLE_0066-solid,BSLE_0070-solid,BSLE_0014-solid,BSLE_0024-solid,BSLE_0028-solid,BSLE_0034-solid,BSLE_0018-solid,BSLE_0044-solid,BSLE_0042-solid,BSLE_0030-solid,BSLE_0063-solid,BSLE_0019-solid,BSLE_0046-solid
68.881,13.9689,20.1482,9.3117,3.7226,7.4966,20.2951,11.2767,4.2595,1.212,2.7751,11.5679,17.6791,8.8798,11.6678,15.0529,20.3692,13.6105,6.8965,3.2314,9.6451,26.112
68.9416,14.1426,20.3692,9.3263,3.7948,7.581,20.5294,11.3842,4.3171,1.1673,2.8176,11.6412,17.8837,8.9935,11.7793,15.2146,20.5914,13.7967,6.9712,3.2444,9.6945,26.4763
69.0023,14.3709,20.5968,9.32,3.8782,7.6782,20.7561,11.4886,4.358,1.1302,2.8462,11.6978,18.0579,9.1271,11.873,15.3671,20.8287,13.9973,7.0873,3.2737,9.7384,26.855
69.0629,14.6395,20.8209,9.3259,3.9817,7.7733,20.9729,11.6017,4.3833,1.1115,2.8603,11.7398,18.2213,9.2747,11.9553,15.514,21.0825,14.2144,7.2296,3.3223,9.7831,27.2191
69.1236,14.9183,21.0352,9.3736,4.1069,7.8496,21.1785,11.731,4.4006,1.1154,2.8619,11.7763,18.3997,9.4254,12.0407,15.6602,21.3518,14.4479,7.3747,3.3836,9.8343,27.5487
69.1843,15.1732,21.2396,9.4775,4.245,7.8993,21.3795,11.8786,4.4213,1.1405,2.8573,11.8184,18.611,9.5697,12.1429,15.8149,21.6353,14.6925,7.5051,3.4464,9.8971,27.8428
69.2449,15.3843,21.4385,9.6324,4.3799,7.9306,21.5911,12.0425,4.4542,1.1828,2.8567,11.8743,18.8569,9.7048,12.2683,15.9884,21.9319,14.9384,7.6177,3.5016,9.9744,28.1183
69.3056,15.5571,21.6385,9.819,4.495,7.9636,21.83,12.219,4.5006,1.2365,2.8715,11.9472,19.1259,9.834,12.415,16.1853,22.2385,15.1746,7.7229,3.5467,10.0669,28.398
69.3663,15.7188,21.8459,10.0165,4.5779,8.0191,22.1039,12.4044,4.5533,1.2934,2.9096,12.0369,19.402,9.9639,12.5765,16.3992,22.5505,15.395,7.8347,3.5848,10.1729,28.698
69.4269,15.9008,22.0652,10.2139,4.6216,8.1056,22.4046,12.5964,4.6011,1.3428,2.9706,12.1414,19.674,10.0991,12.7449,16.6149,22.8618,15.6007,7.9605,3.6198,10.2881,29.0215
69.4876,16.1178,22.2972,10.4143,4.623,8.2146,22.7116,12.7936,4.6347,1.3743,3.0447,12.2583,19.9392,10.2407,12.9117,16.8175,23.1676,15.799,8.0963,3.6513,10.4063,29.3604
69.5482,16.3598,22.5394,10.6296,4.5835,8.3268,23.0032,12.9951,4.6516,1.3826,3.1167,12.3834,20.2008,10.3867,13.0689,16.9992,23.4666,15.9992,8.2298,3.6748,10.5193,29.7044
69.6089,16.6009,22.7887,10.8687,4.5127,8.4247,23.2701,13.1994,4.6569,1.3726,3.1738,12.5092,20.4633,10.5354,13.2117,17.1604,23.7622,16.2081,8.3488,3.6871,10.6189,30.0474
69.6696,16.8202,23.0463,11.1274,4.4325,8.5029,23.5194,13.4037,4.6591,1.3597,3.2128,12.6251,20.7298,10.6862,13.3426,17.3062,24.0601,16.4273,8.4476,3.6927,10.7008,30.3904
69.7302,17.0187,23.3176,11.3861,4.3747,8.5684,23.7705,13.6044,4.6659,1.3622,3.2412,12.7207,21.0037,10.8405,13.4708,17.4442,24.3646,16.6556,8.529,3.7059,10.7684,30.7389
69.7909,17.2197,23.6083,11.618,4.3715,8.6331,24.0418,13.798,4.6802,1.3919,3.2727,12.7898,21.2909,10.9993,13.6058,17.5847,24.6758,16.8913,8.6014,3.7454,10.8329,31.0983
69.8516,17.4521,23.9176,11.8025,4.4399,8.7032,24.3427,13.983,4.7015,1.4451,3.3181,12.8338,21.6003,11.1632,13.7514,17.7389,24.9893,17.1353,8.6749,3.8235,10.9074,31.4717
69.9122,17.7296,24.2347,11.9359,4.571,8.7749,24.6695,14.1616,4.7283,1.5034,3.3782,12.8607,21.9399,11.3324,13.9054,17.9142,25.3001,17.3909,8.7584,3.938,10.9994,31.8607
69.9729,18.0402,24.5432,12.0341,4.7326,8.8391,25.014,14.3402,4.7608,1.5427,3.4424,12.882,22.3129,11.5085,14.0659,18.1095,25.6078,17.6619,8.8595,4.0719,11.1075,32.2678
70.0335,18.3547,24.8331,12.1242,4.8853,8.8912,25.3711,14.5281,4.801,1.5462,3.4961,12.9074,22.7139,11.6944,14.2367,18.3143,25.9191,17.9498,8.9846,4.2015,11.2257,32.6946
70.0942,18.6473,25.1067,12.2321,5.0028,8.9373,25.7443,14.7347,4.8506,1.5135,3.5296,12.9424,23.1321,11.8936,14.4257,18.5144,26.2453,18.2519,9.1374,4.3089,11.3496,33.1413
70.1549,18.9114,25.3785,12.371,5.0854,8.9922,26.14,14.9664,4.9088,1.4601,3.5458,12.9882,23.5564,12.1062,14.637,18.6997,26.597,18.5625,9.3175,4.3901,11.4804,33.6019
70.2155,19.1604,25.6652,12.5393,5.1556,9.0701,26.5601,15.2243,4.9712,1.407,3.5587,13.0444,23.9814,12.3272,14.8647,18.868,26.9773,18.8743,9.518,4.4548,11.6216,34.0661
70.2762,19.4128,25.9767,12.7259,5.2406,9.1742,26.9941,15.5047,5.0324,1.3693,3.5852,13.1107,24.4083,12.5476,15.0959,19.0243,27.3799,19.181,9.7272,4.518,11.7728,34.5222
70.3369,19.6739,26.3133,12.9204,5.3528,9.2934,27.4208,15.8013,5.0887,1.3489,3.6348,13.1873,24.8418,12.7578,15.3201,19.1771,27.7922,19.479,9.9324,4.5905,11.9267,34.9609
70.3975,19.9299,26.6683,13.1208,5.4809,9.4093,27.8176,16.1083,5.1401,1.3379,3.7038,13.2735,25.2841,12.9529,15.5366,19.3343,28.2028,19.7673,10.1245,4.6729,12.074,35.3794
70.4582,20.159,27.0336,13.3343,5.5986,9.5064,28.172,16.4227,5.1888,1.3282,3.7765,13.366,25.7308,13.1351,15.7524,19.4987,28.6075,20.0483,10.2996,4.758,12.2095,35.7785
70.5188,20.3518,27.4018,13.5718,5.6842,9.5813,28.4885,16.7446,5.2368,1.3196,3.8353,13.4593,26.1722,13.3117,15.9735,19.6664,29.0112,20.3263,10.4581,4.837,12.3348,36.1596
70.5795,20.5236,27.7657,13.84,5.7372,9.643,28.7873,17.0762,5.2837,1.321,3.8698,13.5478,26.5977,13.49,16.1991,19.829,29.4237,20.6067,10.6017,4.9063,12.4557,36.5215
70.6402,20.7092,28.119,14.1353,5.7808,9.7054,29.0951,17.4198,5.3268,1.3435,3.8828,13.6284,27.0015,13.6726,16.4214,19.9831,29.8517,20.895,10.7311,4.969,12.5769,36.8615
70.7008,20.9425,28.4559,14.4438,5.8494,9.7783,29.4342,17.7766,5.3639,1.3902,3.887,13.701,27.3853,13.855,16.6326,20.1378,30.2937,21.1949,10.8467,5.0317,12.7011,37.1798
70.7615,21.234,28.7741,14.7466,5.969,9.8623,29.8145,18.1467,5.3953,1.451,3.8975,13.7676,27.7568,14.0298,16.8302,20.3131,30.7383,21.5065,10.9511,5.0992,12.8313,37.4813
70.8222,21.5642,29.0745,15.0255,6.143,9.9501,30.2324,18.529,5.4251,1.5066,3.9236,13.8298,28.1254,14.1915,17.0173,20.5246,31.1694,21.8258,11.05,5.1723,12.972,37.7759
70.8828,21.8953,29.3616,15.2689,6.3507,10.0331,30.6731,18.9217,5.4579,1.539,3.9651,13.8875,28.4983,14.3415,17.1994,20.767,31.5724,22.145,11.1502,5.2479,13.1256,38.0733
70.9435,22.1927,29.644,15.4724,6.5591,10.1066,31.1177,19.3205,5.4966,1.5419,4.0153,13.9404,28.8778,14.488,17.3805,21.0114,31.94,22.4538,11.2562,5.3222,13.2865,38.3776
71.0041,22.4419,29.9328,15.6383,6.7377,10.1712,31.5483,19.7182,5.5399,1.5237,4.0665,13.9903,29.2611,14.6413,17.5614,21.2234,32.2724,22.7406,11.3663,5.3928,13.4405,38.6863
71.0648,22.6495,30.238,15.7735,6.8702,10.2307,31.9518,20.1051,5.5839,1.5006,4.1157,14.0423,29.6427,14.8079,17.7397,21.3871,32.5764,22.9951,11.4741,5.4587,13.5729,38.9924
71.1255,22.8316,30.5622,15.8892,6.9577,10.2887,32.3214,20.4704,5.6256,1.4861,4.1653,14.1036,30.0151,14.9863,17.9118,21.5141,32.8596,23.2106,11.5727,5.5192,13.6796,39.2907
71.1861,22.9995,30.8967,16.0004,7.0142,10.3471,32.6574,20.8072,5.6654,1.4842,4.2203,14.1788,30.3715,15.1668,18.0755,21.6315,33.1293,23.3869,11.6602,5.5731,13.7715,39.5802
71.2468,23.1569,31.2239,16.1249,7.0614,10.4064,32.9647,21.1151,5.7067,1.4899,4.2845,14.266,30.7064,15.3365,18.2331,21.7601,33.3904,23.5303,11.742,5.6195,13.8676,39.863
71.3075,23.3059,31.527,16.2789,7.1214,10.4672,33.2505,21.4014,5.752,1.4972,4.3572,14.3558,31.0175,15.4853,18.3909,21.9058,33.6458,23.6537,11.828,5.6594,13.9807,40.1391
71.3681,23.4568,31.7987,16.4698,7.2114,10.5288,33.5197,21.6784,5.7996,1.5078,4.4332,14.4345,31.3051,15.6098,18.5562,22.0668,33.8967,23.7719,11.9254,5.6969,14.1095,40.4013
71.4288,23.6285,32.0429,16.6902,7.3383,10.5885,33.7743,21.9576,5.8424,1.5323,4.5053,14.4906,31.571,15.715,18.7318,22.2456,34.1416,23.8968,12.034,5.7371,14.2423,40.6378
71.4894,23.8369,32.2687,16.9159,7.4955,10.6402,34.0144,22.2444,5.8713,1.5839,4.5667,14.5211,31.8171,15.8112,18.9137,22.4471,34.377,24.0315,12.1459,5.7832,14.3678,40.8372
71.5501,24.0801,32.4814,17.1125,7.6648,10.677,34.2402,22.5351,5.8808,1.6679,4.6134,14.5327,32.0428,15.9099,19.0932,22.6651,34.5971,24.1697,12.2505,5.8339,14.4821,40.9974
71.6108,24.3316,32.6807,17.249,7.8243,10.6955,34.4562,22.8187,5.8736,1.7748,4.6441,14.5386,32.2464,16.0193,19.2622,22.8738,34.7973,24.299,12.3412,5.8849,14.586,41.127
71.6714,24.552,32.8654,17.3126,7.9599,10.6997,34.6691,23.082,5.8596,1.8833,4.6606,14.5518,32.4258,16.1413,19.4164,23.0392,34.976,24.4074,12.4191,5.9314,14.6793,41.2411
71.7321,24.7112,33.0388,17.3179,8.0738,10.7012,34.8844,23.3173,5.8505,1.9706,4.6679,14.5789,32.5822,16.2714,19.555,23.1415,35.1344,24.4895,12.4901,5.9725,14.7582,41.3511
71.7928,24.8087,33.2068,17.3024,8.1832,10.7145,35.1013,23.5253,5.8528,2.0245,4.6736,14.6174,32.721,16.3998,19.6788,23.1885,35.2746,24.5481,12.5589,6.011,14.82,41.457
71.8534,24.8763,33.3723,17.3119,8.309,10.7503,35.311,23.7149,5.8643,2.0487,4.6878,14.6585,32.8507,16.5154,19.7895,23.2052,35.396,24.5912,12.624,6.0508,14.8691,41.5463
71.9141,24.9616,33.53,17.3797,8.461,10.8102,35.5001,23.8984,5.8762,2.0579,4.7201,14.6921,32.9789,16.61,19.8923,23.2104,35.4923,24.626,12.6775,6.0923,14.9149,41.6026
71.9747,25.1002,33.6703,17.5115,8.6275,10.887,35.6557,24.084,5.8792,2.0674,4.7768,14.7124,33.1073,16.6817,19.9951,23.2048,35.5543,24.6534,12.7108,6.1297,14.9643,41.6156
72.0354,25.2955,33.7871,17.6845,8.7795,10.9693,35.7724,24.2715,5.8707,2.0835,4.8575,14.7207,33.2303,16.7356,20.1046,23.1797,35.574,24.6681,12.7218,6.1538,15.0144,41.5878
72.0961,25.5165,33.8825,17.8606,8.8848,11.0473,35.8526,24.4514,5.8563,2.1019,4.9537,14.7244,33.3358,16.7811,20.2192,23.137,35.5501,24.6626,12.7184,6.1572,15.0556,41.5337
72.1567,25.7143,33.9652,18.007,8.9253,11.1163,35.9023,24.6094,5.8467,2.1131,5.0505,14.7327,33.4107,16.8261,20.3272,23.0966,35.4917,24.6334,12.7158,6.1407,15.0808,41.4704
72.2174,25.8454,34.0418,18.1117,8.9063,11.1756,35.925,24.7338,5.8506,2.1122,5.1308,14.7524,33.445,16.8724,20.4138,23.084,35.4151,24.5837,12.7282,6.1138,15.0923,41.4089
72.2781,25.8888,34.1117,18.187,8.8515,11.2246,35.9197,24.8212,5.8694,2.103,5.1816,14.784,33.4354,16.9132,20.4713,23.1103,35.3372,24.5221,12.7614,6.0905,15.0986,41.3502
72.3387,25.8493,34.1683,18.2573,8.7904,11.2603,35.8826,24.878,5.8958,2.0951,5.1991,14.8217,33.3854,16.9365,20.5053,23.1653,35.2693,24.4575,12.8094,6.0823,15.1047,41.2883
72.3994,25.7506,34.2044,18.3414,8.7445,11.2775,35.8153,24.9169,5.9185,2.0957,5.191,14.8561,33.3015,16.9312,20.5297,23.2299,35.2128,24.3934,12.8579,6.0921,15.1064,41.2185
72.46,25.6226,34.218,18.4391,8.7227,11.2719,35.7289,24.9499,5.9287,2.1035,5.1741,14.8795,33.1925,16.8936,20.5555,23.2919,35.1619,24.3267,12.892,6.1136,15.0952,41.1422
72.5207,25.4936,34.213,18.5299,8.725,11.2433,35.6418,24.9821,5.9243,2.1083,5.1677,14.8905,33.0664,16.8303,20.5819,23.3495,35.1083,24.2512,12.9033,6.1357,15.0686,41.0685
72.5814,25.3845,34.1973,18.5851,8.7506,11.1973,35.5732,25.009,5.9107,2.099,5.1854,14.8952,32.9319,16.7562,20.5982,23.4,35.0471,24.1623,12.8922,6.1487,15.0355,41.0085
72.642,25.307,34.1785,18.5837,8.801,11.1434,35.5324,25.0191,5.8972,2.0729,5.2281,14.9048,32.7983,16.688,20.5936,23.4288,34.979,24.0596,12.8662,6.1479,15.0118,40.9683
72.7027,25.2617,34.1625,18.5245,8.876,11.0921,35.5142,25.0011,5.8916,2.0389,5.2834,14.9287,32.6753,16.638,20.5675,23.4138,34.9081,23.947,12.8343,6.1336,15.0095,40.9446
72.7634,25.2391,34.1492,18.4265,8.9674,11.0515,35.5016,24.9504,5.8967,2.0132,5.3315,14.9685,32.5709,16.61,20.5313,23.3436,34.8382,23.8293,12.8029,6.1087,15.0291,40.9259
72.824,25.2238,34.1324,18.3195,9.0553,11.026,35.4764,24.8728,5.9099,2.0085,5.3558,15.0149,32.4899,16.6004,20.5012,23.2321,34.7692,23.7081,12.7741,6.0751,15.0606,40.8985
72.8847,25.2035,34.1021,18.2313,9.1142,11.0155,35.4286,24.7826,5.925,2.0243,5.3519,15.0516,32.4309,16.6014,20.4874,23.1151,34.698,23.5826,12.7469,6.0342,15.09,40.8539
72.9453,25.1766,34.0501,18.1792,9.1243,11.0161,35.36,24.6966,5.9363,2.0461,5.3309,15.0622,32.3879,16.6051,20.4878,23.0286,34.6201,23.4516,12.7203,5.9881,15.1067,40.7924
73.006,25.1539,33.9752,18.1669,9.0829,11.0213,35.2809,24.6268,5.9408,2.0538,5.3129,15.0393,32.3517,16.6059,20.4902,22.9865,34.5332,23.3175,12.6953,5.9421,15.1071,40.7241
73.0667,25.1517,33.8847,18.1888,9.0061,11.0243,35.2003,24.5763,5.9399,2.034,5.3151,14.9879,32.3136,16.6008,20.48,22.9765,34.4383,23.1872,12.6749,5.9041,15.0935,40.6641
73.1273,25.1796,33.7902,18.2334,8.9208,11.0215,35.1207,24.5402,5.9385,1.9888,5.3411,14.9224,32.2685,16.5885,20.4482,22.9741,34.3386,23.0698,12.6625,5.8823,15.0721,40.6254
73.188,25.2318,33.7014,18.2863,8.8513,11.0151,35.0356,24.5092,5.9426,1.934,5.3769,14.8588,32.2161,16.569,20.3957,22.9634,34.2376,22.9721,12.659,5.8815,15.0491,40.6122
73.2487,25.2883,33.6226,18.331,8.8087,11.0139,34.9357,24.4749,5.9574,1.8895,5.398,14.8067,32.1615,16.5435,20.3312,22.9461,34.1374,22.8956,12.6617,5.9007,15.0272,40.6172
73.3093,25.3243,33.5536,18.351,8.7881,11.0293,34.8157,24.4326,5.9842,1.8673,5.3828,14.7656,32.1118,16.5145,20.2662,22.9331,34.0401,22.8352,12.6638,5.9334,15.0045,40.6226
73.37,25.3227,33.4925,18.3343,8.7758,11.0686,34.6774,24.3817,6.0203,1.8653,5.3248,14.7286,32.0728,16.4855,20.2096,22.9298,33.9483,22.7823,12.6573,5.971,14.9778,40.6063
73.4306,25.2783,33.4364,18.2791,8.7579,11.129,34.5292,24.323,6.0593,1.8701,5.2366,14.6889,32.0455,16.4598,20.1648,22.9284,33.8671,22.7283,12.6359,6.0053,14.947,40.5517
73.4913,25.1951,33.3819,18.1961,8.7283,11.1968,34.3809,24.2559,6.0941,1.867,5.1434,14.6462,32.0251,16.4388,20.1285,22.9148,33.8017,22.6672,12.5982,6.0311,14.9157,40.4541
73.552,25.0775,33.3247,18.1051,8.6902,11.2519,34.2395,24.1787,6.1194,1.8487,5.0717,14.6067,32.0008,16.4222,20.0931,22.8822,33.7544,22.596,12.5491,6.0461,14.8873,40.3222
73.6126,24.9265,33.26,18.0256,8.6525,11.2777,34.1082,24.0896,6.1344,1.8188,5.0379,14.5783,31.9612,16.4083,20.052,22.8375,33.7223,22.5149,12.4977,6.0506,14.8601,40.1719
73.6733,24.7426,33.184,17.9672,8.625,11.2683,33.988,23.9893,6.1415,1.787,5.0444,14.563,31.8979,16.3954,20.0022,22.7941,33.6965,22.4261,12.4536,6.0468,14.828,40.0163
73.734,24.5356,33.0941,17.9247,8.6138,11.2304,33.8802,23.8809,6.1442,1.7616,5.0828,14.5533,31.809,16.3817,19.947,22.7585,33.6654,22.3345,12.4223,6.0386,14.7877,39.8589
73.7946,24.3277,32.9897,17.8834,8.619,11.1783,33.7867,23.7697,6.1437,1.7449,5.1403,14.5343,31.7,16.3648,19.8938,22.7221,33.6195,22.2461,12.4026,6.031,14.7446,39.6909
73.8553,24.148,32.8745,17.83,8.6348,11.1254,33.7078,23.6603,6.1375,1.7346,5.2045,14.4916,31.5809,16.3405,19.8487,22.6666,33.5545,22.1656,12.3873,6.0292,14.7108,39.5002
73.9159,24.0172,32.7582,17.7634,8.6515,11.0784,33.6414,23.5548,6.1201,1.7288,5.2643,14.4191,31.4623,16.3039,19.8128,22.5777,33.4712,22.0916,12.3675,6.0366,14.6932,39.2807
73.9766,23.9329,32.6546,17.699,8.6602,11.0359,33.5819,23.4535,6.0878,1.7308,5.3088,14.3228,31.3513,16.2518,19.7799,22.4551,33.3718,22.0144,12.3368,6.0533,14.685,39.0404
74.0373,23.8686,32.5729,17.6609,8.6572,10.9928,33.5233,23.3564,6.0417,1.7481,5.3272,14.2184,31.2507,16.186,19.7392,22.3112,33.2571,21.9176,12.2948,6.0754,14.6694,38.8002
74.0979,23.787,32.509,17.6689,8.647,10.9454,33.4614,23.2652,5.9901,1.7862,5.3128,14.1227,31.1598,16.1146,19.6791,22.1631,33.1246,21.7853,12.2455,6.0957,14.6336,38.585
74.1586,23.6609,32.4446,17.7258,8.6403,10.8928,33.3955,23.1821,5.9456,1.8418,5.267,14.0465,31.076,16.0496,19.5929,22.0254,32.9712,21.6107,12.1944,6.1064,14.5799,38.4107
74.2193,23.4879,32.3582,17.8137,8.6471,10.8361,33.3267,23.1085,5.9198,1.9011,5.2012,13.991,30.9972,16.0013,19.4818,21.9078,32.7974,21.4026,12.1438,6.1005,14.5226,38.2785
74.2799,23.2895,32.2399,17.9016,8.6693,10.7748,33.2559,23.0408,5.9172,1.9457,5.1327,13.9494,30.9196,15.9717,19.3574,21.8153,32.6107,21.1829,12.0905,6.0743,14.4749,38.1757
74.3406,23.0957,32.0984,17.9591,8.6967,10.7059,33.1819,22.9704,5.932,1.9628,5.0768,13.9121,30.839,15.9523,19.2384,21.746,32.4227,20.9775,12.0283,6.0279,14.437,38.0835
74.4012,22.9271,31.955,17.9693,8.7128,10.6263,33.1035,22.8856,5.9499,1.9537,5.0387,13.8723,30.7483,15.9271,19.1431,21.6883,32.2452,20.8034,11.9518,5.9658,14.3977,37.9859
74.4619,22.7863,31.8258,17.9339,8.7059,10.5365,33.0215,22.7768,5.9539,1.9332,5.0124,13.8268,30.6393,15.8807,19.0795,21.6233,32.0829,20.6602,11.8616,5.8961,14.3442,37.8715
74.5226,22.6629,31.7118,17.8684,8.6791,10.4417,32.9395,22.6408,5.9319,1.9215,4.9858,13.7755,30.5047,15.806,19.0396,21.5351,31.9301,20.5297,11.7655,5.8282,14.2708,37.7328
74.5832,22.5463,31.5986,17.7911,8.6514,10.35,32.8622,22.4827,5.883,1.932,4.9499,13.7179,30.3402,15.7071,19.0033,21.4218,31.7737,20.3846,11.6755,5.77,14.1787,37.5598
74.6439,22.4333,31.4695,17.7127,8.6466,10.2668,32.7886,22.3135,5.8184,1.9637,4.9052,13.6522,30.1459,15.5955,18.9504,21.2983,31.5995,20.2014,11.6026,5.7242,14.0711,37.3413
74.7046,22.3259,31.315,17.6324,8.677,10.1914,32.71,22.1447,5.7568,2.0034,4.8606,13.5765,29.9256,15.4823,18.8729,21.1863,31.3986,19.9702,11.5498,5.6864,13.9527,37.0674
74.7652,22.2212,31.1358,17.5408,8.7327,10.1179,32.6078,21.9839,5.7161,2.0348,4.8264,13.4912,29.6854,15.3709,18.7775,21.0989,31.171,19.697,11.5104,5.6466,13.8333,36.738
74.8259,22.1045,30.9383,17.4276,8.7853,10.0403,32.4634,21.8329,5.7045,2.0491,4.8065,13.4002,29.4316,15.2549,18.6771,21.0311,30.9227,19.3999,11.4694,5.5942,13.7281,36.3643
74.8865,21.9537,30.7283,17.2883,8.8047,9.9582,32.2653,21.6887,5.7164,2.049,4.795,13.3104,29.1698,15.123,18.5798,20.9636,30.6601,19.1007,11.4105,5.5237,13.6494,35.9659
74.9472,21.7541,30.5074,17.1271,8.7782,9.8789,32.0182,21.5452,5.7344,2.0449,4.7804,13.2287,28.9039,14.9674,18.4846,20.875,30.3848,18.8174,11.3234,5.4388,13.5952,35.5624
75.0079,21.5113,30.2736,16.9559,8.7187,9.8138,31.7403,21.3964,5.7369,2.0447,4.754,13.1586,28.6364,14.7905,18.3862,20.7528,30.093,18.5598,11.208,5.351,13.5475,35.1637
75.0685,21.2534,30.0228,16.7902,8.6554,9.7711,31.4557,21.2363,5.7087,2.0465,4.7153,13.0994,28.367,14.6049,18.2833,20.5981,29.7797,18.3292,11.0744,5.2744,13.4851,34.7704
75.1292,21.0164,29.7521,16.6461,8.614,9.7498,31.1811,21.0595,5.6476,2.0386,4.6722,13.0472,28.092,14.4283,18.1797,20.4217,29.4438,18.1198,10.9369,5.2185,13.4003,34.3774
75.1899,20.8227,29.4637,16.5372,8.5988,9.7393,30.918,20.8627,5.5652,2.0077,4.6349,12.9981,27.805,14.2751,18.0791,20.2362,29.0903,17.9221,10.8064,5.184,13.3031,33.9826
75.2505,20.6673,29.1668,16.472,8.5899,9.7236,30.6517,20.646,5.4805,1.949,4.6082,12.9496,27.4979,14.1498,17.9788,20.0491,28.7284,17.7254,10.6857,5.1635,13.2103,33.5893
75.3112,20.5222,28.8732,16.4495,8.5577,9.6889,30.3617,20.4141,5.41,1.8715,4.5885,12.901,27.1649,14.0461,17.8704,19.8591,28.3662,17.5212,10.5693,5.1464,13.1282,33.2035
75.3718,20.3547,28.5887,16.4559,8.4834,9.628,30.0326,20.1745,5.3606,1.794,4.566,12.8512,26.805,13.9512,17.7469,19.6593,28.0065,17.3055,10.4495,5.1246,13.048,32.8259
75.4325,20.1492,28.3074,16.4629,8.3716,9.5423,29.6639,19.9345,5.3285,1.7349,4.5314,12.7962,26.4236,13.8517,17.6073,19.4451,27.6451,17.0785,10.3231,5.0957,12.9557,32.4487
75.4932,19.9157,28.0172,16.434,8.2454,9.4393,29.2695,19.6956,5.3043,1.7019,4.4808,12.7299,26.0312,13.7385,17.4545,19.222,27.2764,16.8433,10.1954,5.0612,12.846,32.0591
75.5538,19.6816,27.7119,16.3361,8.13,9.3293,28.8707,19.4525,5.2813,1.6882,4.4178,12.6462,25.6389,13.6073,17.2891,19.005,26.8982,16.6018,10.0778,5.0231,12.7253,31.6489
75.6145,19.4721,27.3997,16.1543,8.0351,9.2229,28.4857,19.1956,5.2605,1.6779,4.3505,12.5427,25.256,13.4578,17.1059,18.8093,26.5147,16.3528,9.9805,4.9807,12.6034,31.2243
75.6752,19.2939,27.0989,15.9,7.9513,9.1285,28.1209,18.9173,5.2491,1.6552,4.2871,12.4239,24.8852,13.2914,16.8993,18.6387,26.1345,16.0929,9.9043,4.9305,12.4839,30.8044
75.7358,19.1317,26.8218,15.6084,7.8605,9.0512,27.771,18.6181,5.254,1.6134,4.2339,12.2996,24.5245,13.1109,16.671,18.4808,25.7648,15.8201,9.8378,4.869,12.3642,30.4126
75.7965,18.9596,26.5636,15.323,7.7537,8.9893,27.424,18.3081,5.2741,1.5562,4.1945,12.1813,24.1682,12.9214,16.4334,18.3155,25.4064,15.5373,9.763,4.7958,12.243,30.0604
75.8571,18.7564,26.305,15.0757,7.6402,8.9342,27.0691,18.0021,5.298,1.4934,4.1706,12.0773,23.811,12.7305,16.2034,18.1278,25.0529,15.2533,9.665,4.7149,12.1247,29.7404
75.9178,18.5149,26.027,14.8718,7.5428,8.8722,26.7028,17.7117,5.3079,1.4331,4.1618,11.9891,23.4497,12.5469,15.9939,17.9154,24.6951,14.9778,9.5416,4.6324,12.0148,29.43
75.9785,18.2407,25.7227,14.6904,7.4816,8.7909,26.3291,17.4391,5.289,1.3773,4.1647,11.9126,23.0847,12.3768,15.8072,17.686,24.3283,14.7154,9.4052,4.5533,11.9132,29.1061
76.0391,17.9435,25.3966,14.4977,7.4583,8.686,25.9556,17.1769,5.238,1.3227,4.172,11.8405,22.7195,12.2196,15.6374,17.4489,23.9558,14.4607,9.2762,4.4793,11.8124,28.7589
76.0998,17.6303,25.0552,14.2676,7.4531,8.5654,25.5878,16.9137,5.1648,1.2652,4.174,11.7673,22.3569,12.0665,15.4762,17.2113,23.5865,14.2003,9.1712,4.4079,11.7054,28.3967
76.1605,17.3041,24.7014,13.9951,7.4355,8.446,25.2266,16.6419,5.088,1.205,4.1626,11.6901,21.9988,11.9037,15.317,16.9797,23.229,13.9208,9.0934,4.3355,11.5934,28.0374
76.2211,16.9693,24.3379,13.6973,7.3819,8.3461,24.8682,16.3617,5.0246,1.1485,4.1352,11.6086,21.6445,11.7191,15.1568,16.763,22.8852,13.6182,9.0313,4.2586,11.4847,27.6931
76.2818,16.6356,23.9734,13.4016,7.2882,8.2756,24.5086,16.0788,4.9817,1.1059,4.0965,11.5226,21.2902,11.5092,14.9939,16.5708,22.5479,13.303,8.9664,4.1755,11.3852,27.3596
76.3424,16.3171,23.6211,13.1309,7.1694,8.2315,24.1477,15.7982,4.9548,1.0864,4.0554,11.4302,20.9314,11.2822,14.8273,16.4081,22.2061,12.9965,8.8839,4.0856,11.2909,27.0193
76.4031,16.0249,23.2866,12.8952,7.0488,8.2009,23.7893,15.5188,4.9325,1.0943,4.0201,11.3286,20.5646,11.0563,14.6561,16.2716,21.8523,12.7199,8.7803,3.9891,11.1908,26.6548
76.4638,15.7605,22.9604,12.6943,6.9458,8.1695,23.44,15.233,4.9042,1.1275,3.9941,11.2171,20.1893,10.851,14.4803,16.1514,21.4884,12.4832,8.6629,3.8874,11.0763,26.265
76.5244,15.5145,22.6232,12.5277,6.8676,8.1286,23.1031,14.9325,4.8661,1.1785,3.975,11.0991,19.8091,10.6792,14.3005,16.036,21.1251,12.2795,8.5421,3.7838,10.9479,25.87
