InstallationMethod_ID,InstallationMethod_Description,Latitude,Longitude
Thermocouple_01,Thermocouple sensor positioned halfway between bottom of burn table and top of vegetation pile to ensure complete coverage by vegetation. The sensor is then connected to a CR1000 data logger.,44.5642,-123.286114
