"","Burn_Severity","Land_Coverage_Category","P_Mean","P_Standard_Deviation","Ca_Mean","Ca_Standard_Deviation","Fe_Mean","Fe_Standard_Deviation","Al_Mean","Al_Standard_Deviation","K_Mean","K_Standard_Deviation","Mg_Mean","Mg_Standard_Deviation","Na_Mean","Na_Standard_Deviation","S_Mean","S_Standard_Deviation","C_Mean","C_Standard_Deviation","N_Mean","N_Standard_Deviation","Ortho_Mean","Ortho_Standard_Deviation","Mono_Mean","Mono_Standard_Deviation","Di_Mean","Di_Standard_Deviation","Pyro_Mean","Pyro_Standard_Deviation","XANES_Po_Mean","XANES_Po_Standard_Deviation","XANES_Pi_Mean","XANES_Pi_Standard_Deviation","XANES_Fe_Mean","XANES_Fe_Standard_Deviation","XANES_Na_Mean","XANES_Na_Standard_Deviation","XANES_Ca_Mean","XANES_Ca_Standard_Deviation","XANES_Al_Mean","XANES_Al_Standard_Deviation","XANES_Mg_Mean","XANES_Mg_Standard_Deviation","XANES_K_Mean","XANES_K_Standard_Deviation","XANES_Pi_Fe_Mean","XANES_Pi_Fe_Standard_Deviation","XANES_Pi_Na_Mean","XANES_Pi_Na_Standard_Deviation","XANES_Pi_Ca_Mean","XANES_Pi_Ca_Standard_Deviation","XANES_Pi_Al_Mean","XANES_Pi_Al_Standard_Deviation","XANES_Pi_Mg_Mean","XANES_Pi_Mg_Standard_Deviation","XANES_Pi_K_Mean","XANES_Pi_K_Standard_Deviation","XANES_Po_Fe_Mean","XANES_Po_Fe_Standard_Deviation","XANES_Po_Na_Mean","XANES_Po_Na_Standard_Deviation","XANES_Po_Ca_Mean","XANES_Po_Ca_Standard_Deviation","XANES_Po_Al_Mean","XANES_Po_Al_Standard_Deviation","XANES_Po_Mg_Mean","XANES_Po_Mg_Standard_Deviation","XANES_Po_K_Mean","XANES_Po_K_Standard_Deviation","Count"
"1","High","Douglas-fir forest",6.196135,1.94447788086331,51.60174,16.5908641401425,3.372625,1.29157083784308,3.591625,1.42289771095231,24.9125,8.00325090197727,5.749075,1.83544823658055,0.835475,0.309258569000117,1.1384875,0.409096077498917,129.3,46.0582963934476,5.125,2.82886903196313,96.455435475,1.62166018683365,0.180291675,0.36058335,0,0,3.3642728515,1.55540009925375,0.0255,0.051,0.974,0.0537090929607516,0.087,0.174,0,0,0.553,0.10707318369539,100,5.03322295684717,0.2895,0.0991883729745243,0.07,0.14,0.087,0.174,0,0,0.5275,0.0832205904008537,0,0,0.2895,0.0991883729745243,0.07,0.14,0,0,0,0,0.0255,0.051,0,0,0,0,0,0,4
"2","Low","Douglas-fir forest",1.83196,0.728961041483014,14.75049,3.01485488871355,0.93174,0.222122641799525,0.95284,0.44365757967153,7.5942,3.14993233260653,1.66345,0.550112715722878,0.296,0.0297757171758017,0.44756,0.197900222334388,180.18,68.6203104044276,4.98,2.06082507748717,76.22776758,9.29153503956798,11.080642345,7.81993485718286,0.71393687,0.864471568475073,11.9776532076,2.42265096605119,0.068,0.152052622469986,0.9324,0.152094707337238,0.0236,0.052771204268995,0.401,0.25026685757407,0.4044,0.129024416293971,84.0428,3.90418169403013,0.1286,0.181214789683403,0,0,0.0236,0.052771204268995,0.401,0.25026685757407,0.3364,0.0573175365834925,0.0428,0.0602884731934721,0.1286,0.181214789683403,0,0,0,0,0,0,0.068,0.152052622469986,0,0,0,0,0,0,5
"3","Low","Sagebrush shrubland",4.90676,1.34208867069207,18.59549,6.88014898094511,3.548,1.41138513524835,3.36575,1.55386715165744,40.84,10.776307345283,4.49795,1.6977633816289,0.68605,0.360129483658309,2.37425,1.05535687092092,200.8,18.1019335983756,9.35,0.777817459305202,81.62369604,14.888111824263,8.6581136485,9.7383490085401,1.3578686285,0.134718492361437,8.3603216775,5.28448130030617,0,0,1.0105,0.0106066017177983,0,0,0.1985,0.280721392131059,0.414,0.0537401153701776,97.5,0.707106781186548,0.201,0.0410121933088198,0.197,0.2786000717875,0,0,0.1985,0.280721392131059,0.414,0.0537401153701776,0,0,0.201,0.0410121933088198,0.197,0.2786000717875,0,0,0,0,0,0,0,0,0,0,0,0,2
"4","Moderate","Douglas-fir forest",2.33042666666667,0.714778520475632,20.6471566666667,5.9761302975532,1.25196666666667,0.873442455650819,1.3793,0.747580142860951,9.73366666666667,2.66446811452743,2.23511666666667,0.755455050504882,0.362566666666667,0.143718486400787,0.503666666666667,0.26103571275466,161.133333333333,100.150203860668,5.46666666666667,1.85831464863551,88.8911796233333,8.99858481725273,3.88506848166667,4.92328222445866,0,0,7.223751893,4.22394217781716,0.0686666666666667,0.118934155453063,0.932,0.117932183902445,0,0,0.227,0.22078722789147,0.523333333333333,0.0755005518743627,89.0296666666667,2.00065997444177,0.220666666666667,0.20493006937327,0,0,0,0,0.227,0.22078722789147,0.454666666666667,0.0652559065015063,0.0296666666666667,0.0513841739578767,0.220666666666667,0.20493006937327,0,0,0,0,0,0,0.0686666666666667,0.118934155453063,0,0,0,0,0,0,3
"5","Moderate","Sagebrush shrubland",14.44576,3.47896536343781,52.47049,12.09152595829,11.01,0.0282842712474613,10.3905,1.20137442123594,118.51,28.5529718243128,13.36745,1.87383297014435,2.0995,0.321733585439879,5.665,0.876812408671319,154.95,29.6277741317163,5.3,0.989949493661167,98.06779577,1.09299090400903,0.07713168,0.109080667944622,0,0,1.855072548,0.983910236064408,0,0,0.987,0,0,0,0,0,0.4505,0.000707106781186548,101.75,6.7175144212722,0.5365,0.000707106781186548,0,0,0,0,0,0,0.4505,0.000707106781186548,0,0,0.5365,0.000707106781186548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"6","Unburned","Douglas-fir forest",1.29356,0.519299220103401,4.88849,1.23178001282697,0.5206,0.303065966416554,0.6441,0.417758686325012,4.566,2.19910208949016,0.9669,0.137956533009495,0.1727,0.0257386868351903,0.7615,0.215384725549422,340.05,11.5258405333407,11.05,2.89913780286484,57.2852394,2.05162176151904,29.38452038,1.61798486514326,11.527800795,2.03025078134735,1.802439423,1.59661388638579,0.5925,0.0205060966544099,0.426,0.00989949493661167,0.4005,0.0459619407771256,0.5925,0.0205060966544099,0.0255,0.0360624458405139,71,7.07106781186548,0,0,0,0,0.4005,0.0459619407771256,0,0,0.0255,0.0360624458405139,0,0,0,0,0,0,0,0,0.5925,0.0205060966544099,0,0,0,0,0,0,0,0,2
"7","Unburned","Sagebrush shrubland",1.26576,NA,4.07649,NA,1.047,NA,1.005,NA,10.79,NA,1.34245,NA,0.2543,NA,1.008,NA,341.9,NA,8.4,NA,44.9471656,NA,41.95719298,NA,11.94325581,NA,1.152385616,NA,0.551,NA,0.461,NA,0.371,NA,0.551,NA,0.09,NA,75,NA,0,NA,0,NA,0.371,NA,0,NA,0.09,NA,0,NA,0,NA,0,NA,0,NA,0.551,NA,0,NA,0,NA,0,NA,0,NA,1
