Burn_Code,Parent_ID,Sample_Name,Feedstock_Species,Land_Coverage_Category,Feedstock_Status,Moisture,Burn_Treatment,Burn_Date,Burn_Start_Time_PST,Flame_Start_Time_PST,300_degC_Grab_Time_PST,600_degC_Grab_Time_PST,Flame_End_Time_PST,Burn_End_Time_PST,Max_Burn_Temp,Dry_Fuel_Before_Burn_Weight,Approx_Char_After_Burn_Weight,Burn_Notes,Char_Type,Burn_Severity,Burn_Duration,Char_Max_Temp,Leach_Date,Char_Leached,Leachate_Volume
Burn06b,BSLE_0019,BSLE_0019A,ponderosa pine; big sagebrush,Mountain woodland,dead,Experimentally added moisture,burn table, 2021-06-09,9:56:36,9:56:50,9:59:35,-9999,10:08:19,10:09:48,477.9,1637.6,818.8,burning did not reach 600 degC; no 600 degC grab sample or complete combustion sample was taken.,endchar,Low,689,477.9,6/7/2022,25.2,1000
Burn06b,BSLE_0019,BSLE_0019B,ponderosa pine; big sagebrush,Mountain woodland,dead,Experimentally added moisture,burn table, 2021-06-09,9:56:36,9:56:50,9:59:35,-9999,10:08:19,10:09:48,477.9,1637.6,818.8,burning did not reach 600 degC; no 600 degC grab sample or complete combustion sample was taken.,endchar,Low,689,477.9,6/8/2022,25.6,1000
Burn06b,BSLE_0019,BSLE_0019C,ponderosa pine; big sagebrush,Mountain woodland,dead,Experimentally added moisture,burn table, 2021-06-09,9:56:36,9:56:50,9:59:35,-9999,10:08:19,10:09:48,477.9,1637.6,818.8,burning did not reach 600 degC; no 600 degC grab sample or complete combustion sample was taken.,endchar,Low,689,477.9,6/8/2022,26,1000
Burn06b,BSLE_0031,BSLE_0031A,ponderosa pine; big sagebrush,Mountain woodland,dead,Experimentally added moisture,burn table, 2021-06-09,9:56:36,9:56:50,9:59:35,-9999,10:08:19,10:09:48,477.9,1637.6,818.8,burning did not reach 600 degC; no 600 degC grab sample or complete combustion sample was taken.,300C,Low,165,389.1,6/8/2022,25.1,1000
Burn06b,BSLE_0031,BSLE_0031B,ponderosa pine; big sagebrush,Mountain woodland,dead,Experimentally added moisture,burn table, 2021-06-09,9:56:36,9:56:50,9:59:35,-9999,10:08:19,10:09:48,477.9,1637.6,818.8,burning did not reach 600 degC; no 600 degC grab sample or complete combustion sample was taken.,300C,Low,165,389.1,6/8/2022,25.1,1000
Burn06b,BSLE_0031,BSLE_0031C,ponderosa pine; big sagebrush,Mountain woodland,dead,Experimentally added moisture,burn table, 2021-06-09,9:56:36,9:56:50,9:59:35,-9999,10:08:19,10:09:48,477.9,1637.6,818.8,burning did not reach 600 degC; no 600 degC grab sample or complete combustion sample was taken.,300C,Low,165,389.1,6/8/2022,25,1000
Burn07a,BSLE_0033,BSLE_0033A,ponderosa pine; big sagebrush,Mountain woodland,living,Air dried,burn table, 2021-06-09,11:00:02,11:00:10,11:02:31,11:03:51,11:04:39,11:09:45,736.6,1556.4,368,N/A,endchar,Moderate,269,736.6,6/6/2022,25.3,1000
Burn07a,BSLE_0033,BSLE_0033B,ponderosa pine; big sagebrush,Mountain woodland,living,Air dried,burn table, 2021-06-09,11:00:02,11:00:10,11:02:31,11:03:51,11:04:39,11:09:45,736.6,1556.4,368,N/A,endchar,Moderate,269,736.6,6/6/2022,25,1000
Burn07a,BSLE_0033,BSLE_0033C,ponderosa pine; big sagebrush,Mountain woodland,living,Air dried,burn table, 2021-06-09,11:00:02,11:00:10,11:02:31,11:03:51,11:04:39,11:09:45,736.6,1556.4,368,N/A,endchar,Moderate,269,736.6,6/6/2022,25.5,1000
Burn07a,BSLE_0035,BSLE_0035A,ponderosa pine; big sagebrush,Mountain woodland,living,Air dried,burn table, 2021-06-09,11:00:02,11:00:10,11:02:31,11:03:51,11:04:39,11:09:45,736.6,1556.4,368,N/A,300C,Low,141,336.9,6/6/2022,25,1000
Burn07a,BSLE_0035,BSLE_0035B,ponderosa pine; big sagebrush,Mountain woodland,living,Air dried,burn table, 2021-06-09,11:00:02,11:00:10,11:02:31,11:03:51,11:04:39,11:09:45,736.6,1556.4,368,N/A,300C,Low,141,336.9,6/6/2022,25.1,1000
Burn07a,BSLE_0035,BSLE_0035C,ponderosa pine; big sagebrush,Mountain woodland,living,Air dried,burn table, 2021-06-09,11:00:02,11:00:10,11:02:31,11:03:51,11:04:39,11:09:45,736.6,1556.4,368,N/A,300C,Low,141,336.9,6/6/2022,25.7,1000
Burn07a,BSLE_0056,BSLE_0056A,ponderosa pine; big sagebrush,Mountain woodland,living,Air dried,burn table, 2021-06-09,11:00:02,11:00:10,11:02:31,11:03:51,11:04:39,11:09:45,736.6,1556.4,368,N/A,600C,Moderate,221,590.8,6/7/2022,15,600
Burn07a,BSLE_0056,BSLE_0056B,ponderosa pine; big sagebrush,Mountain woodland,living,Air dried,burn table, 2021-06-09,11:00:02,11:00:10,11:02:31,11:03:51,11:04:39,11:09:45,736.6,1556.4,368,N/A,600C,Moderate,221,590.8,6/7/2022,15,600
Burn07a,BSLE_0056,BSLE_0056C,ponderosa pine; big sagebrush,Mountain woodland,living,Air dried,burn table, 2021-06-09,11:00:02,11:00:10,11:02:31,11:03:51,11:04:39,11:09:45,736.6,1556.4,368,N/A,600C,Moderate,221,590.8,6/7/2022,15.1,600
Burn07a,BSLE_0084,BSLE_0084A,ponderosa pine; big sagebrush,Mountain woodland,living,Air dried,burn table, 2021-06-09,11:00:02,11:00:10,11:02:31,11:03:51,11:04:39,11:09:45,736.6,1556.4,368,N/A,completecombustion,High,269,736.6,7/11/2022,1,40
Burn07a,BSLE_0084,BSLE_0084B,ponderosa pine; big sagebrush,Mountain woodland,living,Air dried,burn table, 2021-06-09,11:00:02,11:00:10,11:02:31,11:03:51,11:04:39,11:09:45,736.6,1556.4,368,N/A,completecombustion,High,269,736.6,7/11/2022,1,40
Burn07a,BSLE_0084,BSLE_0084C,ponderosa pine; big sagebrush,Mountain woodland,living,Air dried,burn table, 2021-06-09,11:00:02,11:00:10,11:02:31,11:03:51,11:04:39,11:09:45,736.6,1556.4,368,N/A,completecombustion,High,269,736.6,7/12/2022,1,40
Burn07b,BSLE_0021,BSLE_0021A,ponderosa pine; big sagebrush,Mountain woodland,living,Experimentally added moisture,burn table, 2021-06-09,11:02:09,11:03:16,11:06:35,11:08:14,11:09:22,11:12:30,634.5,1431.9,642.6,N/A,endchar,Low,366,634.5,6/1/2022,25.2,1000
Burn07b,BSLE_0021,BSLE_0021B,ponderosa pine; big sagebrush,Mountain woodland,living,Experimentally added moisture,burn table, 2021-06-09,11:02:09,11:03:16,11:06:35,11:08:14,11:09:22,11:12:30,634.5,1431.9,642.6,N/A,endchar,Low,366,634.5,6/1/2022,25.5,1000
Burn07b,BSLE_0021,BSLE_0021C,ponderosa pine; big sagebrush,Mountain woodland,living,Experimentally added moisture,burn table, 2021-06-09,11:02:09,11:03:16,11:06:35,11:08:14,11:09:22,11:12:30,634.5,1431.9,642.6,N/A,endchar,Low,366,634.5,6/1/2022,25,1000
Burn07b,BSLE_0026,BSLE_0026A,ponderosa pine; big sagebrush,Mountain woodland,living,Experimentally added moisture,burn table, 2021-06-09,11:02:09,11:03:16,11:06:35,11:08:14,11:09:22,11:12:30,634.5,1431.9,642.6,N/A,600C,Moderate,298,584.8,6/2/2022,26.1,1000
Burn07b,BSLE_0026,BSLE_0026B,ponderosa pine; big sagebrush,Mountain woodland,living,Experimentally added moisture,burn table, 2021-06-09,11:02:09,11:03:16,11:06:35,11:08:14,11:09:22,11:12:30,634.5,1431.9,642.6,N/A,600C,Moderate,298,584.8,6/2/2022,25,1000
Burn07b,BSLE_0026,BSLE_0026C,ponderosa pine; big sagebrush,Mountain woodland,living,Experimentally added moisture,burn table, 2021-06-09,11:02:09,11:03:16,11:06:35,11:08:14,11:09:22,11:12:30,634.5,1431.9,642.6,N/A,600C,Moderate,298,584.8,6/2/2022,25.1,1000
Burn07b,BSLE_0032,BSLE_0032A,ponderosa pine; big sagebrush,Mountain woodland,living,Experimentally added moisture,burn table, 2021-06-09,11:02:09,11:03:16,11:06:35,11:08:14,11:09:22,11:12:30,634.5,1431.9,642.6,N/A,300C,Low,199,279.6,6/2/2022,25.8,1000
Burn07b,BSLE_0032,BSLE_0032B,ponderosa pine; big sagebrush,Mountain woodland,living,Experimentally added moisture,burn table, 2021-06-09,11:02:09,11:03:16,11:06:35,11:08:14,11:09:22,11:12:30,634.5,1431.9,642.6,N/A,300C,Low,199,279.6,6/2/2022,25.1,1000
Burn07b,BSLE_0032,BSLE_0032C,ponderosa pine; big sagebrush,Mountain woodland,living,Experimentally added moisture,burn table, 2021-06-09,11:02:09,11:03:16,11:06:35,11:08:14,11:09:22,11:12:30,634.5,1431.9,642.6,N/A,300C,Low,199,279.6,6/2/2022,25,1000
Burn07b,BSLE_0086,BSLE_0086A,ponderosa pine; big sagebrush,Mountain woodland,living,Experimentally added moisture,burn table, 2021-06-09,11:02:09,11:03:16,11:06:35,11:08:14,11:09:22,11:12:30,634.5,1431.9,642.6,N/A,completecombustion,High,366,634.5,7/12/2022,1,40
Burn07b,BSLE_0086,BSLE_0086B,ponderosa pine; big sagebrush,Mountain woodland,living,Experimentally added moisture,burn table, 2021-06-09,11:02:09,11:03:16,11:06:35,11:08:14,11:09:22,11:12:30,634.5,1431.9,642.6,N/A,completecombustion,High,366,634.5,7/12/2022,1,40
Burn07b,BSLE_0086,BSLE_0086C,ponderosa pine; big sagebrush,Mountain woodland,living,Experimentally added moisture,burn table, 2021-06-09,11:02:09,11:03:16,11:06:35,11:08:14,11:09:22,11:12:30,634.5,1431.9,642.6,N/A,completecombustion,High,366,634.5,7/12/2022,1,40
Burn08a,BSLE_0008,BSLE_0008A,douglas-fir,Douglas-fir forest,dead,Air dried,burn table, 2021-06-09,11:47:13,11:47:29,11:48:34,11:50:41,11:58:11,12:03:53,736,2016.9,338.1,N/A,300C,Low,65,372.8,10/26/2021,25.2,1000
Burn08a,BSLE_0008,BSLE_0008B,douglas-fir,Douglas-fir forest,dead,Air dried,burn table, 2021-06-09,11:47:13,11:47:29,11:48:34,11:50:41,11:58:11,12:03:53,736,2016.9,338.1,N/A,300C,Low,65,372.8,10/27/2021,25.5,1000
Burn08a,BSLE_0008,BSLE_0008C,douglas-fir,Douglas-fir forest,dead,Air dried,burn table, 2021-06-09,11:47:13,11:47:29,11:48:34,11:50:41,11:58:11,12:03:53,736,2016.9,338.1,N/A,300C,Low,65,372.8,10/28/2021,25.3,1000
Burn08a,BSLE_0010,BSLE_0010A,douglas-fir,Douglas-fir forest,dead,Air dried,burn table, 2021-06-09,11:47:13,11:47:29,11:48:34,11:50:41,11:58:11,12:03:53,736,2016.9,338.1,N/A,600C,Low,192,626.5,10/29/2021,25,1000
Burn08a,BSLE_0010,BSLE_0010B,douglas-fir,Douglas-fir forest,dead,Air dried,burn table, 2021-06-09,11:47:13,11:47:29,11:48:34,11:50:41,11:58:11,12:03:53,736,2016.9,338.1,N/A,600C,Low,192,626.5,11/2/2021,25,1000
Burn08a,BSLE_0010,BSLE_0010C,douglas-fir,Douglas-fir forest,dead,Air dried,burn table, 2021-06-09,11:47:13,11:47:29,11:48:34,11:50:41,11:58:11,12:03:53,736,2016.9,338.1,N/A,600C,Low,192,626.5,11/3/2021,24.9,1000
Burn08a,BSLE_0050,BSLE_0050A,douglas-fir,Douglas-fir forest,dead,Air dried,burn table, 2021-06-09,11:47:13,11:47:29,11:48:34,11:50:41,11:58:11,12:03:53,736,2016.9,338.1,N/A,endchar,High,642,736,4/4/2022,20,800
Burn08a,BSLE_0050,BSLE_0050B,douglas-fir,Douglas-fir forest,dead,Air dried,burn table, 2021-06-09,11:47:13,11:47:29,11:48:34,11:50:41,11:58:11,12:03:53,736,2016.9,338.1,N/A,endchar,High,642,736,4/4/2022,20.3,800
Burn08a,BSLE_0050,BSLE_0050C,douglas-fir,Douglas-fir forest,dead,Air dried,burn table, 2021-06-09,11:47:13,11:47:29,11:48:34,11:50:41,11:58:11,12:03:53,736,2016.9,338.1,N/A,endchar,High,642,736,4/4/2022,20.1,800
Burn08a,BSLE_0067,BSLE_0067A,douglas-fir,Douglas-fir forest,dead,Air dried,burn table, 2021-06-09,11:47:13,11:47:29,11:48:34,11:50:41,11:58:11,12:03:53,736,2016.9,338.1,N/A,completecombustion,High,642,736,5/24/2022,7,281
Burn08a,BSLE_0067,BSLE_0067B,douglas-fir,Douglas-fir forest,dead,Air dried,burn table, 2021-06-09,11:47:13,11:47:29,11:48:34,11:50:41,11:58:11,12:03:53,736,2016.9,338.1,N/A,completecombustion,High,642,736,5/24/2022,7,281
Burn08a,BSLE_0067,BSLE_0067C,douglas-fir,Douglas-fir forest,dead,Air dried,burn table, 2021-06-09,11:47:13,11:47:29,11:48:34,11:50:41,11:58:11,12:03:53,736,2016.9,338.1,N/A,completecombustion,High,642,736,5/24/2022,7.1,281
Burn08b,BSLE_0002,BSLE_0002A,douglas-fir,Douglas-fir forest,dead,Experimentally added moisture,burn table, 2021-06-09,11:50:00,11:51:22,11:53:11,11:54:47,12:04:35,12:05:56,756.6,2500.9,540,N/A,endchar,Moderate,793,756.6,10/26/2021,25.3,1000
Burn08b,BSLE_0002,BSLE_0002B,douglas-fir,Douglas-fir forest,dead,Experimentally added moisture,burn table, 2021-06-09,11:50:00,11:51:22,11:53:11,11:54:47,12:04:35,12:05:56,756.6,2500.9,540,N/A,endchar,Moderate,793,756.6,10/27/2021,25,1000
Burn08b,BSLE_0002,BSLE_0002C,douglas-fir,Douglas-fir forest,dead,Experimentally added moisture,burn table, 2021-06-09,11:50:00,11:51:22,11:53:11,11:54:47,12:04:35,12:05:56,756.6,2500.9,540,N/A,endchar,Moderate,793,756.6,10/28/2021,25.2,1000
Burn08b,BSLE_0007,BSLE_0007A,douglas-fir,Douglas-fir forest,dead,Experimentally added moisture,burn table, 2021-06-09,11:50:00,11:51:22,11:53:11,11:54:47,12:04:35,12:05:56,756.6,2500.9,540,N/A,300C,Low,189,295.3,10/26/2021,27.3,1000
Burn08b,BSLE_0007,BSLE_0007B,douglas-fir,Douglas-fir forest,dead,Experimentally added moisture,burn table, 2021-06-09,11:50:00,11:51:22,11:53:11,11:54:47,12:04:35,12:05:56,756.6,2500.9,540,N/A,300C,Low,189,295.3,10/27/2021,25.3,1000
Burn08b,BSLE_0007,BSLE_0007C,douglas-fir,Douglas-fir forest,dead,Experimentally added moisture,burn table, 2021-06-09,11:50:00,11:51:22,11:53:11,11:54:47,12:04:35,12:05:56,756.6,2500.9,540,N/A,300C,Low,189,295.3,10/28/2021,29.5,1000
Burn08b,BSLE_0058,BSLE_0058A,douglas-fir,Douglas-fir forest,dead,Experimentally added moisture,burn table, 2021-06-09,11:50:00,11:51:22,11:53:11,11:54:47,12:04:35,12:05:56,756.6,2500.9,540,N/A,600C,Moderate,205,605.9,4/11/2022,12.1,480
Burn08b,BSLE_0058,BSLE_0058B,douglas-fir,Douglas-fir forest,dead,Experimentally added moisture,burn table, 2021-06-09,11:50:00,11:51:22,11:53:11,11:54:47,12:04:35,12:05:56,756.6,2500.9,540,N/A,600C,Moderate,205,605.9,4/11/2022,12,480
Burn08b,BSLE_0058,BSLE_0058C,douglas-fir,Douglas-fir forest,dead,Experimentally added moisture,burn table, 2021-06-09,11:50:00,11:51:22,11:53:11,11:54:47,12:04:35,12:05:56,756.6,2500.9,540,N/A,600C,Moderate,205,605.9,4/11/2022,12,480
Burn08b,BSLE_0071,BSLE_0071A,douglas-fir,Douglas-fir forest,dead,Experimentally added moisture,burn table, 2021-06-09,11:50:00,11:51:22,11:53:11,11:54:47,12:04:35,12:05:56,756.6,2500.9,540,N/A,completecombustion,High,793,756.6,5/12/2022,3.5439,140
Burn08b,BSLE_0071,BSLE_0071B,douglas-fir,Douglas-fir forest,dead,Experimentally added moisture,burn table, 2021-06-09,11:50:00,11:51:22,11:53:11,11:54:47,12:04:35,12:05:56,756.6,2500.9,540,N/A,completecombustion,High,793,756.6,5/12/2022,3.5148,140
Burn08b,BSLE_0071,BSLE_0071C,douglas-fir,Douglas-fir forest,dead,Experimentally added moisture,burn table, 2021-06-09,11:50:00,11:51:22,11:53:11,11:54:47,12:04:35,12:05:56,756.6,2500.9,540,N/A,completecombustion,High,793,756.6,5/12/2022,3.5522,140
Burn10,BSLE_0006,BSLE_0006A,douglas-fir,Douglas-fir forest,living,Air dried,muffle; 1 hour, 2021-04-12,-9999,-9999,-9999,-9999,-9999,-9999,250,296.7,202.8,muffle furnace vent was closed during 3 burn reps,muffle,Low_muffle,3600,250,10/26/2021,25,1000
Burn10,BSLE_0006,BSLE_0006B,douglas-fir,Douglas-fir forest,living,Air dried,muffle; 1 hour, 2021-04-12,-9999,-9999,-9999,-9999,-9999,-9999,250,296.7,202.8,muffle furnace vent was closed during 3 burn reps,muffle,Low_muffle,3600,250,10/27/2021,25.1,1000
Burn10,BSLE_0006,BSLE_0006C,douglas-fir,Douglas-fir forest,living,Air dried,muffle; 1 hour, 2021-04-12,-9999,-9999,-9999,-9999,-9999,-9999,250,296.7,202.8,muffle furnace vent was closed during 3 burn reps,muffle,Low_muffle,3600,250,10/28/2021,25.2,1000
Burn11,BSLE_0004,BSLE_0004A,douglas-fir,Douglas-fir forest,dead,Air dried,muffle; 1 hour, 2021-04-12,-9999,-9999,-9999,-9999,-9999,-9999,250,303.7,226.1,muffle furnace vent was closed during 3 burn reps,muffle,Low_muffle,3600,250,10/26/2021,25,1000
Burn11,BSLE_0004,BSLE_0004B,douglas-fir,Douglas-fir forest,dead,Air dried,muffle; 1 hour, 2021-04-12,-9999,-9999,-9999,-9999,-9999,-9999,250,303.7,226.1,muffle furnace vent was closed during 3 burn reps,muffle,Low_muffle,3600,250,10/27/2021,25.1,1000
Burn11,BSLE_0004,BSLE_0004C,douglas-fir,Douglas-fir forest,dead,Air dried,muffle; 1 hour, 2021-04-12,-9999,-9999,-9999,-9999,-9999,-9999,250,303.7,226.1,muffle furnace vent was closed during 3 burn reps,muffle,Low_muffle,3600,250,10/28/2021,25.1,1000
Burn12,BSLE_0005,BSLE_0005A,douglas-fir,Douglas-fir forest,living,Experimentally added moisture,muffle; 1 hour, 2021-04-13,-9999,-9999,-9999,-9999,-9999,-9999,250,302.9,221.4,N/A,muffle,Low_muffle,3600,250,10/26/2021,25.1,1000
Burn12,BSLE_0005,BSLE_0005B,douglas-fir,Douglas-fir forest,living,Experimentally added moisture,muffle; 1 hour, 2021-04-13,-9999,-9999,-9999,-9999,-9999,-9999,250,302.9,221.4,N/A,muffle,Low_muffle,3600,250,10/27/2021,25,1000
Burn12,BSLE_0005,BSLE_0005C,douglas-fir,Douglas-fir forest,living,Experimentally added moisture,muffle; 1 hour, 2021-04-13,-9999,-9999,-9999,-9999,-9999,-9999,250,302.9,221.4,N/A,muffle,Low_muffle,3600,250,10/28/2021,25,1000
Burn13,BSLE_0003,BSLE_0003A,douglas-fir,Douglas-fir forest,dead,Experimentally added moisture,muffle; 1 hour, 2021-04-13,-9999,-9999,-9999,-9999,-9999,-9999,250,304.7,235.3,N/A,muffle,Low_muffle,3600,250,10/26/2021,25.1,1000
Burn13,BSLE_0003,BSLE_0003B,douglas-fir,Douglas-fir forest,dead,Experimentally added moisture,muffle; 1 hour, 2021-04-13,-9999,-9999,-9999,-9999,-9999,-9999,250,304.7,235.3,N/A,muffle,Low_muffle,3600,250,10/27/2021,25.3,1000
Burn13,BSLE_0003,BSLE_0003C,douglas-fir,Douglas-fir forest,dead,Experimentally added moisture,muffle; 1 hour, 2021-04-13,-9999,-9999,-9999,-9999,-9999,-9999,250,304.7,235.3,N/A,muffle,Low_muffle,3600,250,10/28/2021,25,1000
Burn14,BSLE_0024,BSLE_0024A,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Air dried,muffle; 1 hour, 2021-04-15,-9999,-9999,-9999,-9999,-9999,-9999,250,280,216.7,N/A,muffle,Low_muffle,3600,250,2/8/2022,25.2,1000
Burn14,BSLE_0024,BSLE_0024B,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Air dried,muffle; 1 hour, 2021-04-15,-9999,-9999,-9999,-9999,-9999,-9999,250,280,216.7,N/A,muffle,Low_muffle,3600,250,2/8/2022,25,1000
Burn14,BSLE_0024,BSLE_0024C,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Air dried,muffle; 1 hour, 2021-04-15,-9999,-9999,-9999,-9999,-9999,-9999,250,280,216.7,N/A,muffle,Low_muffle,3600,250,2/8/2022,25.1,1000
Burn15,BSLE_0027,BSLE_0027A,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Air dried,muffle; 1 hour, 2021-04-15,-9999,-9999,-9999,-9999,-9999,-9999,250,300.4,176.3,N/A,muffle,Low_muffle,3600,250,2/21/2022,25.2,1000
Burn15,BSLE_0027,BSLE_0027B,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Air dried,muffle; 1 hour, 2021-04-15,-9999,-9999,-9999,-9999,-9999,-9999,250,300.4,176.3,N/A,muffle,Low_muffle,3600,250,4/4/2022,25.6,1000
Burn15,BSLE_0027,BSLE_0027C,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Air dried,muffle; 1 hour, 2021-04-15,-9999,-9999,-9999,-9999,-9999,-9999,250,300.4,176.3,N/A,muffle,Low_muffle,3600,250,4/4/2022,25.6,1000
Burn16,BSLE_0022,BSLE_0022A,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Experimentally added moisture,muffle; 1 hour, 2021-04-20,-9999,-9999,-9999,-9999,-9999,-9999,250,305.6,252.6,N/A,muffle,Low_muffle,3600,250,1/17/2022,25.6,1000
Burn16,BSLE_0022,BSLE_0022B,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Experimentally added moisture,muffle; 1 hour, 2021-04-20,-9999,-9999,-9999,-9999,-9999,-9999,250,305.6,252.6,N/A,muffle,Low_muffle,3600,250,1/17/2022,25,1000
Burn16,BSLE_0022,BSLE_0022C,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Experimentally added moisture,muffle; 1 hour, 2021-04-20,-9999,-9999,-9999,-9999,-9999,-9999,250,305.6,252.6,N/A,muffle,Low_muffle,3600,250,1/17/2022,25.2,1000
Burn17,BSLE_0047,BSLE_0047A,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Experimentally added moisture,muffle; 1 hour, 2021-04-20,-9999,-9999,-9999,-9999,-9999,-9999,250,310.3,208,N/A,muffle,Low_muffle,3600,250,2/7/2022,26.1,1000
Burn17,BSLE_0047,BSLE_0047B,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Experimentally added moisture,muffle; 1 hour, 2021-04-20,-9999,-9999,-9999,-9999,-9999,-9999,250,310.3,208,N/A,muffle,Low_muffle,3600,250,2/7/2022,25,1000
Burn17,BSLE_0047,BSLE_0047C,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Experimentally added moisture,muffle; 1 hour, 2021-04-20,-9999,-9999,-9999,-9999,-9999,-9999,250,310.3,208,N/A,muffle,Low_muffle,3600,250,2/7/2022,25.4,1000
Burn18,BSLE_0042,BSLE_0042A,ponderosa pine; big sagebrush,Mountain woodland,dead,Air dried,muffle; 1 hour, 2021-08-23,-9999,-9999,-9999,-9999,-9999,-9999,250,194.1,140.6,N/A,muffle,Low_muffle,3600,250,6/13/2022,25,1000
Burn18,BSLE_0042,BSLE_0042B,ponderosa pine; big sagebrush,Mountain woodland,dead,Air dried,muffle; 1 hour, 2021-08-23,-9999,-9999,-9999,-9999,-9999,-9999,250,194.1,140.6,N/A,muffle,Low_muffle,3600,250,6/13/2022,25.1,1000
Burn18,BSLE_0042,BSLE_0042C,ponderosa pine; big sagebrush,Mountain woodland,dead,Air dried,muffle; 1 hour, 2021-08-23,-9999,-9999,-9999,-9999,-9999,-9999,250,194.1,140.6,N/A,muffle,Low_muffle,3600,250,6/13/2022,25.6,1000
Burn19,BSLE_0041,BSLE_0041A,ponderosa pine; big sagebrush,Mountain woodland,living,Air dried,muffle; 1 hour, 2021-08-23,-9999,-9999,-9999,-9999,-9999,-9999,250,206.9,149.3,ponderosa pine needles had lost most green color; i.e.; brown in appearance and similar looking to litter material,muffle,Low_muffle,3600,250,6/6/2022,25.3,1000
Burn19,BSLE_0041,BSLE_0041B,ponderosa pine; big sagebrush,Mountain woodland,living,Air dried,muffle; 1 hour, 2021-08-23,-9999,-9999,-9999,-9999,-9999,-9999,250,206.9,149.3,ponderosa pine needles had lost most green color; i.e.; brown in appearance and similar looking to litter material,muffle,Low_muffle,3600,250,6/7/2022,25,1000
Burn19,BSLE_0041,BSLE_0041C,ponderosa pine; big sagebrush,Mountain woodland,living,Air dried,muffle; 1 hour, 2021-08-23,-9999,-9999,-9999,-9999,-9999,-9999,250,206.9,149.3,ponderosa pine needles had lost most green color; i.e.; brown in appearance and similar looking to litter material,muffle,Low_muffle,3600,250,6/7/2022,25.2,1000
Burn20,BSLE_0040,BSLE_0040A,ponderosa pine; big sagebrush,Mountain woodland,dead,Experimentally added moisture,muffle; 1 hour, 2021-08-27,-9999,-9999,-9999,-9999,-9999,-9999,250,195.1,154.8,N/A,muffle,Low_muffle,3600,250,6/13/2022,25.5,1000
Burn20,BSLE_0040,BSLE_0040B,ponderosa pine; big sagebrush,Mountain woodland,dead,Experimentally added moisture,muffle; 1 hour, 2021-08-27,-9999,-9999,-9999,-9999,-9999,-9999,250,195.1,154.8,N/A,muffle,Low_muffle,3600,250,6/13/2022,25,1000
Burn20,BSLE_0040,BSLE_0040C,ponderosa pine; big sagebrush,Mountain woodland,dead,Experimentally added moisture,muffle; 1 hour, 2021-08-27,-9999,-9999,-9999,-9999,-9999,-9999,250,195.1,154.8,N/A,muffle,Low_muffle,3600,250,6/13/2022,25,1000
Burn21,BSLE_0039,BSLE_0039A,ponderosa pine; big sagebrush,Mountain woodland,living,Experimentally added moisture,muffle; 1 hour, 2021-08-27,-9999,-9999,-9999,-9999,-9999,-9999,250,210.6,154.6,ponderosa pine needles had lost most green color; i.e.; brown in appearance and similar looking to litter material,muffle,Low_muffle,3600,250,6/6/2022,25.5,1000
Burn21,BSLE_0039,BSLE_0039B,ponderosa pine; big sagebrush,Mountain woodland,living,Experimentally added moisture,muffle; 1 hour, 2021-08-27,-9999,-9999,-9999,-9999,-9999,-9999,250,210.6,154.6,ponderosa pine needles had lost most green color; i.e.; brown in appearance and similar looking to litter material,muffle,Low_muffle,3600,250,6/7/2022,25.1,1000
Burn21,BSLE_0039,BSLE_0039C,ponderosa pine; big sagebrush,Mountain woodland,living,Experimentally added moisture,muffle; 1 hour, 2021-08-27,-9999,-9999,-9999,-9999,-9999,-9999,250,210.6,154.6,ponderosa pine needles had lost most green color; i.e.; brown in appearance and similar looking to litter material,muffle,Low_muffle,3600,250,6/7/2022,25.2,1000
Burn22,BSLE_0017,BSLE_0017A,big sagebrush,Sagebrush shrubland,living,Air dried,muffle; 1 hour, 2021-10-01,-9999,-9999,-9999,-9999,-9999,-9999,250,142.4,95.9,N/A,muffle,Low_muffle,3600,250,10/29/2021,25.1,1000
Burn22,BSLE_0017,BSLE_0017B,big sagebrush,Sagebrush shrubland,living,Air dried,muffle; 1 hour, 2021-10-01,-9999,-9999,-9999,-9999,-9999,-9999,250,142.4,95.9,N/A,muffle,Low_muffle,3600,250,11/2/2021,25.1,1000
Burn22,BSLE_0017,BSLE_0017C,big sagebrush,Sagebrush shrubland,living,Air dried,muffle; 1 hour, 2021-10-01,-9999,-9999,-9999,-9999,-9999,-9999,250,142.4,95.9,N/A,muffle,Low_muffle,3600,250,11/3/2021,25.1,1000
Burn23,BSLE_0016,BSLE_0016A,big sagebrush,Sagebrush shrubland,living,Experimentally added moisture,muffle; 1 hour, 2021-10-01,-9999,-9999,-9999,-9999,-9999,-9999,250,154.5,112.2,N/A,muffle,Low_muffle,3600,250,10/29/2021,25,1000
