"","eV","Pi_Al_GibbSorb_std.xmu.nor","Pi_Apatite_CaDefHydroxy_std.xmu.nor","Pi_Apatite_Carbonate_std.xmu.nor","Pi_Ca_Tri_std.xmu.nor","Pi_Fe_GoethSorb_std.xmu.nor","Pi_K_Pyro_std.xmu.nor","Pi_Mg_Tri_std.xmu.nor","Pi_Na_Tri_std.xmu.nor","Pi_NH4_Mg_std.xmu.nor","Po_Na_AMP_std.xmu.nor","BSLE_0013-solid_P-XANES.xmu.nor","BSLE_0007-solid_P-XANES.xmu.nor","BSLE_0002-solid_P-XANES.xmu.nor","BSLE_0050-solid_P-XANES.xmu.nor","BSLE_0014-solid_P-XANES.xmu.nor","BSLE_0011-solid_P-XANES.xmu.nor","BSLE_0072-solid_P-XANES.xmu.nor"
"583",2140.3,NA,NA,-0.01821463,NA,-0.0066445384,NA,NA,NA,NA,-0.017611003,NA,NA,NA,NA,NA,NA,NA
"584",2140.5,NA,NA,-0.021179532,NA,-0.0041818206,NA,NA,NA,NA,-0.012750528,NA,NA,NA,NA,NA,NA,NA
"585",2140.7,NA,NA,-0.012205073,NA,-0.0087212091,NA,NA,NA,NA,0.0092423322,NA,NA,NA,NA,NA,NA,NA
"586",2140.9,NA,NA,-0.02449976,NA,-0.0041856012,NA,NA,NA,NA,0.016918612,NA,NA,NA,NA,NA,NA,NA
"587",2141.1,NA,NA,-0.025219294,NA,-0.0014071072,NA,NA,NA,NA,0.03566237,NA,NA,NA,NA,NA,NA,NA
"588",2141.3,NA,NA,-0.02769679,NA,0.0040089559,NA,NA,NA,NA,0.046110919,NA,NA,NA,NA,NA,NA,NA
"589",2141.5,NA,NA,-0.0206782,NA,0.0024341167,NA,NA,NA,NA,0.061053628,NA,NA,NA,NA,NA,NA,NA
"590",2141.7,NA,NA,-0.022481818,NA,-0.0011698694,NA,NA,NA,NA,0.065876269,NA,NA,NA,NA,NA,NA,NA
"591",2141.9,NA,NA,-0.030821512,NA,0.0039788032,NA,NA,NA,NA,0.073091851,NA,NA,NA,NA,NA,NA,NA
"592",2142.1,NA,NA,-0.016705147,NA,0.0012080627,NA,NA,NA,NA,0.043699377,NA,NA,NA,NA,NA,NA,NA
"593",2142.3,NA,NA,-0.011008724,NA,0.00078267861,NA,NA,NA,NA,0.0055409754,NA,NA,NA,NA,NA,NA,NA
"594",2142.5,NA,NA,-0.011735537,NA,-0.0053088292,NA,NA,NA,NA,-0.015763825,NA,NA,NA,NA,NA,NA,NA
"595",2142.7,NA,NA,0.012371181,NA,-0.0057874479,NA,NA,NA,NA,-0.02521142,NA,NA,NA,NA,NA,NA,NA
"596",2142.9,NA,NA,0.045260497,NA,-0.0038967134,NA,NA,NA,NA,-0.045712228,NA,NA,NA,NA,NA,NA,NA
"597",2143.7,NA,NA,0.059988998,NA,0.0065853183,NA,NA,NA,NA,-0.057575677,NA,NA,NA,NA,NA,NA,NA
"598",2143.9,NA,NA,0.035081971,NA,0.012084019,NA,NA,NA,NA,-0.060238964,NA,NA,NA,NA,NA,NA,NA
"599",2144.1,NA,NA,0.036852043,NA,0.017160742,NA,NA,NA,NA,-0.056941174,NA,NA,NA,NA,NA,NA,NA
"600",2144.3,NA,NA,0.019733505,NA,0.019991068,NA,NA,NA,NA,-0.055696647,NA,NA,NA,NA,NA,NA,NA
"601",2144.5,NA,NA,0.012859495,NA,0.0214766,NA,NA,NA,NA,-0.05453263,NA,NA,NA,NA,NA,NA,NA
"602",2144.7,NA,NA,0.0074851264,NA,0.019372097,NA,NA,NA,NA,-0.05032701,NA,NA,NA,NA,NA,NA,NA
"603",2144.9,NA,NA,0.021832761,NA,0.026423474,NA,NA,NA,NA,-0.033446877,NA,NA,NA,NA,NA,NA,NA
"604",2145.1,NA,NA,0.023591473,NA,0.026729509,NA,NA,NA,NA,-0.022635535,NA,NA,NA,NA,NA,NA,NA
"605",2145.3,NA,NA,0.022874059,NA,0.034835984,NA,NA,NA,NA,-0.0067482983,NA,NA,NA,NA,NA,NA,NA
"606",2145.5,NA,NA,0.02657108,NA,0.025799528,NA,NA,NA,NA,0.040667313,NA,NA,NA,NA,NA,NA,NA
"607",2145.7,NA,NA,0.028322458,NA,0.030613813,NA,NA,NA,NA,0.064247351,NA,NA,NA,NA,NA,NA,NA
"608",2145.9,NA,NA,0.027809671,NA,0.034872147,NA,NA,NA,NA,0.019573715,NA,NA,NA,NA,NA,NA,NA
"609",2146.1,NA,NA,0.041707325,NA,0.040842923,NA,NA,NA,NA,0.016498294,NA,NA,NA,NA,NA,NA,NA
"610",2146.5,NA,NA,0.040345561,NA,0.049894021,NA,NA,NA,NA,0.017282926,NA,NA,NA,NA,NA,NA,NA
"611",2146.7,NA,NA,0.045920609,NA,0.056039914,NA,NA,NA,NA,0.029018743,NA,NA,NA,NA,NA,NA,NA
"612",2146.9,NA,NA,0.053760593,NA,0.069015933,NA,NA,NA,NA,0.037896285,NA,NA,NA,NA,NA,NA,NA
"613",2147.1,NA,NA,0.055248937,NA,0.084100724,NA,NA,NA,NA,0.06653084,NA,NA,NA,NA,NA,NA,NA
"614",2147.3,NA,NA,0.069169961,NA,0.10192908,NA,NA,NA,NA,0.081034792,NA,NA,NA,NA,NA,NA,NA
"615",2147.5,NA,NA,0.072221111,NA,0.11944159,NA,NA,NA,NA,0.068783912,NA,NA,NA,NA,NA,NA,NA
"616",2147.7,NA,NA,0.089766569,NA,0.14195755,NA,NA,NA,NA,0.054394006,NA,NA,NA,NA,NA,NA,NA
"617",2147.9,NA,NA,0.095494877,NA,0.16846853,NA,NA,NA,NA,0.046409812,NA,NA,NA,NA,NA,NA,NA
"618",2148.1,NA,NA,0.10586273,NA,0.1888501,NA,NA,NA,NA,0.048631109,NA,NA,NA,NA,NA,NA,NA
"619",2148.3,NA,NA,0.11971731,NA,0.20705194,NA,NA,NA,NA,0.050533578,NA,NA,NA,NA,NA,NA,NA
"620",2148.5,NA,NA,0.12590721,NA,0.22516281,NA,NA,NA,NA,0.071242142,NA,NA,NA,NA,NA,NA,NA
"621",2148.7,NA,NA,0.1440798,NA,0.24449682,NA,NA,NA,NA,0.075153731,NA,NA,NA,NA,NA,NA,NA
"622",2148.9,NA,NA,0.15210895,NA,0.27177768,NA,NA,NA,NA,0.094835673,NA,NA,NA,NA,NA,NA,NA
"623",2149.1,NA,NA,0.15700852,NA,0.28810907,NA,NA,NA,NA,0.12139229,NA,NA,NA,NA,NA,NA,NA
"624",2149.3,NA,NA,0.18642904,NA,0.30734292,NA,NA,NA,NA,0.14624713,NA,NA,NA,NA,NA,NA,NA
"625",2149.5,NA,NA,0.20594495,NA,0.31659262,NA,NA,NA,NA,0.18578062,NA,NA,NA,NA,NA,NA,NA
"626",2149.7,NA,NA,0.24674064,NA,0.32739008,NA,NA,NA,NA,0.25047334,NA,NA,NA,NA,NA,NA,NA
"627",2149.9,NA,NA,0.2933515,NA,0.34472195,NA,NA,NA,NA,0.33656072,NA,NA,NA,NA,NA,NA,NA
"628",2150.1,NA,NA,0.3559209,NA,0.37897172,NA,NA,NA,NA,0.47958165,NA,NA,NA,NA,NA,NA,NA
"629",2150.3,NA,NA,0.45541984,NA,0.43911291,NA,NA,NA,NA,0.69620865,NA,NA,NA,NA,NA,NA,NA
"630",2150.5,NA,NA,0.59689896,NA,0.5332781,NA,NA,NA,NA,0.95360471,NA,NA,NA,NA,NA,NA,NA
"631",2150.7,NA,NA,0.83972289,NA,0.65627168,NA,NA,NA,NA,1.291697,NA,NA,NA,NA,NA,NA,NA
"632",2150.9,NA,NA,1.1544004,NA,0.83216645,NA,NA,NA,NA,1.6487739,NA,NA,NA,NA,NA,NA,NA
"633",2151.1,NA,NA,1.5633413,NA,1.0810951,NA,NA,NA,NA,2.1609659,NA,NA,NA,NA,NA,NA,NA
"634",2151.3,NA,NA,2.0756399,NA,1.4503269,NA,NA,NA,NA,3.0243303,NA,NA,NA,NA,NA,NA,NA
"635",2151.5,NA,NA,3.1464313,NA,2.0075215,NA,NA,NA,NA,4.2857273,NA,NA,NA,NA,NA,NA,NA
"636",2151.7,NA,NA,4.2370701,NA,2.7732185,NA,NA,NA,NA,5.5885214,NA,NA,NA,NA,NA,NA,NA
"637",2151.9,NA,NA,5.0600572,NA,3.657331,NA,NA,NA,NA,6.5693611,NA,NA,NA,NA,NA,NA,NA
"638",2152.1,NA,NA,5.7339774,NA,4.5929401,NA,NA,NA,NA,6.9877508,NA,NA,NA,NA,NA,NA,NA
"639",2152.3,NA,NA,5.8157144,NA,5.3899287,NA,NA,NA,NA,7.083895,NA,NA,NA,NA,NA,NA,NA
"640",2152.5,NA,NA,5.6079462,NA,5.9558505,NA,NA,NA,NA,6.9165717,NA,NA,NA,NA,NA,NA,NA
"641",2152.7,NA,NA,5.17643,NA,6.1852136,NA,NA,NA,NA,6.6529093,NA,NA,NA,NA,NA,NA,NA
"642",2152.9,NA,NA,4.6486862,NA,6.1406568,NA,NA,NA,NA,6.2696119,NA,NA,NA,NA,NA,NA,NA
"643",2153.1,NA,NA,4.0186366,NA,5.8150825,NA,NA,NA,NA,5.7713098,NA,NA,NA,NA,NA,NA,NA
"644",2153.3,NA,NA,3.6656471,NA,5.279151,NA,NA,NA,NA,5.2487256,NA,NA,NA,NA,NA,NA,NA
"645",2153.5,NA,NA,3.3055081,NA,4.5896419,NA,NA,NA,NA,4.7404738,NA,NA,NA,NA,NA,NA,NA
"646",2153.7,NA,NA,3.0698934,NA,3.9149356,NA,NA,NA,NA,4.2170418,NA,NA,NA,NA,NA,NA,NA
"647",2153.9,NA,NA,2.8946344,NA,3.3044547,NA,NA,NA,NA,3.7392065,NA,NA,NA,NA,NA,NA,NA
"648",2154.1,NA,NA,2.8028818,NA,2.7529096,NA,NA,NA,NA,3.3307745,NA,NA,NA,NA,NA,NA,NA
"649",2154.3,NA,NA,2.7688203,NA,2.3116849,NA,NA,NA,NA,2.9743426,NA,NA,NA,NA,NA,NA,NA
"650",2154.5,NA,NA,2.7426653,NA,1.9619774,NA,NA,NA,NA,2.6593454,NA,NA,NA,NA,NA,NA,NA
"651",2154.7,NA,NA,2.7121574,NA,1.7243575,NA,NA,NA,NA,2.4002433,NA,NA,NA,NA,NA,NA,NA
"652",2154.9,NA,NA,2.7206004,NA,1.5487979,NA,NA,NA,NA,2.2162767,NA,NA,NA,NA,NA,NA,NA
"653",2155.1,NA,NA,2.6214606,NA,1.4166408,NA,NA,NA,NA,2.0458703,NA,NA,NA,NA,NA,NA,NA
"654",2155.3,NA,NA,2.5402547,NA,1.3357407,NA,NA,NA,NA,1.9098119,NA,NA,NA,NA,NA,NA,NA
"655",2155.5,NA,NA,2.4523735,NA,1.2694832,NA,NA,NA,NA,1.8031005,NA,NA,NA,NA,NA,NA,NA
"656",2155.7,NA,NA,2.2691459,NA,1.2224493,NA,NA,NA,NA,1.7147326,NA,NA,NA,NA,NA,NA,NA
"657",2155.9,NA,NA,2.1601416,NA,1.181493,NA,NA,NA,NA,1.6370898,NA,NA,NA,NA,NA,NA,NA
"658",2156.1,NA,NA,2.0015207,NA,1.1732259,NA,NA,NA,NA,1.5953766,NA,NA,NA,NA,NA,NA,NA
"659",2156.3,NA,NA,1.8706153,NA,1.1647722,NA,NA,NA,NA,1.5340606,NA,NA,NA,NA,NA,NA,NA
"660",2156.5,NA,NA,1.7141198,NA,1.1584253,NA,NA,NA,NA,1.5168474,NA,NA,NA,NA,NA,NA,NA
"661",2156.7,NA,NA,1.6261526,NA,1.1414679,NA,NA,NA,NA,1.4818527,NA,NA,NA,NA,NA,NA,NA
"662",2156.9,NA,NA,1.5140306,NA,1.1325483,NA,NA,NA,NA,1.4573484,NA,NA,NA,NA,NA,NA,NA
"663",2157.1,NA,NA,1.408107,NA,1.1191615,NA,NA,NA,NA,1.4415861,NA,NA,NA,NA,NA,NA,NA
"664",2157.3,NA,NA,1.3781904,NA,1.1357525,NA,NA,NA,NA,1.4217176,NA,NA,NA,NA,NA,NA,NA
"665",2157.5,NA,NA,1.3168248,NA,1.1410806,NA,NA,NA,NA,1.4051061,NA,NA,NA,NA,NA,NA,NA
"666",2157.7,NA,NA,1.2461183,NA,1.1756279,NA,NA,NA,NA,1.4164684,NA,NA,NA,NA,NA,NA,NA
"667",2157.9,NA,NA,1.2323966,NA,1.1686791,NA,NA,NA,NA,1.4099532,NA,NA,NA,NA,NA,NA,NA
"668",2158.1,NA,NA,1.1995885,NA,1.173499,NA,NA,NA,NA,1.4075646,NA,NA,NA,NA,NA,NA,NA
"669",2158.3,NA,NA,1.1852876,NA,1.1754715,NA,NA,NA,NA,1.4032689,NA,NA,NA,NA,NA,NA,NA
"670",2158.5,NA,NA,1.1928443,NA,1.1818934,NA,NA,NA,NA,1.4018158,NA,NA,NA,NA,NA,NA,NA
"671",2158.7,NA,NA,1.2001562,NA,1.2080774,NA,NA,NA,NA,1.3891522,NA,NA,NA,NA,NA,NA,NA
"672",2158.9,NA,NA,1.1985619,NA,1.222393,NA,NA,NA,NA,1.3891318,NA,NA,NA,NA,NA,NA,NA
"673",2159.1,NA,NA,1.2125146,NA,1.2276874,NA,NA,NA,NA,1.3851918,NA,NA,NA,NA,NA,NA,NA
"674",2159.3,NA,NA,1.2308805,NA,1.2228085,NA,NA,NA,NA,1.3947867,NA,NA,NA,NA,NA,NA,NA
"675",2159.5,NA,NA,1.2754049,NA,1.2223571,NA,NA,NA,NA,1.3966436,NA,NA,NA,NA,NA,NA,NA
"676",2159.7,NA,NA,1.3195069,NA,1.2350312,NA,NA,NA,NA,1.4173789,NA,NA,NA,NA,NA,NA,NA
"677",2159.9,NA,NA,1.3207414,NA,1.2506137,NA,NA,NA,NA,1.421017,NA,NA,NA,NA,NA,NA,NA
"678",2160.4,NA,NA,1.3206119,NA,NA,NA,NA,NA,NA,1.4429491,NA,NA,NA,NA,NA,NA,NA
"679",2160.9,NA,NA,1.4174018,NA,NA,NA,NA,NA,NA,1.4682717,NA,NA,NA,NA,NA,NA,NA
"680",2161.4,NA,NA,1.508964,NA,NA,NA,NA,NA,NA,1.5052596,NA,NA,NA,NA,NA,NA,NA
"681",2161.9,NA,NA,1.6419535,NA,NA,NA,NA,NA,NA,1.529732,NA,NA,NA,NA,NA,NA,NA
"682",2162.4,NA,NA,1.7089241,NA,NA,NA,NA,NA,NA,1.5880537,NA,NA,NA,NA,NA,NA,NA
"683",2162.9,NA,NA,1.7592683,NA,NA,NA,NA,NA,NA,1.6285027,NA,NA,NA,NA,NA,NA,NA
"684",2163.4,NA,NA,1.7304331,NA,NA,NA,NA,NA,NA,1.6784639,NA,NA,NA,NA,NA,NA,NA
"685",2163.9,NA,NA,1.6621195,NA,NA,NA,NA,NA,NA,1.7423567,NA,NA,NA,NA,NA,NA,NA
"686",2164.4,NA,NA,1.6203358,NA,NA,NA,NA,NA,NA,1.8008574,NA,NA,NA,NA,NA,NA,NA
"687",2164.9,NA,NA,1.6073047,NA,NA,NA,NA,NA,NA,1.8517433,NA,NA,NA,NA,NA,NA,NA
"688",2165.4,NA,NA,1.6406576,NA,NA,NA,NA,NA,NA,1.9116185,NA,NA,NA,NA,NA,NA,NA
"689",2165.9,NA,NA,1.6652349,NA,NA,NA,NA,NA,NA,1.9449026,NA,NA,NA,NA,NA,NA,NA
"690",2166.4,NA,NA,1.6960613,NA,NA,NA,NA,NA,NA,1.999437,NA,NA,NA,NA,NA,NA,NA
"691",2166.9,NA,NA,1.7227632,NA,NA,NA,NA,NA,NA,2.0458877,NA,NA,NA,NA,NA,NA,NA
"692",2167.4,NA,NA,1.7666183,NA,NA,NA,NA,NA,NA,2.0311713,NA,NA,NA,NA,NA,NA,NA
"693",2167.9,NA,NA,1.8329186,NA,NA,NA,NA,NA,NA,2.0428471,NA,NA,NA,NA,NA,NA,NA
"694",2168.4,NA,NA,1.8733516,NA,NA,NA,NA,NA,NA,2.0300819,NA,NA,NA,NA,NA,NA,NA
"695",2168.9,NA,NA,1.9230187,NA,NA,NA,NA,NA,NA,2.0408388,NA,NA,NA,NA,NA,NA,NA
"696",2169.4,NA,NA,1.9115133,NA,NA,NA,NA,NA,NA,2.0337209,NA,NA,NA,NA,NA,NA,NA
"697",2169.9,NA,NA,1.9123665,NA,NA,NA,NA,NA,NA,2.0090406,NA,NA,NA,NA,NA,NA,NA
"698",2170.4,NA,NA,1.9033819,NA,NA,NA,NA,NA,NA,2.0066184,NA,NA,NA,NA,NA,NA,NA
"699",2170.9,NA,NA,1.8902446,NA,NA,NA,NA,NA,NA,1.965417,NA,NA,NA,NA,NA,NA,NA
"700",2171.4,NA,NA,1.8832728,NA,NA,NA,NA,NA,NA,1.9188742,NA,NA,NA,NA,NA,NA,NA
"701",2171.9,NA,NA,1.8245509,NA,NA,NA,NA,NA,NA,1.891227,NA,NA,NA,NA,NA,NA,NA
"702",2172.4,NA,NA,1.8160919,NA,NA,NA,NA,NA,NA,1.8655449,NA,NA,NA,NA,NA,NA,NA
"703",2172.9,NA,NA,1.8193425,NA,NA,NA,NA,NA,NA,1.844826,NA,NA,NA,NA,NA,NA,NA
"704",2173.4,NA,NA,1.8046179,NA,NA,NA,NA,NA,NA,1.8038154,NA,NA,NA,NA,NA,NA,NA
"705",2173.9,NA,NA,1.7598626,NA,NA,NA,NA,NA,NA,1.7467317,NA,NA,NA,NA,NA,NA,NA
"706",2174.4,NA,NA,1.7364271,NA,NA,NA,NA,NA,NA,1.7301231,NA,NA,NA,NA,NA,NA,NA
"707",2174.9,NA,NA,1.7101156,NA,NA,NA,NA,NA,NA,1.6932547,NA,NA,NA,NA,NA,NA,NA
"708",2175.4,NA,NA,1.6613978,NA,NA,NA,NA,NA,NA,1.6437277,NA,NA,NA,NA,NA,NA,NA
"709",2175.9,NA,NA,1.6057088,NA,NA,NA,NA,NA,NA,1.6099142,NA,NA,NA,NA,NA,NA,NA
"710",2176.4,NA,NA,1.5980025,NA,NA,NA,NA,NA,NA,1.5864625,NA,NA,NA,NA,NA,NA,NA
"711",2176.9,NA,NA,1.5782433,NA,NA,NA,NA,NA,NA,1.5535843,NA,NA,NA,NA,NA,NA,NA
"712",2177.4,NA,NA,1.5489835,NA,NA,NA,NA,NA,NA,1.5199569,NA,NA,NA,NA,NA,NA,NA
"713",2177.9,NA,NA,1.4793073,NA,NA,NA,NA,NA,NA,1.4960631,NA,NA,NA,NA,NA,NA,NA
"714",2178.4,NA,NA,1.4843487,NA,NA,NA,NA,NA,NA,1.4620162,NA,NA,NA,NA,NA,NA,NA
"715",2178.9,NA,NA,1.4486733,NA,NA,NA,NA,NA,NA,1.4454377,NA,NA,NA,NA,NA,NA,NA
"716",2179.4,NA,NA,1.4287259,NA,NA,NA,NA,NA,NA,1.4415901,NA,NA,NA,NA,NA,NA,NA
"717",2179.9,NA,NA,1.4207431,NA,NA,NA,NA,NA,NA,1.4305599,NA,NA,NA,NA,NA,NA,NA
"718",2180.4,NA,NA,1.4059631,NA,NA,NA,NA,NA,NA,1.4314354,NA,NA,NA,NA,NA,NA,NA
"719",2180.9,NA,NA,1.4046525,NA,NA,NA,NA,NA,NA,1.4164012,NA,NA,NA,NA,NA,NA,NA
"720",2181.4,NA,NA,1.389527,NA,NA,NA,NA,NA,NA,1.4164301,NA,NA,NA,NA,NA,NA,NA
"721",2181.9,NA,NA,1.394359,NA,NA,NA,NA,NA,NA,1.3971058,NA,NA,NA,NA,NA,NA,NA
"722",2182.4,NA,NA,1.3934641,NA,NA,NA,NA,NA,NA,1.3767749,NA,NA,NA,NA,NA,NA,NA
"723",2182.9,NA,NA,1.388971,NA,NA,NA,NA,NA,NA,1.3665184,NA,NA,NA,NA,NA,NA,NA
"724",2183.4,NA,NA,1.4019024,NA,NA,NA,NA,NA,NA,1.3625492,NA,NA,NA,NA,NA,NA,NA
"725",2183.9,NA,NA,1.4124198,NA,NA,NA,NA,NA,NA,1.3616158,NA,NA,NA,NA,NA,NA,NA
"726",2184.4,NA,NA,1.418813,NA,NA,NA,NA,NA,NA,1.3671456,NA,NA,NA,NA,NA,NA,NA
"727",2184.9,NA,NA,1.429373,NA,NA,NA,NA,NA,NA,1.3715385,NA,NA,NA,NA,NA,NA,NA
"728",2185.4,NA,NA,1.4512722,NA,NA,NA,NA,NA,NA,1.3708048,NA,NA,NA,NA,NA,NA,NA
"729",2185.9,NA,NA,1.4769961,NA,NA,NA,NA,NA,NA,1.3847185,NA,NA,NA,NA,NA,NA,NA
"730",2186.4,NA,NA,1.4621646,NA,NA,NA,NA,NA,NA,1.398301,NA,NA,NA,NA,NA,NA,NA
"731",2186.9,NA,NA,1.4810582,NA,NA,NA,NA,NA,NA,1.3824637,NA,NA,NA,NA,NA,NA,NA
"732",2187.4,NA,NA,1.4959403,NA,NA,NA,NA,NA,NA,1.3998051,NA,NA,NA,NA,NA,NA,NA
"733",2187.9,NA,NA,1.4864006,NA,NA,NA,NA,NA,NA,1.3923084,NA,NA,NA,NA,NA,NA,NA
"734",2188.4,NA,NA,1.502065,NA,NA,NA,NA,NA,NA,1.3961658,NA,NA,NA,NA,NA,NA,NA
"735",2188.9,NA,NA,1.5186715,NA,NA,NA,NA,NA,NA,1.3956345,NA,NA,NA,NA,NA,NA,NA
"736",2189.4,NA,NA,1.562819,NA,NA,NA,NA,NA,NA,1.3983287,NA,NA,NA,NA,NA,NA,NA
"737",2189.9,NA,NA,1.5552986,NA,NA,NA,NA,NA,NA,1.4101839,NA,NA,NA,NA,NA,NA,NA
"738",2190.4,NA,NA,1.5343361,NA,NA,NA,NA,NA,NA,1.4211352,NA,NA,NA,NA,NA,NA,NA
"739",2190.9,NA,NA,1.5380745,NA,NA,NA,NA,NA,NA,1.4225629,NA,NA,NA,NA,NA,NA,NA
"740",2191.4,NA,NA,1.5435066,NA,NA,NA,NA,NA,NA,1.4208372,NA,NA,NA,NA,NA,NA,NA
"741",2191.9,NA,NA,1.5523365,NA,NA,NA,NA,NA,NA,1.4329344,NA,NA,NA,NA,NA,NA,NA
"742",2192.4,NA,NA,1.5446971,NA,NA,NA,NA,NA,NA,1.4540982,NA,NA,NA,NA,NA,NA,NA
"743",2192.9,NA,NA,1.5677281,NA,NA,NA,NA,NA,NA,1.4359251,NA,NA,NA,NA,NA,NA,NA
"744",2193.4,NA,NA,1.5938167,NA,NA,NA,NA,NA,NA,1.4423504,NA,NA,NA,NA,NA,NA,NA
"745",2193.9,NA,NA,1.606756,NA,NA,NA,NA,NA,NA,1.4494412,NA,NA,NA,NA,NA,NA,NA
"746",2194.4,NA,NA,1.6919157,NA,NA,NA,NA,NA,NA,1.4707601,NA,NA,NA,NA,NA,NA,NA
"747",2197.9,NA,NA,1.7903626,NA,NA,NA,NA,NA,NA,1.5271422,NA,NA,NA,NA,NA,NA,NA
"748",2198.4,NA,NA,1.750729,NA,NA,NA,NA,NA,NA,1.5211251,NA,NA,NA,NA,NA,NA,NA
"749",2198.9,NA,NA,1.7387364,NA,NA,NA,NA,NA,NA,1.5191979,NA,NA,NA,NA,NA,NA,NA
"750",2199.4,NA,NA,1.7526634,NA,NA,NA,NA,NA,NA,1.5404747,NA,NA,NA,NA,NA,NA,NA
"751",2199.9,NA,NA,1.8010656,NA,NA,NA,NA,NA,NA,1.5550858,NA,NA,NA,NA,NA,NA,NA
"752",2200.9,NA,NA,1.7780257,NA,NA,NA,NA,NA,NA,1.5598003,NA,NA,NA,NA,NA,NA,NA
"753",2201.9,NA,NA,1.7502709,NA,NA,NA,NA,NA,NA,1.5822226,NA,NA,NA,NA,NA,NA,NA
"754",2202.9,NA,NA,1.7316711,NA,NA,NA,NA,NA,NA,1.6151826,NA,NA,NA,NA,NA,NA,NA
"755",2203.9,NA,NA,1.8126461,NA,NA,NA,NA,NA,NA,1.6229881,NA,NA,NA,NA,NA,NA,NA
"756",2204.9,NA,NA,1.7829058,NA,NA,NA,NA,NA,NA,1.6477323,NA,NA,NA,NA,NA,NA,NA
"757",2205.9,NA,NA,1.7690141,NA,NA,NA,NA,NA,NA,1.6528365,NA,NA,NA,NA,NA,NA,NA
"758",2206.9,NA,NA,1.7777257,NA,NA,NA,NA,NA,NA,1.6709669,NA,NA,NA,NA,NA,NA,NA
"759",2207.9,NA,NA,1.7988723,NA,NA,NA,NA,NA,NA,1.7202511,NA,NA,NA,NA,NA,NA,NA
"760",2208.9,NA,NA,1.7991129,NA,NA,NA,NA,NA,NA,1.753465,NA,NA,NA,NA,NA,NA,NA
"761",2209.9,NA,NA,1.8335623,NA,NA,NA,NA,NA,NA,1.7595478,NA,NA,NA,NA,NA,NA,NA
"762",2210.9,NA,NA,1.8562187,NA,NA,NA,NA,NA,NA,1.7561194,NA,NA,NA,NA,NA,NA,NA
"763",2211.9,NA,NA,1.8943909,NA,NA,NA,NA,NA,NA,1.8041775,NA,NA,NA,NA,NA,NA,NA
"764",2212.9,NA,NA,1.8828501,NA,NA,NA,NA,NA,NA,1.8208133,NA,NA,NA,NA,NA,NA,NA
"765",2213.9,NA,NA,1.914464,NA,NA,NA,NA,NA,NA,1.8632298,NA,NA,NA,NA,NA,NA,NA
"766",2214.9,NA,NA,2.0304645,NA,NA,NA,NA,NA,NA,1.9437133,NA,NA,NA,NA,NA,NA,NA
"767",2216.9,NA,NA,2.0373263,NA,NA,NA,NA,NA,NA,1.9162916,NA,NA,NA,NA,NA,NA,NA
"768",2217.9,NA,NA,2.0234932,NA,NA,NA,NA,NA,NA,1.9313807,NA,NA,NA,NA,NA,NA,NA
"769",2218.9,NA,NA,2.0611042,NA,NA,NA,NA,NA,NA,1.9922296,NA,NA,NA,NA,NA,NA,NA
"770",2219.9,NA,NA,2.1024559,NA,NA,NA,NA,NA,NA,2.0204921,NA,NA,NA,NA,NA,NA,NA
"771",2220.9,NA,NA,2.1253985,NA,NA,NA,NA,NA,NA,2.0289934,NA,NA,NA,NA,NA,NA,NA
"772",2221.9,NA,NA,2.1336017,NA,NA,NA,NA,NA,NA,2.0510848,NA,NA,NA,NA,NA,NA,NA
"773",2222.9,NA,NA,2.1772496,NA,NA,NA,NA,NA,NA,2.0615652,NA,NA,NA,NA,NA,NA,NA
"774",2223.9,NA,NA,2.1845686,NA,NA,NA,NA,NA,NA,2.0939493,NA,NA,NA,NA,NA,NA,NA
"775",2224.9,NA,NA,2.2095566,NA,NA,NA,NA,NA,NA,2.108419,NA,NA,NA,NA,NA,NA,NA
"776",2225.9,NA,NA,2.2350277,NA,NA,NA,NA,NA,NA,2.2052466,NA,NA,NA,NA,NA,NA,NA
"777",2226.9,NA,NA,2.2611909,NA,NA,NA,NA,NA,NA,2.5176158,NA,NA,NA,NA,NA,NA,NA
"778",2227.9,NA,NA,2.2716021,NA,NA,NA,NA,NA,NA,2.5022724,NA,NA,NA,NA,NA,NA,NA
"779",2228.9,NA,NA,2.2685992,NA,NA,NA,NA,NA,NA,2.2910979,NA,NA,NA,NA,NA,NA,NA
"780",2229.9,NA,NA,2.2969427,NA,NA,NA,NA,NA,NA,2.285411,NA,NA,NA,NA,NA,NA,NA
"781",2230.9,NA,NA,2.3110362,NA,NA,NA,NA,NA,NA,2.3215501,NA,NA,NA,NA,NA,NA,NA
"782",2231.9,NA,NA,2.341909,NA,NA,NA,NA,NA,NA,2.3184315,NA,NA,NA,NA,NA,NA,NA
"783",2232.9,NA,NA,2.3543363,NA,NA,NA,NA,NA,NA,2.3134793,NA,NA,NA,NA,NA,NA,NA
"784",2233.9,NA,NA,2.3931775,NA,NA,NA,NA,NA,NA,2.3468591,NA,NA,NA,NA,NA,NA,NA
"785",2234.9,NA,NA,2.3957791,NA,NA,NA,NA,NA,NA,2.3668287,NA,NA,NA,NA,NA,NA,NA
"786",2235.9,NA,NA,2.4229807,NA,NA,NA,NA,NA,NA,2.3486564,NA,NA,NA,NA,NA,NA,NA
